Year,Precipitation
1817,-0.967747757
1818,-0.057829165
1819,-0.510823008
1820,1.158309117
1821,-0.486596624
1822,1.16350271
1823,1.43017251
1824,-0.037417448
1825,0.047264797
1826,0.702230295
1827,-0.760351761
1828,1.669089941
1829,0.498581976
1830,1.661133079
1831,1.344499715
1832,-2.433394706
1833,-2.527545159
1834,-0.837414845
1835,-0.424434385
1836,1.071484178
1837,-0.485646671
1838,1.011619848
1839,-0.050919746
1840,0.838405482
1841,0.196026187
1842,0.586276376
1843,-0.844182983
1844,-2.391136945
1845,-1.268735932
1846,-1.798612735
1847,0.597305735
1848,2.053446185
1849,-0.462863362
1850,0.207173012
1851,-0.903054322
1852,0.14537242
1853,-1.978169886
1854,-0.97462489
1855,-0.200775013
1856,-0.855660502
1857,-0.358739036
1858,-0.392485322
1859,-0.751466539
1860,-0.096145705
1861,-0.433872456
1862,0.11545815
1863,0.318455801
1864,0.169130633
1865,-2.722143175
1866,-1.258608183
1867,-0.190026623
1868,-2.052367251
1869,-0.559121525
1870,0.203201877
1871,-0.567441039
1872,-0.5895343
1873,-0.385441769
1874,0.873523519
1875,-0.407351889
1876,-0.19130807
1877,-2.195187792
1878,-0.630926624
1879,1.248098123
1880,-0.360915174
1881,-1.285451636
1882,-0.702455797
1883,1.627243766
1884,-0.434041361
1885,0.420591049
1886,0.744933218
1887,0.910246713
1888,-0.556968738
1889,0.042639757
1890,1.662782926
1891,-0.328932888
1892,-1.110820504
1893,0.636214994
1894,0.390211025
1895,-0.499937447
1896,-0.891568851
1897,0.60348727
1898,-0.470690101
1899,-2.045646178
1900,-0.161348376
1901,-1.521583759
1902,-0.826037576
1903,0.018764969
1904,-1.452270788
1905,-1.795750785
1906,0.065972261
1907,-0.998320224
1908,0.584864703
1909,0.501205604
1910,0.80529217
1911,-1.383405398
1912,-0.435367165
1913,-1.100608812
1914,0.770853976
1915,-1.032760851
1916,1.234588113
1917,2.115999784
1918,-2.403810938
1919,0.264754046
1920,-1.679374229
1921,0.374713729
1922,0.369051995
1923,-0.349931909
1924,0.572857222
1925,-0.474074263
1926,0.550810728
1927,0.167994952
1928,-0.937967275
1929,-0.478833415
1930,-0.384630018
1931,0.762219996
1932,-0.099008947
1933,1.589031166
1934,0.896586079
1935,0.253494429
1936,1.009888911
1937,0.027584535
1938,1.10101799
1939,-0.628704195
1940,-0.096690071
1941,-1.180522189
1942,1.367539966
1943,0.486549509
1944,0.921323893
1945,0.798227597
1946,0.860568401
1947,1.04826856
1948,0.675682645
1949,0.827605047
1950,0.571072013
1951,-1.88714798
1952,-0.731302687
1953,0.74007648
1954,0.39595994
1955,0.733812252
1956,1.01033446
1957,-0.536580803
1958,0.924006105
1959,1.300853663
1960,-0.053389362
1961,1.708410929
1962,-0.025001309
1963,-0.288117338
1964,1.025071948
1965,-1.865793249
1966,-1.262721698
1967,-0.027733656
1968,-1.314486695
1969,-0.4174261
1970,1.196168276
1971,0.390077255
1972,-2.513199001
1973,0.613886968
1974,-0.666091536
1975,1.783270279
1976,0.393569118
1977,0.370354432
1978,0.84907425
1979,-1.893694036
1980,0.825901915
1981,0.09241395
1982,-1.238059594
1983,1.378071415
1984,0.092548942
1985,-0.643979595
1986,-1.114154857
1987,-1.450111294
1988,1.957356977
1989,0.102633585
1990,0.963519894
1991,-0.276144503
1992,-0.401123743
1993,0.204783578
1994,1.14427073
1995,0.416986393
1996,-0.049039224
1997,-0.103600295
1998,0.280950047
1999,-0.682523749
2000,-0.93773921
2001,-0.735368873
2002,-2.092612402
2003,0.487756891
2004,-1.214713995
2005,-0.238868977
2006,0.448321051
2007,0.866829157
2008,0.164048979
2009,-1.800745627
2010,0.51708369
2011,0.825762761
2012,-0.326137667
2013,0.897256695
2014,-1.151684302
2015,-1.192851942
2016,0.034088381
2017,-0.128237645
2018,-0.847385694
2019,1.34213852
2020,1.295386547
