Year,Ensemble Mean Rainfall,Decadally Smoothed Rainfall,ENSO,Decadally Smoothed ENSO,Maximum VEI
1500,1.1653199653885569,-0.03012191511920459,0.2739633247153637,-0.041543362261447406,4.0
1501,0.4377057959272263,-0.036228392664967975,-0.8654192477332412,-0.05820233089401368,4.0
1502,-0.3280084065519913,-0.04821160303098368,-0.11094593937782377,-0.07485252386564537,4.0
1503,0.4550285918499258,-0.06568501943238045,0.6537575155315654,-0.09149147783295379,4.0
1504,1.1095741002839021,-0.08799883371963127,1.0949325856715977,-0.10815782254224943,4.0
1505,0.37370769280929667,-0.11442582831105635,1.0783085975213935,-0.12478001411505021,4.0
1506,1.3873462452641567,-0.14408434934123177,-1.6467466907928345,-0.1413679428501638,4.0
1507,1.4895866352714338,-0.175970744180057,0.12306866304428025,-0.15781261192564108,4.0
1508,-1.128770572747992,-0.2090765121126622,-0.011202010476599102,-0.17403628524507916,4.0
1509,-0.33004525114062655,-0.24236029085521676,-0.8628617110947483,-0.18991186550217787,4.0
1510,-1.463980898791507,-0.27481949774765346,-1.2298682187184853,-0.20528444621770964,4.0
1511,-1.5981751600802812,-0.3054903406135256,1.0706359876059146,-0.22001687076191442,4.0
1512,-1.3827968640011121,-0.33353836706367,-0.6237320353956585,-0.23400191007242171,4.0
1513,-2.1807213323874213,-0.3582470659484235,-1.5981534946614688,-0.24709298267180682,4.0
1514,-0.8677579354783042,-0.37903090263521916,0.8481303000570289,-0.25917415481546624,4.0
1515,-2.040927377672964,-0.39546279543362906,-0.8257774298366006,-0.2701294499340579,4.0
1516,-0.9810647939824294,-0.40726318131433453,-1.8526283901915164,-0.27990121438613297,4.0
1517,-0.275620513113765,-0.41432501835075597,0.08470561346688614,-0.28843030650579765,4.0
1518,-0.6592672393860124,-0.4166795986084095,-0.16081790382843614,-0.2957000451142485,4.0
1519,-0.09254062353225373,-0.41447318912872005,-0.0035294005611203093,-0.30167350099336837,4.0
1520,-0.08088067656236937,-0.4079292934970141,1.0757510608829006,-0.3063727440758899,4.0
1521,0.22739023893429275,-0.3974148786228097,-0.31938517541499845,-0.3098250083016211,4.0
1522,-0.2759945265358763,-0.3833039513847459,-0.8142685149633824,-0.3120741170074288,4.0
1523,-0.29068086111372055,-0.36602127090819225,-0.5802539125412784,-0.3131926032566831,4.0
1524,-0.6501490264122665,-0.34600820424325324,-1.4856218825677794,-0.31321321005956826,4.0
1525,-0.2731082823562394,-0.3236605695889389,-0.919127517141593,-0.3122549726318443,4.0
1526,-0.3688484924599554,-0.29935872197312463,1.8967203218391344,-0.310381167807361,4.0
1527,-0.44723540639496684,-0.2733979384253782,0.05657271044346381,-0.30765087721204626,4.0
1528,-1.348684798315086,-0.2460912582629752,-2.4600433418335896,-0.3041731191532783,4.0
1529,0.03779833462372694,-0.2176381080153652,-0.4574921538936173,-0.3000162367472861,4.0
1530,0.15360069823766595,-0.1882003372246064,0.8008158722449094,-0.2953115764392722,4.0
1531,0.22464206228109235,-0.15788899418312077,0.5066991588182214,-0.29012919830798717,4.0
1532,-0.42744017693448433,-0.12671692791469485,-1.0789735570474017,-0.28461542102266846,4.0
1533,0.3441340619456814,-0.09479204703206172,-0.8129897466441359,-0.2788667028947038,4.0
1534,1.0780076465852404,-0.062096567278492054,0.3634771070626166,-0.2729878941804492,4.0
1535,-0.046124797796567064,-0.02867034656117665,-1.3129881594695056,-0.2670401479315586,4.0
1536,-0.39208229339737094,0.005397640049085405,-0.26184060104890733,-0.2611898914194496,4.0
1537,0.9283083953302701,0.040010176498882596,0.30849006933501844,-0.25554471729713346,4.0
1538,-0.056868752300031564,0.07499601514525331,-1.6672069839007781,-0.2501784552906058,4.0
1539,-0.46503977004544134,0.1100675075567664,0.4939114756257566,-0.2451869569988417,4.0
1540,-1.643717449739372,0.14489693161513997,0.5450622083956154,-0.24063319618189127,4.0
1541,-1.0247593782793523,0.1790707244250958,0.26501194648063847,-0.23654939849731071,4.0
1542,-0.029561828018545885,0.21209194194350903,-0.40634142112375843,-0.23300453884742267,4.0
1543,-1.1135576187796792,0.24338227404028942,1.2151368076807658,-0.2300689120151141,4.0
1544,0.42301074602672806,0.2723026836552934,-1.0649071055356907,-0.22777249792450247,4.0
1545,0.6665583948840927,0.29817523433419735,0.9197413259348313,-0.22610529727710937,4.0
1546,0.9494332776740628,0.32034506007767216,-1.3909930269435402,-0.22507920259538036,4.0
1547,1.6677465276594268,0.3381678475553604,-0.2452166128987032,-0.22468503499956977,4.0
1548,0.8374739967288642,0.35105996391228356,-0.6250108037149049,-0.22496200113291354,4.0
1549,1.6430787043412285,0.35853199054988283,-1.4945732608025049,-0.22591410792449132,4.0
1550,0.8901531530218735,0.3601176176270952,0.2624544098421455,-0.22750853754982736,4.0
1551,1.8690463939970778,0.3555955695394909,0.3148839109312508,-0.2297631717163626,4.076923076923077
1552,0.6725348197464694,0.34486672266969176,-0.5201518015366943,-0.2326741317509773,4.153846153846154
1553,1.2215548910402605,0.32797168090614964,-0.44598323902039905,-0.2362109695527933,4.230769230769231
1554,1.0102487553154147,0.3051658737577121,-0.2669556743258932,-0.24031107000718366,4.3076923076923075
1555,0.7750303820110185,0.2768342594534068,0.7624528226675154,-0.24501077014722983,4.384615384615385
1556,0.9161403721821981,0.2436034979399741,0.1512015660677026,-0.2501854301092269,4.461538461538462
1557,0.7202182565314025,0.20615815379467659,-0.28102212583760433,-0.25572326335103457,4.538461538461538
1558,-0.3478564175840945,0.16535390679979095,-0.1275699275280279,-0.26156434444734283,4.615384615384615
1559,-0.42107931824893985,0.1221346181245127,-0.3002036506263014,-0.2675366903088163,4.6923076923076925
1560,1.2486343661328752,0.0774650177297515,0.029718575739287947,-0.273494672982949,4.769230769230769
1561,0.10123645588756963,0.03239692344236278,-1.208129157291295,-0.279233409121536,4.846153846153847
1562,0.08581705431967691,-0.012077593725532031,-0.31043379718027314,-0.28454459403684834,4.923076923076923
1563,0.336316897031635,-0.05501261172009547,-0.0201533887113244,-0.2892253878243769,5.0
1564,-1.7695340992109414,-0.09552720751946019,0.22537012858399788,-0.29306780733997945,4.857142857142857
1565,-2.2180925396645996,-0.1328754037042843,0.6639876620855371,-0.2959138755117856,4.714285714285714
1566,-1.0842192152948533,-0.16643887841802427,-0.7669540871512631,-0.2976096515801284,4.571428571428571
1567,0.10937976621259707,-0.19574536987508512,-1.2324257553569782,-0.29807554824634785,4.428571428571429
1568,-0.5611650823857611,-0.22047097206632607,-1.063628337216444,-0.29723116036413794,4.285714285714286
1569,-1.013713581410281,-0.24043387811887448,0.6486424422545795,-0.29507003060478154,4.142857142857143
1570,-1.532282151389206,-0.255631344140223,-0.07769796307741558,-0.29170838050918246,4.0
1571,-1.681754817769103,-0.26617818467783694,-0.9881810063809023,-0.28735208392231837,4.2
