model_code,pcc,vd
ERA5_1940.1,-0.07744227796195206,0.8031083959855887
ERA5_1940.3,0.33643263311961635,0.7050768155374381
ERA5_1940.5,0.33625705874381456,0.17404258435152498
ERA5_1940.7,0.20550392019580768,0.7928102034845206
ERA5_1941.1,0.6648789169281332,1.4699288853560333
ERA5_1941.3,0.6574511931792167,1.6987530836020355
ERA5_1941.5,0.5458502889894016,1.305345559969986
ERA5_1941.7,0.6811480891776907,1.3806669958983306
ERA5_1942.1,0.0875064408609802,0.04519714809673947
ERA5_1942.3,0.06961203208317959,1.7494545171381823
ERA5_1942.5,0.1139892498374035,0.10354344152194339
ERA5_1942.7,0.07521404311732031,0.5399669597269885
ERA5_1943.1,0.4465635109379008,1.3227166227632767
ERA5_1943.3,0.3762096221796115,1.2976652674013383
ERA5_1943.5,0.3898216679044061,1.0208948544794327
ERA5_1943.7,0.40202092350713536,1.1743426613146073
ERA5_1944.1,0.387432619814233,0.32865030992541855
ERA5_1944.3,0.49004628491910623,0.48079593408618515
ERA5_1944.5,0.4583532682121803,0.09270422231640274
ERA5_1944.7,0.4314387468624419,0.4842555381008571
ERA5_1945.1,0.6411409567933917,0.41827695011630706
ERA5_1945.3,0.6348175882417574,0.46088628410831145
ERA5_1945.5,0.5501119266854556,0.7546813332988327
ERA5_1945.7,0.1895091522563674,1.1823926413013046
ERA5_1946.1,0.327096279920073,0.9220489419842619
ERA5_1946.3,0.503831733800048,0.8405776180172819
ERA5_1946.5,0.4038800405421808,0.666946903600778
ERA5_1946.7,0.4171152655270144,0.4340498603726286
ERA5_1947.1,0.3677546120720903,0.16036689796348758
ERA5_1947.3,0.26727175757672883,0.46241879978080935
ERA5_1947.5,0.2427987245275705,0.7152958861817951
ERA5_1947.7,0.29847118350162866,0.6214256934156055
ERA5_1948.1,0.4090126067383977,0.3711034941633905
ERA5_1948.3,0.21060664468691814,0.056886582370635375
ERA5_1948.5,0.350690897173854,0.36834320306384216
ERA5_1948.7,0.36243595301523507,0.5239225316008295
ERA5_1949.1,0.2971080866851366,1.3246882986704425
ERA5_1949.3,0.4076878106691141,0.38515387293496883
ERA5_1949.5,0.40177773011309437,0.6985916924158648
ERA5_1949.7,0.21235572033761155,0.7046248745600299
ERA5_1950.1,0.4984887435400299,0.2318967957031921
ERA5_1950.3,0.4874130112619568,0.0048275370133117335
ERA5_1950.5,0.4611964713078959,0.4827525395882324
ERA5_1950.7,0.4899201993831014,0.42135105319144284
ERA5_1951.1,0.4723590571414656,0.6571918089666902
ERA5_1951.3,0.4554001971814643,0.3124487359800874
ERA5_1951.5,0.48296352545562987,0.7690728266516267
ERA5_1951.7,0.5282901922011161,0.5959650237837373
ERA5_1952.1,0.6330175191605185,0.44629652982007006
ERA5_1952.3,0.35102127632377195,0.677435742666826
ERA5_1952.5,0.6110624502761386,0.5647908616567705
ERA5_1952.7,0.436083810415928,0.6334041524435137
ERA5_1953.1,0.4595538169316502,2.2186193057525077
ERA5_1953.3,-0.026514000663417817,1.9799374231326499
ERA5_1953.5,0.27684745675155825,2.0770107397067465
ERA5_1953.7,0.1333696652873783,2.1044765600192465
ERA5_1954.1,0.19637746515172716,0.18414717386687718
ERA5_1954.3,0.36376671853466763,0.533034796223292
ERA5_1954.5,0.45680458523818496,0.5851003475042673
ERA5_1954.7,0.2642095199701043,0.526841575607905
ERA5_1955.1,0.2430695296759307,0.04919844043282007
ERA5_1955.3,0.021204803107786496,0.14651810300377344
ERA5_1955.5,0.2740571105192894,0.03369689810248877
ERA5_1955.7,0.16826261380870736,0.14896274435493018
ERA5_1956.1,0.3672598412215068,0.825390648576253
ERA5_1956.3,0.047912599582207296,0.9391936478342944
ERA5_1956.5,0.014247030589707351,0.7500272509779864
ERA5_1956.7,0.2305664964527641,0.8553945836749011
ERA5_1957.1,-0.26278303665583075,0.36777663913465164
ERA5_1957.3,-0.1767885436003096,0.12705331358217575
ERA5_1957.5,-0.2289813966248843,0.15836101087831833
ERA5_1957.7,-0.1773794502701625,0.6749440499851765
ERA5_1958.1,0.181079201739509,0.4009733440283173
ERA5_1958.3,0.17236239474883078,0.3419516442414886
ERA5_1958.5,0.22744627543723142,0.25218281727997127
ERA5_1958.7,0.20633906477238806,0.19411804693969426
ERA5_1959.1,0.39631920170046886,0.6294656467292856
ERA5_1959.3,0.37335405181196285,0.49099058626633396
ERA5_1959.5,0.5102671656595053,0.08339654685515652
ERA5_1959.7,0.5759969978696966,0.4692086648796152
ERA5_1960.1,0.1618047421248343,0.04324581255030424
ERA5_1960.3,0.232899685278567,0.28071056832384855
ERA5_1960.5,0.3024344488182698,0.2052167557628134
ERA5_1960.7,0.15618331497992677,0.07543869842600615
ERA5_1961.1,-0.081682529454554,0.9919673993799276
ERA5_1961.3,0.11564482073832211,0.7311601981136389
ERA5_1961.5,-0.03340501351366707,0.7971278771373815
ERA5_1961.7,0.07924848526775295,0.9028144225093908
ERA5_1962.1,0.30701066900222207,0.07859046464494301
ERA5_1962.3,0.33759723432254324,0.3923937798076017
ERA5_1962.5,0.3541622260111423,0.03627439135977195
ERA5_1962.7,0.4013370709790227,0.03261609082749917
ERA5_1963.1,0.21851980120264208,0.13870843431773494
ERA5_1963.3,0.2604490301656518,0.17921688339534114
ERA5_1963.5,0.3266347435182299,0.06785812160792659
ERA5_1963.7,0.15042851527311396,0.24582924625697444
ERA5_1964.1,0.369700616250185,0.3591792909289251
ERA5_1964.3,0.2598183807917402,0.37536168376454215
ERA5_1964.5,0.42674171434925345,0.09396130124577384
ERA5_1964.7,0.16301963511665973,0.2810734538222204
ERA5_1965.1,0.46201592606619124,0.7227336358837437
ERA5_1965.3,0.37986277593378426,0.6992995929531407
ERA5_1965.5,0.4595590120762264,0.9251050245575261
ERA5_1965.7,0.3138150915601401,0.9506603073887181
ERA5_1966.1,0.46363460063910467,0.4094494005642755
ERA5_1966.3,0.5502240387892406,0.7313925644360406
ERA5_1966.5,0.3765912523139985,0.7022135278187616
ERA5_1966.7,0.3349015139187705,0.5817835649453027
ERA5_1967.1,0.16398511154398268,0.04300098837043442
ERA5_1967.3,0.24751662535044697,0.1373948377432982
ERA5_1967.5,0.2703274258867288,0.19933503091956772
ERA5_1967.7,0.32963641355929646,0.4130056423010985
ERA5_1968.1,0.2853426342506404,0.5854525441232235
ERA5_1968.3,0.5142131668782923,0.3796902770104915
ERA5_1968.5,0.15677315798631541,0.7719562077823192
ERA5_1968.7,0.3350421245377859,0.5763346129956752
ERA5_1969.1,0.2021627071945433,0.20637671836662075
ERA5_1969.3,0.04394227357303413,0.4219057578687646
ERA5_1969.5,0.3386449227364128,0.26451029070663234
ERA5_1969.7,0.32106902857428854,0.1280447412376382
ERA5_1970.1,0.2504028478491828,0.13710649731666247
ERA5_1970.3,0.13973075068863083,0.07830162766486803
ERA5_1970.5,0.25913354197580823,0.16276990297347704
ERA5_1970.7,0.28855787664989446,0.12937348011047045
ERA5_1971.1,0.33827041348962633,0.5784785789428066
ERA5_1971.3,0.347733919205253,0.4661175352511715
ERA5_1971.5,0.2826230051022787,0.34168273629525414
ERA5_1971.7,0.3276628162656684,0.4559135180888485
ERA5_1972.1,0.14882506148282226,0.5860585195979872
ERA5_1972.3,-0.11829286408110333,0.6375650091132917
ERA5_1972.5,-0.03141153703283449,0.5362893117627897
ERA5_1972.7,-0.022965749575992886,0.6973469553551473
ERA5_1973.1,0.40369588969654285,0.35814650178312846
ERA5_1973.3,0.423215492671641,0.13021458506941386
ERA5_1973.5,0.35210412587264067,0.49856130600332804
ERA5_1973.7,0.1997753326594536,0.5566584897077043
ERA5_1974.1,0.11300447191812982,0.4090581333246952
ERA5_1974.3,0.28160645748137203,0.20135376807124672
ERA5_1974.5,0.4410993127407022,0.3339951133337742
ERA5_1974.7,0.2843714856223021,0.4102898037043339
ERA5_1975.1,-0.029621822579080897,0.18274769961567827
ERA5_1975.3,0.2212286393347102,0.030987628099641285
ERA5_1975.5,0.006895876648571493,0.09855801641674944
ERA5_1975.7,0.2590513742476936,0.006014816167631665
ERA5_1976.1,0.5184357647354184,0.5208028628802706
ERA5_1976.3,0.2988156183359241,0.5291817113137651
ERA5_1976.5,0.30841754829539836,0.5587308927750994
ERA5_1976.7,0.35596963970082135,0.5654602273679186
ERA5_1977.1,0.4443779666001817,0.4739352818292889
ERA5_1977.3,0.32191920507677085,0.44025418718283504
ERA5_1977.5,0.49356669791493174,0.03560211698586613
ERA5_1977.7,0.4720910051380827,0.011456573410579263
ERA5_1978.1,0.15427725930121766,0.2495473484636055
ERA5_1978.3,0.26505824586376103,0.35559235616929397
ERA5_1978.5,0.20351858026669506,0.19395239754922255
ERA5_1978.7,0.21013071150245408,0.1938663284421669
ERA5_1979.1,0.05228266961510399,0.045246287352685544
ERA5_1979.3,-0.02190340505581391,0.21155406617438355
ERA5_1979.5,-0.1559526391565331,0.07213570260321656
ERA5_1979.7,0.04339662814368458,0.06842027521813354
ERA5_1980.1,-0.12921070861898462,0.5366278336206236
ERA5_1980.3,0.13939140244427323,0.45241831697614576
ERA5_1980.5,0.16843938691658777,0.3992295161643782
ERA5_1980.7,-0.014601908102557126,0.5192064241328993
ERA5_1981.1,0.07116491595175158,0.211065531515226
ERA5_1981.3,0.3982317890152316,0.37660467698489153
ERA5_1981.5,0.3697848214615411,0.4933824546567055
ERA5_1981.7,0.3965539484459931,0.1389493353596779
ERA5_1982.1,0.2897504747106794,0.4768635672106405
ERA5_1982.3,0.40992247182529945,0.1777377468123098
ERA5_1982.5,0.3533607327579675,0.11611047802111107
ERA5_1982.7,0.5559508204044457,0.16088852701326806
ERA5_1983.1,0.2036922992956256,0.49980100145080686
ERA5_1983.3,0.03821203614529918,0.444186917445451
