model_code,pcc,vd
IMD_1958.7,0.29010500962634655,0.49406504334165835
IMD_1959.1,0.24429537818191613,0.45731155797782663
IMD_1959.3,0.25671947864371447,0.7069718413049293
IMD_1959.5,0.1531519761750339,0.6776732973748756
IMD_1959.7,0.15566394563309918,0.8104248218232704
IMD_1960.1,0.22386484581806163,0.28259935231465727
IMD_1960.3,0.24932077942915357,0.13189601154584318
IMD_1960.5,0.028813559150096247,0.03874745221394926
IMD_1960.7,-0.008928998751983571,0.24595092983502775
IMD_1961.1,0.3669905553560828,0.718045590274154
IMD_1961.3,0.19966770928837285,0.9429846385644067
IMD_1961.5,0.1822560642983106,1.2263445088790048
IMD_1961.7,0.31492987929392796,0.9671345332787622
IMD_1962.1,-0.31450229850512373,3.1506170840277568
IMD_1962.3,-0.084733654837025,3.1133273453726664
IMD_1962.5,-0.16740281304533708,2.973941853763093
IMD_1962.7,-0.027047428746320983,2.9963651509299174
IMD_1963.1,0.08355875244574683,0.18610507426519507
IMD_1963.3,0.221352414473833,0.13663998069505578
IMD_1963.5,0.13789878284997753,0.017098097226427855
IMD_1963.7,0.48141457354861056,0.16047376570959204
IMD_1964.1,0.12765180700496903,0.30221172731021073
IMD_1964.3,0.10649457018424549,0.4179029421100917
IMD_1964.5,0.10314376586178187,0.3849111155758205
IMD_1964.7,0.3061755097878074,0.5198753432522121
IMD_1965.1,0.20513780884512386,0.340588992776226
IMD_1965.3,0.39367454574362615,0.3270103394406547
IMD_1965.5,0.27251462865155945,0.23467127078945538
IMD_1965.7,0.3751913380921823,0.26725081199581524
IMD_1966.1,0.24363475103035911,0.5811040265072619
IMD_1966.3,0.2507080136938023,0.5577778679837023
IMD_1966.5,0.17091093126930382,0.7364205134619509
IMD_1966.7,0.02521836492108614,0.42865289873969903
IMD_1967.1,-0.008691158288424882,0.4127093175216384
IMD_1967.3,0.012760627369945394,0.42828311713177636
IMD_1967.5,-0.16788152710018714,0.40222277434308007
IMD_1967.7,-0.06159477548710468,0.059681258515901114
IMD_1968.1,0.06314557785847676,0.24390667136878186
IMD_1968.3,0.015704350992430092,0.32754232939452343
IMD_1968.5,-0.004223093609019995,0.549724122696821
IMD_1968.7,-0.006716889093534303,0.20089694317549878
IMD_1969.1,0.2203818415400955,0.38371486808863176
IMD_1969.3,0.24435901551184655,0.4596766516169597
IMD_1969.5,0.07007950313753632,0.38231475498285783
IMD_1969.7,-0.009188963997468623,0.5028691574534465
IMD_1970.1,0.06472412841005523,0.8150915116824183
IMD_1970.3,0.18155821010909326,0.840908242837337
IMD_1970.5,-0.12026732255527241,0.5617859572924647
IMD_1970.7,0.017047767953756923,0.6137817413367305
IMD_1971.1,0.3340056180309841,1.1234295278663724
IMD_1971.3,-0.07999476816258673,0.9591091036672681
IMD_1971.5,0.042782928922419375,0.11506647466374331
IMD_1971.7,0.07538403842791389,0.2185106932993024
IMD_1972.1,-0.01283634535952147,0.11723376020417609
IMD_1972.3,0.03975411854179197,0.23568183883653082
IMD_1972.5,-0.07898376364315118,0.30831871136651434
IMD_1972.7,-0.08244867130384238,0.3370593409203092
IMD_1973.1,0.064156433313016,0.8746276913937099
IMD_1973.3,0.08115781155083447,0.9675649075563915
IMD_1973.5,0.08615919277531169,0.7323645769413478
IMD_1973.7,0.1948076556116199,1.0380179106052883
IMD_1974.1,0.19015233476896432,0.8838039510348683
IMD_1974.3,-0.004337953666897822,0.5826833121875172
IMD_1974.5,0.18343912680327837,0.911928223858202
IMD_1974.7,0.011654390153192582,1.2329830800928978
IMD_1975.1,0.19234878892694532,0.7774544859283388
IMD_1975.3,0.14461698345974797,0.5139210129135072
IMD_1975.5,0.16976395753665133,0.6393668556564271
IMD_1975.7,0.25200522357351773,0.7270093465202272
IMD_1976.1,0.11002469785912491,0.8313427514437144
IMD_1976.3,0.12612353117420688,0.5846777207258647
IMD_1976.5,0.3255640551737033,0.8699159271124308
IMD_1976.7,0.27047144684107705,0.7661504990461772
IMD_1977.1,0.3030476234638248,0.499291436471325
IMD_1977.3,0.2883004452461291,0.47314386228499994
IMD_1977.5,0.1731246923158736,0.3318827019113122
IMD_1977.7,0.29952763871570726,0.6661255822557031
IMD_1978.1,0.20179333032295804,0.20977643418722314
IMD_1978.3,0.1352801113333509,0.6351333827931388
IMD_1978.5,0.23677035576520342,0.3626378447968467
IMD_1978.7,0.03704702415514345,0.4682446391541465
IMD_1979.1,0.0506680657613024,0.6574859335140026
IMD_1979.3,0.08304844479201312,0.7845362438873089
IMD_1979.5,0.15661752188112366,0.8284604861453808
IMD_1979.7,-0.1304707530735229,0.8356067254260815
IMD_1980.1,0.06527192665133151,0.5207862788941138
IMD_1980.3,-0.03165541213128677,0.23719950859801697
IMD_1980.5,0.10553584918603388,0.09586259072081971
IMD_1980.7,0.15825482503340815,0.5153386825825446
IMD_1981.1,-0.05660245734163769,0.5615514279613755
IMD_1981.3,-0.09807940752030056,0.7821233631382248
IMD_1981.5,0.15142905874155027,0.5850974382171891
IMD_1981.7,0.036415077040820386,0.562987482667949
IMD_1982.1,0.2312055657500855,0.5138161217266595
IMD_1982.3,0.21756310802185272,0.23446408262791985
IMD_1982.5,0.19686270003885536,0.259070101886419
IMD_1982.7,0.1894425307227387,0.3733814095551049
IMD_1983.1,-0.04186990038860948,1.0024607996342114
IMD_1983.3,-0.2987328587540614,0.7186831231114796
IMD_1983.5,-0.21727844301837926,0.6515972609517506
IMD_1983.7,-0.27752283204647893,0.8264822657105855
IMD_1984.1,0.3078215940885625,0.5994731715955806
IMD_1984.3,-0.13727971681252296,0.3015147081651759
IMD_1984.5,-0.004718655426950754,0.18068859660243275
IMD_1984.7,-0.15835115384911053,0.8789820086286437
IMD_1985.1,0.25516530344218846,0.43837493457116816
IMD_1985.3,0.3279704421734748,0.34361159600534175
IMD_1985.5,0.3014902984925989,0.34013616837777827
IMD_1985.7,0.3522108101324533,0.2979545017310169
IMD_1986.1,0.22689678626516893,0.3275011648166488
IMD_1986.3,0.22076831866539204,0.28704370365258947
IMD_1986.5,0.2749527884912802,0.1600619088184525
IMD_1986.7,0.27859161712823577,0.18232889666441188
IMD_1987.1,0.06305332973925984,0.455441337265756
IMD_1987.3,0.13987746023087572,0.4966516310355924
IMD_1987.5,0.33418878533271107,0.4121104890487455
IMD_1987.7,0.2910000593499847,0.39713422600248083
IMD_1988.1,0.06460946186745416,0.8999709403638774
IMD_1988.3,0.2670244912652964,1.1440879619245463
IMD_1988.5,0.19414158127794337,0.9226021683340007
IMD_1988.7,0.17821408308903652,0.9966725027685099
IMD_1989.1,0.41495640569785397,0.479454406119018
IMD_1989.3,0.47019005647176815,0.5609962125784449
IMD_1989.5,0.2911395109319286,0.3103541513449244
IMD_1989.7,0.4736068586493203,0.2533240099913172
IMD_1990.1,0.16882438363942132,0.8729610047696619
IMD_1990.3,0.014646257834278852,0.8922258145569353
IMD_1990.5,0.10998741019816914,0.520070349371293
IMD_1990.7,0.08419718362848914,0.6036065868495493
IMD_1991.1,0.08341114476953428,0.4169566454465782
IMD_1991.3,0.13075631954574624,0.4049246134336387
IMD_1991.5,0.018392314846434936,0.42730222364024273
IMD_1991.7,0.2090577572612606,0.2467627348478233
IMD_1992.1,0.07469915651096845,0.43758661666565235
IMD_1992.3,0.04727147278425241,0.5635389796798735
IMD_1992.5,0.2392481889285799,0.4141106716697722
IMD_1992.7,0.1846655503814833,0.4217141977851897
IMD_1993.1,0.16240296086606898,0.13317604733829136
IMD_1993.3,0.14602248403381096,0.3987174518239939
IMD_1993.5,0.12909211379271857,0.5318094901907003
IMD_1993.7,0.17607259830774769,0.261200565828129
IMD_1994.1,0.21483148500609944,0.6281681277424991
IMD_1994.3,0.34528555727681237,0.9610545255810916
IMD_1994.5,0.3924075038336865,0.8784122087628543
IMD_1994.7,0.40290897194616143,1.2338975884587466
