# 
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/NAm-BlanchardRiver.Luckman.2013-2.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/NAm-BlanchardRiver.Luckman.2013.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/15368
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: 
#------------------
# Investigators
#     Investigators: Luckman, B.
#------------------
# Description_Notes_and_Keywords
#     Description: EPS drops below arbitrary 0.85 level in early 1700s, but otherwise looks good…
#------------------
# Publication
#     Authors: Luckman, B.
#     Published_Date_or_Year: 
#     Published_Title: World Data Center for Paleoclimatology
#     Journal_Name: 
#     Volume: 
#     Edition: 
#     Issue: 
#     Pages: 
#     Report: 
#     DOI: 
#     Online_Resource: https://www.ncdc.noaa.gov/paleo/study/15368
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Blanchard River
#     Location: 
#     Country: 
#     Northernmost_Latitude: 59.9
#     Southernmost_Latitude: 59.9
#     Easternmost_Longitude: -136.8
#     Westernmost_Longitude: -136.8
#     Elevation: 931
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1670.0
#     Most_Recent_Year: 2003.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: PCSI
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,,,NA, 1 2 3 4 5 6 7 8 9 10 11 12, tree, ,,, ; climateInterpretation_seasonality changed - was originally Annual;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1670.0	1.117	
1671.0	1.229	
1672.0	1.221	
1673.0	1.202	
1674.0	0.801	
1675.0	1.061	
1676.0	1.081	
1677.0	1.0	
1678.0	0.896	
1679.0	0.78	
1680.0	0.746	
1681.0	0.627	
1682.0	0.693	
1683.0	0.688	
1684.0	0.739	
1685.0	0.763	
1686.0	0.946	
1687.0	0.755	
1688.0	0.921	
1689.0	0.931	
1690.0	1.045	
1691.0	0.751	
1692.0	0.611	
1693.0	0.68	
1694.0	0.834	
1695.0	0.62	
1696.0	0.854	
1697.0	0.754	
1698.0	0.703	
1699.0	0.724	
1700.0	0.553	
1701.0	0.596	
1702.0	0.486	
1703.0	0.459	
1704.0	0.65	
1705.0	0.68	
1706.0	0.615	
1707.0	0.826	
1708.0	0.453	
1709.0	0.773	
1710.0	0.741	
1711.0	0.626	
1712.0	0.689	
1713.0	0.694	
1714.0	0.632	
1715.0	1.093	
1716.0	0.923	
1717.0	0.942	
1718.0	1.044	
1719.0	0.856	
1720.0	1.115	
1721.0	0.793	
1722.0	1.042	
1723.0	0.814	
1724.0	0.681	
1725.0	0.861	
1726.0	0.795	
1727.0	0.653	
1728.0	0.786	
1729.0	0.742	
1730.0	0.911	
1731.0	0.859	
1732.0	0.852	
1733.0	0.888	
1734.0	1.011	
1735.0	0.7	
1736.0	0.509	
1737.0	0.705	
1738.0	0.821	
1739.0	0.759	
1740.0	0.708	
1741.0	0.892	
1742.0	1.123	
1743.0	0.95	
1744.0	0.888	
1745.0	1.122	
1746.0	0.869	
1747.0	1.056	
1748.0	0.915	
1749.0	0.871	
1750.0	1.066	
1751.0	0.89	
1752.0	1.221	
1753.0	1.1	
1754.0	0.842	
1755.0	0.931	
1756.0	1.076	
1757.0	0.695	
1758.0	1.136	
1759.0	0.801	
1760.0	0.857	
1761.0	0.874	
1762.0	0.929	
1763.0	1.043	
1764.0	0.968	
1765.0	1.041	
1766.0	1.043	
1767.0	1.031	
1768.0	0.798	
1769.0	1.076	
1770.0	1.015	
1771.0	1.328	
1772.0	1.115	
1773.0	1.151	
1774.0	1.109	
1775.0	1.092	
1776.0	1.259	
1777.0	1.188	
1778.0	1.034	
1779.0	1.237	
1780.0	0.979	
1781.0	0.988	
1782.0	1.133	
1783.0	0.891	
1784.0	1.11	
1785.0	1.282	
1786.0	1.085	
1787.0	1.262	
1788.0	0.94	
1789.0	0.964	
1790.0	0.884	
1791.0	0.848	
1792.0	1.038	
1793.0	0.84	
1794.0	0.885	
1795.0	1.204	
1796.0	1.135	
1797.0	1.362	
1798.0	1.141	
1799.0	1.055	
1800.0	0.957	
1801.0	0.994	
1802.0	0.857	
1803.0	0.969	
1804.0	0.976	
1805.0	0.911	
1806.0	1.017	
1807.0	0.838	
1808.0	1.063	
1809.0	0.914	
1810.0	0.74	
1811.0	0.879	
1812.0	0.8	
1813.0	0.884	
1814.0	0.638	
1815.0	0.712	
1816.0	0.966	
1817.0	0.688	
1818.0	0.881	
1819.0	0.911	
1820.0	0.973	
