# Clipperton Atoll monthly Sr/Ca, 1874-1994
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-Clipperton2b.Wu.2014.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-Clipperton2b.Wu.2014.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/17380
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: coral
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Clipperton Atoll monthly Sr/Ca, 1874-1994
#------------------
# Investigators
#     Investigators: Wu
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: Wu, Henry C.;Moreau, Mélanie;Linsley, Braddock K.;Schrag, Daniel P.;Corrège, Thierry
#     Published_Date_or_Year: 2014
#     Published_Title: Investigation of sea surface temperature changes from replicated coral Sr/Ca variations in the eastern equatorial Pacific (Clipperton Atoll) since 1874
#     Journal_Name: Palaeogeography, Palaeoclimatology, Palaeoecology
#     Volume: 412
#     Edition: 
#     Issue: 
#     Pages: 208-222
#     Report: 
#     DOI: 10.1016/j.palaeo.2014.07.039
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Clipperton
#     Location: 
#     Country: 
#     Northernmost_Latitude: 10.2773
#     Southernmost_Latitude: 10.2773
#     Easternmost_Longitude: -109.2131
#     Westernmost_Longitude: -109.2131
#     Elevation: -13
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1934.8750017
#     Most_Recent_Year: 1993.95833267
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: Porites,Porites lobata
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , coral, ,,N,   
##Sr_Ca	,,,mmol/mol, N/A (subannually resolved), coral, ,,, ; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally monthly; paleoData_variableName changed - was originally Sr_Ca;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           Sr_Ca	
1993.95833267	9.391988	
1993.87499934	9.361889	
1993.79166601	9.319804	
1993.70833268	9.269892	
1993.62499935	9.237992	
1993.54166602	9.218027	
1993.45833269	9.204031	
1993.37499936	9.194049	
1993.29166603	9.19595	
1993.2083327	9.20596	
1993.12499937	9.21597	
1993.04166604	9.22598	
1992.95833271	9.215047	
1992.87499938	9.190059	
1992.79166605	9.188957	
1992.70833272	9.203949	
1992.62499939	9.207019	
1992.54166606	9.202022	
1992.45833273	9.185122	
1992.3749994	9.160134	
1992.29166607	9.172313	
1992.20833274	9.19803	
1992.12499941	9.190522	
1992.04166608	9.245882	
1991.95833275	9.252056	
1991.87499942	9.222071	
1991.79166609	9.192086	
1991.70833276	9.162101	
1991.62499943	9.155961	
1991.5416661	9.165956	
1991.45833277	9.158097	
1991.37499944	9.138107	
1991.29166611	9.201334	
1991.20833278	9.244056	
1991.12499945	9.257832	
1991.04166612	9.266037	
1990.95833279	9.253705	
1990.87499946	9.187038	
1990.79166613	9.163963	
1990.7083328	9.171889	
1990.62499947	9.191889	
1990.54166614	9.196037	
1990.45833281	9.186223	
1990.37499948	9.146223	
1990.29166615	9.169628	
1990.20833282	9.186295	
1990.12499949	9.282962	
1990.04166616	9.290186	
1989.95833283	9.256852	
1989.8749995	9.23676	
1989.79166617	9.220093	
1989.70833284	9.236574	
1989.62499951	9.245679	
1989.54166618	9.223457	
1989.45833285	9.203426	
1989.37499952	9.18676	
1989.29166619	9.219628	
1989.20833286	9.328741	
1989.12499953	9.347554	
1989.0416662	9.368111	
1988.95833287	9.348111	
1988.87499954	9.328111	
1988.79166621	9.300186	
1988.70833288	9.265593	
1988.62499955	9.218927	
1988.54166622	9.207926	
1988.45833289	9.215593	
1988.37499956	9.168927	
1988.29166623	9.173777	
1988.2083329	9.246223	
1988.12499957	9.224592	
1988.04166624	9.219432	
1987.95833291	9.201655	
1987.87499958	9.191531	
1987.79166625	9.195975	
1987.70833292	9.198321	
1987.62499959	9.180544	
1987.54166626	9.162766	
1987.45833293	9.148741	
1987.3749996	9.135408	
1987.29166627	9.189502	
1987.20833294	9.249801	
1987.12499961	9.284926	
1987.04166628	9.295025	
1986.95833295	9.258599	
1986.87499962	9.225946	
1986.79166629	9.248436	
1986.70833296	9.25	
1986.62499963	9.241058	
1986.5416663	9.222132	
1986.45833297	9.192145	
1986.37499964	9.18304	
1986.29166631	9.199814	
1986.20833298	9.3	
1986.12499965	9.336481	
1986.04166632	9.298016	
1985.95833299	9.242112	
1985.87499966	9.23269	
1985.79166633	9.235694	
1985.708333	9.21	
1985.62499967	9.21	
1985.54166634	9.202327	
1985.45833301	9.180746	
1985.37499968	9.18182	
1985.29166635	9.237361	
1985.20833302	9.28186	
1985.12499969	9.313761	
1985.04166636	9.320753	
1984.95833303	9.288389	
1984.8749997	9.220892	
1984.79166637	9.259782	
1984.70833304	9.258531	
1984.62499971	9.25	
1984.54166638	9.235807	
1984.45833305	9.150257	
1984.37499972	9.126309	
1984.29166639	9.18694	
1984.20833306	9.239851	
1984.12499973	9.232612	
1984.0416664	9.229901	
1983.95833307	9.236542	
1983.87499974	9.214053	
1983.79166641	9.191564	
1983.70833308	9.17605	
1983.62499975	9.161058	
1983.54166642	9.14705	
1983.45833309	9.135805	
1983.37499976	9.124561	
1983.29166643	9.159628	
1983.2083331	9.22741	
1983.12499977	9.289442	
