# Xisha Island, South China Sea, strontium record 1906-1994
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-XishaIslandSouthChinaSea.Sun.2004.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-XishaIslandSouthChinaSea.Sun.2004.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/1894
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: coral
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Xisha Island, South China Sea, strontium record 1906-1994
#------------------
# Investigators
#     Investigators: Sun
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: Sun, Yali;Sun, Min;Wei, Gangjian;Lee, Typhoon;Nie, Baofu;Yu, Zhiwei
#     Published_Date_or_Year: 2004
#     Published_Title: Strontium contents of a Porites coral from Xisha Island, South China Sea: A proxy for sea-surface temperature of the 20th century
#     Journal_Name: Paleoceanography
#     Volume: 19
#     Edition: 
#     Issue: 2
#     Pages: PA2004
#     Report: 
#     DOI: 10.1029/2003PA000959
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Xisha Island, South China Sea
#     Location: 
#     Country: 
#     Northernmost_Latitude: 16.85
#     Southernmost_Latitude: 16.85
#     Easternmost_Longitude: 112.33
#     Westernmost_Longitude: 112.33
#     Elevation: -20
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1906.0
#     Most_Recent_Year: 1994.34
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: Porites
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , coral, ,,N,   
##Sr_Ca	,,,mmol/mol, N/A (subannually resolved), coral, ,,, ; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally monthly; paleoData_variableName changed - was originally Sr_Ca;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           Sr_Ca	
1994.34	83.1	
1994.25	83.5	
1994.17	84.4	
1994.09	85.3	
1994.0	86.4	
1993.92	85.9	
1993.84	85.4	
1993.75	85.0	
1993.67	84.5	
1993.59	84.3	
1993.5	83.3	
1993.42	82.8	
1993.34	83.1	
1993.25	83.9	
1993.17	84.0	
1993.09	86.0	
1993.0	85.9	
1992.92	86.0	
1992.84	86.0	
1992.75	85.3	
1992.67	84.6	
1992.59	84.0	
1992.5	83.5	
1992.42	83.1	
1992.34	83.5	
1992.25	84.0	
1992.17	85.2	
1992.09	85.7	
1992.0	86.1	
1991.92	85.6	
1991.84	85.2	
1991.75	85.1	
1991.67	84.6	
1991.59	83.9	
1991.5	83.3	
1991.42	83.1	
1991.34	83.2	
1991.25	83.8	
1991.17	84.9	
1991.09	85.4	
1991.0	85.9	
1990.92	85.8	
1990.84	84.8	
1990.75	85.7	
1990.67	84.8	
1990.59	84.0	
1990.5	83.6	
1990.42	83.3	
1990.34	84.1	
1990.25	84.8	
1990.17	85.3	
1990.09	85.8	
1989.92	85.4	
1989.84	84.9	
1989.75	86.1	
1989.67	84.5	
1989.59	84.2	
1989.5	83.8	
1989.42	83.4	
1989.34	83.7	
1989.25	84.2	
1989.17	84.5	
1989.09	85.4	
1989.0	86.2	
1988.92	86.1	
1988.84	85.6	
1988.75	85.4	
1988.67	84.8	
1988.59	84.2	
1988.5	84.0	
1988.42	83.1	
1988.34	83.3	
1988.25	83.9	
1988.17	84.5	
1988.09	84.9	
1988.0	85.6	
1987.92	85.5	
1987.84	84.8	
1987.75	84.0	
1987.67	83.6	
1987.59	83.4	
1987.5	83.8	
1987.42	83.2	
1987.34	83.4	
1987.25	83.6	
1987.17	84.0	
1987.09	84.9	
1987.0	85.7	
1986.92	85.1	
1986.84	85.1	
1986.75	84.2	
1986.67	84.4	
1986.59	83.8	
1986.5	83.4	
1986.42	83.0	
1986.34	83.4	
1986.25	83.9	
1986.17	84.7	
1986.09	85.8	
1986.0	85.8	
1985.92	85.9	
1985.84	85.2	
1985.75	84.6	
1985.67	84.4	
1985.59	84.1	
1985.5	83.6	
1985.42	83.1	
1985.34	83.5	
1985.25	84.5	
1985.17	84.4	
1985.09	84.9	
1985.0	85.8	
1984.92	85.2	
1984.84	84.4	
1984.75	83.6	
1984.67	83.7	
1984.59	83.7	
1984.5	83.4	
1984.42	83.1	
1984.34	83.6	
1984.25	84.2	
1984.17	84.4	
1984.09	85.2	
1984.0	85.9	
1983.92	85.8	
1983.84	85.7	
1983.75	85.1	
1983.67	84.5	
1983.59	84.2	
1983.5	83.5	
1983.42	82.7	
1983.34	82.9	
1983.25	83.5	
1983.17	84.4	
1983.09	85.4	
1983.0	85.9	
1982.92	84.0	
1982.84	84.4	
1982.75	83.9	
1982.67	83.3	
1982.59	83.6	
1982.5	83.5	
1982.42	83.2	
1982.34	83.8	
1982.25	84.4	
1982.17	84.9	
1982.09	85.4	
1982.0	85.6	
1981.92	85.0	
1981.84	84.4	
1981.75	83.8	
1981.67	83.9	
1981.59	83.8	
1981.5	83.8	
1981.42	83.8	
1981.34	84.2	
1981.25	84.8	
1981.17	85.4	
1981.09	85.9	
1981.0	86.0	
1980.92	85.4	
1980.84	84.8	
1980.75	84.3	
1980.67	83.6	
1980.59	83.5	
1980.5	83.5	
1980.42	83.4	
1980.34	83.9	
1980.25	84.4	
1980.17	84.8	
1980.09	85.2	
1980.0	85.8	
1979.92	84.9	
1979.84	84.9	
1979.75	84.3	
1979.67	83.9	
1979.59	83.5	
1979.5	83.2	
1979.42	82.9	
1979.34	83.3	
1979.25	84.2	
1979.17	84.9	
1979.09	85.8	
1979.0	86.3	
1978.92	84.9	
1978.84	85.8	
1978.75	86.2	
1978.67	86.2	
1978.59	84.1	
1978.5	83.5	
1978.42	83.6	
1978.34	83.6	
1978.25	84.2	
1978.17	84.7	
1978.09	84.9	
1978.0	86.0	
1977.92	85.6	
1977.84	85.1	
1977.75	84.6	
1977.67	84.1	
1977.59	84.2	
1977.5	83.8	
1977.42	83.6	
1977.34	84.0	
1977.25	84.7	
1977.17	85.4	
1977.09	86.2	
1977.0	86.8	
1976.92	86.0	
1976.84	85.6	
1976.75	85.2	
1976.67	84.9	
1976.59	84.2	
1976.5	83.7	
1976.42	83.5	
1976.34	84.4	
1976.25	84.5	
1976.17	85.7	
1976.09	86.9	
1976.0	86.8	
1975.92	86.7	
1975.84	83.8	
1975.75	83.5	
1975.67	83.7	
1975.59	82.7	
1975.5	83.4	
1975.42	82.3	
1975.34	82.3	
1975.25	82.2	
1975.17	82.7	
1975.09	83.6	
1975.0	86.4	
1974.92	85.3	
1974.84	84.2	
1974.75	83.1	
1974.67	82.5	
1974.59	81.9	
1974.5	81.8	
1974.42	81.8	
1974.34	82.0	
1974.25	81.6	
1974.17	83.8	
1974.09	83.7	
1974.0	86.3	
1973.92	85.6	
1973.84	84.9	
1973.75	84.3	
1973.67	83.6	
1973.59	83.0	
1973.5	82.3	
1973.42	81.8	
1973.34	82.5	
1973.25	83.2	
1973.17	84.0	
1973.09	84.2	
1973.0	84.5	
1972.92	84.4	
1972.84	84.3	
1972.75	84.1	
1972.67	83.9	
1972.59	83.7	
1972.5	83.7	
1972.42	83.4	
1972.34	84.0	
1972.25	84.5	
1972.17	85.0	
1972.09	85.4	
1972.0	85.8	
1971.92	85.6	
1971.84	85.2	
1971.75	84.9	
1971.67	84.5	
1971.59	84.2	
1971.5	83.8	
1971.42	82.9	
1971.34	83.6	
1971.25	84.5	
1971.17	85.4	
1971.09	86.3	
1971.0	86.9	
1970.92	85.6	
1970.84	86.1	
1970.75	86.5	
1970.67	85.9	
1970.59	85.3	
1970.5	84.2	
1970.42	83.8	
1970.34	84.6	
1970.25	85.3	
1970.17	85.8	
1970.09	86.4	
1970.0	86.9	
1969.92	86.8	
1969.84	85.9	
1969.75	84.6	
1969.67	84.2	
1969.59	84.3	
1969.5	84.2	
1969.42	84.0	
1969.34	84.6	
1969.25	83.7	
1969.17	86.0	
1969.09	86.0	
1969.0	86.9	
1968.92	86.4	
1968.84	86.0	
1968.75	85.5	
1968.67	85.0	
1968.59	84.6	
1968.5	84.2	
1968.42	84.0	
1968.34	84.1	
1968.25	84.4	
1968.17	84.9	
1968.09	85.1	
1968.0	86.6	
1967.92	86.1	
1967.84	86.0	
1967.75	85.6	
1967.67	85.1	
1967.59	83.6	
1967.5	84.9	
1967.42	84.1	
1967.34	84.7	
1967.25	85.1	
1967.17	85.2	
1967.09	86.4	
1967.0	86.7	
1966.92	86.7	
1966.84	86.0	
1966.75	86.0	
1966.67	85.0	
1966.59	84.3	
1966.5	83.7	
1966.42	83.1	
1966.34	83.3	
1966.25	83.9	
1966.17	85.0	
1966.09	85.6	
1966.0	86.5	
1965.92	85.9	
1965.84	85.4	
1965.75	84.7	
1965.67	84.2	
1965.59	83.8	
1965.5	84.1	
1965.42	83.3	
1965.34	83.8	
1965.25	84.2	
1965.17	85.0	
1965.09	86.7	
1965.0	87.2	
1964.92	86.5	
1964.84	86.1	
1964.75	87.0	
1964.67	84.6	
1964.59	84.1	
1964.5	83.3	
1964.42	83.3	
1964.34	84.0	
1964.25	84.3	
1964.17	84.7	
1964.09	85.7	
1964.0	86.3	
1963.92	85.8	
1963.84	85.2	
1963.75	85.2	
1963.67	85.4	
1963.59	84.9	
1963.5	84.6	
1963.42	84.3	
1963.34	84.4	
1963.25	84.9	
1963.17	85.3	
1963.09	86.0	
1963.0	87.0	
1962.92	87.0	
1962.84	86.9	
1962.75	86.4	
1962.67	85.9	
1962.59	85.0	
1962.5	84.2	
1962.42	83.1	
1962.34	83.6	
1962.25	84.3	
1962.17	83.7	
1962.09	84.1	
1962.0	86.4	
1961.92	85.6	
1961.84	84.8	
1961.75	85.6	
1961.67	84.7	
1961.59	83.7	
1961.5	84.1	
1961.42	83.8	
1961.34	84.5	
1961.25	84.2	
1961.17	84.8	
1961.09	85.4	
1961.0	86.3	
1960.92	85.7	
1960.84	85.2	
1960.75	84.6	
1960.67	83.6	
1960.59	84.2	
1960.5	83.8	
1960.42	83.4	
1960.34	84.5	
1960.25	84.3	
1960.17	84.5	
1960.09	85.7	
1960.0	86.6	
1959.92	86.6	
1959.84	85.7	
1959.75	85.8	
1959.67	86.0	
1959.59	85.6	
1959.5	83.7	
1959.42	84.5	
1959.34	83.9	
1959.25	84.4	
1959.17	85.7	
1959.09	87.4	
1959.0	88.4	
1958.92	87.4	
1958.84	86.3	
1958.75	85.5	
1958.67	84.4	
1958.59	84.5	
1958.5	84.4	
1958.42	84.4	
1958.34	84.5	
1958.25	84.9	
1958.17	85.6	
1958.09	86.4	
1958.0	87.7	
1957.92	87.1	
1957.84	86.6	
1957.75	86.0	
1957.67	85.5	
1957.59	84.5	
1957.5	84.7	
1957.42	84.1	
1957.34	84.5	
1957.25	84.3	
1957.17	85.6	
1957.09	86.3	
1957.0	88.0	
1956.92	86.9	
1956.84	85.7	
1956.75	84.9	
1956.67	85.4	
1956.59	85.1	
1956.5	83.9	
1956.42	83.8	
1956.34	84.6	
1956.25	85.8	
1956.17	87.4	
1956.09	85.9	
1956.0	88.1	
1955.92	87.4	
1955.84	86.8	
1955.75	86.2	
1955.67	85.6	
1955.59	85.0	
1955.5	84.5	
1955.42	84.9	
1955.34	84.4	
1955.25	85.3	
1955.17	86.2	
1955.09	87.1	
1955.0	88.0	
1954.92	87.0	
1954.84	86.1	
1954.75	86.5	
1954.67	85.4	
1954.59	85.3	
1954.5	85.1	
1954.42	84.8	
1954.34	85.4	
1954.25	85.9	
1954.17	86.4	
1954.09	86.9	
1954.0	87.4	
1953.92	86.7	
1953.84	86.2	
1953.75	85.8	
1953.67	85.4	
1953.59	85.0	
1953.5	84.4	
1953.42	83.9	
1953.34	84.9	
1953.25	85.1	
1953.17	85.1	
1953.09	86.4	
1953.0	87.8	
1952.92	86.4	
1952.84	86.9	
1952.75	86.6	
1952.67	86.2	
1952.59	85.4	
1952.5	85.4	
1952.42	84.0	
1952.34	84.8	
1952.25	85.4	
1952.17	86.1	
1952.09	86.8	
1952.0	86.9	
1951.92	86.4	
1951.84	85.9	
1951.75	85.4	
1951.67	84.8	
1951.59	85.1	
1951.5	84.6	
1951.42	84.3	
1951.34	84.7	
1951.25	84.5	
1951.17	85.2	
1951.09	85.8	
1951.0	85.9	
1950.92	85.6	
1950.84	86.0	
1950.75	85.5	
1950.67	85.0	
1950.59	84.6	
1950.5	84.2	
1950.42	84.3	
1950.34	84.6	
1950.25	84.2	
1950.17	85.4	
1950.09	87.0	
1950.0	87.6	
1949.92	85.6	
1949.84	86.8	
1949.75	87.5	
1949.67	86.1	
1949.59	84.9	
1949.5	84.6	
1949.42	84.0	
1949.34	84.0	
1949.25	84.2	
1949.17	85.5	
1949.09	85.7	
1949.0	87.1	
1948.92	86.4	
1948.84	85.7	
1948.75	85.0	
1948.67	84.3	
1948.59	84.3	
1948.5	83.8	
1948.42	83.3	
1948.34	84.2	
1948.25	84.4	
1948.17	84.9	
1948.09	85.9	
1948.0	87.7	
1947.92	87.3	
1947.84	86.6	
