# Allen.CTP_East_Tasmania.2001
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Aus-CTPEastTasmania.Allen.2001.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Aus-CTPEastTasmania.Allen.2001.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/1003970
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Allen.CTP_East_Tasmania.2001
#------------------
# Investigators
#     Investigators: Allen, K. J.;Cook, E. R.;Francey, R. J.;Michael, K.
#------------------
# Description_Notes_and_Keywords
#     Description: Composite series, spring T signal. Elevation estimated from GoogleEarth; rounded to 100 m
#------------------
# Publication
#     Authors: Allen, K. J.;Cook, E. R.;Francey, R. J.;Michael, K.
#     Published_Date_or_Year: 2001
#     Published_Title: The climatic response of Phyllocladus aspleniifolius (Labill.) Hook. f in Tasmania
#     Journal_Name: Journal of Biogeography
#     Volume: 28
#     Edition: 
#     Issue: 3
#     Pages: 305-316
#     Report: 
#     DOI: 10.1046/j.1365-2699.2001.00546.x
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: CTP East Tasmania
#     Location: 
#     Country: 
#     Northernmost_Latitude: -41.31
#     Southernmost_Latitude: -41.31
#     Easternmost_Longitude: 147.75
#     Westernmost_Longitude: 147.75
#     Elevation: 750
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1430.0
#     Most_Recent_Year: 1994.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,wood, ,NA, 9 10 11, tree, ,signal free, N,  Composite of Blue Tier; Ralphs Falls and Ben Ridge Rd; N/A;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1430.0	-0.232	
1431.0	0.847	
1432.0	-0.675	
1433.0	0.176	
1434.0	-0.26	
1435.0	0.25	
1436.0	0.485	
1437.0	0.344	
1438.0	1.164	
1439.0	-0.436	
1440.0	-0.591	
1441.0	-0.151	
1442.0	-0.942	
1443.0	0.341	
1444.0	-0.766	
1445.0	-0.204	
1446.0	-0.397	
1447.0	0.531	
1448.0	-0.587	
1449.0	0.587	
1450.0	-1.251	
1451.0	0.13	
1452.0	-1.026	
1453.0	-1.181	
1454.0	-0.872	
1455.0	-1.775	
1456.0	-0.946	
1457.0	-1.455	
1458.0	0.362	
1459.0	-1.399	
1460.0	0.52	
1461.0	-0.52	
1462.0	-0.591	
1463.0	-0.735	
1464.0	1.199	
1465.0	-0.285	
1466.0	-0.749	
1467.0	-1.114	
1468.0	0.141	
1469.0	0.38	
1470.0	0.77	
1471.0	1.357	
1472.0	0.763	
1473.0	1.223	
1474.0	0.826	
1475.0	1.339	
1476.0	-1.265	
1477.0	-0.513	
1478.0	-1.501	
1479.0	-1.072	
1480.0	0.956	
1481.0	-0.882	
1482.0	0.97	
1483.0	0.759	
1484.0	1.072	
1485.0	-1.051	
1486.0	-0.109	
1487.0	-0.714	
1488.0	0.211	
1489.0	0.376	
1490.0	-0.193	
1491.0	0.352	
1492.0	1.308	
1493.0	0.039	
1494.0	1.374	
1495.0	1.28	
1496.0	0.158	
1497.0	-0.228	
1498.0	0.756	
1499.0	-0.527	
1500.0	0.872	
1501.0	-1.167	
1502.0	-0.148	
1503.0	-1.571	
1504.0	0.341	
1505.0	-1.255	
1506.0	1.142	
1507.0	-0.907	
1508.0	0.629	
1509.0	1.048	
1510.0	-0.903	
1511.0	0.96	
1512.0	-0.682	
1513.0	1.452	
1514.0	0.025	
1515.0	1.255	
1516.0	1.424	
1517.0	-0.077	
1518.0	0.647	
1519.0	-0.78	
1520.0	0.004	
1521.0	-0.893	
1522.0	-1.515	
1523.0	0.939	
1524.0	-0.925	
1525.0	0.373	
1526.0	-1.374	
1527.0	0.46	
1528.0	-0.819	
1529.0	0.78	
1530.0	-0.657	
1531.0	0.587	
1532.0	0.482	
1533.0	-0.344	
1534.0	0.921	
1535.0	-0.587	
1536.0	0.425	
1537.0	0.334	
1538.0	0.541	
1539.0	-0.359	
1540.0	0.228	
1541.0	-0.137	
1542.0	0.794	
1543.0	0.991	
1544.0	-0.257	
1545.0	0.404	
1546.0	-0.404	
1547.0	1.107	
1548.0	0.218	
1549.0	2.004	
1550.0	-0.232	
1551.0	0.45	
1552.0	-1.22	
1553.0	-0.049	
1554.0	0.236	
1555.0	1.157	
1556.0	1.237	
1557.0	0.991	
1558.0	-0.594	
1559.0	0.619	
1560.0	0.13	
1561.0	1.139	
1562.0	0.858	
1563.0	-0.907	
1564.0	0.109	
1565.0	-0.014	
1566.0	0.074	
1567.0	1.659	
1568.0	-0.763	
1569.0	0.446	
1570.0	-1.033	
1571.0	-0.232	
1572.0	-0.151	
1573.0	1.505	
1574.0	0.668	
1575.0	1.476	
1576.0	-0.109	
1577.0	1.772	
1578.0	-0.341	
1579.0	0.893	
1580.0	-0.165	
1581.0	1.494	
1582.0	-0.359	
1583.0	0.436	
1584.0	-1.002	
1585.0	0.534	
1586.0	-1.227	
1587.0	0.144	
1588.0	-1.487	
1589.0	-0.605	
1590.0	-0.91	
1591.0	-0.566	
1592.0	-0.267	
1593.0	-1.033	
1594.0	0.717	
1595.0	-0.823	
1596.0	0.664	
1597.0	-0.735	
1598.0	0.155	
1599.0	-0.165	
1600.0	0.299	
1601.0	0.253	
1602.0	-0.738	
1603.0	-0.541	
1604.0	0.988	
1605.0	-1.273	
1606.0	0.334	
1607.0	-0.014	
1608.0	-1.431	
1609.0	-0.098	
1610.0	-0.728	
1611.0	1.754	
1612.0	1.244	
1613.0	-1.132	
1614.0	0.183	
1615.0	-1.157	
1616.0	0.538	
1617.0	-0.503	
1618.0	1.582	
1619.0	-1.396	
1620.0	0.067	
1621.0	-0.914	
1622.0	0.664	
1623.0	-0.893	
1624.0	1.297	
1625.0	-0.946	
1626.0	0.401	
1627.0	-0.749	
1628.0	0.337	
1629.0	-0.879	
1630.0	1.083	
1631.0	1.357	
1632.0	0.763	
1633.0	0.91	
1634.0	2.144	
1635.0	0.875	
1636.0	-0.239	
1637.0	-0.752	
1638.0	0.823	
1639.0	0.334	
1640.0	-0.292	
1641.0	0.612	
1642.0	1.898	
1643.0	-0.633	
1644.0	1.181	
1645.0	1.174	
1646.0	0.074	
1647.0	1.171	
1648.0	-0.274	
1649.0	1.234	
1650.0	-0.851	
1651.0	0.436	
1652.0	-1.142	
1653.0	1.171	
1654.0	-0.693	
1655.0	1.526	
1656.0	-0.932	
1657.0	1.033	
1658.0	-0.359	
1659.0	-0.197	
1660.0	-1.796	
1661.0	-1.578	
1662.0	0.004	
1663.0	-0.78	
