# Thompson.Guliya.1997
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Asi-Guliya.Thompson.1997-1.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Asi-Guliya.Thompson.1997.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/12426
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: glacier ice
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Thompson.Guliya.1997
#------------------
# Investigators
#     Investigators: Thompson, L. G.
#------------------
# Description_Notes_and_Keywords
#     Description: d18O in ice core in northern Tibetan Plateau is a proxy of temperature. Elevation estimated from GoogleEarth; rounded to 100 m
#------------------
# Publication
#     Authors: Thompson, L. G.
#     Published_Date_or_Year: 1997
#     Published_Title: Tropical climate instability: The last glacial cycle from a Qinghai-Tibetan ice core
#     Journal_Name: Science
#     Volume: 276
#     Edition: 
#     Issue: 
#     Pages: 1821-1825
#     Report: 
#     DOI: 10.1126/science.276.5320.1821
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Guliya
#     Location: 
#     Country: 
#     Northernmost_Latitude: 35.28
#     Southernmost_Latitude: 35.28
#     Easternmost_Longitude: 81.48
#     Westernmost_Longitude: 81.48
#     Elevation: 6200
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 4.5
#     Most_Recent_Year: 1984.5
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , glacier ice, ,,N,   
##nitrate	,,,ppb, , glacier ice, ,,N,   
##ageMax	Year (A.D.) at end of interval, ,,AD, , glacier ice, ,,N,   
##sulfate	,,,ppb, , glacier ice, ,,N,   
##chloride	,,,ppb, , glacier ice, ,,N,   
##d18O	,,,permil, 1 2 3 4 5 6 7 8 9 10 11 12, glacier ice, ,,N,  ; climateInterpretation_seasonality changed - was originally annual;  
##dust	,,,count/mL, , glacier ice, (0.63 to 20 microns in diameter), ,N,  ; paleoData_units changed - was originally concentrations/mL;  
##ageMin	Year (A.D.) at beginning of interval, ,,AD, , glacier ice, ,,N,   
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           nitrate        ageMax         sulfate        chloride       d18O           dust           ageMin	
1984.5	199.0	1989.0	232.5	247.4	-12.35	881244.0	1980.0	
1974.5	270.3	1979.0	362.6	320.7	-13.75	1185218.0	1970.0	
1964.5	220.1	1969.0	273.9	238.0	-12.63	1322846.0	1960.0	
1954.5	258.0	1959.0	363.4	347.1	-13.74	854095.0	1950.0	
1944.5	374.3	1949.0	684.5	526.1	-12.78	1157228.0	1940.0	
1934.5	206.1	1939.0	378.0	300.1	-13.46	1122123.0	1930.0	
1924.5	343.4	1929.0	586.2	465.1	-13.29	551862.0	1920.0	
1914.5	316.0	1919.0	513.1	461.7	-14.22	920141.0	1910.0	
1904.5	223.9	1909.0	395.0	403.1	-14.18	742585.0	1900.0	
1894.5	351.3	1899.0	447.1	517.0	-14.1	533837.0	1890.0	
1884.5	202.2	1889.0	315.1	353.9	-12.28	1277123.0	1880.0	
1874.5	382.2	1879.0	632.8	628.3	-15.86	418031.0	1870.0	
1864.5	448.3	1869.0	712.9	557.5	-14.77	293458.0	1860.0	
1854.5	349.1	1859.0	547.1	477.5	-15.29	377061.0	1850.0	
1844.5	253.1	1849.0	422.9	400.2	-14.75	1523178.0	1840.0	
1834.5	293.7	1839.0	447.2	481.9	-17.14	601720.0	1830.0	
1824.5	167.3	1829.0	299.0	318.5	-14.38	1256660.0	1820.0	
1814.5	363.7	1819.0	625.6	606.5	-13.59	426154.0	1810.0	
1804.5	321.3	1809.0	476.2	393.0	-17.83	290472.0	1800.0	
1794.5	192.3	1799.0	404.0	430.4	-15.17	1934308.0	1790.0	
1784.5	266.3	1789.0	388.0	426.2	-14.39	458394.0	1780.0	
1774.5	270.5	1779.0	459.7	503.4	-13.96	1284430.0	1770.0	
1764.5	243.5	1769.0	321.8	365.6	-14.86	2154554.0	1760.0	
1754.5	357.8	1759.0	561.4	585.4	-15.6	621297.0	1750.0	
1744.5	376.1	1749.0	516.8	497.7	-15.16	655152.0	1740.0	
1734.5	290.4	1739.0	381.0	402.7	-13.24	1452726.0	1730.0	
1724.5	219.9	1729.0	367.6	527.5	-14.92	1026179.0	1720.0	
1714.5	220.4	1719.0	355.8	394.2	-15.11	1643897.0	1710.0	
1704.5	184.9	1709.0	293.3	374.7	-15.61	1151496.0	1700.0	
1694.5	186.1	1699.0	205.1	245.9	-14.07	902695.0	1690.0	
1684.5	259.3	1689.0	380.0	505.3	-15.51	493936.0	1680.0	
1674.5	231.1	1679.0	300.3	408.7	-15.12	765993.0	1670.0	
1664.5	197.9	1669.0	291.6	312.3	-13.44	3318564.0	1660.0	
1654.5	184.2	1659.0	269.0	281.2	-12.59	754380.0	1650.0	
1644.5	399.0	1649.0	570.2	609.6	-13.47	629785.0	1640.0	
1634.5	319.3	1639.0	516.5	573.4	-14.15	727435.0	1630.0	
1624.5	313.0	1629.0	492.2	593.1	-12.91	1699763.0	1620.0	
1614.5	351.8	1619.0	589.7	580.5	-13.44	462761.0	1610.0	
1604.5	205.5	1609.0	281.9	435.2	-13.7	986834.0	1600.0	
1594.5	183.6	1599.0	290.4	307.6	-14.33	753654.0	1590.0	
1584.5	439.9	1589.0	1039.6	855.6	-14.2	558047.0	1580.0	
1574.5	211.3	1579.0	478.3	383.5	-14.41	2501921.0	1570.0	
1564.5	301.2	1569.0	587.8	408.9	-14.36	1153537.0	1560.0	
1554.5	197.0	1559.0	507.0	461.0	-11.79	2350445.0	1550.0	
1544.5	201.7	1549.0	480.4	556.7	-14.56	1416932.0	1540.0	
1534.5	450.0	1539.0	1159.3	662.1	-14.68	908925.0	1530.0	
1524.5	278.3	1529.0	508.2	414.6	-12.86	805315.0	1520.0	
