paleoData_TSid,datasetName,archiveType,geo_meanLon,geo_meanLat,geo_siteName,pub1_dataUrl,resolution
NAm_1415,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1416,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1417,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1418,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1419,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1420,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1421,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1422,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1424,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1425,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1426,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1427,,tree,-138.3,65,Twisted Tree Heartrot Hill,doi.org,1
NAm_1429,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1430,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1431,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1432,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1433,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1434,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1435,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1436,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1437,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1438,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1439,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1440,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1441,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1442,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1443,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1444,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1445,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1446,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1447,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1448,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1449,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_145,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1450,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1451,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1452,,tree,-77.8,55.3,Bonif  historisc,doi.org,1
NAm_1453,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1454,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1455,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1456,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1457,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1458,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1459,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1460,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1461,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1462,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1463,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1464,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1465,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1466,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1467,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1468,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1469,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_147,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1470,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1471,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1472,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1473,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1474,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1475,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1476,,tree,-117.3,51.4,"Athabasca, historisch",doi.org,1
NAm_1477,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1478,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1479,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_148,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1480,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1481,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1482,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1483,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1484,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1485,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1486,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1487,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1488,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1489,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_149,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1490,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1491,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1492,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1493,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1494,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1495,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1496,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1497,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1498,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_1499,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_150,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1500,,tree,-117.3,52.3,Athabasca Glacier,doi.org,1
NAm_152,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_153,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_154,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_155,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1561,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1562,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1563,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1564,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1565,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1566,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1568,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1569,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_157,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1570,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1571,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1572,,tree,-61.5,56.9,Medusa Bay,Manually Entered,1
NAm_1573,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1574,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1575,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1576,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1577,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1578,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1580,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1581,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1582,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1583,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1584,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1585,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1586,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1587,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1588,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1589,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_159,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1590,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1591,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1592,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1593,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1594,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1595,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1596,,tree,-117.1,50.2,Meadow Mountain,doi.org,1
NAm_1597,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1598,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1599,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_160,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1600,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1601,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1602,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1603,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1604,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1605,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1606,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1607,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_1608,,tree,-117.2,49.4,Ymir,doi.org,1
NAm_161,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_162,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1633,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1634,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1635,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1636,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1637,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1638,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1639,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_164,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1640,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1641,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1642,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1643,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1644,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1645,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1646,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1647,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1648,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1649,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_165,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1650,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1651,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1652,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1653,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1654,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1655,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1656,,tree,-118.6,50.6,Park Mountain,doi.org,1
NAm_1657,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1658,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1659,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_166,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1660,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1661,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1662,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1663,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1664,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1665,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1666,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1667,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1668,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1669,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_167,,tree,-147.3,61.8,Eureka Summit,doi.org,1
NAm_1670,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1671,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1672,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1673,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1674,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1675,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1676,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1677,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1678,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1679,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_1680,,tree,-118.9,49.7,Big White 2,doi.org,1
NAm_169,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_170,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_1705,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1706,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1707,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1708,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1709,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_171,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_1710,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1711,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1712,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1713,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1714,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1715,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1716,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1717,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1718,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1719,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_172,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_1720,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1721,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1722,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1723,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1724,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1725,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1726,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1727,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_1728,,tree,-121.5,50.7,Cornwall Hills,doi.org,1
NAm_173,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_174,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_1741,,tree,-61,56,Ittyhauk Bay,,1
NAm_1742,,tree,-61,56,Ittyhauk Bay,,1
NAm_1743,,tree,-61,56,Ittyhauk Bay,,1
NAm_1744,,tree,-61,56,Ittyhauk Bay,,1
NAm_1745,,tree,-61,56,Ittyhauk Bay,,1
NAm_1746,,tree,-61,56,Ittyhauk Bay,,1
NAm_1747,,tree,-61,56,Ittyhauk Bay,,1
NAm_1748,,tree,-61,56,Ittyhauk Bay,,1
NAm_1749,,tree,-61,56,Ittyhauk Bay,,1
NAm_175,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_1750,,tree,-61,56,Ittyhauk Bay,,1
NAm_1751,,tree,-61,56,Ittyhauk Bay,,1
NAm_1752,,tree,-61,56,Ittyhauk Bay,,1
NAm_176,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_177,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_178,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_179,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_180,,tree,-152.7,58.1,Settlement Point Afognak Island,,1
NAm_1801,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1802,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1803,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1804,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1805,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1806,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1807,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1808,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1809,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_181,,tree,-141.7,60,Miners Well,,1
NAm_1810,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1811,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1812,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1813,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1814,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1815,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1816,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1817,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1818,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1819,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_182,,tree,-141.7,60,Miners Well,,1
NAm_1820,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1821,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1822,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1823,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1824,,tree,-127.8,69.5,Eagle Fecal/Ptarmigan Merge,,1
NAm_1825,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1826,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1827,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1828,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1829,,tree,-94,58,Manitoba composite,doi.org,1
NAm_183,,tree,-141.7,60,Miners Well,,1
NAm_1830,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1831,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1832,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1833,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1834,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1835,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1836,,tree,-94,58,Manitoba composite,doi.org,1
NAm_1837,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1838,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1839,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_184,,tree,-141.7,60,Miners Well,,1
NAm_1840,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1841,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1842,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1843,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1844,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1845,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1846,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1847,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1848,,tree,-118.3,52.7,Bennington,doi.org,1
NAm_1849,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_185,,tree,-141.7,60,Miners Well,,1
NAm_1850,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1851,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1852,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1853,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1854,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1855,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1856,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1857,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1858,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_1859,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_186,,tree,-141.7,60,Miners Well,,1
NAm_1860,,tree,-115.3,50.8,French Glacier,doi.org,1
NAm_187,,tree,-141.7,60,Miners Well,,1
NAm_1873,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1874,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1875,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1876,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1877,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1878,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1879,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_188,,tree,-141.7,60,Miners Well,,1
NAm_1880,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1881,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1882,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1883,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_1884,,tree,-138.5,60.2,Landslide,doi.org,1
NAm_189,,tree,-141.7,60,Miners Well,,1
NAm_190,,tree,-141.7,60,Miners Well,,1
NAm_191,,tree,-141.7,60,Miners Well,,1
NAm_192,,tree,-141.7,60,Miners Well,,1
NAm_1921,,tree,-136.8,59.9,Blanchard River,,1
NAm_1922,,tree,-136.8,59.9,Blanchard River,,1
NAm_1923,,tree,-136.8,59.9,Blanchard River,,1
NAm_1924,,tree,-136.8,59.9,Blanchard River,,1
NAm_1925,,tree,-136.8,59.9,Blanchard River,,1
NAm_1926,,tree,-136.8,59.9,Blanchard River,,1
NAm_1927,,tree,-136.8,59.9,Blanchard River,,1
NAm_1928,,tree,-136.8,59.9,Blanchard River,,1
NAm_1929,,tree,-136.8,59.9,Blanchard River,,1
NAm_1930,,tree,-136.8,59.9,Blanchard River,,1
NAm_1931,,tree,-136.8,59.9,Blanchard River,,1
NAm_1932,,tree,-136.8,59.9,Blanchard River,,1
NAm_1933,,tree,-136.6,59.8,Nadahini,,1
NAm_1934,,tree,-136.6,59.8,Nadahini,,1
NAm_1935,,tree,-136.6,59.8,Nadahini,,1
NAm_1936,,tree,-136.6,59.8,Nadahini,,1
NAm_1937,,tree,-136.6,59.8,Nadahini,,1
NAm_1938,,tree,-136.6,59.8,Nadahini,,1
NAm_1939,,tree,-136.6,59.8,Nadahini,,1
NAm_1940,,tree,-136.6,59.8,Nadahini,,1
NAm_1941,,tree,-136.6,59.8,Nadahini,,1
NAm_1942,,tree,-136.6,59.8,Nadahini,,1
NAm_1943,,tree,-136.6,59.8,Nadahini,,1
NAm_1944,,tree,-136.6,59.8,Nadahini,,1
NAm_195,,tree,-147.8,63.3,Canyon Creek,,1
NAm_196,,tree,-147.8,63.3,Canyon Creek,,1
NAm_1969,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_197,,tree,-147.8,63.3,Canyon Creek,,1
NAm_1970,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1971,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1972,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1973,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1974,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1975,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1976,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1977,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1978,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1979,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_198,,tree,-147.8,63.3,Canyon Creek,,1
NAm_1980,,tree,-128.4,61.4,Rock Glacier Yukon,,1
NAm_1993,,tree,-133.4,59.6,Snake Creek,,1
NAm_1995,,tree,-133.4,59.6,Snake Creek,,1
NAm_1996,,tree,-133.4,59.6,Snake Creek,,1
NAm_1997,,tree,-133.4,59.6,Snake Creek,,1
NAm_1998,,tree,-133.4,59.6,Snake Creek,,1
NAm_1999,,tree,-133.4,59.6,Snake Creek,,1
NAm_200,,tree,-147.8,63.3,Canyon Creek,,1
NAm_2000,,tree,-133.4,59.6,Snake Creek,,1
NAm_2001,,tree,-133.4,59.6,Snake Creek,,1
NAm_2002,,tree,-133.4,59.6,Snake Creek,,1
NAm_2003,,tree,-133.4,59.6,Snake Creek,,1
NAm_2004,,tree,-133.4,59.6,Snake Creek,,1
NAm_2005,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2006,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2007,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2008,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2009,,tree,-134.4,60.1,Sugarloaf,,1
NAm_201,,tree,-147.8,63.3,Canyon Creek,,1
NAm_2010,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2011,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2012,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2013,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2014,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2015,,tree,-134.4,60.1,Sugarloaf,,1
NAm_2016,,tree,-134.4,60.1,Sugarloaf,,1
NAm_202,,tree,-147.8,63.3,Canyon Creek,,1
NAm_203,,tree,-147.8,63.3,Canyon Creek,,1
NAm_2041,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
NAm_2042,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
NAm_2043,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
NAm_2044,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
NAm_2045,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
NAm_2046,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
NAm_2047,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
NAm_2048,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
NAm_2049,,tree,-115.8,51.1,Sunshine Meadows,doi.org,1
