paleoData_TSid,datasetName,archiveType,geo_meanLon,geo_meanLat,geo_siteName,pub1_dataUrl,resolution
LPD71606a7f,,marine sediment,-10.0983,30.845,"Cape Ghir, NW Africa",doi.org,11.45876289
LPD72b1e1cd,,coral,119.3667,-17.2667,"Clerke Reef, Rowley Shoals",doi.org,1
LPD7311e829,,coral,118.9667,-17.5167,"Imperieuse, Rowley Shoals",doi.org,1
LPD733ab786,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPD7457ad38,,coral,119.3667,-17.2667,"Clerke Reef, Rowley Shoals",doi.org,1
LPD74bc6584,,coral,119.3667,-17.2667,"Clerke Reef, Rowley Shoals",doi.org,1
LPD74ecb1ea,,marine sediment,-16.7327,16.8402,Eastern tropical North Atlantic,doi.org,11.25628141
LPD77e777b0,,lake sediment,146.8749,-43.3646,Duckhole Lake,doi.org,2.137055224
LPD796b99d7,,coral,119.3667,-17.2667,"Clerke Reef, Rowley Shoals",doi.org,1
LPD7abab671,,borehole,112.807,-66.77,DSS,Manually Entered,256.9705882
LPD7b4c186e,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPD7bdc35f5,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPD7be6185d,,coral,113.7667,-28.4667,Houtman Abrolhos Islands,doi.org,1
LPD7bf8ef76,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPD7c7e19c5,,marine sediment,-79.29,24.765,"Great Bahama bank, 125MC",doi.org,50.37037037
LPD7d7c7d71,,marine sediment,-79.29,24.765,"Great Bahama bank, 125MC",doi.org,50.37037037
LPD7d948e2c,,coral,113.8167,-23.0333,"Coral Bay, Ningaloo",doi.org,1
LPD7f64d877,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPD7fd5bd52,,marine sediment,4.03,40.5,Minorca contourite,doi.org,14.625
LPD81e53153,,marine sediment,44.3,11.955,P178-15P,doi.org,8.266666667
LPD81e7ab49,,coral,114.1833,-21.8333,"Bundegi reef, Ningaloo",doi.org,1
LPD8248269c,,marine sediment,-64.77,10.77,Cariaco Basin,doi.org,1.360988473
LPD84ab67b9,,marine sediment,-10.0983,30.845,"Cape Ghir, NW Africa",doi.org,11.45876289
LPD873b43d0,,marine sediment,-13.9,55.5,Feni Drift,doi.org,22.97087379
LPD8bd4e07e,,coral,113.9667,-21.9,"Tantabiddi reef, Ningaloo",doi.org,1
LPD8c7da1f7,,marine sediment,-79.26,24.58,Great Bahama Bank,doi.org,24.58333333
LPD94261173,,marine sediment,-91.42,27.2,"Pigmy Basin, Gulf of Mexico box core PBBC-1",Manually Entered,13.20505051
LPD9716f325,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPD97433e99,,marine sediment,-91.42,27.2,"Pigmy Basin, Gulf of Mexico box core PBBC-1",Manually Entered,13.11075676
LPD9774ea11,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPD995c6f3c,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,46.5
LPD9b023bc9,,marine sediment,-83.58,24.59,Dry Tortugas,doi.org,22.24413793
LPD9c86dbd0,,marine sediment,-10.0983,30.845,"Cape Ghir, NW Africa",doi.org,11.86792453
LPDa1e215a3,,marine sediment,-79.26,24.58,Great Bahama Bank,doi.org,24.58333333
LPDa49fbfb8,,marine sediment,-62.48,43.53,"Emerald Basin, Nova Scotia",doi.org,76.9047619
LPDa6797d7c,,marine sediment,-9.3498,38.556,"Tagus mud patch, southern portuguese margin, North Atlantic",doi.org,12.43225806
LPDa7464709,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPDa77273bb,,marine sediment,16.72,-29.14,"South Atlantic, West Africa",doi.org,23.26415094
LPDa7a4074f,,borehole,-112.125,-79.463,WAIS-Divide,doi.org,1
LPDaa786707,,coral,114.1833,-21.8333,"Bundegi reef, Ningaloo",doi.org,1
LPDabae85f2,,marine sediment,16.72,-29.14,"South Atlantic, West Africa",doi.org,23.26415094
LPDae761fd0,,coral,114.1833,-21.8333,"Bundegi reef, Ningaloo",doi.org,1
LPDasan2012,,marine sediment,-4.7496,35.986,Alboran Sea,Manually Entered,27.7027027
LPDb2294566,,lake sediment,126.36,42.17,Sihailongwa lake,doi.org,15.04859813
LPDb44bf261,,marine sediment,-93.93,27.55,"Fisk Basin, Gulf of Mexico",doi.org,18.8
LPDb7290ea4,,marine sediment,-13.9,55.5,Feni Drift,doi.org,22.97087379
LPDb7ba9166,,marine sediment,-9.3498,38.556,"Tagus mud patch, southern portuguese margin, North Atlantic",doi.org,12.43225806
LPDb9285123,,borehole,-112.125,-79.463,WAIS-Divide,doi.org,1
LPDba471ae7,,marine sediment,-13.9,55.5,Feni Drift,doi.org,22.97087379
LPDbceb5d84,,marine sediment,-13.9,55.5,Feni Drift,doi.org,22.97087379
LPDbff7f105,,lake sediment,146.8749,-43.3646,Duckhole Lake,doi.org,2.136395037
LPDc07746c5,,marine sediment,-79.26,24.58,Great Bahama Bank,doi.org,24.58333333
LPDc08ab49e,,marine sediment,-10.0983,30.845,"Cape Ghir, NW Africa",doi.org,11.86792453
LPDc2846a24,,lake sediment,146.8749,-43.3646,Duckhole Lake,doi.org,2.137055224
LPDc95b8887,,coral,118.9667,-17.5167,"Imperieuse, Rowley Shoals",doi.org,1
LPDd0b10380,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPDd376af3b,,coral,113.9667,-21.9,"Tantabiddi reef, Ningaloo",doi.org,1
LPDd7f4a944,,marine sediment,-83.58,24.59,Dry Tortugas,doi.org,22.24413793
LPDd8240377,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPDdc74a376,,lake sediment,126.36,42.17,Sihailongwa lake,doi.org,17.30652174
LPDdcf3abca,,coral,113.9667,-21.9,"Tantabiddi reef, Ningaloo",doi.org,1
LPDe1fb72db,,coral,119.3667,-17.2667,"Clerke Reef, Rowley Shoals",doi.org,1
LPDe51d17e8,,marine sediment,-64.77,10.77,Cariaco Basin,doi.org,1.360988473
LPDe6c52b99,,marine sediment,-79.29,24.765,"Great Bahama bank, 125MC",doi.org,50.37037037
LPDe759ea6b,,lake sediment,146.8749,-43.3646,Duckhole Lake,doi.org,4.770123429
LPDe85bf987,,coral,113.7667,-28.4667,Houtman Abrolhos Islands,doi.org,1
LPDe897b7c7,,coral,119.3667,-17.2667,"Clerke Reef, Rowley Shoals",doi.org,1
LPDe9d8175e,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPDea4376b6,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPDecbc762e,,marine sediment,-93.93,27.55,"Fisk Basin, Gulf of Mexico",doi.org,18.8
LPDee8a8404,,marine sediment,-93.93,27.55,"Fisk Basin, Gulf of Mexico",doi.org,18.8
LPDefb3d2b0,,marine sediment,-79.26,24.58,Great Bahama Bank,doi.org,24.58333333
LPDf2047c95,,coral,113.8167,-23.0333,"Coral Bay, Ningaloo",doi.org,1
LPDf316b97e,,coral,113.8167,-23.0333,"Coral Bay, Ningaloo",doi.org,1
LPDf7751317,,lake sediment,146.8749,-43.3646,Duckhole Lake,doi.org,4.770123429
LPDf7af3f2e,,coral,113.8167,-23.0333,"Coral Bay, Ningaloo",doi.org,1
LPDf7bace53,,marine sediment,-83.58,24.59,Dry Tortugas,doi.org,22.24413793
LPDfac5c056,,marine sediment,5.885,78.96,"West Spitzberg, Fram Strait",doi.org,48.692
LPDfbd80fa1,,marine sediment,-16.7327,16.8402,Eastern tropical North Atlantic,doi.org,17.49189189
LPDfc71e6bc,,coral,118.9667,-17.5167,"Imperieuse, Rowley Shoals",doi.org,1
Malawi04,,lake sediment,34.2883,-10.0033,Lake Malawi,doi.org,20.37142857
Malawi05,,lake sediment,34.2883,-10.0033,Lake Malawi,doi.org,20.37142857
mxdSampleDensity,,tree,19.6,68.26,Tornetrask,doi.org,1
NAm_001,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_002,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_003,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_004,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_005,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_006,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_007,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_008,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_009,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_010,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_011,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_012,,tree,-114.2,46.7,Carlton Ridge,doi.org,1
NAm_013,,tree,-109.6,43,Fremont Glacier,,1
NAm_014,,tree,-109.6,43,Fremont Glacier,,1
NAm_015,,tree,-109.6,43,Fremont Glacier,,1
NAm_016,,tree,-109.6,43,Fremont Glacier,,1
NAm_017,,tree,-109.6,43,Fremont Glacier,,1
NAm_018,,tree,-109.6,43,Fremont Glacier,,1
NAm_019,,tree,-109.6,43,Fremont Glacier,,1
NAm_020,,tree,-109.6,43,Fremont Glacier,,1
NAm_021,,tree,-109.6,43,Fremont Glacier,,1
NAm_022,,tree,-109.6,43,Fremont Glacier,,1
NAm_023,,tree,-109.6,43,Fremont Glacier,,1
NAm_024,,tree,-109.6,43,Fremont Glacier,,1
NAm_025,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_026,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_027,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_028,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_029,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_030,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_031,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_032,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_033,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_034,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_035,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_036,,tree,-116.5,37,Great Basin 4500yr Composite Chronology,doi.org,1
NAm_037,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_038,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_039,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_040,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_041,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_042,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_043,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_044,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_045,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_046,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_047,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_048,,tree,-111.4,35.3,San Franciso Peaks Update,doi.org,1
NAm_049,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_050,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_051,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_052,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_053,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_054,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_055,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_056,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_057,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_058,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_059,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_060,,tree,-118.3,36.5,Siberian Outpost View,doi.org,1
NAm_061,,tree,-147.8,60.4,Herring Alpine,,1
NAm_062,,tree,-147.8,60.4,Herring Alpine,,1
NAm_063,,tree,-147.8,60.4,Herring Alpine,,1
NAm_064,,tree,-147.8,60.4,Herring Alpine,,1
NAm_065,,tree,-147.8,60.4,Herring Alpine,,1
NAm_066,,tree,-147.8,60.4,Herring Alpine,,1
NAm_068,,tree,-147.8,60.4,Herring Alpine,,1
NAm_069,,tree,-147.8,60.4,Herring Alpine,,1
NAm_070,,tree,-147.8,60.4,Herring Alpine,,1
NAm_071,,tree,-147.8,60.4,Herring Alpine,,1
NAm_072,,tree,-147.8,60.4,Herring Alpine,,1
NAm_075,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_076,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_077,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_078,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_080,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_081,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_082,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_083,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_087,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_088,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_089,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_090,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_092,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_093,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_094,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_095,,tree,-149.6,63.7,Denali National Park,doi.org,1
NAm_1009,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1010,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1011,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1012,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1013,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1014,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1015,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1016,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1017,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1018,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1019,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1020,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1021,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1022,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1023,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1024,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1025,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1026,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1027,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1028,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1029,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1030,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1031,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1032,,tree,-67.7,56.2,Lac Romanel (Feucht),doi.org,1
NAm_1057,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1058,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1059,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1060,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1061,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1062,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1063,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1064,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1065,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1066,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1067,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1069,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1070,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1071,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1072,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1073,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1074,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1075,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1076,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1077,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1078,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1079,,tree,-139.7,61.7,Don Jek River Bridge,doi.org,1
NAm_1107,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1108,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1109,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1110,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1112,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1113,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1114,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1115,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1119,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1120,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1121,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1122,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1124,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1125,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1126,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1127,,tree,-127.3,54.9,Smithers Ski Area,doi.org,1
NAm_1153,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1154,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1155,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1156,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1157,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1158,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1159,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1160,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1161,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1162,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1163,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1164,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1165,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1166,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1167,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1168,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1169,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1170,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1171,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1172,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1173,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1174,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1175,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1176,,tree,-120.7,53.3,Bell Mountain,doi.org,1
NAm_1203,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1204,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1205,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1206,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1208,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1209,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1210,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1211,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1215,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1216,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1217,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1218,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1220,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1221,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1222,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1223,,tree,-117,52.3,Sunwapta Pass,doi.org,1
NAm_1225,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1226,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1227,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1228,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1229,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1230,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1232,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1233,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1234,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1235,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1237,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1238,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1239,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1240,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1241,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1242,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1244,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1245,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1246,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1247,,tree,-116.2,51.8,Peyto Lake,doi.org,1
NAm_1299,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1300,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1301,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1302,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1304,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1305,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1306,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1307,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1311,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1312,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1313,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1314,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1316,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1317,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1318,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1319,,tree,-123.1,49.4,Vancouver Cyprus Provincial Park,doi.org,1
NAm_1347,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1348,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1349,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1350,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1352,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1353,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1354,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1355,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1359,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1360,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1361,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1362,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1364,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1365,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1366,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1367,,tree,-125.2,49.2,Arrowsmith Mountain,doi.org,1
NAm_1381,,tree,-118.9,49.9,Big White,,1
NAm_1382,,tree,-118.9,49.9,Big White,,1
NAm_1383,,tree,-118.9,49.9,Big White,,1
NAm_1384,,tree,-118.9,49.9,Big White,,1
NAm_1385,,tree,-118.9,49.9,Big White,,1
NAm_1386,,tree,-118.9,49.9,Big White,,1
NAm_1387,,tree,-118.9,49.9,Big White,,1
NAm_1388,,tree,-118.9,49.9,Big White,,1
NAm_1389,,tree,-118.9,49.9,Big White,,1
NAm_1390,,tree,-118.9,49.9,Big White,,1
NAm_1391,,tree,-118.9,49.9,Big White,,1
NAm_1392,,tree,-118.9,49.9,Big White,,1
NAm_1393,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1394,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1395,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1396,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1397,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1398,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1399,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1400,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1401,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1402,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1403,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1404,,tree,-115.9,67.2,Coppermine River,doi.org,1
NAm_1405,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1406,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1407,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1408,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1409,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1410,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1411,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1412,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1413,,tree,-103.9,64,Hornby Cabin,doi.org,1
NAm_1414,,tree,-103.9,64,Hornby Cabin,doi.org,1
