# Xiong.Takapari_Cedar.2000
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Aus-TakapariCedar.Xiong.2000.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Aus-TakapariCedar.Xiong.2000.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/5375
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Xiong.Takapari_Cedar.2000
#------------------
# Investigators
#     Investigators: Xiong, Limin;Palmer, Jonathan G.
#------------------
# Description_Notes_and_Keywords
#     Description: warm season T signal
#------------------
# Publication
#     Authors: Xiong, Limin;Palmer, Jonathan G.
#     Published_Date_or_Year: 2000
#     Published_Title: Reconstruction of New Zealand temperatures back to AD 1720 using Libocedrus bidwillii tree rings
#     Journal_Name: Climatic Change
#     Volume: 45
#     Edition: 
#     Issue: 2
#     Pages: 339-359
#     Report: 
#     DOI: 10.1023/A:1005525903714
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Takapari Cedar
#     Location: 
#     Country: 
#     Northernmost_Latitude: -40.07
#     Southernmost_Latitude: -40.07
#     Easternmost_Longitude: 175.98
#     Westernmost_Longitude: 175.98
#     Elevation: 820
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1530.0
#     Most_Recent_Year: 1992.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,wood, ,NA, -9 -10 -11 -12 1 2 3 4, tree, ,RCS, N,  ; climateInterpretation_seasonality changed - was originally 9 10 11 12 1 2 3 4; N/A;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1530.0	0.392	
1531.0	0.118	
1532.0	-0.139	
1533.0	-0.222	
1534.0	-0.16	
1535.0	-0.094	
1536.0	0.159	
1537.0	1.578	
1538.0	0.246	
1539.0	0.059	
1540.0	0.589	
1541.0	0.846	
1542.0	0.517	
1543.0	0.482	
1544.0	0.0	
1545.0	0.697	
1546.0	-0.225	
1547.0	0.43	
1548.0	0.562	
1549.0	0.829	
1550.0	0.77	
1551.0	1.21	
1552.0	-1.002	
1553.0	-1.297	
1554.0	-0.381	
1555.0	-0.791	
1556.0	-1.044	
1557.0	-0.978	
1558.0	-1.338	
1559.0	-0.062	
1560.0	0.139	
1561.0	0.194	
1562.0	-0.094	
1563.0	0.003	
1564.0	-0.101	
1565.0	-0.368	
1566.0	-1.099	
1567.0	-0.694	
1568.0	0.496	
1569.0	1.03	
1570.0	1.827	
1571.0	2.16	
1572.0	1.796	
1573.0	1.702	
1574.0	1.56	
1575.0	1.817	
1576.0	0.302	
1577.0	-0.284	
1578.0	-0.25	
1579.0	-1.221	
1580.0	-1.248	
1581.0	-0.988	
1582.0	-1.39	
1583.0	-0.35	
1584.0	0.662	
1585.0	1.214	
1586.0	1.803	
1587.0	2.542	
1588.0	1.737	
1589.0	0.995	
1590.0	0.881	
1591.0	0.773	
1592.0	0.367	
1593.0	0.26	
1594.0	-0.17	
1595.0	-0.666	
1596.0	-0.815	
1597.0	-1.065	
1598.0	-1.217	
1599.0	-1.172	
1600.0	-1.228	
1601.0	-0.988	
1602.0	-2.545	
1603.0	-2.341	
1604.0	-2.053	
1605.0	-1.633	
1606.0	-1.453	
1607.0	-1.418	
1608.0	-1.234	
1609.0	-1.179	
1610.0	-0.479	
1611.0	-0.427	
1612.0	-0.18	
1613.0	0.482	
1614.0	0.343	
1615.0	0.527	
1616.0	0.367	
1617.0	1.089	
1618.0	0.43	
1619.0	0.863	
1620.0	0.069	
1621.0	0.118	
1622.0	-1.359	
1623.0	-0.836	
1624.0	-0.368	
1625.0	-0.857	
1626.0	-0.402	
1627.0	0.087	
1628.0	-0.059	
1629.0	0.229	
1630.0	0.152	
1631.0	0.263	
1632.0	0.201	
1633.0	-0.811	
1634.0	-1.096	
1635.0	-0.919	
1636.0	-0.257	
1637.0	-0.846	
1638.0	-0.655	
1639.0	-0.461	
1640.0	-0.253	
1641.0	0.111	
1642.0	-0.004	
1643.0	-0.361	
1644.0	-0.676	
1645.0	-0.926	
1646.0	-0.961	
1647.0	-0.253	
1648.0	-0.343	
1649.0	0.291	
1650.0	0.042	
1651.0	-0.486	
1652.0	-1.533	
1653.0	-1.859	
1654.0	-1.775	
1655.0	-1.612	
1656.0	-1.155	
1657.0	-1.234	
1658.0	-0.683	
1659.0	-0.399	
1660.0	-0.621	
1661.0	-0.309	
1662.0	-1.037	
1663.0	-1.148	
1664.0	-1.401	
1665.0	-1.276	
1666.0	-0.961	
1667.0	0.215	
1668.0	0.385	
1669.0	1.099	
1670.0	0.298	
1671.0	0.676	
1672.0	0.492	
1673.0	-0.038	
1674.0	-0.364	
1675.0	-0.222	
1676.0	0.062	
1677.0	0.402	
1678.0	-0.746	
1679.0	-0.35	
