# Harada.Northwest_Pacific_Ocean.2004
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-NorthwestPacificOcean.Harada.2004-2.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-NorthwestPacificOcean.Harada.2004.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/harada2004/harada2004.txt
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: marine sediment
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Harada.Northwest_Pacific_Ocean.2004
#------------------
# Investigators
#     Investigators: Harada, Naomi;Ahagon, Naokazu;Uchida, Masao;Murayama, Masafumi
#------------------
# Description_Notes_and_Keywords
#     Description: HVM, BM, 20/4/2016 Pacific0328aHarada2004_MR00-K03-PC01;These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Dataset contains repeated values
#------------------
# Publication
#     Authors: Harada, Naomi;Ahagon, Naokazu;Uchida, Masao;Murayama, Masafumi
#     Published_Date_or_Year: 2004
#     Published_Title: Northward and southward migrations of frontal zones during the past 40 kyr in the Kuroshio-Oyashio transition area
#     Journal_Name: Geochemistry, Geophysics, Geosystems
#     Volume: 5
#     Edition: 
#     Issue: 9
#     Pages: Q09004
#     Report: 
#     DOI: 10.1029/2004GC000740
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Publication
#     Authors: McGregor, Helen V.;Evans, Michael N.;Goosse, Hugues;Leduc, Guillaume;Martrat, Belen;Addison, Jason A.;Mortyn, P. Graham;Oppo, Delia W.;Seidenkrantz, Marit-Solveig;Sicre, Marie-Alexandrine;Phipps, Steven J.;Selvaraj, Kandasamy;Thirumalai, Kaustubh;Filipsson, Helena L.;Ersek, Vasile
#     Published_Date_or_Year: 2015
#     Published_Title: Robust global ocean cooling trend for the pre-industrial Common Era
#     Journal_Name: Nature Geoscience
#     Volume: 8
#     Edition: 
#     Issue: 9
#     Pages: 671-677
#     Report: 
#     DOI: 10.1038/ngeo2510
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Northwest Pacific Ocean
#     Location: 
#     Country: 
#     Northernmost_Latitude: 46.32
#     Southernmost_Latitude: 46.32
#     Easternmost_Longitude: 152.53
#     Westernmost_Longitude: 152.53
#     Elevation: -2793
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: -15380.0
#     Most_Recent_Year: 1370.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , marine sediment, ,,N,   
##temperature	inferred sea-surface temperature, alkenone, ,degC, Summer, marine sediment, ,alkenone, N,  Age-depth conversion was not provided in online dataset. All O2K-LR records have been quality-controlled according to protocols published in Nature Geoscience supplement; PRA1988: T(cultures) = (Uk'37-0.039)/(0.034); (Prahl et al.; (1988); cultures E. huxleyi; 8-25ºC; n=22; R2=0.994);  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           temperature	
1370.0	8.8	
1370.0	8.8	
1280.0	8.6	
1190.0	8.6	
1150.0	8.9	
1110.0	8.8	
1020.0	8.5	
970.0	9.1	
930.0	8.5	
890.0	7.7	
840.0	8.3	
800.0	8.2	
760.0	8.7	
710.0	8.7	
630.0	8.0	
580.0	8.3	
540.0	8.2	
450.0	7.7	
410.0	8.0	
360.0	7.8	
360.0	8.1	
280.0	7.8	
230.0	8.0	
190.0	7.5	
100.0	7.4	
60.0	6.6	
20.0	7.7	
-70.0	7.5	
-110.0	8.2	
-160.0	8.5	
-240.0	7.8	
-310.0	8.1	
-310.0	7.3	
-360.0	7.1	
-460.0	7.2	
-510.0	8.4	
-560.0	8.6	
-670.0	8.2	
-720.0	8.7	
-770.0	8.2	
-870.0	7.5	
-920.0	8.2	
-970.0	8.3	
-1070.0	7.9	
-1120.0	8.8	
-1180.0	8.7	
-1280.0	8.7	
-1330.0	9.2	
-1380.0	8.9	
-1530.0	8.2	
-1530.0	7.8	
-1580.0	8.8	
-1630.0	8.4	
-1740.0	8.2	
-1790.0	8.2	
-1840.0	8.5	
-1940.0	8.8	
-1990.0	8.8	
-2040.0	8.3	
-2140.0	9.1	
-2240.0	8.9	
-2300.0	8.7	
-2350.0	7.3	
-2450.0	7.3	
-2500.0	8.8	
-2550.0	7.8	
-2650.0	8.4	
-2700.0	9.1	
-2890.0	7.9	
-2890.0	8.4	
-3000.0	8.6	
-3060.0	8.8	
-3120.0	7.5	
-3180.0	9.0	
-3240.0	7.4	
-3300.0	8.5	
-3350.0	8.1	
-3410.0	6.6	
-3470.0	8.4	
-3530.0	8.8	
-3590.0	8.9	
-3700.0	9.3	
-3760.0	7.2	
-3880.0	8.0	
-3940.0	8.7	
-3990.0	7.2	
-4110.0	6.7	
-4170.0	9.4	
-4280.0	7.9	
-4280.0	7.8	
-4400.0	8.1	
-4460.0	9.1	
-4520.0	8.7	
-4630.0	8.4	
-4690.0	9.4	
-4750.0	9.2	
-4870.0	8.8	
-4980.0	7.2	
-5040.0	8.7	
-5100.0	6.2	
-5160.0	8.2	
-5220.0	8.8	
-5270.0	7.2	
-5330.0	9.4	
-5390.0	7.6	
-5450.0	8.3	
-5510.0	9.2	
-5560.0	8.5	
-5620.0	7.5	
-5680.0	8.9	
-5800.0	10.2	
-5890.0	9.3	
-5980.0	10.2	
-6070.0	8.3	
-6160.0	10.1	
-6250.0	8.0	
-6340.0	9.8	
-6440.0	8.8	
-6530.0	9.8	
-6620.0	8.7	
-6710.0	9.7	
-6800.0	8.0	
-6890.0	9.5	
-6980.0	8.4	
-7070.0	9.2	
-7160.0	7.7	
-7250.0	8.7	
-7340.0	8.7	
-7430.0	9.5	
-7520.0	8.0	
-7610.0	8.0	
-7710.0	9.3	
-7980.0	9.3	
-7980.0	9.1	
-8070.0	9.0	
-8160.0	9.4	
-8430.0	8.9	
-8520.0	9.1	
-8610.0	6.4	
-8700.0	8.2	
-8790.0	9.2	
-8880.0	8.8	
-8980.0	8.2	
-9070.0	8.2	
-9160.0	9.6	
-9250.0	7.9	
-9340.0	8.2	
-9430.0	8.0	
-9520.0	8.8	
-9610.0	9.2	
-9700.0	9.1	
-9790.0	9.1	
-9880.0	9.6	
-9970.0	9.3	
-10150.0	8.3	
-10280.0	8.8	
-10280.0	9.2	
-10360.0	8.3	
-10520.0	8.2	
-10600.0	8.9	
-10680.0	8.8	
-10840.0	8.7	
-10930.0	9.3	
-11010.0	8.3	
-11170.0	7.8	
-11250.0	9.4	
-11410.0	9.1	
-11570.0	7.7	
-11730.0	7.4	
-11810.0	6.8	
-11890.0	8.9	
-12050.0	7.7	
-12210.0	8.0	
-12210.0	8.1	
-12380.0	8.0	
-14560.0	5.7	
-14970.0	5.8	
-15180.0	5.6	
-15180.0	5.5	
-15380.0	5.9	
