# Björklund.Armarnaes.2012
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-Armarnaes.Bjorklund.2012.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-Armarnaes.Bjorklund.2012.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: this study
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Björklund.Armarnaes.2012
#------------------
# Investigators
#     Investigators: Björklund, Jesper A.;Gunnarson, Björn E.;Krusic, Paul J.;Grudd, Håkan;Josefsson, Torbjörn;Östlund, Lars;Linderholm, Hans W.
#------------------
# Description_Notes_and_Keywords
#     Description: Δdensity = MXD - minimum density, more focused summer temp. signal than MXD (Björklund et al., 2014, CP, doi:10.5194/cp-10-877-2014)
#------------------
# Publication
#     Authors: Björklund, Jesper A.;Gunnarson, Björn E.;Krusic, Paul J.;Grudd, Håkan;Josefsson, Torbjörn;Östlund, Lars;Linderholm, Hans W.
#     Published_Date_or_Year: 2012
#     Published_Title: Advances towards improved low-frequency tree-ring reconstructions, using an updated Pinus sylvestris L. MXD network from the Scandinavian Mountains
#     Journal_Name: Theoretical and Applied Climatology
#     Volume: 113
#     Edition: 
#     Issue: 
#     Pages: 697-710
#     Report: 
#     DOI: 10.1007/s00704-012-0787-7
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Armarnaes
#     Location: 
#     Country: 
#     Northernmost_Latitude: 65.9
#     Southernmost_Latitude: 65.9
#     Easternmost_Longitude: 16.1
#     Westernmost_Longitude: 16.1
#     Elevation: 500
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1550.0
#     Most_Recent_Year: 2010.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##density	,Tree Ring, ,NA, 6 7 8, tree, ,,N,  ; climateInterpretation_seasonality changed - was originally 7/8/2009; climateInterpretation_seasonality changed - was originally 7/8/2009;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           density	
1550.0	-0.422823280875996	
1551.0	0.273118042296595	
1552.0	0.0447695767055201	
1553.0	0.0728784938441355	
1554.0	-0.178096191902247	
1555.0	0.14039602982414	
1556.0	-0.408440849369645	
1557.0	-0.438832707128413	
1558.0	1.94225826103443	
1559.0	-0.991748855063271	
1560.0	-0.138703832814104	
1561.0	-0.187417905886906	
1562.0	-0.769664918895929	
1563.0	0.212772841139799	
1564.0	1.73776821524463	
1565.0	-0.3471662383429	
1566.0	-1.25471513210459	
1567.0	-2.44743871106795	
1568.0	-1.16453628610857	
1569.0	0.151196675193254	
1570.0	1.28593658524563	
1571.0	-1.11961378076702	
1572.0	0.582466964235647	
1573.0	-0.83329611661854	
1574.0	-0.949244344980438	
1575.0	0.0300251929946266	
1576.0	-0.528439126704201	
1577.0	-1.56653979313324	
1578.0	-0.666058240927001	
1579.0	-1.35813610353775	
1580.0	-1.71945395318232	
1581.0	-0.088250721242747	
1582.0	0.438466379003709	
1583.0	-0.895926136318858	
1584.0	-0.415468050104118	
1585.0	-0.238318540966255	
1586.0	-0.350626184528709	
1587.0	-2.32973332663947	
1588.0	-0.986794791750898	
1589.0	-1.56347600832363	
1590.0	-2.07540502291642	
1591.0	-0.841215753929886	
1592.0	-1.07589397234327	
1593.0	-0.589299179881016	
1594.0	-0.451614148052028	
1595.0	-1.56116380066994	
1596.0	-0.910711411011034	
1597.0	-0.775708353496681	
1598.0	0.0668048254835841	
1599.0	-0.605440607414999	
1600.0	-1.36640578000345	
1601.0	-2.62376076510315	
1602.0	-2.21285248139861	
1603.0	-1.5639250725609	
1604.0	-2.66450034200369	
1605.0	-2.63764724215277	
1606.0	-1.55166993214409	
1607.0	-1.20649385739944	
1608.0	-1.59979866120014	
1609.0	-1.81125227053971	
1610.0	-0.392907233206609	
1611.0	-0.499692950880079	
1612.0	-1.38236389432846	
1613.0	0.369546073606276	
1614.0	-2.78414265306751	
1615.0	-1.93476721174539	
1616.0	-2.52965453253653	
1617.0	-0.587203677566412	
1618.0	-1.13532808919522	
1619.0	-0.550053201123683	
1620.0	-1.65202053597915	
1621.0	-1.06736420850446	
1622.0	0.214120957588929	
1623.0	-0.442496569638437	
1624.0	-0.129027967672308	
1625.0	-0.828752248620272	
1626.0	-0.673281178538713	
1627.0	0.45422543864846	
1628.0	-0.0618613704968163	
1629.0	1.59209608483049	
1630.0	-0.0883019765871061	
1631.0	0.86737335028603	
1632.0	-2.26339630362747	
1633.0	-1.7149963325718	
1634.0	-0.564521198206697	
1635.0	-0.0587779077475173	
1636.0	1.43333500800524	
1637.0	-0.805356450880892	
1638.0	-1.78929523514873	
1639.0	-0.925427099257885	
1640.0	1.53817644069504	
1641.0	-1.39934318788549	
1642.0	-1.00894501754168	
1643.0	-1.24153118251611	
1644.0	-0.834168651730645	
1645.0	-1.63413540312166	
1646.0	-0.633509608592129	
1647.0	-1.52838997279437	
1648.0	-0.764521746521761	
1649.0	0.32006193086861	
1650.0	0.0725195216551537	
1651.0	0.821219973508277	
1652.0	0.824941142967926	
1653.0	-1.16075788437417	
1654.0	0.426823469408303	
1655.0	1.64097448906273	
1656.0	-0.528368958404543	
1657.0	0.0578782233011041	
1658.0	0.429208908566453	
1659.0	-0.422860544107135	
1660.0	-0.156951027049952	
1661.0	-0.530744350455532	
1662.0	-1.23116710282958	
1663.0	-0.834498221465562	
1664.0	0.424478955384683	
1665.0	0.56807315281182	
1666.0	-0.148765453145207	
1667.0	-1.11568655071737	
