1960.0	2.9	1.975	0.906	1.054	-5.8342	1.494	
1961.0	2.186	0.986	1.501	1.069	-9.56011	2.131	
1962.0	1.073	1.293	1.715	0.867	-21.8792	1.741	
1963.0	1.96	1.6	1.778	1.815	13.9868	2.435	
1964.0	2.063	2.374	2.175	1.03	14.8871	2.399	
1965.0	0.929	2.022	2.039	1.712	2.97144	1.767	
1966.0	2.106	1.676	1.53	1.631	0.807387	1.552	
1967.0	2.101	2.051	1.376	1.172	-6.84087	1.336	
1968.0	1.976	1.422	2.185	1.102	-5.066	1.474	
1969.0	2.724	1.745	1.337	1.573	9.49162	2.04	
1970.0	2.107	1.642	1.474	1.394	0.706622	2.008	
1971.0	2.512	1.958	1.275	1.215	7.94801	2.492	
1972.0	1.053	1.679	1.233	1.025	-26.5426	1.214	
1973.0	2.808	1.847	2.224	1.09	18.5098	2.463	
1974.0	2.509	1.378	2.108	1.377	8.37734	1.955	
1975.0	1.818	1.411	2.161	1.143	0.263538	2.091	
1976.0	1.113	1.351	1.156	1.012	-21.2555	2.102	
1977.0	2.322	2.041	1.467	1.391	2.06998	1.539	
1978.0	1.922	1.612	1.751	1.121	4.29527	2.658	
1979.0	2.699	1.583	1.9	1.349	16.0205	2.562	
1980.0	2.252	1.181	2.129	1.07	1.96023	2.245	
1981.0	2.759	1.992	2.408	1.165	13.2526	1.542	
1982.0	1.118	1.555	2.448	1.306	-11.3851	0.91	
1983.0	3.206	1.513	1.807	1.162	19.4455	2.891	
1984.0	1.719	1.912	2.015	1.41	3.12113	1.676	
1985.0	1.61	1.519	2.227	1.204	1.59051	2.123	
1986.0	1.396	2.008	1.446	0.818	-24.4445	0.842	
1987.0	1.58	2.372	2.031	1.23	6.18351	1.873	
1988.0	1.506	1.516	1.793	1.346	-10.9643	1.308	
1989.0	1.378	2.022	1.813	1.193	-6.11756	1.568	
1990.0	3.243	2.033	1.675	1.277	15.8705	1.951	
1991.0	2.435	1.63	1.678	1.211	3.41778	2.034	
1992.0	0.606	2.113	1.933	1.502	0.741227	2.201	
1993.0	1.997	2.078	1.629	1.307	-1.94911	1.368	
1994.0	1.676	2.112	1.552	1.04	2.90045	2.579	
1995.0	1.113	1.498	1.31	0.996	-24.9176	1.459	
1996.0	2.864	1.967	1.441	1.206	8.33929	2.029	
1997.0	2.452	1.802	1.769	1.5	2.0095	1.157	
1998.0	2.924	1.88	2.18	1.266	9.89555	1.292	
1999.0	3.379	1.797	1.369	1.26	11.2256	2.006	
2000.0	1.22	1.997	1.745	1.292	-6.68471	1.606	
2001.0	1.887	1.835	1.595	1.017	-7.73265	1.667	
2002.0	2.935	2.017	1.853	1.001	19.3189	2.8	
2003.0	2.457	1.486	1.665	0.947	-0.0894073	2.26	
2004.0	2.541	1.866	2.398	0.819	-3.88149	0.814	
2005.0	3.077	1.882	1.385	0.872	-3.03937	1.44	
2006.0	3.01	2.041	0.893	1.091	3.12206	2.122	
2007.0	2.838	2.056	1.798	0.857	2.1826	1.527	
2008.0	2.747	2.194	1.54	0.974	11.079	2.406	
2009.0	3.528	1.787	1.736	0.986	2.87534	1.115	
2010.0	nan	1.536	nan	nan	-14.8584	nan	
