989.0	0.539	15.0	MINMC06-2	23.0	
961.0	0.5489	15.3	MINMC06-2	23.5	
934.0	0.5126	14.2	MINMC06-2	24.0	
906.0	0.5489	15.3	MINMC06-2	24.5	
878.0	0.5225	14.5	MINMC06-2	25.0	
850.0	0.5258	14.6	MINMC06-2	25.5	
807.0	0.5324	14.8	MINMC06-2	26.0	
764.0	0.5357	14.9	MINMC06-2	26.5	
721.0	0.5192	14.4	MINMC06-2	27.0	
679.0	0.5522	15.4	MINMC06-2	27.5	
636.0	0.5423	15.1	MINMC06-2	28.0	
593.0	0.5621	15.7	MINMC06-2	28.5	
550.0	0.539	15.0	MINMC06-2	29.0	
517.0	0.5654	15.8	MINMC06-2	29.5	
483.0	0.5588	15.6	MINMC06-2	30.0	
450.0	0.5489	15.3	MINMC06-2	30.5	
417.0	0.5588	15.6	MINMC06-2	31.0	
383.0	0.5588	15.6	MINMC06-2	31.5	
350.0	0.5588	15.6	MINMC06-2	32.0	
317.0	0.5588	15.6	MINMC06-2	32.5	
