# UK37 derived sea surface temperatures of sediment cores MINMC06-1 and MINMC06-2, Minorca contourite.
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-MinorcaContourite.Moreno.2012-2.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-MinorcaContourite.Moreno.2012.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: http://doi.pangaea.de/10.1594/PANGAEA.780423
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: marine sediment
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: UK37 derived sea surface temperatures of sediment cores MINMC06-1 and MINMC06-2, Minorca contourite.
#------------------
# Investigators
#     Investigators: Moreno, Ana and Pérez, Ana and Frigola, Jaime and Nieto-Moreno, Vanesa and Rodrigo-Gámiz, Marta and Martrat, Belén and González-Sampériz, Penélope and Morellón, Mario and Martín-Puertas, Celia and Corella, Juan Pablo and Belmonte, Ánchel and Sancho, Carlos and Cacho, Isabel and Herrera, Gemma and Canals, Miquel and Grimalt, Joan O. and Jiménez-Espejo, Francisco and Martínez-Ruiz, Francisca and Vegas-Vilarrúbia, Teresa and Valero-Garcés, Blas L.
#------------------
# Description_Notes_and_Keywords
#     Description: All O2K-LR records have been quality-controlled according to protocols published in Nature Geoscience supplement
#------------------
# Publication
#     Authors: Moreno, Ana;Pérez, Ana;Frigola, Jaime;Nieto-Moreno, Vanesa;Rodrigo-Gámiz, Marta;Martrat, Belén;González-Sampériz, Penélope;Morellón, Mario;Martín-Puertas, Celia;Corella, Juan Pablo;Belmonte, Ánchel;Sancho, Carlos;Cacho, Isabel;Herrera, Gemma;Canals, Miquel;Grimalt, Joan O.;Jiménez-Espejo, Francisco;Martínez-Ruiz, Francisca;Vegas-Vilarrúbia, Teresa;Valero-Garcés, Blas L.
#     Published_Date_or_Year: 2012
#     Published_Title: The Medieval Climate Anomaly in the Iberian Peninsula reconstructed from marine and lake records
#     Journal_Name: Quaternary Science Reviews
#     Volume: 43
#     Edition: 
#     Issue: 
#     Pages: 16-32
#     Report: 
#     DOI: 10.1016/j.quascirev.2012.04.007
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Publication
#     Authors: McGregor, Helen V.;Evans, Michael N.;Goosse, Hugues;Leduc, Guillaume;Martrat, Belen;Addison, Jason A.;Mortyn, P. Graham;Oppo, Delia W.;Seidenkrantz, Marit-Solveig;Sicre, Marie-Alexandrine;Phipps, Steven J.;Selvaraj, Kandasamy;Thirumalai, Kaustubh;Filipsson, Helena L.;Ersek, Vasile
#     Published_Date_or_Year: 2015
#     Published_Title: Robust global ocean cooling trend for the pre-industrial Common Era
#     Journal_Name: Nature Geoscience
#     Volume: 8
#     Edition: 
#     Issue: 9
#     Pages: 671-677
#     Report: 
#     DOI: 10.1038/ngeo2510
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Minorca contourite
#     Location: 
#     Country: 
#     Northernmost_Latitude: 40.5
#     Southernmost_Latitude: 40.5
#     Easternmost_Longitude: 4.03
#     Westernmost_Longitude: 4.03
#     Elevation: -2394
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: -61.0
#     Most_Recent_Year: 1988.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , marine sediment, ,,N,   
##Uk37	native UK37 ratio from which SST was calculated, ,,,, marine sediment, ,,N,  ; paleoData_variableName changed - was originally native_UK_37;  
##temperature	inferred sea-surface temperature, alkenone, ,degC, 1 2 3 4 5 6 7 8 9 10 11 12, marine sediment, ,alkenone, N,  ; paleoData_variableName changed - was originally temp_C; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual; MUE1998: T(sediments) = (Uk?37-0.044)/0.033; (M�ller et al.; (1998); global (60S-60N); 0-29�C; annual at 0 m; n=370; R2=0.958);  
##notes	original datasets from Moreno et al. (2012); results from 2 multicores (MINMC06-1 and MINMC06-2); one after the other; they overlap in age  - PLEASE USE QC DATA FOR ANALYSIS!!!!, ,,,, marine sediment, ,,C,   
##depth	depth, ,,cm, , marine sediment, ,,N,   
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           Uk37           temperature    notes          depth	
1988.0	0.4862	13.4	MINMC06-1	0.5	
1970.0	0.4895	13.5	MINMC06-1	1.0	
1952.0	0.4994	13.8	MINMC06-1	1.5	
1933.0	0.5093	14.1	MINMC06-1	2.0	
1915.0	0.5192	14.4	MINMC06-1	2.5	
1887.0	0.5093	14.1	MINMC06-1	3.0	
1859.0	0.5027	13.9	MINMC06-1	3.5	
1831.0	0.5126	14.2	MINMC06-1	4.0	
1786.0	0.5225	14.5	MINMC06-1	4.5	
1742.0	0.5324	14.8	MINMC06-1	5.0	
1697.0	0.539	15.0	MINMC06-1	5.5	
1653.0	0.539	15.0	MINMC06-1	6.0	
1609.0	0.5489	15.3	MINMC06-1	6.5	
1564.0	0.5456	15.2	MINMC06-1	7.0	
1520.0	0.5423	15.1	MINMC06-1	7.5	
1508.0	0.539	15.0	MINMC06-1	8.0	
1497.0	0.539	15.0	MINMC06-1	8.5	
1485.0	0.5126	14.2	MINMC06-1	9.0	
1415.0	0.5357	14.9	MINMC06-1	9.5	
1345.0	0.5291	14.7	MINMC06-1	10.0	
1320.0	0.5291	14.7	MINMC06-1	10.5	
1295.0	0.5291	14.7	MINMC06-1	11.0	
1270.0	0.5489	15.3	MINMC06-1	11.5	
1237.0	0.5456	15.2	MINMC06-1	12.0	
1204.0	0.5456	15.2	MINMC06-1	12.5	
1171.0	0.5522	15.4	MINMC06-1	13.0	
1139.0	0.5555	15.5	MINMC06-1	13.5	
1106.0	0.5324	14.8	MINMC06-1	14.0	
1073.0	0.572	16.0	MINMC06-1	14.5	
1011.0	0.5159	14.3	MINMC06-1	15.0	
948.0	0.5621	15.7	MINMC06-1	15.5	
886.0	0.5291	14.7	MINMC06-1	16.0	
824.0	0.5291	14.7	MINMC06-1	16.5	
761.0	0.5357	14.9	MINMC06-1	17.0	
699.0	0.5423	15.1	MINMC06-1	17.5	
637.0	0.5357	14.9	MINMC06-1	18.0	
575.0	0.5324	14.8	MINMC06-1	18.5	
512.0	0.5555	15.5	MINMC06-1	19.0	
450.0	0.5786	16.2	MINMC06-1	19.5	
428.0	0.5621	15.7	MINMC06-1	20.0	
406.0	0.5324	14.8	MINMC06-1	20.5	
383.0	0.539	15.0	MINMC06-1	21.0	
361.0	0.5423	15.1	MINMC06-1	21.5	
339.0	0.5489	15.3	MINMC06-1	22.0	
317.0	0.5588	15.6	MINMC06-1	22.5	
294.0	0.5654	15.8	MINMC06-1	23.0	
272.0	0.5588	15.6	MINMC06-1	23.5	
250.0	0.5555	15.5	MINMC06-1	24.0	
228.0	0.5258	14.6	MINMC06-1	24.5	
206.0	0.5687	15.9	MINMC06-1	25.0	
183.0	0.5621	15.7	MINMC06-1	25.5	
161.0	0.5522	15.4	MINMC06-1	26.0	
139.0	0.5522	15.4	MINMC06-1	26.5	
117.0	0.5555	15.5	MINMC06-1	27.0	
94.0	0.5423	15.1	MINMC06-1	27.5	
72.0	0.5555	15.5	MINMC06-1	28.0	
50.0	0.5324	14.8	MINMC06-1	28.5	
28.0	0.5291	14.7	MINMC06-1	29.0	
6.0	0.5522	15.4	MINMC06-1	29.5	
-17.0	0.5489	15.3	MINMC06-1	30.0	
-39.0	0.5456	15.2	MINMC06-1	30.5	
-61.0	0.5456	15.2	MINMC06-1	31.0	
1972.0	0.4895	13.5	MINMC06-2	0.5	
1944.0	0.5027	13.9	MINMC06-2	1.0	
1915.0	0.4994	13.8	MINMC06-2	1.5	
1887.0	0.4994	13.8	MINMC06-2	2.0	
1859.0	0.5126	14.2	MINMC06-2	2.5	
1831.0	0.5027	13.9	MINMC06-2	3.0	
1802.0	0.506	14.0	MINMC06-2	3.5	
1774.0	0.5126	14.2	MINMC06-2	4.0	
1746.0	0.5027	13.9	MINMC06-2	4.5	
1718.0	0.506	14.0	MINMC06-2	5.0	
1689.0	0.5093	14.1	MINMC06-2	5.5	
1661.0	0.5126	14.2	MINMC06-2	6.0	
1633.0	0.5027	13.9	MINMC06-2	6.5	
1605.0	0.5093	14.1	MINMC06-2	7.0	
1576.0	0.5126	14.2	MINMC06-2	7.5	
1548.0	0.5126	14.2	MINMC06-2	8.0	
1520.0	0.5192	14.4	MINMC06-2	8.5	
1508.0	0.5258	14.6	MINMC06-2	9.0	
1497.0	0.5126	14.2	MINMC06-2	9.5	
1485.0	0.5159	14.3	MINMC06-2	10.0	
1473.0	0.4994	13.8	MINMC06-2	10.5	
1462.0	0.4994	13.8	MINMC06-2	11.0	
1450.0	0.4961	13.7	MINMC06-2	11.5	
1435.0	0.4928	13.6	MINMC06-2	12.0	
1420.0	0.4895	13.5	MINMC06-2	12.5	
1405.0	0.4928	13.6	MINMC06-2	13.0	
1390.0	0.4961	13.7	MINMC06-2	13.5	
1375.0	0.4994	13.8	MINMC06-2	14.0	
1360.0	0.4994	13.8	MINMC06-2	14.5	
1345.0	0.5093	14.1	MINMC06-2	15.0	
1330.0	0.5192	14.4	MINMC06-2	15.5	
1315.0	0.4796	13.2	MINMC06-2	16.0	
1300.0	0.4928	13.6	MINMC06-2	16.5	
1285.0	0.5093	14.1	MINMC06-2	17.0	
1270.0	0.5225	14.5	MINMC06-2	17.5	
1255.0	0.5225	14.5	MINMC06-2	18.0	
1240.0	0.5225	14.5	MINMC06-2	18.5	
1212.0	0.5324	14.8	MINMC06-2	19.0	
1184.0	0.5357	14.9	MINMC06-2	19.5	
1156.0	0.5258	14.6	MINMC06-2	20.0	
1129.0	0.5291	14.7	MINMC06-2	20.5	
1101.0	0.5258	14.6	MINMC06-2	21.0	
1073.0	0.5192	14.4	MINMC06-2	21.5	
1045.0	0.539	15.0	MINMC06-2	22.0	
1017.0	0.5258	14.6	MINMC06-2	22.5	
