# Dry Tortugas coral Sr/Ca
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-DryTortugas.DeLong.2014.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-DryTortugas.DeLong.2014.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/16217
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: coral
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Dry Tortugas coral Sr/Ca
#------------------
# Investigators
#     Investigators: DeLong; Ocean2k
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: DeLong, Kristine L.;Flannery, Jennifer A.;Poore, Richard Z.;Quinn, Terrence M.;Maupin, Christopher R.;Lin, Ke;Shen, Chuan-Chou
#     Published_Date_or_Year: 2014
#     Published_Title: A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico from 1734 to 2008 C.E. using cross-dated Sr/Ca records from the coral Siderastrea siderea
#     Journal_Name: Paleoceanography
#     Volume: 29
#     Edition: 
#     Issue: 5
#     Pages: 403-422
#     Report: 
#     DOI: 10.1002/2013PA002524
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Publication
#     Authors: Tierney, Jessica E.;Abram, Nerilie J.;Anchukaitis, Kevin J.;Evans, Michael N.;Giry, Cyril;Kilbourne, K. Halimeda;Saenger, Casey P.;Wu, Henry C.;Zinke, Jens
#     Published_Date_or_Year: 2015
#     Published_Title: Tropical sea surface temperatures for the past four centuries reconstructed from coral archives
#     Journal_Name: Paleoceanography
#     Volume: 30
#     Edition: 
#     Issue: 3
#     Pages: 226-252
#     Report: 
#     DOI: 10.1002/2014PA002717
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Dry Tortugas
#     Location: 
#     Country: 
#     Northernmost_Latitude: 24.6
#     Southernmost_Latitude: 24.6
#     Easternmost_Longitude: -82.3
#     Westernmost_Longitude: -82.3
#     Elevation: -4
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1733.79166666692
#     Most_Recent_Year: 2008.625
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: Siderastrea,siderea
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , coral, ,,N,   
##Sr_Ca	,,,mmol/mol, N/A (subannually resolved), coral, ,,, ; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally monthly; paleoData_variableName changed - was originally Sr_Ca;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           Sr_Ca	
2008.625	8.7956423285	
2008.54166666667	8.83055918875	
2008.45833333333	8.88449857625	
2008.375	8.96076743575	
2008.29166666667	9.04198784675	
2008.20833333333	9.10634500975	
2008.125	9.1308420055	
2008.04166666667	9.14444975825	
2007.95833333333	9.08321686675	
2007.875	9.0019508705	
2007.79166666667	8.934141472	
2007.70833333333	8.852374076	
2007.625	8.82532117475	
2007.54166666667	8.81788417125	
2007.45833333333	8.850488423	
2007.375	8.9354306635	
2007.29166666667	9.01331414725	
2007.20833333333	9.0695765865	
2007.125	9.1044139515	
2007.04166666667	9.07618212025	
2006.95833333333	9.03764444075	
2006.875	9.0040425895	
2006.79166666667	8.926541813	
2006.70833333334	8.8267735115	
2006.625	8.80094864575	
2006.54166666667	8.82666591325	
2006.45833333334	8.84832602425	
2006.375	8.90199714925	
2006.29166666667	8.978866875	
2006.20833333334	9.08515377325	
2006.125	9.17619763	
2006.04166666667	9.15943191425	
2005.95833333334	9.120001582	
2005.875	9.043873367	
2005.79166666667	8.955470776	
2005.70833333334	8.88160642525	
2005.625	8.8556580265	
2005.54166666667	8.87923441325	
2005.45833333334	8.909611163	
2005.375	9.000693979	
2005.29166666667	9.08788670425	
2005.20833333334	9.160246461	
2005.125	9.19928360125	
2005.04166666667	9.15854061525	
2004.95833333334	9.08455579775	
2004.875	8.98401666175	
2004.79166666667	8.89399052925	
2004.70833333334	8.85814087525	
2004.625	8.809636355	
2004.54166666667	8.825689857	
2004.45833333334	8.88090537925	
2004.375	8.9872915375	
2004.29166666667	9.0574745895	
2004.20833333334	9.09184721075	
2004.125	9.10906294175	
2004.04166666667	9.11642629125	
2003.95833333334	9.1299337895	
2003.875	8.99420122375	
2003.79166666667	8.87262399375	
2003.70833333334	8.8157643735	
2003.625	8.80152153025	
2003.54166666667	8.82595237975	
2003.45833333334	8.83919904125	
2003.375	8.92854138175	
2003.29166666667	9.020424	
2003.20833333334	9.094578147	
2003.12500000001	9.244339687	
2003.04166666667	9.16879719175	
2002.95833333334	9.0778646645	
2002.87500000001	8.981171669	
2002.79166666667	8.900478714	
2002.70833333334	8.8418788535	
2002.62500000001	8.824947299	
2002.54166666667	8.85250375825	
2002.45833333334	8.89923886725	
2002.37500000001	8.92941658525	
2002.29166666667	9.025023822	
2002.20833333334	9.18406182	
2002.12500000001	9.1598227345	
2002.04166666667	9.14173992175	
2001.95833333334	9.0706564795	
2001.87500000001	9.0024937655	
2001.79166666667	8.9214454455	
2001.70833333334	8.8631194355	
2001.62500000001	8.8440311905	
2001.54166666667	8.84537668925	
2001.45833333334	8.9179234985	
2001.37500000001	9.01121650675	
2001.29166666667	9.0373511495	
2001.20833333334	9.0971845545	
2001.12500000001	9.163063275	
2001.04166666667	9.2184036345	
2000.95833333334	9.12674579141667	
2000.87500000001	9.00673261466667	
2000.79166666667	8.92866317425	
2000.70833333334	8.86968589691667	
2000.62500000001	8.8544557745	
2000.54166666667	8.82973569691667	
2000.45833333334	8.88258229983333	
2000.37500000001	8.98020303275	
2000.29166666667	9.03852835941667	
2000.20833333334	9.10663058933333	
2000.12500000001	9.128953375	
2000.04166666667	9.103385486	
1999.95833333334	9.04063641033333	
1999.87500000001	8.98004440433333	
1999.79166666667	8.90022652925	
1999.70833333334	8.80587562008333	
1999.62500000001	8.77505503608333	
1999.54166666667	8.79990411625	
1999.45833333334	8.87056200158333	
1999.37500000001	8.95548497716667	
1999.29166666668	9.047591678	
1999.20833333334	9.12998817191667	
1999.12500000001	9.165649874	
1999.04166666668	9.11709879325	
1998.95833333334	9.0442853035	
1998.87500000001	9.00156064425	
1998.79166666668	8.9129539195	
1998.70833333334	8.80488553175	
1998.62500000001	8.76561552025	
1998.54166666668	8.79335352375	
1998.45833333334	8.90687836275	
1998.37500000001	9.03139887575	
1998.29166666668	9.13374118125	
1998.20833333334	9.204079622	
1998.12500000001	9.177067097	
1998.04166666668	9.1367326825	
1997.95833333334	9.0834298325	
