# Yucatan coral growth
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-PuntaMaroma.Vsquez-Bedoya.2012.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-PuntaMaroma.Vsquez-Bedoya.2012.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/13284
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: coral
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Yucatan coral growth
#------------------
# Investigators
#     Investigators: Vasquez-Bedoya; Ocean2k
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: Vásquez-Bedoya, L.F.;A.L. Cohen;D.W. Oppo;P. Blanchon
#     Published_Date_or_Year: 2012
#     Published_Title: Tropical sea surface temperatures for the past four centuries reconstructed from coral archives
#     Journal_Name: Paleoceanography
#     Volume: 30
#     Edition: 
#     Issue: 3
#     Pages: 226-252
#     Report: 
#     DOI: 10.1002/2013PA00252
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Publication
#     Authors: Tierney, Jessica E.;Abram, Nerilie J.;Anchukaitis, Kevin J.;Evans, Michael N.;Giry, Cyril;Kilbourne, K. Halimeda;Saenger, Casey P.;Wu, Henry C.;Zinke, Jens
#     Published_Date_or_Year: 2015
#     Published_Title: Tropical sea surface temperatures for the past four centuries reconstructed from coral archives
#     Journal_Name: Paleoceanography
#     Volume: 30
#     Edition: 
#     Issue: 3
#     Pages: 226-252
#     Report: 
#     DOI: 10.1002/2014PA002717
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Punta Maroma, Mexico
#     Location: 
#     Country: 
#     Northernmost_Latitude: 20.83
#     Southernmost_Latitude: 20.83
#     Easternmost_Longitude: -86.74
#     Westernmost_Longitude: -86.74
#     Elevation: -3.1
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1773.0
#     Most_Recent_Year: 2009.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: Siderastrea,siderea
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , coral, ,,N,   
##calcification	,,,mm/yr, 1 2 3 4 5 6 7 8 9 10 11 12, coral, ,,, ; paleoData_variableName changed - was originally extensionRate; paleoData_proxy changed - was originally extensionRate; climateInterpretation_seasonality changed - was originally annual;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           calcification	
2009.0	-1.04186384621649	
2008.0	-1.21565204778387	
2007.0	-0.950359238617198	
2006.0	-0.263546745117202	
2005.0	-1.03670116645053	
2004.0	-0.524859353283865	
2003.0	-1.07493493078386	
2002.0	-0.908355528950532	
2001.0	-0.0152465264505276	
2000.0	-0.43272982945053	
1999.0	0.0700320622161374	
1998.0	-0.642001640117199	
1997.0	-0.790047744450529	
1996.0	-0.45784566878386	
1995.0	-0.828013491783871	
1994.0	-0.392850031450531	
1993.0	-0.19625538745053	
1992.0	-0.127960237450529	
1991.0	0.0690053208828066	
1990.0	-0.0470842834505364	
1989.0	-0.727740871117192	
1988.0	-0.62500013545053	
1987.0	-0.293587668783868	
1986.0	0.0220575092161361	
1985.0	-0.187314818783862	
1984.0	0.420210166216138	
1983.0	0.0214111045494671	
1982.0	0.195809354382805	
1981.0	0.0586447983828021	
1980.0	0.230816467382798	
1979.0	0.146275866049468	
1978.0	0.181143219216136	
1977.0	0.0633540628828027	
1976.0	0.888228461216139	
1975.0	0.627569416216135	
1974.0	0.0589405995494718	
1973.0	0.480140511216137	
1972.0	0.0894463878827961	
1971.0	0.268620476216138	
1970.0	0.473496984549467	
1969.0	0.0445239262161401	
1968.0	0.388656424549461	
1967.0	0.24581925454948	
1966.0	0.415522646216138	
1965.0	0.800671747049465	
1964.0	-0.0060185779505287	
1963.0	-0.644012574617197	
1962.0	-0.354430567117195	
1961.0	-0.799275488783866	
1960.0	-0.448614701283865	
1959.0	-0.961959375450536	
1958.0	-1.09897266295053	
1957.0	-0.568437922950531	
1956.0	0.10513355371614	
1955.0	0.586296941216128	
1954.0	-1.00380174878387	
1953.0	-1.00464166545053	
1952.0	0.118401631216136	
1951.0	-0.345384602117206	
1950.0	-0.188210933783861	
1949.0	0.0242966278828085	
1948.0	-0.54651852878386	
1947.0	-0.550460560450531	
1946.0	-0.281904422117207	
1945.0	-0.534042598783855	
1944.0	-0.181115278783867	
1943.0	-0.599735928783862	
1942.0	-1.03849477878386	
1941.0	-0.280788674783863	
1940.0	0.817414841216121	
1939.0	0.251243156771691	
1938.0	-0.454649103228286	
1937.0	-0.254704963228329	
1936.0	-0.452912468617183	
1935.0	0.515179296882794	
1934.0	0.0281838137161439	
1933.0	0.502529585716139	
1932.0	0.111487557466132	
1931.0	0.516143220716133	
1930.0	0.824138047882799	
1929.0	0.607304867882799	
1928.0	0.22728297071613	
1927.0	-0.204318429283853	
1926.0	0.516575146549464	
1925.0	0.737515650132813	
1924.0	0.845223685049482	
1923.0	0.272530640299472	
1922.0	1.17060171346613	
1921.0	-0.0043365894505422	
1920.0	-0.0263027534505215	
1919.0	1.07485355721614	
1918.0	0.292546933382816	
1917.0	1.40525745777901	
1916.0	0.875944846216111	
1915.0	0.959603395882824	
1914.0	1.38397028477168	
1913.0	0.930985629882818	
1912.0	0.860241846216121	
1911.0	1.0347610033828	
1910.0	1.20740240454948	
1909.0	1.51146139588278	
1908.0	0.810422833549477	
1907.0	0.813625171382805	
1906.0	0.771348635049464	
1905.0	0.59062050288281	
1904.0	0.539338228549441	
1903.0	0.580541529632812	
1902.0	1.04255205888279	
1901.0	0.5358380901328	
1900.0	0.171581289049461	
1899.0	0.148097587549474	
1898.0	-0.366336784783856	
1897.0	-0.256119379117202	
1896.0	0.3517795678828	
1895.0	-0.115668298783869	
1894.0	0.167235794549467	
1893.0	-0.00595795011719454	
1892.0	0.235409590966137	
1891.0	-0.168255333283874	
1890.0	0.00326852121614193	
1889.0	-0.144307463200527	
1888.0	-0.231599469117208	
1887.0	-1.06420515178386	
1886.0	-0.861239281533873	
1885.0	-1.02002382653386	
1884.0	-0.606956840033848	
1883.0	-1.22364971428388	
1882.0	-0.567864239533849	
1881.0	-1.17404555428389	
1880.0	-0.958205339617196	
1879.0	-0.924027107783865	
1878.0	-0.899480890839442	
1877.0	-0.208979283783862	
1876.0	-0.301696858339422	
1875.0	-0.38845297450608	
1874.0	-0.247844535283839	
1873.0	0.298762460925756	
1872.0	0.0925193759256879	
1871.0	0.0879194959257015	
1870.0	0.0992932984256905	
1869.0	0.615367445925725	
1868.0	0.467747330925702	
1867.0	1.34874733092567	
1866.0	1.78842046592571	
1865.0	0.495914385925713	
1864.0	1.07858681092571	
1863.0	1.1353971759257	
1862.0	0.169764190925745	
1861.0	0.586453810925716	
1860.0	1.36183831092572	
1859.0	0.304495810925742	
1858.0	0.910463790925687	
1857.0	1.30496327092569	
1856.0	0.0509753309256789	
1855.0	0.80412524092574	
1854.0	0.396011300925663	
1853.0	0.537520353425718	
1852.0	0.653562098425693	
1851.0	0.843788725925703	
1850.0	0.313844745925733	
1849.0	0.927766628425713	
1848.0	0.263580000925712	
1847.0	0.501135925925736	
1846.0	0.657185545925705	
1845.0	0.85334792592573	
1844.0	-0.140643844074292	
1843.0	-0.0806603290742933	
1842.0	-0.0503405890743258	
1841.0	-0.606797455074288	
1840.0	0.232983386425742	
1839.0	0.904095124425721	
1838.0	-0.0309428080743166	
1837.0	0.430481138925698	
1836.0	0.493418375925726	
1835.0	0.470946952925741	
1834.0	0.101206260925691	
1833.0	0.725361567925729	
1832.0	-0.1097799890743	
1831.0	0.585944067925707	
1830.0	-0.434637835074314	
1829.0	0.147769106925777	
1828.0	0.355680875925655	
1827.0	0.266381467925738	
1826.0	0.569458132175681	
1825.0	0.830210028925732	
1824.0	0.0319533166757233	
1823.0	-0.574684925574277	
1822.0	0.357886248925664	
1821.0	-0.154889065074288	
1820.0	0.653297670425685	
1819.0	0.3967277634257	
1818.0	-0.186758468824225	
1817.0	-0.37287582407433	
1816.0	0.548328030425692	
1815.0	0.479506798425744	
1814.0	0.866833705175734	
1813.0	1.10308111167569	
1812.0	0.235654739675736	
1811.0	0.48527052092575	
1810.0	0.461222300925668	
1809.0	1.54302681092571	
1808.0	1.00150387092569	
1807.0	0.26352526092573	
1806.0	0.227494445925741	
1805.0	0.385802955925667	
1804.0	-0.186196989074292	
1803.0	-0.344548384074303	
1802.0	-0.396260349074284	
1801.0	-0.6584881090743	
1800.0	-0.891966439074311	
1799.0	-0.178296529074262	
1798.0	-0.39975801407431	
1797.0	-0.707922094074308	
1796.0	-0.0247287790742823	
1795.0	-0.128096309074277	
1794.0	-0.105620019074254	
1793.0	0.730776324925697	
1792.0	0.0778933045923773	
1791.0	-0.282904714074294	
1790.0	-0.332455149074322	
1789.0	-0.273714441074249	
1788.0	-0.273714441074363	
1787.0	-0.819428193074289	
1786.0	-0.920803817074274	
1785.0	-0.0434924810742265	
1784.0	-0.273714441074306	
1783.0	-1.14183015191857	
1782.0	-0.235271465918585	
1781.0	0.310865748081356	
1780.0	-0.325800295918568	
1779.0	-0.506857955918647	
1778.0	-0.597810247918587	
1777.0	-0.242893781918624	
1776.0	0.11922153808142	
1775.0	-0.967124421918597	
1774.0	0.11922153808142	
1773.0	-0.605009101918667	
