# Pederson.Pintlers.2011
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/NAm-Pintlers.Littell.2011-2.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/NAm-Pintlers.Littell.2011.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/12696
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Pederson.Pintlers.2011
#------------------
# Investigators
#     Investigators: Pederson, G. T.;Gray, S. T.;Woodhouse, C. A.;Betancourt, J. L.;Fagre, D. B.;Littell, J. S.;Watson, E.;Luckman, B. H.;Graumlich, L. J.
#------------------
# Description_Notes_and_Keywords
#     Description: Still an early end effect. Might want to truncate?
#------------------
# Publication
#     Authors: Pederson, G. T.;Gray, S. T.;Woodhouse, C. A.;Betancourt, J. L.;Fagre, D. B.;Littell, J. S.;Watson, E.;Luckman, B. H.;Graumlich, L. J.
#     Published_Date_or_Year: 2011
#     Published_Title: The unusual nature of recent snowpack declines in the North American Cordillera
#     Journal_Name: Science
#     Volume: 333
#     Edition: 
#     Issue: 
#     Pages: 332-335
#     Report: 
#     DOI: 10.1126/science.1201570
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Pintlers
#     Location: 
#     Country: 
#     Northernmost_Latitude: 46
#     Southernmost_Latitude: 46
#     Easternmost_Longitude: -113.4
#     Westernmost_Longitude: -113.4
#     Elevation: 2700
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1200.0
#     Most_Recent_Year: 2005.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: LALY
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,,,NA, summer, tree, ,,,  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1200.0	0.634	
1201.0	0.629	
1202.0	0.635	
1203.0	0.528	
1204.0	0.909	
1205.0	0.877	
1206.0	0.75	
1207.0	0.964	
1208.0	0.92	
1209.0	0.433	
1210.0	0.968	
1211.0	0.491	
1212.0	0.629	
1213.0	0.919	
1214.0	0.741	
1215.0	0.774	
1216.0	0.72	
1217.0	0.742	
1218.0	0.725	
1219.0	0.906	
1220.0	0.945	
1221.0	1.01	
1222.0	0.614	
1223.0	0.34	
1224.0	1.047	
1225.0	0.827	
1226.0	0.984	
1227.0	0.902	
1228.0	0.747	
1229.0	0.617	
1230.0	0.749	
1231.0	0.466	
1232.0	0.337	
1233.0	1.189	
1234.0	0.995	
1235.0	0.898	
1236.0	0.738	
1237.0	1.074	
1238.0	0.974	
1239.0	0.993	
1240.0	1.104	
1241.0	1.125	
1242.0	1.082	
1243.0	1.161	
1244.0	0.828	
1245.0	0.606	
1246.0	0.665	
1247.0	0.676	
1248.0	0.825	
1249.0	0.965	
1250.0	1.238	
1251.0	0.843	
1252.0	1.261	
1253.0	0.69	
1254.0	0.603	
1255.0	0.785	
1256.0	0.842	
1257.0	0.858	
1258.0	0.694	
1259.0	1.006	
1260.0	0.932	
1261.0	0.733	
1262.0	1.162	
1263.0	1.209	
1264.0	0.856	
1265.0	0.944	
1266.0	1.263	
1267.0	1.25	
1268.0	0.961	
1269.0	1.185	
1270.0	1.157	
1271.0	1.058	
1272.0	1.104	
1273.0	1.093	
1274.0	0.907	
1275.0	0.847	
1276.0	1.156	
1277.0	0.881	
1278.0	0.953	
1279.0	0.935	
1280.0	0.778	
1281.0	0.876	
1282.0	1.07	
1283.0	0.758	
1284.0	0.947	
1285.0	0.862	
1286.0	1.094	
1287.0	0.846	
1288.0	0.748	
1289.0	0.675	
1290.0	0.653	
1291.0	0.757	
1292.0	0.852	
1293.0	0.956	
1294.0	1.049	
1295.0	0.675	
1296.0	0.628	
1297.0	0.906	
1298.0	0.709	
1299.0	0.77	
1300.0	0.9	
1301.0	0.587	
1302.0	0.817	
1303.0	0.954	
1304.0	0.901	
1305.0	0.897	
1306.0	0.872	
1307.0	1.008	
1308.0	1.1	
1309.0	0.958	
1310.0	1.104	
1311.0	1.015	
1312.0	1.142	
1313.0	1.461	
1314.0	0.965	
1315.0	1.352	
1316.0	1.469	
1317.0	1.138	
1318.0	1.316	
1319.0	1.111	
1320.0	0.942	
1321.0	0.853	
1322.0	1.12	
1323.0	1.12	
1324.0	1.496	
1325.0	1.295	
1326.0	1.057	
1327.0	1.402	
1328.0	1.054	
1329.0	1.253	
1330.0	1.192	
1331.0	1.261	
1332.0	0.341	
1333.0	1.001	
1334.0	0.886	
1335.0	1.052	
1336.0	0.97	
1337.0	0.482	
1338.0	0.613	
1339.0	0.845	
1340.0	0.761	
1341.0	0.823	
1342.0	0.948	
1343.0	0.802	
1344.0	0.563	
1345.0	0.579	
1346.0	0.697	
1347.0	0.628	
1348.0	0.801	
1349.0	0.79	
1350.0	0.661	
1351.0	0.766	
1352.0	0.599	
1353.0	0.769	
1354.0	1.042	
1355.0	0.612	
1356.0	0.81	
1357.0	0.917	
1358.0	0.937	
1359.0	0.478	
1360.0	0.492	
1361.0	0.875	
1362.0	0.705	
