# DoradoLiñán.Spanish_Pyrenees.2012
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Eur-SpanishPyrenees.Dorado-Linan.2012.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Eur-SpanishPyrenees.Dorado-Linan.2012.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/study/1003405
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: DoradoLiñán.Spanish_Pyrenees.2012
#------------------
# Investigators
#     Investigators: Dorado Liñán, I.;Büntgen, U.;González-Rouco, F.;Zorita, E.;Montávez, J. P.;Gómez-Navarro, J. J.;Brunet, M.;Heinrich, I.;Helle, G.;Gutiérrez, E.
#------------------
# Description_Notes_and_Keywords
#     Description: Regional chronologies based on nested PCs display high correlation coefficients in the two calibration periods: both regression-calibrated (r1900_1952 = 0.81 and r1953_2005 = 0.75 on average) and scaling-calibrated (r1900_1952 = 0.73 and r1953_2005 = 0.80 on average). Similarly REs are also high (well above 0) for the two verifications.
#------------------
# Publication
#     Authors: Dorado Liñán, I.;Büntgen, U.;González-Rouco, F.;Zorita, E.;Montávez, J. P.;Gómez-Navarro, J. J.;Brunet, M.;Heinrich, I.;Helle, G.;Gutiérrez, E.
#     Published_Date_or_Year: 2012
#     Published_Title: Estimating 750 years of temperature variations and uncertainties in the Pyrenees by tree-ring reconstructions and climate simulations
#     Journal_Name: Climate of the Past
#     Volume: 8
#     Edition: 
#     Issue: 
#     Pages: 919-933
#     Report: 
#     DOI: 10.5194/cp-8-919-2012
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Spanish Pyrenees
#     Location: 
#     Country: 
#     Northernmost_Latitude: 42.5
#     Southernmost_Latitude: 42.5
#     Easternmost_Longitude: 1
#     Westernmost_Longitude: 1
#     Elevation: 1200
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1260.0
#     Most_Recent_Year: 2005.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,,,NA, summer, tree, ,,,  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1260.0	-1.612	
1261.0	-0.703	
1262.0	-0.36	
1263.0	-0.767	
1264.0	-0.601	
1265.0	-0.733	
1266.0	-1.352	
1267.0	-1.109	
1268.0	-0.513	
1269.0	-1.123	
1270.0	-0.033	
1271.0	-0.443	
1272.0	-0.414	
1273.0	-0.579	
1274.0	0.117	
1275.0	-0.307	
1276.0	-0.455	
1277.0	-0.259	
1278.0	-0.239	
1279.0	0.109	
1280.0	0.299	
1281.0	0.004	
1282.0	-0.978	
1283.0	-1.511	
1284.0	-0.635	
1285.0	-1.18	
1286.0	0.356	
1287.0	-1.404	
1288.0	-1.493	
1289.0	-0.769	
1290.0	-1.413	
1291.0	-0.494	
1292.0	-1.06	
1293.0	-0.178	
1294.0	-1.309	
1295.0	-0.722	
1296.0	0.097	
1297.0	-0.687	
1298.0	-1.368	
1299.0	-1.11	
1300.0	0.254	
1301.0	-0.537	
1302.0	-0.525	
1303.0	-0.257	
1304.0	-0.025	
1305.0	-1.026	
1306.0	1.017	
1307.0	-0.374	
1308.0	0.298	
1309.0	0.439	
1310.0	0.035	
1311.0	-0.188	
1312.0	0.155	
1313.0	0.193	
1314.0	-0.555	
1315.0	-0.336	
1316.0	-0.415	
1317.0	-0.02	
1318.0	-0.114	
1319.0	0.095	
1320.0	0.206	
1321.0	-0.696	
1322.0	-0.846	
1323.0	-0.611	
1324.0	0.27	
1325.0	0.186	
1326.0	-0.263	
1327.0	-0.18	
1328.0	1.228	
1329.0	-0.582	
1330.0	-0.541	
1331.0	-0.173	
1332.0	0.299	
1333.0	0.739	
1334.0	-0.058	
1335.0	-0.26	
1336.0	0.556	
1337.0	-0.5	
1338.0	-1.086	
1339.0	-0.643	
1340.0	-0.471	
1341.0	-0.545	
1342.0	-0.327	
1343.0	-0.651	
1344.0	-0.095	
1345.0	-1.819	
1346.0	-1.662	
1347.0	-0.646	
1348.0	-0.36	
1349.0	-0.251	
1350.0	-1.719	
1351.0	0.335	
1352.0	-0.787	
1353.0	0.079	
1354.0	-0.151	
1355.0	0.259	
1356.0	-0.683	
1357.0	-0.121	
1358.0	-0.522	
1359.0	-1.191	
1360.0	0.787	
1361.0	0.023	
1362.0	0.45	
1363.0	-0.221	
1364.0	0.685	
1365.0	0.043	
1366.0	-0.141	
1367.0	0.414	
1368.0	-0.942	
1369.0	0.115	
1370.0	-0.494	
1371.0	0.299	
1372.0	-0.365	
1373.0	-0.446	
1374.0	0.805	
1375.0	0.213	
1376.0	0.208	
1377.0	-0.467	
1378.0	-0.254	
1379.0	-0.239	
1380.0	0.044	
1381.0	0.474	
1382.0	-0.296	
1383.0	0.155	
1384.0	-0.481	
1385.0	-0.387	
1386.0	0.48	
1387.0	-0.174	
1388.0	-0.658	
1389.0	-0.083	
1390.0	-0.278	
1391.0	-0.856	
1392.0	0.038	
1393.0	0.415	
1394.0	-0.462	
1395.0	0.305	
1396.0	-0.111	
1397.0	-0.315	
1398.0	-0.257	
1399.0	0.093	
1400.0	-0.121	
1401.0	-0.054	
1402.0	-0.013	
1403.0	0.046	
1404.0	-0.005	
1405.0	-0.208	
1406.0	0.726	
1407.0	-0.438	
1408.0	0.411	
1409.0	0.033	
1410.0	-1.24	
1411.0	0.475	
1412.0	0.81	
1413.0	-0.296	
1414.0	0.04	
1415.0	0.58	
1416.0	0.392	
1417.0	0.287	
1418.0	0.319	
1419.0	0.325	
1420.0	0.568	
1421.0	0.009	
1422.0	0.212	
1423.0	-0.771	
1424.0	-0.821	
1425.0	-0.134	
1426.0	0.38	
1427.0	-0.088	
1428.0	-0.242	
1429.0	-0.482	
1430.0	-0.301	
1431.0	-0.766	
1432.0	0.017	
1433.0	-0.114	
1434.0	0.825	
1435.0	-0.233	
1436.0	0.269	
1437.0	-0.474	
1438.0	0.536	
1439.0	-0.229	
1440.0	-0.272	
1441.0	0.182	
1442.0	0.522	
1443.0	0.448	
1444.0	0.195	
1445.0	0.596	
1446.0	-0.102	
1447.0	0.764	
1448.0	0.202	
1449.0	-0.45	
1450.0	-0.325	
1451.0	-0.143	
1452.0	0.582	
1453.0	-1.0	
1454.0	-0.178	
1455.0	-0.297	
1456.0	-1.203	
1457.0	-0.32	
1458.0	0.193	
1459.0	-1.218	
1460.0	-0.262	
1461.0	0.681	
1462.0	-0.058	
1463.0	-1.639	
1464.0	0.115	
1465.0	-1.396	
1466.0	-0.525	
1467.0	0.291	
1468.0	-0.421	
1469.0	-0.695	
1470.0	-0.444	
1471.0	0.08	
1472.0	-0.657	
1473.0	1.278	
1474.0	-0.198	
1475.0	-0.155	
1476.0	0.005	
1477.0	-0.037	
1478.0	-0.162	
1479.0	0.615	
1480.0	-0.458	
1481.0	-0.779	
1482.0	-0.133	
1483.0	0.072	
1484.0	0.003	
1485.0	-0.427	
1486.0	0.145	
1487.0	0.029	
1488.0	0.073	
1489.0	-0.221	
1490.0	0.196	
1491.0	-0.7	
1492.0	-0.66	
1493.0	-0.075	
1494.0	0.385	
1495.0	-0.671	
1496.0	-1.731	
1497.0	-0.483	
1498.0	-0.955	
1499.0	-0.213	
1500.0	-0.527	
1501.0	-0.919	
1502.0	-0.419	
1503.0	-0.417	
1504.0	-0.407	
1505.0	-0.418	
1506.0	-0.723	
1507.0	0.743	
1508.0	-0.409	
1509.0	-0.26	
1510.0	0.085	
1511.0	-0.809	
1512.0	0.147	
1513.0	-1.089	
1514.0	-0.299	
1515.0	-0.862	
1516.0	-0.074	
1517.0	0.139	
1518.0	-0.13	
1519.0	-0.155	
1520.0	-0.422	
1521.0	0.406	
1522.0	0.24	
1523.0	0.272	
1524.0	0.546	
1525.0	-0.144	
1526.0	0.171	
1527.0	-0.849	
1528.0	0.22	
1529.0	-0.091	
1530.0	0.098	
1531.0	0.285	
1532.0	-0.747	
1533.0	0.284	
1534.0	0.331	
1535.0	-0.752	
1536.0	-0.127	
1537.0	-0.726	
1538.0	-0.903	
1539.0	-0.599	
1540.0	0.792	
1541.0	-0.783	
1542.0	-0.349	
1543.0	0.179	
1544.0	-1.686	
1545.0	0.119	
1546.0	-0.229	
1547.0	-0.557	
1548.0	-0.076	
1549.0	-0.158	
1550.0	-0.315	
1551.0	0.318	
1552.0	-0.235	
1553.0	-0.94	
1554.0	0.522	
1555.0	-0.896	
1556.0	0.678	
1557.0	-0.67	
1558.0	0.239	
1559.0	0.995	
1560.0	0.069	
1561.0	0.035	
1562.0	1.156	
1563.0	0.049	
1564.0	0.003	
1565.0	0.004	
1566.0	0.149	
1567.0	0.516	
1568.0	-1.041	
1569.0	-0.692	
1570.0	0.167	
1571.0	0.151	
1572.0	-0.087	
1573.0	-0.504	
1574.0	-0.841	
1575.0	0.127	
1576.0	-1.245	
1577.0	0.632	
1578.0	0.129	
1579.0	0.278	
1580.0	0.035	
1581.0	0.243	
1582.0	0.404	
1583.0	0.631	
1584.0	0.617	
1585.0	-0.09	
1586.0	0.064	
1587.0	-1.496	
1588.0	0.777	
1589.0	-0.022	
1590.0	0.156	
1591.0	0.148	
1592.0	-0.349	
1593.0	-1.007	
1594.0	-0.261	
1595.0	-0.099	
1596.0	-0.422	
1597.0	-0.649	
1598.0	-0.364	
1599.0	0.503	
1600.0	-0.811	
1601.0	-1.376	
1602.0	-0.352	
1603.0	-0.261	
1604.0	-0.749	
1605.0	-0.463	
1606.0	-0.096	
1607.0	0.534	
1608.0	-0.284	
1609.0	-0.824	
1610.0	0.486	
1611.0	0.329	
1612.0	-0.652	
1613.0	0.444	
1614.0	-0.732	
1615.0	0.572	
1616.0	0.132	
1617.0	-0.342	
1618.0	-0.462	
1619.0	0.328	
1620.0	-0.195	
1621.0	-0.305	
1622.0	0.222	
1623.0	0.317	
1624.0	0.056	
1625.0	-0.056	
1626.0	0.193	
1627.0	-1.732	
1628.0	-1.062	
1629.0	-1.441	
1630.0	0.15	
1631.0	-0.493	
1632.0	-0.559	
1633.0	-1.014	
1634.0	-0.875	
1635.0	0.408	
1636.0	-0.219	
1637.0	-0.163	
1638.0	-1.084	
1639.0	0.177	
1640.0	-1.098	
1641.0	-0.214	
1642.0	-0.83	
1643.0	-1.638	
1644.0	-1.196	
1645.0	-0.706	
1646.0	-0.554	
1647.0	-0.299	
1648.0	-0.372	
1649.0	-0.448	
1650.0	0.184	
1651.0	-0.07	
1652.0	-0.646	
1653.0	-0.537	
1654.0	-0.176	
1655.0	0.149	
1656.0	-0.177	
1657.0	-0.454	
1658.0	-0.615	
1659.0	-0.278	
1660.0	0.484	
1661.0	0.075	
1662.0	-0.012	
1663.0	-0.918	
1664.0	-0.073	
1665.0	-0.446	
1666.0	-0.032	
1667.0	-0.494	
1668.0	0.022	
1669.0	-0.103	
1670.0	-0.065	
1671.0	0.08	
1672.0	-0.212	
1673.0	0.0	
1674.0	-0.986	
1675.0	-1.83	
1676.0	-0.585	
1677.0	0.016	
1678.0	-0.25	
1679.0	-0.618	
1680.0	0.369	
1681.0	-0.097	
1682.0	-0.486	
1683.0	0.138	
1684.0	-0.147	
1685.0	0.083	
1686.0	0.207	
1687.0	0.118	
1688.0	-0.222	
1689.0	-0.442	
1690.0	-0.837	
1691.0	0.181	
1692.0	-1.629	
1693.0	-0.794	
1694.0	-0.3	
1695.0	-1.598	
1696.0	0.047	
1697.0	-0.735	
1698.0	-2.66	
1699.0	-1.153	
1700.0	-0.619	
1701.0	-0.545	
1702.0	-0.512	
1703.0	-0.197	
1704.0	0.219	
