1905.0	6.84	
1902.0	6.94	
1898.0	7.14	
1895.0	7.04	
1893.0	6.97	
1891.0	6.86	
1889.0	8.26	
1888.0	7.53	
1886.0	6.89	
1884.0	6.81	
1883.0	7.19	
1881.0	7.27	
1880.0	7.07	
1878.0	7.48	
1876.0	6.93	
1875.0	6.59	
1872.0	7.45	
1870.0	7.83	
1868.0	6.51	
1867.0	7.32	
1865.0	7.72	
1863.0	6.45	
1860.0	7.68	
1859.0	7.2	
1857.0	7.91	
1855.0	7.06	
1854.0	6.45	
1852.0	8.21	
1850.0	6.3	
1849.0	7.6	
1847.0	7.13	
1846.0	6.99	
1844.0	6.89	
1842.0	6.91	
1841.0	6.99	
1839.0	7.35	
1837.0	6.45	
1836.0	6.95	
1834.0	7.3	
1833.0	7.59	
1831.0	8.06	
1829.0	7.49	
1828.0	7.85	
1826.0	6.96	
1825.0	7.18	
1823.0	6.6	
1821.0	7.16	
1820.0	7.62	
1818.0	7.92	
1816.0	7.64	
1815.0	7.74	
1813.0	7.79	
1812.0	7.61	
1810.0	6.75	
1808.0	7.06	
1807.0	7.61	
1805.0	7.15	
1803.0	7.15	
1802.0	7.6	
1800.0	7.5	
1798.0	8.21	
1797.0	7.75	
1795.0	7.63	
1793.0	7.45	
1791.0	7.46	
1789.0	7.47	
1787.0	7.42	
1785.0	7.46	
1783.0	7.27	
1781.0	8.18	
1779.0	7.29	
1777.0	7.47	
1776.0	7.63	
1774.0	7.04	
1772.0	6.58	
1770.0	7.35	
1768.0	7.24	
1766.0	8.13	
1764.0	6.8	
1762.0	7.87	
1760.0	8.48	
1758.0	7.35	
1756.0	6.48	
1754.0	6.98	
1752.0	7.89	
1750.0	7.59	
1748.0	7.32	
1746.0	6.82	
1744.0	6.83	
1742.0	6.82	
1740.0	7.15	
1738.0	7.01	
1737.0	7.5	
1735.0	6.56	
1733.0	7.27	
1731.0	7.45	
1729.0	7.3	
1727.0	7.66	
1725.0	7.78	
1723.0	7.19	
1721.0	7.81	
1719.0	7.48	
1717.0	7.5	
1714.0	7.71	
1711.0	7.58	
1708.0	8.16	
1705.0	8.05	
1702.0	7.4	
1699.0	8.01	
1695.0	7.7	
1692.0	7.77	
1689.0	7.65	
1686.0	7.79	
1683.0	7.96	
1680.0	6.03	
1677.0	6.97	
1674.0	7.03	
1671.0	7.44	
1668.0	7.56	
1665.0	6.65	
1662.0	8.06	
1659.0	7.36	
1655.0	7.57	
1652.0	7.68	
1649.0	8.14	
1646.0	8.4	
1643.0	8.21	
1640.0	7.38	
1637.0	7.85	
1634.0	7.93	
1631.0	7.71	
1628.0	8.21	
1625.0	7.79	
1622.0	7.82	
1619.0	7.45	
1615.0	7.29	
1612.0	7.5	
1609.0	7.93	
1606.0	8.76	
1603.0	9.28	
1600.0	8.75	
1597.0	8.68	
1594.0	8.27	
1591.0	7.86	
1588.0	6.7	
1582.0	7.68	
1579.0	7.73	
1575.0	8.26	
1572.0	7.93	
1569.0	7.88	
1566.0	7.71	
1563.0	6.58	
1560.0	8.03	
1557.0	8.07	
1554.0	8.33	
1551.0	8.38	
1548.0	8.3	
1545.0	6.93	
1542.0	5.91	
1539.0	6.7	
1535.0	8.23	
1532.0	7.81	
1529.0	7.84	
1526.0	8.43	
1523.0	8.32	
1520.0	8.37	
1517.0	7.59	
1514.0	7.22	
1511.0	8.59	
1508.0	8.31	
1505.0	8.2	
1502.0	7.34	
1499.0	7.57	
1495.0	7.88	
1492.0	7.65	
1489.0	7.93	
1486.0	7.61	
1483.0	7.52	
1480.0	7.49	
1477.0	7.84	
1475.0	8.53	
1473.0	8.02	
1470.0	9.45	
1468.0	8.38	
1466.0	8.6	
1464.0	9.6	
1461.0	8.71	
1459.0	8.01	
1457.0	8.93	
1455.0	7.11	
1452.0	7.71	
1450.0	8.11	
1448.0	8.41	
1446.0	7.62	
1444.0	8.24	
1441.0	7.69	
1439.0	7.76	
1437.0	7.96	
1435.0	7.25	
1432.0	7.23	
1430.0	7.58	
1428.0	7.51	
1426.0	7.6	
1423.0	7.09	
1421.0	6.91	
1419.0	7.95	
1417.0	8.07	
1414.0	8.66	
1412.0	9.35	
1410.0	8.07	
1406.0	7.48	
1403.0	7.96	
1399.0	7.5	
1395.0	7.95	
1392.0	8.36	
1388.0	7.42	
1384.0	7.75	
1381.0	7.21	
1377.0	7.44	
1373.0	8.31	
1370.0	7.54	
1366.0	7.13	
1362.0	7.83	
1359.0	8.07	
1355.0	7.33	
1351.0	7.49	
1348.0	7.88	
1344.0	7.27	
1340.0	7.5	
1337.0	8.42	
1333.0	7.75	
1329.0	8.42	
1326.0	8.49	
1322.0	8.99	
1318.0	8.83	
1315.0	8.59	
1311.0	8.29	
1307.0	9.16	
1304.0	8.74	
1300.0	9.0	
1295.0	10.02	
1289.0	8.49	
1284.0	8.46	
1278.0	9.02	
1273.0	9.18	
1267.0	8.91	
1262.0	8.18	
1256.0	8.37	
1251.0	7.34	
1246.0	7.85	
1240.0	8.64	
1235.0	8.9	
1229.0	9.23	
1224.0	8.75	
1218.0	8.89	
1213.0	8.3	
1207.0	8.96	
1202.0	9.15	
1197.0	9.39	
1191.0	8.98	
1186.0	8.97	
1180.0	8.69	
1175.0	9.32	
1169.0	8.86	
1164.0	9.12	
1158.0	8.72	
1153.0	8.6	
1148.0	8.71	
1142.0	8.82	
1137.0	8.84	
1131.0	8.86	
1126.0	8.84	
1120.0	8.83	
1115.0	8.72	
1109.0	8.65	
1104.0	9.03	
1099.0	9.13	
1094.0	9.02	
1089.0	8.97	
1084.0	9.0	
1079.0	8.95	
1074.0	9.3	
1069.0	8.74	
1063.0	8.94	
1058.0	8.84	
1053.0	9.45	
1048.0	8.76	
1043.0	9.19	
1038.0	9.09	
1033.0	9.2	
1028.0	8.89	
1023.0	8.83	
1018.0	9.66	
1013.0	9.42	
1008.0	9.12	
1003.0	8.94	
998.0	9.27	
993.0	8.96	
988.0	9.16	
982.0	8.71	
977.0	7.9	
972.0	8.51	
967.0	8.06	
962.0	8.33	
957.0	8.57	
952.0	7.64	
947.5	7.64	
942.5	8.18	
937.5	8.76	
932.5	7.9	
927.5	7.94	
922.5	8.6	
917.5	8.56	
912.5	8.03	
907.5	7.22	
902.5	7.74	
897.5	8.34	
892.5	8.12	
887.5	7.81	
882.5	8.2	
877.5	7.67	
872.5	8.59	
867.33	8.18	
862.02	6.83	
856.71	8.22	
851.4	8.29	
846.09	8.4	
840.78	8.41	
835.47	7.92	
830.16	8.56	
824.85	8.21	
819.54	8.49	
814.23	8.47	
808.92	8.09	
803.62	8.4	
798.31	7.95	
793.0	7.64	
787.69	7.86	
782.38	7.34	
777.07	7.95	
771.76	7.31	
766.45	8.31	
761.14	7.84	
755.83	7.92	
750.52	8.13	
745.21	8.05	
739.9	8.35	
734.59	8.14	
729.28	7.95	
723.97	8.19	
718.66	8.15	
713.36	7.49	
708.05	7.73	
702.74	7.88	
697.43	8.06	
692.12	7.63	
686.81	7.27	
681.5	7.81	
676.19	7.85	
670.88	7.59	
665.57	8.01	
660.26	7.9	
654.95	7.81	
649.64	8.07	
644.33	8.19	
639.02	6.66	
633.71	6.1	
628.4	7.62	
623.1	8.47	
617.79	8.8	
612.48	8.43	
607.17	8.94	
601.86	8.09	
596.55	8.33	
591.24	8.0	
585.93	7.6	
580.62	8.26	
575.31	8.16	
570.0	7.15	
564.69	8.37	
559.38	8.23	
554.07	9.65	
548.76	8.45	
543.45	8.7	
538.15	8.65	
532.84	8.9	
527.53	7.93	
522.22	9.81	
516.91	8.25	
511.6	8.44	
506.29	8.32	
500.98	8.48	
495.67	8.07	
490.36	8.51	
485.05	8.41	
479.74	7.89	
474.43	8.22	
469.12	8.34	
463.81	8.27	
458.5	8.53	
453.19	8.21	
447.89	8.24	
442.58	8.46	
437.27	8.34	
431.96	8.01	
426.65	8.1	
421.34	8.14	
416.03	8.16	
410.72	7.89	
405.41	8.42	
400.1	8.13	
394.79	9.34	
389.48	8.93	
384.17	8.22	
378.86	8.51	
373.55	8.42	
368.24	8.34	
362.93	8.33	
357.63	8.44	
352.32	8.15	
347.01	8.3	
341.7	8.47	
336.39	8.15	
331.08	6.56	
325.77	7.52	
320.46	8.1	
315.15	8.27	
309.84	7.36	
304.53	8.08	
299.22	7.81	
293.91	8.34	
288.6	8.19	
283.29	8.02	
277.98	8.08	
272.68	8.4	
267.37	9.87	
262.06	7.98	
256.75	7.58	
251.44	10.46	
246.13	7.95	
240.82	8.16	
235.51	7.93	
230.2	8.07	
224.89	8.24	
219.58	8.17	
214.27	8.77	
208.96	7.73	
203.65	8.42	
198.34	8.18	
193.03	8.24	
187.72	7.46	
182.42	6.45	
177.11	7.71	
171.8	8.61	
166.49	8.67	
161.18	7.76	
150.56	8.96	
145.25	8.18	
139.94	8.24	
134.63	8.75	
129.46	8.25	
124.34	9.1	
119.22	8.51	
114.1	8.55	
108.98	8.56	
103.86	8.36	
98.74	8.83	
93.62	8.64	
88.51	9.68	
83.39	9.31	
78.27	9.13	
73.15	8.85	
68.03	9.09	
62.91	8.76	
57.79	8.3	
52.67	9.55	
42.44	7.87	
37.32	8.26	
32.2	8.18	
27.08	8.37	
21.96	9.01	
16.84	9.52	
11.72	7.83	
6.6	8.72	
1.48	8.79	
