# Sicre.North_Iceland/North_Atlantic.2011
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-NorthIceland.Sicre.2011-1.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-NorthIceland.Sicre.2011.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:12359
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: marine sediment
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Sicre.North_Iceland/North_Atlantic.2011
#------------------
# Investigators
#     Investigators: Sicre, M.-A.;Hall, I. R.;Mignot, J.;Khodri, M.;Ezat, U.;Truong, M.-X.;Eiríksson, J.;Knudsen, K.-L.
#------------------
# Description_Notes_and_Keywords
#     Description: HVM, BM, 20/4/2016; MSS, 07/10/2016; Atlantic0234Sicre2011__MD99-2275_alkenone Sicre et al., (2011) (alkenone) was selected and not Jiang et al., (2005) (diatoms) for core MD22-9975. Sicre et al., (2011) has a much higher resolution record but both records show the same trend. Diatoms have now been published at higher resolution by Jiang et al (2015; Geology, doi: doi:10.1130/G36377.1) after the completion of the compilation.;These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Dataset contains repeated values and NaNs; Not QC'd
#------------------
# Publication
#     Authors: Sicre, M.-A.;Hall, I. R.;Mignot, J.;Khodri, M.;Ezat, U.;Truong, M.-X.;Eiríksson, J.;Knudsen, K.-L.
#     Published_Date_or_Year: 2011
#     Published_Title: Sea surface temperature variability in the subpolar Atlantic over the last two millennia
#     Journal_Name: Paleoceanography
#     Volume: 26
#     Edition: 
#     Issue: 4
#     Pages: PA4218
#     Report: 
#     DOI: 10.1029/2011PA002169
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Publication
#     Authors: McGregor, Helen V.;Evans, Michael N.;Goosse, Hugues;Leduc, Guillaume;Martrat, Belen;Addison, Jason A.;Mortyn, P. Graham;Oppo, Delia W.;Seidenkrantz, Marit-Solveig;Sicre, Marie-Alexandrine;Phipps, Steven J.;Selvaraj, Kandasamy;Thirumalai, Kaustubh;Filipsson, Helena L.;Ersek, Vasile
#     Published_Date_or_Year: 2015
#     Published_Title: Robust global ocean cooling trend for the pre-industrial Common Era
#     Journal_Name: Nature Geoscience
#     Volume: 8
#     Edition: 
#     Issue: 9
#     Pages: 671-677
#     Report: 
#     DOI: 10.1038/ngeo2510
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: North Iceland/North Atlantic
#     Location: 
#     Country: 
#     Northernmost_Latitude: 66.55
#     Southernmost_Latitude: 66.55
#     Easternmost_Longitude: -17.42
#     Westernmost_Longitude: -17.42
#     Elevation: -470
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1.48
#     Most_Recent_Year: 2001.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        
age14C         age14CUncertaintyageUncertainty depth          age            deltaR         labID          deltaRUncertainty	
nan	nan	1.0	0.0	-56.0	0.0	NA	0.0	
nan	nan	1.0	20.0	3.0	0.0	NA	0.0	
501.0	22.0	nan	21.5	nan	488.0	AAR-11472	75.0	
595.0	25.0	nan	27.0	nan	488.0	AAR-11473	75.0	
695.0	50.0	nan	39.5	nan	488.0	AAR-11474	75.0	
745.0	60.0	nan	38.5	nan	488.0	AAR-8418	75.0	
491.0	34.0	nan	43.5	nan	488.0	AAR-9808	75.0	
666.0	41.0	nan	58.5	nan	612.0	AAR-9809	75.0	
475.0	36.0	nan	70.5	nan	612.0	AAR-7702	75.0	
695.0	45.0	nan	99.5	nan	612.0	AAR-7116	75.0	
785.0	40.0	nan	136.5	nan	612.0	AAR-7117	75.0	
nan	nan	1.0	137.0	233.0	0.0	NA	0.0	
895.0	45.0	nan	158.5	nan	612.0	AAR-6089	75.0	
815.0	45.0	nan	169.0	nan	612.0	AAR-7118	75.0	
945.0	35.0	nan	198.5	nan	612.0	AAR-7119	75.0	
nan	nan	1.0	215.0	473.0	0.0	NA	0.0	
nan	nan	10.0	245.0	540.0	0.0	NA	0.0	
1265.0	45.0	nan	258.0	nan	612.0	AAR-7120	75.0	
nan	nan	1.0	275.0	650.0	0.0	NA	0.0	
1420.0	60.0	nan	295.5	nan	612.0	AAR-7121	75.0	
1555.0	35.0	nan	325.0	nan	579.0	AAR-6931	75.0	
nan	nan	3.0	357.0	1076.0	0.0	NA	0.0	
1710.0	45.0	nan	368.5	nan	579.0	AAR-7122	75.0	
1905.0	40.0	nan	409.5	nan	579.0	AAR-6932	75.0	
2020.0	40.0	nan	417.5	nan	600.0	AAR-6933	100.0	
2262.0	42.0	nan	475.5	nan	600.0	AAR-7703	100.0	
nan	nan	44.0	496.0	1780.0	0.0	NA	0.0	
2245.0	40.0	nan	508.5	nan	600.0	AAR-6934	100.0	
2470.0	55.0	nan	526.5	nan	600.0	AAR-9648	100.0	
2530.0	45.0	nan	548.5	nan	0.0	AAR-6935	0.0	
2680.0	65.0	nan	573.5	nan	0.0	AAR-7123	0.0	
2765.0	38.0	nan	609.5	nan	0.0	AAR-9649	0.0	
3110.0	70.0	nan	619.0	nan	0.0	AAR-6936	0.0	
2940.0	45.0	nan	635.5	nan	0.0	AAR-9650	0.0	
2960.0	70.0	nan	641.5	nan	0.0	AAR-9651	0.0	
3144.0	45.0	nan	660.5	nan	0.0	AAR-9652	0.0	
3345.0	45.0	nan	668.5	nan	0.0	AAR-7124	0.0	
3230.0	65.0	nan	696.5	nan	0.0	AAR-9653	0.0	

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , marine sediment, ,,N,   
##temperature	inferred sea-surface temperature, alkenone, ,degC, 6 7 8, marine sediment, ,Calibration: PRA1988, N,  PRA1988: E. huxleyi culture-based calibration. No RMSE is reported in the original publication; so a RMSE was calculated by taking a regression off of the five culture T-UK37 datapoints reported in the publication.; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally JJA; PRA1988: T(cultures) = (Uk'37-0.039)/(0.034); (Prahl et al.; (1988); cultures E. huxleyi; 8-25ºC; n=22; R2=0.994);  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           temperature	
2001.0	6.59	
1998.0	6.29	
1995.0	6.99	
1993.0	7.29	
1990.0	8.29	
1987.0	6.89	
1985.0	6.89	
1982.0	6.19	
1980.0	5.99	
1977.0	6.59	
1974.0	6.69	
1972.0	6.29	
1969.0	5.39	
1967.0	6.19	
1964.0	6.79	
1960.0	6.99	
1955.0	6.29	
1950.0	6.79	
1945.0	5.79	
1942.0	6.79	
1939.0	7.09	
1936.0	6.89	
1932.0	6.99	
1929.0	7.19	
1928.0	6.94	
1925.0	6.54	
1922.0	6.74	
1918.0	6.74	
1915.0	6.24	
1912.0	6.74	
1908.0	6.64	
