# Luckman.Big_White_2.2005
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/NAm-BigWhite2.Wilson.2005-2.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/NAm-BigWhite2.Wilson.2005.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/5511
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Luckman.Big_White_2.2005
#------------------
# Investigators
#     Investigators: Luckman, B. H.;Wilson, R. J. S.
#------------------
# Description_Notes_and_Keywords
#     Description: no low-frequency signal
#------------------
# Publication
#     Authors: Luckman, B. H.;Wilson, R. J. S.
#     Published_Date_or_Year: 2005
#     Published_Title: Summer temperatures in the Canadian Rockies during the last millennium: a revised record
#     Journal_Name: Clim Dyn
#     Volume: 24
#     Edition: 
#     Issue: 2-3
#     Pages: 131-144
#     Report: 
#     DOI: 10.1007/s00382-004-0511-0
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Big White 2
#     Location: 
#     Country: 
#     Northernmost_Latitude: 49.7
#     Southernmost_Latitude: 49.7
#     Easternmost_Longitude: -118.9
#     Westernmost_Longitude: -118.9
#     Elevation: 2000
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1580.0
#     Most_Recent_Year: 1997.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: PCEN
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,,,NA, summer, tree, ,,,  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1580.0	0.883	
1581.0	0.913	
1582.0	0.873	
1583.0	0.938	
1584.0	1.073	
1585.0	1.459	
1586.0	1.053	
1587.0	0.816	
1588.0	0.717	
1589.0	0.566	
1590.0	0.661	
1591.0	0.746	
1592.0	0.818	
1593.0	1.321	
1594.0	1.564	
1595.0	1.176	
1596.0	0.871	
1597.0	0.865	
1598.0	0.742	
1599.0	0.801	
1600.0	0.822	
1601.0	0.666	
1602.0	0.698	
1603.0	1.06	
1604.0	1.133	
1605.0	0.947	
1606.0	1.031	
1607.0	1.091	
1608.0	1.047	
1609.0	0.918	
1610.0	0.558	
1611.0	1.085	
1612.0	0.818	
1613.0	0.756	
1614.0	0.762	
1615.0	0.686	
1616.0	0.892	
1617.0	0.93	
1618.0	1.006	
1619.0	0.93	
1620.0	0.698	
1621.0	0.778	
1622.0	0.725	
1623.0	0.843	
1624.0	0.776	
1625.0	0.8	
1626.0	0.697	
1627.0	0.628	
1628.0	0.63	
1629.0	0.834	
1630.0	0.598	
1631.0	0.546	
1632.0	0.618	
1633.0	0.691	
1634.0	0.865	
1635.0	0.912	
1636.0	0.836	
1637.0	0.798	
1638.0	0.735	
1639.0	0.792	
1640.0	0.748	
1641.0	0.779	
1642.0	0.801	
1643.0	0.877	
1644.0	0.999	
1645.0	0.765	
1646.0	0.913	
1647.0	0.826	
1648.0	0.969	
1649.0	1.01	
1650.0	1.046	
1651.0	0.826	
1652.0	0.931	
1653.0	0.861	
1654.0	0.888	
1655.0	1.103	
1656.0	1.019	
1657.0	1.029	
1658.0	1.062	
1659.0	1.297	
1660.0	1.047	
1661.0	1.005	
1662.0	1.046	
1663.0	1.084	
1664.0	0.994	
1665.0	1.054	
1666.0	0.897	
1667.0	0.898	
1668.0	1.312	
1669.0	1.073	
1670.0	0.896	
1671.0	0.875	
1672.0	1.032	
1673.0	0.953	
1674.0	1.069	
1675.0	1.038	
1676.0	0.879	
1677.0	1.363	
1678.0	1.257	
1679.0	1.301	
1680.0	1.229	
1681.0	0.923	
1682.0	1.097	
1683.0	1.057	
1684.0	0.963	
1685.0	0.91	
1686.0	0.765	
1687.0	0.898	
1688.0	0.9	
1689.0	1.038	
1690.0	0.956	
1691.0	0.912	
1692.0	0.997	
1693.0	0.802	
1694.0	0.471	
1695.0	0.865	
1696.0	0.941	
1697.0	0.815	
1698.0	1.019	
1699.0	0.804	
1700.0	1.078	
1701.0	0.936	
1702.0	1.246	
1703.0	1.18	
1704.0	1.038	
1705.0	1.303	
1706.0	1.134	
1707.0	1.174	
1708.0	1.138	
1709.0	0.793	
1710.0	1.116	
1711.0	1.127	
1712.0	1.243	
1713.0	1.172	
1714.0	0.96	
1715.0	0.703	
1716.0	0.893	
1717.0	1.051	
1718.0	0.921	
1719.0	0.936	
1720.0	0.824	
1721.0	1.073	
1722.0	1.124	
1723.0	0.915	
1724.0	1.028	
1725.0	0.923	
1726.0	1.159	
1727.0	1.341	
1728.0	1.154	
1729.0	1.224	
1730.0	1.033	
