# Büntgen.Tatra_Mountains.2013
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Eur-TatraMountains.Bntgen.2013.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Eur-TatraMountains.Bntgen.2013.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/study/1003402
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Büntgen.Tatra_Mountains.2013
#------------------
# Investigators
#     Investigators: Büntgen, U.;Kyncl, T.;Ginzler, C.;Jacks, D. S.;Esper, J.;Tegel, W.;Heussner, K.-U.;Kyncl, J.
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: Büntgen, U.;Kyncl, T.;Ginzler, C.;Jacks, D. S.;Esper, J.;Tegel, W.;Heussner, K.-U.;Kyncl, J.
#     Published_Date_or_Year: 2013
#     Published_Title: Filling the eastern European gap in millennium-long temperature reconstructions
#     Journal_Name: Proceedings of the National Academy of Sciences
#     Volume: 110
#     Edition: 
#     Issue: 
#     Pages: 1773-1778
#     Report: 
#     DOI: 10.1073/pnas.1211485110
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Tatra Mountains
#     Location: 
#     Country: 
#     Northernmost_Latitude: 49
#     Southernmost_Latitude: 49
#     Easternmost_Longitude: 20
#     Westernmost_Longitude: 20
#     Elevation: 1000
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1040.0
#     Most_Recent_Year: 2011.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,,,NA, summer, tree, ,,,  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1040.0	-0.93	
1041.0	-0.369	
1042.0	-0.927	
1043.0	-1.236	
1044.0	-1.125	
1045.0	-0.502	
1046.0	-2.592	
1047.0	-1.415	
1048.0	-0.38	
1049.0	0.069	
1050.0	-0.404	
1051.0	0.354	
1052.0	-0.563	
1053.0	-0.739	
1054.0	-1.458	
1055.0	-0.882	
1056.0	-1.434	
1057.0	-0.417	
1058.0	-1.93	
1059.0	-1.535	
1060.0	-1.034	
1061.0	-1.271	
1062.0	-0.985	
1063.0	-0.555	
1064.0	-2.111	
1065.0	-1.983	
1066.0	-1.623	
1067.0	-1.137	
1068.0	-0.456	
1069.0	-0.727	
1070.0	-1.781	
1071.0	-0.797	
1072.0	-0.591	
1073.0	-1.823	
1074.0	-1.681	
1075.0	-2.687	
1076.0	-1.911	
1077.0	-2.245	
1078.0	-2.438	
1079.0	-2.004	
1080.0	-1.116	
1081.0	-1.77	
1082.0	-1.287	
1083.0	-1.914	
1084.0	-2.417	
1085.0	-1.601	
1086.0	-1.674	
1087.0	-2.299	
1088.0	-1.651	
1089.0	-2.266	
1090.0	-1.618	
1091.0	-3.328	
1092.0	-2.556	
1093.0	-1.707	
1094.0	-1.781	
1095.0	-1.54	
1096.0	-0.452	
1097.0	-1.58	
1098.0	-0.747	
1099.0	-1.131	
1100.0	-1.829	
1101.0	-2.161	
1102.0	-2.378	
1103.0	-2.862	
1104.0	-1.488	
1105.0	-1.633	
1106.0	-2.617	
1107.0	-2.469	
1108.0	-2.721	
1109.0	-1.256	
1110.0	-1.313	
1111.0	-2.068	
1112.0	-0.868	
1113.0	-0.572	
1114.0	-1.617	
1115.0	-0.885	
1116.0	-1.172	
1117.0	-2.168	
1118.0	-1.916	
1119.0	-2.086	
1120.0	-0.385	
1121.0	-0.308	
1122.0	0.893	
1123.0	-0.551	
1124.0	-2.435	
1125.0	-2.09	
1126.0	-0.999	
1127.0	-1.506	
1128.0	-2.16	
1129.0	-1.707	
1130.0	-1.474	
1131.0	-2.04	
1132.0	-2.438	
1133.0	-1.487	
1134.0	-2.148	
1135.0	-1.506	
1136.0	-1.154	
1137.0	-1.447	
1138.0	-1.63	
1139.0	-0.699	
1140.0	-0.49	
1141.0	-0.17	
1142.0	-0.581	
1143.0	-0.863	
1144.0	-0.116	
1145.0	-0.457	
1146.0	-0.662	
1147.0	-0.764	
1148.0	0.174	
1149.0	0.163	
1150.0	-0.54	
1151.0	-0.459	
1152.0	-0.226	
1153.0	0.024	
1154.0	0.239	
1155.0	-0.744	
1156.0	-1.224	
1157.0	-1.255	
1158.0	0.139	
1159.0	-0.606	
1160.0	-1.36	
1161.0	-1.952	
1162.0	-1.232	
1163.0	-1.675	
1164.0	-2.451	
1165.0	-1.574	
1166.0	-0.565	
1167.0	-1.61	
1168.0	-1.351	
1169.0	-1.08	
1170.0	-1.794	
1171.0	-1.77	
1172.0	-1.904	
1173.0	-1.57	
1174.0	-0.817	
1175.0	-1.067	
1176.0	-1.248	
1177.0	-1.475	
1178.0	-1.559	
1179.0	-1.473	
1180.0	-3.017	
1181.0	-2.148	
1182.0	-1.558	
1183.0	-1.777	
1184.0	-1.861	
1185.0	-0.846	
1186.0	-1.125	
