# Forfjorddalen Norway Tree ring Density Index
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-Forfjorddalen.McCarroll.2013.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-Forfjorddalen.McCarroll.2013.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: this study
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Forfjorddalen Norway Tree ring Density Index
#------------------
# Investigators
#     Investigators: McCarroll, D.;Loader, N. J.;Jalkanen, R.;Gagen, M. H.;Grudd, H.;Gunnarson, B. E.;Kirchhefer, A. J.;Friedrich, M.;Linderholm, H. W.;Lindholm, M.;Boettger, T.;Los, S. O.;Remmele, S.;Kononov, Y. M.;Yamazaki, Y. H.;Young, G. H.;Zorita, E.
#------------------
# Description_Notes_and_Keywords
#     Description: Please cite original reference when using these data,
#------------------
# Publication
#     Authors: McCarroll, D.;Loader, N. J.;Jalkanen, R.;Gagen, M. H.;Grudd, H.;Gunnarson, B. E.;Kirchhefer, A. J.;Friedrich, M.;Linderholm, H. W.;Lindholm, M.;Boettger, T.;Los, S. O.;Remmele, S.;Kononov, Y. M.;Yamazaki, Y. H.;Young, G. H.;Zorita, E.
#     Published_Date_or_Year: 2013
#     Published_Title: A 1200-year multiproxy record of tree growth and summer temperature at the northern pine forest limit of Europe
#     Journal_Name: The Holocene
#     Volume: 23
#     Edition: 
#     Issue: 
#     Pages: 471-484
#     Report: 
#     DOI: 10.1177/0959683612467483
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: Combining nine tree growth proxies from four sites, from the west coast of Norway to the Kola Peninsula of NW Russia, provides a well replicated (> 100 annual measurements per year) mean index of tree growth over the last 1200 years that represents the growth of much of the northern pine timberline forests of northern Fennoscandia. The simple mean of the nine series, z-scored over their common period, correlates strongly with mean June to August temperature averaged over this region (r = 0.81), allowing reconstructions of summer temperature based on regression and variance scaling. The reconstructions correlate significantly with gridded summer temperatures across the whole of Fennoscandia, extending north across Svalbard and south into Denmark. Uncertainty in the reconstructions is estimated by combining the uncertainty in mean tree growth with the uncertainty in the regression models. Over the last seven centuries the uncertainty is < 4.5% higher than in the 20th century, and reaches a maximum of 12% above recent levels during the 10th century. The results suggest that the 20th century was the warmest of the last 1200 years, but that it was not significantly different from the 11th century. The coldest century was the 17th. The impact of volcanic eruptions is clear, and a delayed recovery from pairs or multiple eruptions suggests the presence of some positive feedback mechanism. There is no clear and consistent link between northern Fennoscandian summer temperatures and solar forcing.
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Forfjorddalen
#     Location: 
#     Country: 
#     Northernmost_Latitude: 68.73
#     Southernmost_Latitude: 68.73
#     Easternmost_Longitude: 15.73
#     Westernmost_Longitude: 15.73
#     Elevation: 200
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1100.0
#     Most_Recent_Year: 2007.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##MXD	Density index, wood, ,NA, 6 7, tree, N, positive, ,  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           MXD	
1100.0	-0.6724083323	
1101.0	-0.9420877372	
1102.0	-0.9158317899	
1103.0	0.5319846059	
1104.0	-0.575910172	
1105.0	0.1814615317	
1106.0	0.4300789602	
1107.0	-0.2492357724	
1108.0	-1.3213696682	
1109.0	-1.5098442626	
1110.0	-2.05841838	
1111.0	-1.0058879177	
1112.0	-1.4619570419	
1113.0	0.9638195383	
1114.0	-0.1147447861	
1115.0	-1.1687173832	
1116.0	-1.2753649335	
1117.0	-1.1066852422	
1118.0	-0.5001497797	
1119.0	-1.7308810498	
1120.0	-0.5872538172	
1121.0	-0.8289072648	
1122.0	-0.3753418837	
1123.0	-0.508030397	
1124.0	-1.0352699459	
1125.0	-1.034382936	
1126.0	-0.2084956643	
1127.0	-2.4422635494	
1128.0	-0.9993723097	
1129.0	-0.4875238049	
1130.0	-2.2038698281	
1131.0	-0.2611540329	
1132.0	0.4960463503	
1133.0	-1.0342117274	
1134.0	-0.9739536246	
1135.0	-0.166575426	
1136.0	-0.165291314	
1137.0	-0.4886929854	
1138.0	0.0454218816	
1139.0	-1.1615399953	
1140.0	0.0133951277	
1141.0	-0.0714103803	
1142.0	-0.6106358986	
1143.0	-0.124520645	
1144.0	-1.9365891031	
1145.0	-0.7403172138	
1146.0	-1.5924502497	
1147.0	-1.1476254279	
1148.0	-2.6540746321	
1149.0	-0.6650717872	
1150.0	-1.5206072727	
1151.0	-0.1946581015	
1152.0	-0.2582932512	
1153.0	-0.4218322404	
1154.0	-0.1542639618	
1155.0	0.6717736064	
1156.0	-0.8672405069	
1157.0	-0.3754328891	
1158.0	-0.6094816897	
1159.0	0.4469282286	
1160.0	0.6156338215	
1161.0	0.7902023745	
1162.0	0.7109129639	
1163.0	-0.2911575971	
1164.0	-0.5871995429	
1165.0	-0.6354186639	
1166.0	0.2334717958	
1167.0	-0.243189663	
1168.0	-0.2069226757	
1169.0	-1.0607934361	
1170.0	-0.6215451783	
1171.0	-0.253853369	
1172.0	0.686764434	
1173.0	-0.5539665386	
1174.0	0.8567619552	
1175.0	-0.1018504092	
1176.0	-0.230793225	
1177.0	-0.9526097188	
1178.0	-0.3852832968	
1179.0	-0.4818847488	
1180.0	-0.2315028768	
1181.0	-0.4758008091	
1182.0	-1.0899727086	
1183.0	-0.9022909995	
1184.0	0.2747041562	
1185.0	0.3971955698	
1186.0	-0.9377347044	
1187.0	-0.4971530762	
1188.0	-0.0289654629	
1189.0	-0.9513552957	
1190.0	-0.9392521607	
1191.0	-1.1909728283	
1192.0	-0.5577725758	
1193.0	0.3215398661	
1194.0	-1.936218088	
1195.0	-1.4925046095	
1196.0	-1.3582872379	
1197.0	-1.1999644947	
1198.0	-0.972692898	
1199.0	-0.3037748694	
1200.0	-0.3913624518	
1201.0	-1.5081753279	
1202.0	-2.8797574458	
1203.0	-1.48032757	
1204.0	-0.422270825	
1205.0	-0.7253630442	
1206.0	-0.942625934	
1207.0	-1.1888336217	
1208.0	-1.2076802142	
1209.0	-0.4076212894	
1210.0	-0.2594227969	
1211.0	-0.1958306323	
1212.0	-0.8704958299	
1213.0	0.0456075371	
1214.0	0.5363458073	
1215.0	-0.9228551259	
1216.0	-0.2597962972	
1217.0	0.4614799143	
1218.0	1.1403732131	
1219.0	0.6587769381	
1220.0	-1.036506203	
1221.0	0.4579664339	
1222.0	-0.7447696388	
1223.0	-0.3966673986	
1224.0	-0.0532415838	
1225.0	-0.6006820646	
1226.0	-1.0080556008	
1227.0	0.8139625234	
1228.0	-2.4800795544	
1229.0	-0.6764894275	
1230.0	-2.1946422628	
1231.0	-1.0957296368	
1232.0	-1.4951594487	
1233.0	0.3044633613	
1234.0	-0.2891066789	
1235.0	-0.832406678	
1236.0	-0.6066698635	
1237.0	0.5641450829	
1238.0	-2.1024042257	
1239.0	-0.2223708293	
1240.0	-0.7305966823	
1241.0	-0.6548910778	
1242.0	-0.9705906884	
1243.0	-0.8613692222	
1244.0	-1.2324430813	
1245.0	0.416156011	
1246.0	-0.2828879848	
1247.0	0.1365097024	
1248.0	0.7423066635	
1249.0	0.2932581192	
1250.0	0.5722021214	
1251.0	0.1684035835	
1252.0	0.790566241	
1253.0	0.3840345519	
1254.0	-0.4657248237	
1255.0	-0.3191479324	
1256.0	-0.7140099615	
1257.0	1.2305993788	
1258.0	-0.6441217349	
1259.0	-1.2139256171	
1260.0	-1.0225741586	
1261.0	-0.7295457098	
1262.0	-0.9068954908	
1263.0	-0.7713423215	
1264.0	-0.6387967206	
1265.0	-0.3197486137	
1266.0	0.7786408139	
