# Bertler.VLG.2011
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ant-VLG.Bertler.2011.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ant-VLG.Bertler.2011.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://doi.pangaea.de/10.1594/PANGAEA.866368
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: glacier ice
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Bertler.VLG.2011
#------------------
# Investigators
#     Investigators: Bertler, N.A.N.;Mayewski, P.A.;Carter, L.
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: Bertler, N.A.N.;Mayewski, P.A.;Carter, L.
#     Published_Date_or_Year: 2011
#     Published_Title: Cold conditions in Antarctica during the Little Ice Age? Implications for abrupt climate change mechanisms
#     Journal_Name: Earth and Planetary Science Letters
#     Volume: 308
#     Edition: 
#     Issue: 2-Jan
#     Pages: 41-51
#     Report: 
#     DOI: 10.1016/j.epsl.2011.05.021
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: VLG
#     Location: 
#     Country: 
#     Northernmost_Latitude: -77.3302
#     Southernmost_Latitude: -77.3302
#     Easternmost_Longitude: 162.5332
#     Westernmost_Longitude: 162.5332
#     Elevation: 625
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1140.0
#     Most_Recent_Year: 2000.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , glacier ice, ,,N,   
##dD	,oxygen isotope ratio of O16:O18 in H2O from melted ice compared to standard mean ocean water, ,permil, 1 2 3 4 5 6 7 8 9 10 11 12, glacier ice, deviation of deuterium isotope ratio 2H:1H in H2O sample compared to standard mean ocean water (V-SMOW), mass spectrometer, N,  ; climateInterpretation_seasonality changed - was originally Mean annual values; archiveType changed - was originally ice core;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           dD	
2000.0	-242.52	
1999.0	-236.75	
1998.0	-212.97	
1997.0	-228.592	
1996.0	-230.488	
1995.0	-227.068	
1994.0	-223.092	
1993.0	-206.18	
1992.0	-199.988	
1991.0	-200.8259	
1990.0	-203.4651	
1989.0	-202.3207	
1988.0	-196.2365	
1987.0	-204.6383	
1986.0	-218.3142	
1985.0	-219.3181	
1984.0	-219.2051	
1983.0	-232.2519	
1982.0	-240.7953	
1981.0	-229.5298	
1980.0	-213.7226	
1979.0	-219.1176	
1978.0	-225.4249	
1977.0	-238.0384	
1976.0	-240.8696	
1975.0	-230.512	
1974.0	-221.2057	
1973.0	-225.0173	
1972.0	-230.563	
1971.0	-230.4068	
1970.0	-231.3116	
1969.0	-223.8867	
1968.0	-214.3623	
1967.0	-209.3711	
1966.0	-216.7776	
1965.0	-241.3362	
1964.0	-243.9742	
1963.0	-238.3888	
1962.0	-227.0487	
1961.0	-218.6308	
1960.0	-212.324	
1959.0	-209.0121	
1958.0	-208.3623	
1957.0	-207.454	
1956.0	-205.768	
1955.0	-206.9562	
1954.0	-207.8505	
1953.0	-208.4782	
1952.0	-209.2852	
1951.0	-209.5413	
1950.0	-211.8868	
1949.0	-214.3816	
1948.0	-215.8505	
1947.0	-217.4026	
1946.0	-217.7391	
1945.0	-219.5755	
1944.0	-221.085	
1943.0	-223.0625	
1942.0	-222.9604	
1941.0	-223.0173	
1940.0	-223.7124	
1939.0	-223.7103	
1938.0	-223.6668	
1937.0	-223.6625	
1936.0	-221.3098	
1935.0	-221.5742	
1934.0	-220.9449	
1933.0	-219.3969	
1932.0	-218.7408	
1931.0	-218.2605	
1930.0	-216.983	
1929.0	-215.8663	
1928.0	-215.8193	
1927.0	-217.2497	
1926.0	-218.4097	
1925.0	-218.9262	
1924.0	-217.6852	
1923.0	-218.6572	
1922.0	-219.428	
1921.0	-219.7196	
1920.0	-219.3488	
1919.0	-218.9272	
1918.0	-218.2877	
1917.0	-218.0888	
1916.0	-217.8479	
1915.0	-217.3835	
1914.0	-216.3347	
1913.0	-215.1118	
1912.0	-215.7497	
1911.0	-217.4253	
1910.0	-219.6473	
1909.0	-221.1084	
1908.0	-222.4125	
1907.0	-223.6217	
1906.0	-225.142	
1905.0	-225.3957	
1904.0	-225.424	
1903.0	-224.9282	
1902.0	-222.7855	
1901.0	-221.3993	
1900.0	-218.6111	
1899.0	-217.2932	
1898.0	-213.0443	
1897.0	-209.003	
1896.0	-208.6523	
1895.0	-209.8386	
1894.0	-211.9791	
1893.0	-214.4028	
1892.0	-217.587	
1891.0	-221.7688	
1890.0	-225.8849	
1889.0	-228.5664	
1888.0	-231.1676	
1887.0	-235.4197	
1886.0	-237.9669	
1885.0	-239.4414	
1884.0	-241.8401	
1883.0	-244.6886	
1882.0	-256.0045	
1881.0	-255.4091	
1880.0	-255.7975	
1879.0	-264.9713	
1878.0	-228.2731	
1877.0	-216.3518	
1876.0	-220.1349	
1875.0	-226.8062	
1874.0	-233.6859	
1873.0	-236.1205	
1872.0	-234.5334	
1871.0	-227.259	
1870.0	-217.9836	
1869.0	-205.032	
1868.0	-199.1621	
1867.0	-198.4611	
1866.0	-198.3822	
1865.0	-199.1954	
1864.0	-200.2616	
1863.0	-211.8591	
1862.0	-204.2985	
1861.0	-198.1711	
1860.0	-199.821	
1859.0	-199.3368	
1858.0	-199.6703	
1857.0	-201.0984	
1856.0	-209.8564	
1855.0	-213.6099	
1854.0	-213.5334	
1853.0	-212.6558	
1852.0	-209.5628	
1851.0	-211.178	
1850.0	-211.8776	
1849.0	-213.0919	
1848.0	-214.276	
1847.0	-216.4848	
1846.0	-218.387	
1845.0	-223.5897	
1844.0	-229.043	
1843.0	-230.2579	
1842.0	-233.761	
1841.0	-239.0481	
1840.0	-237.9666	
1839.0	-229.0963	
1838.0	-229.844	
1837.0	-226.7789	
1836.0	-222.0509	
1835.0	-219.7424	
1834.0	-218.6925	
1833.0	-217.1885	
1832.0	-215.6889	
1831.0	-215.3575	
1830.0	-213.3721	
1829.0	-210.4406	
1828.0	-210.6657	
1827.0	-211.0748	
1826.0	-210.6162	
1825.0	-210.9395	
1824.0	-209.2915	
1823.0	-207.6944	
1822.0	-205.8056	
1821.0	-204.334	
1820.0	-204.7844	
1819.0	-209.8246	
1818.0	-215.3613	
1817.0	-225.1875	
1816.0	-241.8376	
1815.0	-237.0717	
1814.0	-226.3336	
1813.0	-216.0204	
1812.0	-208.923	
1811.0	-205.448	
1810.0	-205.4295	
1809.0	-208.8436	
1808.0	-217.0029	
1807.0	-225.5296	
1806.0	-233.915	
1805.0	-239.17	
1804.0	-237.8724	
1803.0	-235.3336	
1802.0	-230.6381	
1801.0	-227.3793	
1800.0	-222.6199	
1799.0	-216.9439	
1798.0	-215.0334	
1797.0	-218.9182	
1796.0	-227.1469	
1795.0	-233.4825	
1794.0	-237.3339	
1793.0	-237.8619	
1792.0	-238.5287	
1791.0	-242.418	
1790.0	-246.4975	
1789.0	-252.2569	
1788.0	-257.4456	
1787.0	-262.0387	
1786.0	-263.8678	
1785.0	-259.9496	
1784.0	-258.4849	
1783.0	-251.84	
1782.0	-244.7531	
1781.0	-238.1087	
1780.0	-230.6953	
1779.0	-226.3011	
1778.0	-223.8492	
1777.0	-224.5884	
1776.0	-228.212	
1775.0	-230.7487	
1774.0	-233.2601	
1773.0	-234.9851	
1772.0	-230.9825	
1771.0	-229.5399	
1770.0	-228.35	
1769.0	-225.9392	
1768.0	-225.658	
1767.0	-226.0014	
1766.0	-227.7413	
1765.0	-230.6198	
1764.0	-234.4953	
1763.0	-237.5256	
1762.0	-233.578	
1761.0	-223.7523	
1760.0	-227.9018	
1759.0	-236.7101	
1758.0	-242.391	
1757.0	-249.8071	
1756.0	-253.58	
1755.0	-256.4424	
1754.0	-241.5011	
1753.0	-231.1491	
1752.0	-228.0372	
1751.0	-229.9568	
1750.0	-232.2227	
1749.0	-232.4846	
1748.0	-230.7501	
1747.0	-225.9297	
1746.0	-222.3514	
1745.0	-219.2616	
1744.0	-216.7993	
1743.0	-216.2788	
1742.0	-218.6952	
1741.0	-219.8261	
1740.0	-220.7971	
1739.0	-221.2533	
1738.0	-220.5243	
1737.0	-219.2329	
1736.0	-218.1853	
1735.0	-217.1008	
1734.0	-217.3446	
1733.0	-217.4406	
1732.0	-217.1242	
1731.0	-217.4841	
1730.0	-218.4599	
1729.0	-219.1978	
1728.0	-220.3182	
1727.0	-220.8464	
1726.0	-220.7994	
1725.0	-222.9371	
1724.0	-224.9674	
1723.0	-223.932	
1722.0	-223.5463	
1721.0	-222.3314	
1720.0	-223.2486	
1719.0	-227.1576	
1718.0	-231.0045	
1717.0	-233.4195	
1716.0	-236.3736	
1715.0	-236.661	
1714.0	-237.1876	
1713.0	-237.1745	
1712.0	-234.9204	
1711.0	-234.3554	
1710.0	-234.1571	
1709.0	-236.9958	
1708.0	-239.9428	
1707.0	-242.4052	
1706.0	-244.5289	
1705.0	-243.5719	
1704.0	-241.7494	
1703.0	-239.3574	
1702.0	-232.0651	
1701.0	-224.4468	
1700.0	-216.8966	
1699.0	-209.0157	
1698.0	-198.8862	
1697.0	-198.549	
1696.0	-205.2724	
1695.0	-207.2763	
1694.0	-207.8403	
1693.0	-205.4108	
1692.0	-201.8208	
1691.0	-196.251	
1690.0	-191.792	
1689.0	-191.9754	
1688.0	-194.7146	
1687.0	-201.1625	
1686.0	-208.0385	
1685.0	-213.0039	
1684.0	-216.4731	
1683.0	-217.6675	
1682.0	-219.1898	
1681.0	-229.9749	
1680.0	-231.9636	
1679.0	-234.5956	
1678.0	-231.8198	
1677.0	-227.1943	
1676.0	-224.3631	
1675.0	-219.1335	
1674.0	-214.2695	
1673.0	-215.024	
1672.0	-216.603	
1671.0	-221.4426	
1670.0	-226.3617	
1669.0	-228.6152	
