# Bertler.VLG.2011
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ant-VLG.Bertler.2011.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ant-VLG.Bertler.2011.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://doi.pangaea.de/10.1594/PANGAEA.866368
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: glacier ice
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Bertler.VLG.2011
#------------------
# Investigators
#     Investigators: Bertler, N.A.N.;Mayewski, P.A.;Carter, L.
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: Bertler, N.A.N.;Mayewski, P.A.;Carter, L.
#     Published_Date_or_Year: 2011
#     Published_Title: Cold conditions in Antarctica during the Little Ice Age? Implications for abrupt climate change mechanisms
#     Journal_Name: Earth and Planetary Science Letters
#     Volume: 308
#     Edition: 
#     Issue: 2-Jan
#     Pages: 41-51
#     Report: 
#     DOI: 10.1016/j.epsl.2011.05.021
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: VLG
#     Location: 
#     Country: 
#     Northernmost_Latitude: -77.3302
#     Southernmost_Latitude: -77.3302
#     Easternmost_Longitude: 162.5332
#     Westernmost_Longitude: 162.5332
#     Elevation: 625
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1140.0
#     Most_Recent_Year: 2000.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , glacier ice, ,,N,   
##dD	,oxygen isotope ratio of O16:O18 in H2O from melted ice compared to standard mean ocean water, ,permil, 1 2 3 4 5 6 7 8 9 10 11 12, glacier ice, deviation of deuterium isotope ratio 2H:1H in H2O sample compared to standard mean ocean water (V-SMOW), mass spectrometer, N,  ; climateInterpretation_seasonality changed - was originally Mean annual values; archiveType changed - was originally ice core;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           dD	
1668.0	-229.3338	
1667.0	-227.7203	
1666.0	-225.7278	
1665.0	-223.4396	
1664.0	-222.303	
1663.0	-223.3756	
1662.0	-224.7225	
1661.0	-227.5643	
1660.0	-230.0446	
1659.0	-234.1888	
1658.0	-239.9042	
1657.0	-245.6535	
1656.0	-249.0554	
1655.0	-249.5829	
1654.0	-247.6922	
1653.0	-247.5443	
1652.0	-244.305	
1651.0	-241.429	
1650.0	-238.1387	
1649.0	-232.3402	
1648.0	-227.1408	
1647.0	-220.3572	
1646.0	-215.2933	
1645.0	-210.6092	
1644.0	-208.5274	
1643.0	-207.552	
1642.0	-211.3647	
1641.0	-214.3199	
1640.0	-216.407	
1639.0	-219.2642	
1638.0	-220.3779	
1637.0	-221.1932	
1636.0	-224.6012	
1635.0	-229.1586	
1634.0	-231.4265	
1633.0	-231.0872	
1632.0	-230.2348	
1631.0	-227.4736	
1630.0	-228.55	
1629.0	-231.0351	
1628.0	-230.8845	
1627.0	-230.2441	
1626.0	-229.7109	
1625.0	-231.6264	
1624.0	-233.8566	
1623.0	-233.327	
1622.0	-233.1474	
1621.0	-231.7804	
1620.0	-232.9807	
1619.0	-234.8756	
1618.0	-236.0579	
1617.0	-236.3243	
1616.0	-234.4276	
1615.0	-232.5443	
1614.0	-227.7145	
1613.0	-221.2722	
1612.0	-212.1862	
1611.0	-206.4266	
1610.0	-207.8863	
1609.0	-210.2284	
1608.0	-212.3455	
1607.0	-215.2046	
1606.0	-212.2667	
1605.0	-209.3884	
1604.0	-210.5104	
1603.0	-210.1328	
1602.0	-208.6277	
1601.0	-208.5662	
1600.0	-204.9547	
1599.0	-215.3223	
1598.0	-212.3236	
1597.0	-224.6337	
1596.0	-221.814	
1595.0	-228.626	
1594.0	-230.4556	
1593.0	-230.2507	
1592.0	-231.1487	
1591.0	-231.3966	
1590.0	-231.1447	
1589.0	-230.7746	
1588.0	-230.7834	
1587.0	-229.866	
1586.0	-231.1892	
1585.0	-232.0976	
1584.0	-233.3326	
1583.0	-233.2583	
1582.0	-232.5083	
1581.0	-232.091	
1580.0	-232.134	
1579.0	-230.1295	
1578.0	-228.5303	
1577.0	-227.2372	
1576.0	-228.393	
1575.0	-228.0405	
1574.0	-226.8471	
1573.0	-224.8487	
1572.0	-223.2567	
1571.0	-221.2174	
1570.0	-218.6847	
1569.0	-215.1284	
1568.0	-212.3667	
1567.0	-209.9284	
1566.0	-207.0175	
1565.0	-207.2192	
1564.0	-206.0553	
1563.0	-206.9263	
1562.0	-207.88	
1561.0	-208.4328	
1560.0	-209.9109	
1559.0	-211.1991	
1558.0	-213.4622	
1557.0	-215.0098	
1556.0	-215.024	
1555.0	-214.2729	
1554.0	-216.7421	
1553.0	-216.9495	
1552.0	-216.947	
1551.0	-215.9896	
1550.0	-214.7028	
1549.0	-215.6737	
1548.0	-215.3229	
1547.0	-214.5829	
1546.0	-213.6615	
1545.0	-212.7784	
1544.0	-211.2421	
1543.0	-211.3208	
1542.0	-210.8923	
1541.0	-210.4135	
1540.0	-210.2189	
1539.0	-209.1206	
1538.0	-208.1416	
1537.0	-207.4565	
1536.0	-207.2622	
1535.0	-206.8621	
1534.0	-206.7206	
1533.0	-208.0979	
1532.0	-211.0136	
1531.0	-212.7702	
1530.0	-215.5104	
1529.0	-216.6566	
1528.0	-218.6149	
1527.0	-219.0796	
1526.0	-219.133	
1525.0	-219.6668	
1524.0	-220.3434	
1523.0	-219.2601	
1522.0	-219.8463	
1521.0	-220.7742	
1520.0	-221.6903	
1519.0	-221.9038	
1518.0	-222.2184	
1517.0	-222.5703	
1516.0	-223.3749	
1515.0	-224.1275	
1514.0	-225.1204	
1513.0	-225.0325	
1512.0	-225.2015	
1511.0	-227.0506	
1510.0	-227.6976	
1509.0	-229.4533	
1508.0	-230.964	
1507.0	-231.8435	
1506.0	-232.4109	
1505.0	-232.7584	
1504.0	-233.2072	
1503.0	-233.5835	
1502.0	-232.5972	
1501.0	-233.0238	
1500.0	-233.4927	
1499.0	-234.1541	
1498.0	-235.1307	
1497.0	-235.7736	
1496.0	-235.2578	
1495.0	-236.7157	
1494.0	-237.3316	
1493.0	-237.445	
1492.0	-238.2922	
1491.0	-237.6588	
1490.0	-238.0684	
1489.0	-239.6652	
1488.0	-240.5324	
1487.0	-241.9835	
1486.0	-241.5185	
1485.0	-239.7427	
1484.0	-239.5052	
1483.0	-239.6118	
1482.0	-239.6	
1481.0	-237.8822	
1480.0	-236.8705	
1479.0	-234.8763	
1478.0	-234.169	
1477.0	-232.8053	
1476.0	-232.4847	
1475.0	-234.3067	
1474.0	-236.1864	
1473.0	-237.5812	
1472.0	-239.41	
1471.0	-240.4302	
1470.0	-241.2481	
1469.0	-241.3656	
1468.0	-239.5261	
1467.0	-239.4924	
1466.0	-239.346	
1465.0	-237.6054	
1464.0	-237.1103	
1463.0	-235.6707	
1462.0	-234.1307	
1461.0	-234.7323	
1460.0	-234.9453	
1459.0	-234.329	
1458.0	-234.3126	
1457.0	-234.0475	
1456.0	-234.9512	
1455.0	-235.2631	
1454.0	-233.2612	
1453.0	-230.9492	
1452.0	-228.8646	
1451.0	-224.3269	
1450.0	-217.7406	
1449.0	-211.0086	
1448.0	-202.8359	
1447.0	-200.3828	
1446.0	-202.2258	
1445.0	-201.4699	
1444.0	-203.0381	
1443.0	-205.3185	
1442.0	-207.668	
1441.0	-210.4199	
1440.0	-212.9384	
1439.0	-216.5129	
1438.0	-219.4717	
1437.0	-221.4366	
1436.0	-222.7501	
1435.0	-224.7338	
1434.0	-227.8926	
1433.0	-228.7864	
1432.0	-225.1496	
1431.0	-226.4678	
1430.0	-230.1028	
1429.0	-229.12	
1428.0	-230.4877	
1427.0	-232.0955	
1426.0	-232.2175	
1425.0	-232.9511	
1424.0	-235.5144	
1423.0	-236.6146	
1422.0	-237.0508	
1421.0	-234.2681	
1420.0	-232.5106	
1419.0	-229.1237	
1418.0	-225.8722	
1417.0	-224.2196	
1416.0	-220.983	
1415.0	-219.0483	
1414.0	-211.6311	
1413.0	-209.1252	
1412.0	-206.1617	
1411.0	-208.1891	
1410.0	-218.9552	
1409.0	-219.9298	
1408.0	-218.1093	
1407.0	-218.3241	
1406.0	-218.8493	
1405.0	-221.1984	
1404.0	-224.0949	
1403.0	-227.6449	
1402.0	-231.7977	
1401.0	-235.1571	
1400.0	-236.2768	
1399.0	-235.0121	
1398.0	-232.5307	
1397.0	-229.2846	
1396.0	-225.3257	
1395.0	-222.6125	
1394.0	-223.0209	
1393.0	-224.4934	
1392.0	-225.082	
1391.0	-227.6039	
1390.0	-232.6723	
1389.0	-234.8004	
1388.0	-236.3057	
1387.0	-236.3682	
1386.0	-238.6423	
1385.0	-237.4647	
1384.0	-233.8652	
1383.0	-230.3795	
1382.0	-224.623	
1381.0	-219.24	
1380.0	-215.9844	
1379.0	-212.9537	
1378.0	-212.879	
1377.0	-213.0725	
1376.0	-214.4834	
1375.0	-215.5278	
1374.0	-215.3554	
1373.0	-215.6189	
1372.0	-215.8083	
1371.0	-218.0782	
1370.0	-223.0295	
1369.0	-231.0185	
1368.0	-234.7679	
1367.0	-239.4455	
1366.0	-242.606	
1365.0	-243.6333	
1364.0	-243.0184	
1363.0	-243.134	
1362.0	-242.3275	
1361.0	-241.5236	
1360.0	-239.894	
1359.0	-238.2908	
1358.0	-237.2694	
1357.0	-234.1447	
1356.0	-229.9939	
1355.0	-227.826	
1354.0	-224.6537	
1353.0	-222.8831	
1352.0	-222.0695	
1351.0	-222.3256	
1350.0	-222.2548	
1349.0	-222.515	
1348.0	-224.1607	
1347.0	-224.8217	
1346.0	-226.6921	
1345.0	-228.5269	
1344.0	-231.6187	
1343.0	-233.0986	
1342.0	-234.9434	
1341.0	-236.414	
1340.0	-240.1864	
1339.0	-244.6372	
1338.0	-247.0295	
1337.0	-250.334	
1336.0	-251.394	
1335.0	-251.5124	
1334.0	-250.8655	
1333.0	-245.6922	
1332.0	-242.8981	
1331.0	-242.3322	
1330.0	-241.0199	
1329.0	-238.975	
1328.0	-238.0904	
1327.0	-238.0824	
1326.0	-238.3047	
1325.0	-240.2652	
1324.0	-241.6985	
1323.0	-245.7349	
1322.0	-250.0112	
1321.0	-255.6746	
1320.0	-256.6873	
1319.0	-255.5419	
1318.0	-253.8905	
1317.0	-249.8534	
1316.0	-243.7122	
1315.0	-241.3095	
1314.0	-238.4278	
1313.0	-234.9046	
1312.0	-228.449	
1311.0	-224.2574	
1310.0	-228.3204	
1309.0	-236.1265	
1308.0	-246.8358	
1307.0	-248.1398	
1306.0	-248.3149	
1305.0	-246.1764	
1304.0	-239.7391	
1303.0	-238.8294	
1302.0	-240.5686	
1301.0	-240.4461	
1300.0	-247.2687	
1299.0	-250.7259	
1298.0	-250.8154	
1297.0	-250.6523	
1296.0	-251.4253	
1295.0	-251.8062	
1294.0	-252.0138	
1293.0	-252.4914	
1292.0	-252.9731	
1291.0	-252.8233	
1290.0	-251.8791	
1289.0	-248.9211	
1288.0	-226.2045	
1287.0	-218.0557	
1286.0	-219.2285	
1285.0	-219.282	
1284.0	-222.605	
1283.0	-224.8928	
1282.0	-215.6146	
1281.0	-215.3275	
1280.0	-211.6515	
1279.0	-199.7066	
1278.0	-204.4149	
1277.0	-206.2439	
1276.0	-198.118	
1275.0	-197.6773	
1274.0	-197.3834	
1273.0	-197.6215	
1272.0	-200.1246	
1271.0	-204.3814	
1270.0	-209.3558	
1269.0	-211.1454	
1268.0	-211.8459	
1267.0	-212.0308	
1266.0	-211.832	
1265.0	-211.6547	
1264.0	-211.6894	
1263.0	-210.8817	
1262.0	-213.2009	
1261.0	-215.1554	
1260.0	-217.1784	
1259.0	-221.1819	
1258.0	-225.8643	
1257.0	-228.3067	
1256.0	-229.1955	
1255.0	-228.3068	
1254.0	-226.1365	
1253.0	-220.354	
1252.0	-211.4009	
1251.0	-212.5787	
1250.0	-213.9018	
1249.0	-215.066	
1248.0	-215.138	
1247.0	-214.9694	
1246.0	-214.7927	
1245.0	-212.5761	
1244.0	-209.1635	
1243.0	-207.0524	
1242.0	-205.7435	
1241.0	-216.1203	
1240.0	-220.2267	
1239.0	-228.531	
1238.0	-237.9623	
1237.0	-236.5701	
1236.0	-232.4186	
1235.0	-225.9897	
1234.0	-220.12	
1233.0	-212.4087	
1232.0	-205.7862	
1231.0	-202.1218	
1230.0	-204.881	
1229.0	-212.6663	
1228.0	-220.8819	
1227.0	-226.0755	
1226.0	-226.7771	
1225.0	-223.5544	
1224.0	-220.3086	
1223.0	-218.2133	
1222.0	-217.7325	
1221.0	-218.4875	
1220.0	-218.5735	
1219.0	-217.7542	
1218.0	-216.3371	
1217.0	-215.2125	
1216.0	-214.6623	
1215.0	-215.2037	
1214.0	-217.4334	
1213.0	-221.3599	
1212.0	-225.347	
1211.0	-231.4439	
1210.0	-235.6261	
1209.0	-237.9985	
1208.0	-237.5594	
1207.0	-236.827	
1206.0	-234.876	
1205.0	-232.3051	
1204.0	-230.3292	
1203.0	-228.1808	
1202.0	-226.3651	
1201.0	-224.0193	
1200.0	-219.5543	
1199.0	-216.1022	
1198.0	-215.6047	
1197.0	-218.0208	
1196.0	-223.9924	
1195.0	-229.8568	
1194.0	-235.6027	
1193.0	-237.6847	
1192.0	-235.2925	
1191.0	-230.6964	
1190.0	-226.1378	
1189.0	-223.3593	
1188.0	-222.6876	
1187.0	-223.1503	
1186.0	-224.1331	
1185.0	-226.387	
1184.0	-229.2353	
1183.0	-231.46	
1182.0	-232.6189	
1181.0	-231.8651	
1180.0	-230.7593	
1179.0	-229.4458	
1178.0	-226.8819	
1177.0	-223.3513	
1176.0	-219.0148	
1175.0	-214.9349	
1174.0	-212.9138	
1173.0	-213.4631	
1172.0	-217.0676	
1171.0	-222.3032	
1170.0	-226.2688	
1169.0	-225.9999	
1168.0	-220.4521	
1167.0	-214.0632	
1166.0	-209.3589	
1165.0	-211.2194	
1164.0	-212.7745	
1163.0	-211.8671	
1162.0	-210.2414	
1161.0	-208.3734	
1160.0	-206.9001	
1159.0	-207.265	
1158.0	-208.9691	
1157.0	-212.6234	
1156.0	-214.289	
1155.0	-213.254	
1154.0	-210.6774	
1153.0	-209.1189	
1152.0	-210.828	
1151.0	-213.2519	
1150.0	-216.8834	
1149.0	-214.9832	
1148.0	-210.8017	
1147.0	-203.7141	
1146.0	-204.7515	
1145.0	-208.9474	
1144.0	-212.8352	
1143.0	-215.6103	
1142.0	-217.6962	
1141.0	-219.9306	
1140.0	-222.1903	
