1951.0	1.166	0.929	0.712	2.148	1.801	1.341	5.84494	1.044	
1952.0	1.785	0.686	0.651	0.763	1.325	1.749	-1.20395	1.517	
1953.0	0.76	0.883	0.737	1.406	1.799	1.274	-5.10576	1.369	
1954.0	1.112	0.956	0.907	1.4	1.596	0.924	-0.173252	1.607	
1955.0	1.493	0.91	0.849	1.364	1.186	1.532	2.63541	1.364	
1956.0	1.581	0.818	0.853	1.429	1.16	1.629	4.13458	1.402	
1957.0	1.403	1.007	0.856	1.237	1.071	1.745	7.33749	1.845	
1958.0	1.191	0.733	0.836	0.831	0.948	1.5	-9.89883	1.658	
1959.0	1.265	1.037	1.046	1.296	0.935	1.111	0.397744	1.718	
1960.0	1.339	0.846	0.853	1.673	0.872	1.506	-4.23987	0.992	
1961.0	1.029	0.889	0.896	2.091	1.937	1.269	10.1684	1.451	
1962.0	1.76	0.817	0.857	1.444	1.671	0.851	10.6391	2.119	
1963.0	1.057	0.905	1.015	1.545	1.578	1.898	8.31694	1.28	
1964.0	1.433	0.984	0.998	1.275	1.229	1.699	13.596	2.107	
1965.0	1.061	0.765	0.918	1.434	1.369	1.352	-2.38858	1.493	
1966.0	1.024	0.976	1.107	1.135	1.509	1.167	-2.50077	1.227	
1967.0	1.068	0.859	1.085	0.972	1.319	0.982	0.33776	2.301	
1968.0	0.975	0.759	0.915	1.768	1.208	1.345	-6.2733	1.038	
1969.0	0.984	0.784	0.958	1.65	0.984	0.877	-10.9467	1.307	
1970.0	0.929	0.83	0.94	0.763	1.104	0.902	-22.0123	0.956	
1971.0	1.05	0.786	0.769	1.024	1.233	1.237	-8.61328	1.782	
1972.0	0.898	0.858	0.863	1.283	1.127	1.267	-11.6689	1.191	
1973.0	1.221	0.859	0.907	1.427	1.913	1.373	9.79702	1.806	
1974.0	1.447	0.924	0.85	1.783	1.174	1.918	16.2721	1.991	
1975.0	1.384	0.944	0.87	1.235	1.094	1.622	1.65226	1.462	
1976.0	0.966	0.937	0.894	0.868	1.047	1.463	-8.32307	1.587	
1977.0	1.536	0.886	0.808	0.808	1.158	1.416	-6.81739	1.167	
1978.0	1.245	0.974	0.875	1.097	0.766	1.096	-10.1138	1.439	
1979.0	0.665	0.903	0.894	1.663	1.331	2.203	-0.89819	0.864	
1980.0	1.412	0.766	0.728	1.481	1.432	1.956	7.62791	1.593	
1981.0	0.545	1.014	0.896	2.416	1.701	1.589	7.89056	1.231	
1982.0	0.574	0.789	0.849	1.503	1.302	1.223	-11.3664	1.44	
1983.0	0.485	0.907	0.875	1.43	1.655	1.82	-4.91665	1.033	
1984.0	1.1	0.839	0.79	1.373	1.124	0.958	-9.99458	1.488	
1985.0	0.435	0.918	0.867	1.431	1.592	1.371	-6.19685	1.529	
1986.0	1.076	0.903	0.841	1.366	1.595	1.576	0.879791	1.287	
1987.0	1.059	0.819	0.844	1.267	1.549	1.174	-8.95536	1.004	
1988.0	0.618	0.88	0.771	1.626	1.439	1.053	-9.45643	1.459	
1989.0	0.577	0.952	0.851	2.135	1.928	1.24	8.72947	1.899	
1990.0	1.3	0.967	1.046	1.464	1.591	2.136	16.4775	1.459	
1991.0	1.342	0.786	0.858	1.444	1.562	1.608	9.14821	1.884	
1992.0	0.756	0.909	0.919	1.32	1.344	1.304	-10.7678	0.984	
1993.0	0.955	0.832	0.768	1.484	1.583	1.403	1.34968	1.831	
1994.0	0.387	0.759	0.879	1.05	1.13	0.88	-21.8846	1.646	
1995.0	0.746	0.942	0.982	1.375	1.368	1.315	-5.45465	1.305	
1996.0	1.495	0.943	0.955	1.302	1.433	1.106	10.3184	2.214	
1997.0	0.732	0.853	1.012	0.974	1.392	1.116	-12.7124	1.282	
1998.0	1.287	0.799	0.831	1.209	1.326	1.049	-1.62724	1.971	
1999.0	0.788	0.733	0.812	1.421	1.396	1.219	-3.76403	2.098	
2000.0	1.349	0.93	1.087	1.555	1.584	1.72	15.4568	1.646	
2001.0	0.953	0.925	1.196	1.749	1.32	1.178	5.12976	1.612	
2002.0	1.067	0.944	1.105	1.062	1.367	2.2	8.91671	1.536	
2003.0	1.165	0.924	0.897	0.746	1.504	1.226	-6.94326	1.358	
2004.0	0.838	0.845	0.836	1.378	1.165	1.426	-6.91722	1.53	
2005.0	1.027	0.92	1.042	1.475	1.428	1.43	1.46614	1.281	
2006.0	1.046	0.847	0.87	1.41	1.24	1.881	3.59775	1.676	
2007.0	0.997	0.846	0.943	1.749	1.659	2.165	14.5489	1.646	
2008.0	1.27	0.889	0.804	1.324	1.539	1.569	3.86952	1.534	
2009.0	0.992	0.892	0.649	1.749	nan	1.123	-5.97242	nan	
2010.0	0.869	nan	nan	1.106	nan	nan	-20.344	nan	
