# West Australian coral growth records, 1900-2010
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-TantabiddiReefNingaloo.Cooper.2012.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Ocn-TantabiddiReefNingaloo.Cooper.2012.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: http://data.aims.gov.au/metadataviewer/uuid/4f39c641-8450-4ea0-b2b6-4f3d582645f8
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: coral
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: West Australian coral growth records, 1900-2010
#------------------
# Investigators
#     Investigators: Cooper
#------------------
# Description_Notes_and_Keywords
#     Description: Individual coral growth records. Composites used in database instead (following approach of original publication);Metadata available at: http://data.aims.gov.au/metadataviewer/uuid/4f39c641-8450-4ea0-b2b6-4f3d582645f8
#------------------
# Publication
#     Authors: Cooper, T. F.;O'Leary, R. A.;Lough, J. M.
#     Published_Date_or_Year: 2012
#     Published_Title: Growth of Western Australian Corals in the Anthropocene
#     Journal_Name: Science
#     Volume: 335
#     Edition: 
#     Issue: 6068
#     Pages: 593-596
#     Report: 
#     DOI: 10.1126/science.1214570
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Tantabiddi reef, Ningaloo
#     Location: 
#     Country: 
#     Northernmost_Latitude: -21.9
#     Southernmost_Latitude: -21.9
#     Easternmost_Longitude: 113.9667
#     Westernmost_Longitude: 113.9667
#     Elevation: -6
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1900.0
#     Most_Recent_Year: 2010.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: Porites,Porites sp.
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , coral, ,,N,   
##calcification7	calcification rate measurements from individual samples, ,,g/cm/yr, , coral, ,,,  
##calcification1	calcification rate measurements from individual samples, ,,g/cm/yr, , coral, ,,N,   
##calcification2	calcification rate measurements from individual samples, ,,g/cm/yr, , coral, ,,,  
##calcification6	calcification rate measurements from individual samples, ,,g/cm/yr, , coral, ,,,  
##calcification4	calcification rate measurements from individual samples, ,,g/cm/yr, , coral, ,,,  
##calcification5	calcification rate measurements from individual samples, ,,g/cm/yr, , coral, ,,,  
##composite	composite of individual samples; after standardization, ,,percent, 1 2 3 4 5 6 7 8 9 10 11 12, coral, ,,,  
##calcification3	calcification rate measurements from individual samples, ,,g/cm/yr, , coral, ,,,  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           calcification7 calcification1 calcification2 calcification6 calcification4 calcification5 composite      calcification3	
1900.0	0.944	1.159	1.173	1.554	nan	nan	10.976	1.481	
1901.0	0.933	0.948	1.163	0.712	nan	nan	-4.39066	1.619	
1902.0	0.631	1.128	0.89	1.543	nan	nan	-3.39162	1.368	
1903.0	0.957	1.246	1.304	1.437	nan	nan	16.9882	1.679	
1904.0	0.943	1.17	0.787	1.262	nan	0.672	-9.2862	1.522	
1905.0	1.121	1.095	0.826	1.377	nan	1.211	-0.842271	1.384	
1906.0	0.996	0.828	0.852	1.423	nan	0.924	-4.8926	1.875	
1907.0	0.954	1.299	0.786	1.395	nan	1.08	0.911838	1.623	
1908.0	1.006	1.035	0.864	1.29	nan	1.191	0.211619	1.8	
1909.0	0.865	1.051	0.849	1.546	nan	1.905	5.54511	1.415	
1910.0	0.954	0.77	0.952	0.783	nan	1.692	-2.66426	1.914	
1911.0	0.873	1.068	1.039	2.313	nan	1.307	8.52773	1.158	
1912.0	1.056	0.889	0.818	0.933	nan	1.577	-9.26413	1.149	
1913.0	1.299	0.986	0.96	1.187	nan	1.268	1.34185	1.438	
1914.0	0.964	0.858	0.991	1.469	nan	0.623	-9.45236	1.501	
1915.0	1.423	0.881	0.894	1.885	nan	1.608	13.9457	1.573	
1916.0	1.716	0.779	0.807	0.706	nan	1.321	-4.02028	1.434	
1917.0	1.549	1.003	1.057	2.253	nan	2.178	26.459	1.024	
1918.0	1.361	0.995	0.997	0.825	nan	1.691	4.72853	1.507	
1919.0	1.113	0.96	0.939	0.566	nan	2.056	5.21141	1.937	
1920.0	0.825	0.843	0.777	1.441	nan	1.625	-2.14936	1.671	
1921.0	1.378	0.806	0.871	2.35	nan	1.185	11.0597	1.504	
1922.0	0.675	0.903	1.183	1.385	nan	1.481	-1.79156	1.351	
1923.0	1.433	0.677	0.728	1.342	nan	1.302	2.64424	2.084	
1924.0	0.894	0.743	1.122	1.506	nan	0.864	-9.70555	1.247	
1925.0	0.709	0.802	0.931	1.17	nan	0.809	-13.7549	1.784	
1926.0	1.373	0.782	0.863	2.397	nan	0.935	7.82696	1.496	
1927.0	0.737	0.772	0.881	1.098	nan	0.847	-21.326	1.222	
1928.0	1.115	0.8	0.792	1.567	nan	2.083	15.7116	2.301	
1929.0	1.01	0.891	0.866	1.479	nan	2.259	8.66963	1.423	
1930.0	0.887	0.748	0.866	1.178	nan	0.751	-20.5912	1.163	
1931.0	0.84	0.675	0.805	1.53	nan	1.377	-10.8179	1.276	
1932.0	1.405	0.695	0.953	0.68	nan	1.627	-3.87216	1.476	
1933.0	1.249	0.999	1.003	1.378	nan	0.91	0.372012	1.515	
1934.0	0.942	0.811	0.791	1.377	1.395	1.066	-7.39581	1.611	
1935.0	0.868	0.82	1.326	1.392	1.37	1.232	0.271878	1.448	
1936.0	1.461	0.812	0.998	1.007	1.226	1.382	3.35276	1.915	
1937.0	1.194	0.89	1.205	1.542	1.337	1.287	12.1596	2.153	
1938.0	1.148	0.689	0.861	1.255	1.376	1.696	0.560546	1.717	
1939.0	1.896	0.831	0.997	1.285	1.546	1.386	9.57886	1.271	
1940.0	1.465	0.843	0.893	1.666	0.983	1.457	6.56569	1.846	
1941.0	1.851	0.985	0.962	2.096	1.307	1.513	21.5308	1.649	
1942.0	0.999	0.976	0.778	2.132	1.121	1.225	0.538718	1.423	
1943.0	1.055	0.701	0.815	1.645	1.501	1.211	-1.5415	1.656	
1944.0	0.899	0.714	0.848	1.6	1.595	1.159	-4.98504	1.433	
1945.0	1.074	0.83	0.843	1.953	1.32	1.121	-3.65059	1.1	
1946.0	0.626	0.914	0.895	1.814	1.607	1.297	-0.606686	1.465	
1947.0	0.963	0.827	0.96	1.812	1.631	1.195	0.908578	1.279	
1948.0	0.979	1.058	0.993	1.563	1.354	1.293	6.17553	1.836	
1949.0	1.134	0.891	0.825	0.862	1.661	1.376	-4.50923	1.373	
1950.0	0.9	0.925	0.861	0.775	1.106	1.344	-8.03784	1.955	
