dataSetName,mode,time_id,archiveType,geo_meanLon,geo_meanLat,geo_meanElev,geo_type,collectionName,createdBy,hasPaleoDepth,investigators,tagMD5,lipdverseLink,maxYear,minYear,nUniqueAges,archiveTypeOriginal,hasDepth,hasChron,originalDataUrl,datasetId,changelog,pub1_author,pub1_abstract,pub1_journal,pub1_pages,pub1_publisher,pub1_title,pub1_type,pub1_doi,pub1_year,pub1_citation,geo_country,geo_location,geo_siteName,@context,lipdVersion,tableType,paleoData_tableName,paleoData_missingValue,paleoData_filename
TR11XUPH,paleoData,57.062892031,Wood,101.2,19.9,1340.0,Point,,matlab,0.0,,c7f2d1d68a3465fcf7a8bfd70e7c5b28,http://lipdverse.org/iso2k/1_0_0/TR11XUPH.html,2002,1550,0,wood,0,0,this compilation,iso2k100_TR11XUPH,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:53 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR11XUPH00): interpretation2_scope: '' has been replaced by 'isotope'""], [""d18O (TR11XUPH00): interpretation3_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:40 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRNU1Vs1fP3InxR0WV', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Chenxi X.,,,,,,,10.1016/j.palaeo.2013.06.025,2013.0,"Xu, C., Sano, M. and Nakatsuka, T.: A 400-year record of hydroclimate variability and local ENSO history in northern Southeast Asia inferred from tree-ring δ18O, Palaeogeography, Palaeoclimatology, Palaeoecology, 386, 588–598, doi:10.1016/j.palaeo.2013.06.025, 2013.",,,"Phu Leuy, Northern Laos",context.jsonld,1.3,meas,paleo0measurement0,nan,TR11XUPH.paleo0measurement0.csv
TR11XUPH,paleoData,57.062892031,Wood,101.2,19.9,1340.0,Point,,matlab,0.0,,c7f2d1d68a3465fcf7a8bfd70e7c5b28,http://lipdverse.org/iso2k/1_0_0/TR11XUPH.html,2002,1550,0,wood,0,0,this compilation,iso2k100_TR11XUPH,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:53 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR11XUPH00): interpretation2_scope: '' has been replaced by 'isotope'""], [""d18O (TR11XUPH00): interpretation3_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:40 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRNU1Vs1fP3InxR0WV', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Chenxi X.,,,,,,,10.1016/j.palaeo.2013.06.025,2013.0,"Xu, C., Sano, M. and Nakatsuka, T.: A 400-year record of hydroclimate variability and local ENSO history in northern Southeast Asia inferred from tree-ring δ18O, Palaeogeography, Palaeoclimatology, Palaeoecology, 386, 588–598, doi:10.1016/j.palaeo.2013.06.025, 2013.",,,"Phu Leuy, Northern Laos",context.jsonld,1.3,meas,paleo0measurement0,nan,TR11XUPH.paleo0measurement0.csv
TR11XUPH,paleoData,57.062892031,Wood,101.2,19.9,1340.0,Point,,matlab,0.0,,c7f2d1d68a3465fcf7a8bfd70e7c5b28,http://lipdverse.org/iso2k/1_0_0/TR11XUPH.html,2002,1550,0,wood,0,0,this compilation,iso2k100_TR11XUPH,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:53 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR11XUPH00): interpretation2_scope: '' has been replaced by 'isotope'""], [""d18O (TR11XUPH00): interpretation3_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:40 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRNU1Vs1fP3InxR0WV', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Chenxi X.,,,,,,,10.1016/j.palaeo.2013.06.025,2013.0,"Xu, C., Sano, M. and Nakatsuka, T.: A 400-year record of hydroclimate variability and local ENSO history in northern Southeast Asia inferred from tree-ring δ18O, Palaeogeography, Palaeoclimatology, Palaeoecology, 386, 588–598, doi:10.1016/j.palaeo.2013.06.025, 2013.",,,"Phu Leuy, Northern Laos",context.jsonld,1.3,meas,paleo0measurement0,nan,TR11XUPH.paleo0measurement0.csv
TR11XUPH,paleoData,57.062892031,Wood,101.2,19.9,1340.0,Point,,matlab,0.0,,c7f2d1d68a3465fcf7a8bfd70e7c5b28,http://lipdverse.org/iso2k/1_0_0/TR11XUPH.html,2002,1550,0,wood,0,0,this compilation,iso2k100_TR11XUPH,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:53 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR11XUPH00): interpretation2_scope: '' has been replaced by 'isotope'""], [""d18O (TR11XUPH00): interpretation3_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:40 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRNU1Vs1fP3InxR0WV', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Chenxi X.,,,,,,,10.1016/j.palaeo.2013.06.025,2013.0,"Xu, C., Sano, M. and Nakatsuka, T.: A 400-year record of hydroclimate variability and local ENSO history in northern Southeast Asia inferred from tree-ring δ18O, Palaeogeography, Palaeoclimatology, Palaeoecology, 386, 588–598, doi:10.1016/j.palaeo.2013.06.025, 2013.",,,"Phu Leuy, Northern Laos",context.jsonld,1.3,meas,paleo0measurement0,nan,TR11XUPH.paleo0measurement0.csv
TR11XUPH,paleoData,57.062892031,Wood,101.2,19.9,1340.0,Point,,matlab,0.0,,c7f2d1d68a3465fcf7a8bfd70e7c5b28,http://lipdverse.org/iso2k/1_0_0/TR11XUPH.html,2002,1550,0,wood,0,0,this compilation,iso2k100_TR11XUPH,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:53 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR11XUPH00): interpretation2_scope: '' has been replaced by 'isotope'""], [""d18O (TR11XUPH00): interpretation3_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:40 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRNU1Vs1fP3InxR0WV', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Chenxi X.,,,,,,,10.1016/j.palaeo.2013.06.025,2013.0,"Xu, C., Sano, M. and Nakatsuka, T.: A 400-year record of hydroclimate variability and local ENSO history in northern Southeast Asia inferred from tree-ring δ18O, Palaeogeography, Palaeoclimatology, Palaeoecology, 386, 588–598, doi:10.1016/j.palaeo.2013.06.025, 2013.",,,"Phu Leuy, Northern Laos",context.jsonld,1.3,meas,paleo0measurement0,nan,TR11XUPH.paleo0measurement0.csv
TR11XUPH,paleoData,57.062892031,Wood,101.2,19.9,1340.0,Point,,matlab,0.0,,c7f2d1d68a3465fcf7a8bfd70e7c5b28,http://lipdverse.org/iso2k/1_0_0/TR11XUPH.html,2002,1550,0,wood,0,0,this compilation,iso2k100_TR11XUPH,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:53 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR11XUPH00): interpretation2_scope: '' has been replaced by 'isotope'""], [""d18O (TR11XUPH00): interpretation3_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:40 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRNU1Vs1fP3InxR0WV', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Chenxi X.,,,,,,,10.1016/j.palaeo.2013.06.025,2013.0,"Xu, C., Sano, M. and Nakatsuka, T.: A 400-year record of hydroclimate variability and local ENSO history in northern Southeast Asia inferred from tree-ring δ18O, Palaeogeography, Palaeoclimatology, Palaeoecology, 386, 588–598, doi:10.1016/j.palaeo.2013.06.025, 2013.",,,"Phu Leuy, Northern Laos",context.jsonld,1.3,meas,paleo0measurement0,nan,TR11XUPH.paleo0measurement0.csv
TR11XUPH,paleoData,57.062892031,Wood,101.2,19.9,1340.0,Point,,matlab,0.0,,c7f2d1d68a3465fcf7a8bfd70e7c5b28,http://lipdverse.org/iso2k/1_0_0/TR11XUPH.html,2002,1550,0,wood,0,0,this compilation,iso2k100_TR11XUPH,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:53 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR11XUPH00): interpretation2_scope: '' has been replaced by 'isotope'""], [""d18O (TR11XUPH00): interpretation3_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:40 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRNU1Vs1fP3InxR0WV', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Chenxi X.,,,,,,,10.1016/j.palaeo.2013.06.025,2013.0,"Xu, C., Sano, M. and Nakatsuka, T.: A 400-year record of hydroclimate variability and local ENSO history in northern Southeast Asia inferred from tree-ring δ18O, Palaeogeography, Palaeoclimatology, Palaeoecology, 386, 588–598, doi:10.1016/j.palaeo.2013.06.025, 2013.",,,"Phu Leuy, Northern Laos",context.jsonld,1.3,meas,paleo0measurement0,nan,TR11XUPH.paleo0measurement0.csv
TR13SAWA00,paleoData,57.062892031,Wood,90.0,27.983,3500.0,Point,Wache2013d18O,matlab,0.0,"Sano, M.; Tshering, P.; Komori, J.; Fujita, K.; Xu, C.; Nakatsuka, T.",903de353239353753f8600f8a756fc25,http://lipdverse.org/iso2k/1_0_0/TR13SAWA00.html,2011,1743,0,wood,0,0,https://www.ncdc.noaa.gov/paleo/study/22548,iso2k100_TR13SAWA00,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:55 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (WEBa8749551): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:52 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRUD7tatpDQyumVUED', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Sano M.,,Journal of Geophysical Research: Atmospheres,8399-8410,American Geophysical Union (AGU),May-September precipitation in the Bhutan Himalaya since 1743 as reconstructed from tree ring cellulose δ18O,article-journal,10.1002/jgrd.50664,2013.0,"Sano, M., Tshering, P., Komori, J., Fujita, K., Xu, C. and Nakatsuka, T.: May-September precipitation in the Bhutan Himalaya since 1743 as reconstructed from tree ring cellulose δ18O, Journal of Geophysical Research: Atmospheres, 118(15), 8399–8410, doi:10.1002/jgrd.50664, 2013.",Bhutan,"Central Himalaya, Bhutan","Wache, Bhutan",context.jsonld,1.3,meas,paleo0measurement0,nan,TR13SAWA00.paleo0measurement0.csv
TR13SAWA00,paleoData,57.062892031,Wood,90.0,27.983,3500.0,Point,Wache2013d18O,matlab,0.0,"Sano, M.; Tshering, P.; Komori, J.; Fujita, K.; Xu, C.; Nakatsuka, T.",903de353239353753f8600f8a756fc25,http://lipdverse.org/iso2k/1_0_0/TR13SAWA00.html,2011,1743,0,wood,0,0,https://www.ncdc.noaa.gov/paleo/study/22548,iso2k100_TR13SAWA00,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:55 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (WEBa8749551): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:52 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRUD7tatpDQyumVUED', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Sano M.,,Journal of Geophysical Research: Atmospheres,8399-8410,American Geophysical Union (AGU),May-September precipitation in the Bhutan Himalaya since 1743 as reconstructed from tree ring cellulose δ18O,article-journal,10.1002/jgrd.50664,2013.0,"Sano, M., Tshering, P., Komori, J., Fujita, K., Xu, C. and Nakatsuka, T.: May-September precipitation in the Bhutan Himalaya since 1743 as reconstructed from tree ring cellulose δ18O, Journal of Geophysical Research: Atmospheres, 118(15), 8399–8410, doi:10.1002/jgrd.50664, 2013.",Bhutan,"Central Himalaya, Bhutan","Wache, Bhutan",context.jsonld,1.3,meas,paleo0measurement0,nan,TR13SAWA00.paleo0measurement0.csv
TR06TRBO,paleoData,57.062892031,Wood,74.98,36.62,3900.0,Point,,matlab,0.0,,fa046a9fb5901771a817ad49534848e9,http://lipdverse.org/iso2k/1_0_0/TR06TRBO.html,1998,1000,0,wood,0,0,https://www.ncdc.noaa.gov/paleo/study/20904,iso2k100_TR06TRBO,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:51 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR06TRBO00): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (TR06TRBO00): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:05 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addROf34afuDIdTWJqDB', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Treydte K. S.,,,,,,,10.1038/nature04743,2006.0,"Treydte, K. S., Schleser, G. H., Helle, G., Frank, D. C., Winiger, M., Haug, G. H. and Esper, J.: The twentieth century was the wettest period in northern Pakistan over the past millennium, Nature, 440(7088), 1179–1182, doi:10.1038/nature04743, 2006.",,,"Boibar Valley, Northern Pakistan",context.jsonld,1.3,meas,paleo0measurement0,nan,TR06TRBO.paleo0measurement0.csv
TR06TRBO,paleoData,57.062892031,Wood,74.98,36.62,3900.0,Point,,matlab,0.0,,fa046a9fb5901771a817ad49534848e9,http://lipdverse.org/iso2k/1_0_0/TR06TRBO.html,1998,1000,0,wood,0,0,https://www.ncdc.noaa.gov/paleo/study/20904,iso2k100_TR06TRBO,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:51 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (TR06TRBO00): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (TR06TRBO00): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:09:05 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addROf34afuDIdTWJqDB', with variable name 'yearEnsemble', was added to the dataset""]]}}]",Treydte K. S.,,,,,,,10.1038/nature04743,2006.0,"Treydte, K. S., Schleser, G. H., Helle, G., Frank, D. C., Winiger, M., Haug, G. H. and Esper, J.: The twentieth century was the wettest period in northern Pakistan over the past millennium, Nature, 440(7088), 1179–1182, doi:10.1038/nature04743, 2006.",,,"Boibar Valley, Northern Pakistan",context.jsonld,1.3,meas,paleo0measurement0,nan,TR06TRBO.paleo0measurement0.csv
TR17GRTP,paleoData,57.062892031,Wood,97.033,31.15,4500.0,,,lipd.net,,Jussi Grießinger,,http://lipdverse.org/iso2k/1_0_0/TR17GRTP.html,2010,489,0,,0,0,this compilation,iso2k100_TR17GRTP,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:57 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (WEB1d361c0a): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (WEB1d361c0a): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:20 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRjq1Ryu8ivNJB0KMQ', with variable name 'yearEnsemble', was added to the dataset""]]}}]","GrieSSinger, Jussi;Braeuning, Achim;Helle, Gerhard;Hochreuther, Philipp;Schleser, Gerhard",,Quaternary International,52-59,Elsevier BV,Late Holocene relative humidity history on the southeastern Tibetan plateau inferred from a tree-ring δ 18 O record: Recent decrease and conditions during the last 1500 years,article-journal,10.1016/j.quaint.2016.02.011,2017.0,"GrieSSinger, J., Braeuning, A., Helle, G., Hochreuther, P. and Schleser, G.: Late Holocene relative humidity history on the southeastern Tibetan plateau inferred from a tree-ring δ 18 O record: Recent decrease and conditions during the last 1500 years, Quaternary International, 430, 52–59, doi:10.1016/j.quaint.2016.02.011, 2017.",,"Tibetan Plateau, China","Qamdo, China",context.jsonld,1.3,meas,paleo0measurement0,nan,TR17GRTP.paleo0measurement0.csv
TR17GRTP,paleoData,57.062892031,Wood,97.033,31.15,4500.0,,,lipd.net,,Jussi Grießinger,,http://lipdverse.org/iso2k/1_0_0/TR17GRTP.html,2010,489,0,,0,0,this compilation,iso2k100_TR17GRTP,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:57 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (WEB1d361c0a): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (WEB1d361c0a): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:20 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addRjq1Ryu8ivNJB0KMQ', with variable name 'yearEnsemble', was added to the dataset""]]}}]","GrieSSinger, Jussi;Braeuning, Achim;Helle, Gerhard;Hochreuther, Philipp;Schleser, Gerhard",,Quaternary International,52-59,Elsevier BV,Late Holocene relative humidity history on the southeastern Tibetan plateau inferred from a tree-ring δ 18 O record: Recent decrease and conditions during the last 1500 years,article-journal,10.1016/j.quaint.2016.02.011,2017.0,"GrieSSinger, J., Braeuning, A., Helle, G., Hochreuther, P. and Schleser, G.: Late Holocene relative humidity history on the southeastern Tibetan plateau inferred from a tree-ring δ 18 O record: Recent decrease and conditions during the last 1500 years, Quaternary International, 430, 52–59, doi:10.1016/j.quaint.2016.02.011, 2017.",,"Tibetan Plateau, China","Qamdo, China",context.jsonld,1.3,meas,paleo0measurement0,nan,TR17GRTP.paleo0measurement0.csv
TR16WEMI,paleoData,57.062892031,Wood,96.43,29.45,3950.0,Point,,lipd.net,,"Wernicke, Jakob",,http://lipdverse.org/iso2k/1_0_0/TR16WEMI.html,2011,1592,0,,0,0,https://doi.org/10.1594/PANGAEA.869839,iso2k100_TR16WEMI,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:57 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (WEB3e43f177): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (WEB3e43f177): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:12 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addR9wdrLEOIoFkL3y43', with variable name 'yearEnsemble', was added to the dataset""]]}}]",,,Global and Planetary Change,26-35,Elsevier BV,Multi-century humidity reconstructions from the southeastern Tibetan Plateau inferred from tree-ring δ 18 O,article-journal,10.1016/j.gloplacha.2016.12.013,,"Wernicke, J., Hochreuther, P., GrieSSinger, J., Zhu, H., Wang, L. and Braeuning, A.: Multi-century humidity reconstructions from the southeastern Tibetan Plateau inferred from tree-ring δ18O, Global and Planetary Change, 149, 26–35, doi:10.1016/j.gloplacha.2016.12.013, 2017.",,"Tibet Plateau, China","MiMei, China",context.jsonld,1.3,meas,paleo0measurement0,nan,TR16WEMI.paleo0measurement0.csv
TR16WEMI,paleoData,57.062892031,Wood,96.43,29.45,3950.0,Point,,lipd.net,,"Wernicke, Jakob",,http://lipdverse.org/iso2k/1_0_0/TR16WEMI.html,2011,1592,0,,0,0,https://doi.org/10.1594/PANGAEA.869839,iso2k100_TR16WEMI,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:57 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (WEB3e43f177): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (WEB3e43f177): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:12 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addR9wdrLEOIoFkL3y43', with variable name 'yearEnsemble', was added to the dataset""]]}}]",,,Global and Planetary Change,26-35,Elsevier BV,Multi-century humidity reconstructions from the southeastern Tibetan Plateau inferred from tree-ring δ 18 O,article-journal,10.1016/j.gloplacha.2016.12.013,,"Wernicke, J., Hochreuther, P., GrieSSinger, J., Zhu, H., Wang, L. and Braeuning, A.: Multi-century humidity reconstructions from the southeastern Tibetan Plateau inferred from tree-ring δ18O, Global and Planetary Change, 149, 26–35, doi:10.1016/j.gloplacha.2016.12.013, 2017.",,"Tibet Plateau, China","MiMei, China",context.jsonld,1.3,meas,paleo0measurement0,nan,TR16WEMI.paleo0measurement0.csv
TR16WEXI,paleoData,57.062892031,Wood,95.07,30.42,3100.0,Point,,lipd.net,,"Wernicke, Jakob",,http://lipdverse.org/iso2k/1_0_0/TR16WEXI.html,2012,1352,0,,0,0,https://doi.org/10.1594/PANGAEA.869840,iso2k100_TR16WEXI,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:57 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (WEB640da8ea): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (WEB640da8ea): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:15 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addR5zETtHt2W2h3VCfB', with variable name 'yearEnsemble', was added to the dataset""]]}}]",,,Global and Planetary Change,26-35,Elsevier BV,Multi-century humidity reconstructions from the southeastern Tibetan Plateau inferred from tree-ring δ 18 O,article-journal,10.1016/j.gloplacha.2016.12.013,,"Wernicke, J., Hochreuther, P., GrieSSinger, J., Zhu, H., Wang, L. and Braeuning, A.: Multi-century humidity reconstructions from the southeastern Tibetan Plateau inferred from tree-ring δ18O, Global and Planetary Change, 149, 26–35, doi:10.1016/j.gloplacha.2016.12.013, 2017.",,"Tibet Plateau, China","Xinpu, China",context.jsonld,1.3,meas,paleo0measurement0,nan,TR16WEXI.paleo0measurement0.csv
TR16WEXI,paleoData,57.062892031,Wood,95.07,30.42,3100.0,Point,,lipd.net,,"Wernicke, Jakob",,http://lipdverse.org/iso2k/1_0_0/TR16WEXI.html,2012,1352,0,,0,0,https://doi.org/10.1594/PANGAEA.869840,iso2k100_TR16WEXI,"[{'version': '1.0.2', 'lastVersion': '1.0.1', 'curator': 'nicholas', 'timestamp': '2022-08-16 23:29:57 UTC', 'changes': {'Paleo Interpretation metadata': [[""d18O (WEB640da8ea): interpretation3_scope: '' has been replaced by 'isotope'""], [""d18O (WEB640da8ea): interpretation4_scope: '' has been replaced by 'isotope'""]]}}, {'version': '1.0.1', 'lastVersion': '1.0.0', 'curator': 'nicholas', 'timestamp': '2022-08-12 20:10:15 UTC', 'notes': 'Updated lipdverse database entry with a changed file.', 'changes': {'Dataset': [['chronData has been added to this dataset']], 'ChronData table': [[""Column 'addR5zETtHt2W2h3VCfB', with variable name 'yearEnsemble', was added to the dataset""]]}}]",,,Global and Planetary Change,26-35,Elsevier BV,Multi-century humidity reconstructions from the southeastern Tibetan Plateau inferred from tree-ring δ 18 O,article-journal,10.1016/j.gloplacha.2016.12.013,,"Wernicke, J., Hochreuther, P., GrieSSinger, J., Zhu, H., Wang, L. and Braeuning, A.: Multi-century humidity reconstructions from the southeastern Tibetan Plateau inferred from tree-ring δ18O, Global and Planetary Change, 149, 26–35, doi:10.1016/j.gloplacha.2016.12.013, 2017.",,"Tibet Plateau, China","Xinpu, China",context.jsonld,1.3,meas,paleo0measurement0,nan,TR16WEXI.paleo0measurement0.csv
