dataSetName,mode,time_id,archiveType,geo_meanLon,geo_meanLat,geo_meanElev,geo_type,collectionName,tagMD5,maxYear,minYear,pub1_author,pub1_journal,pub1_pages,pub1_title,pub1_type,pub1_doi,pub1_year,geo_siteName,@context,lipdVersion,tableType,paleoData_tableName,paleoData_missingValue,paleoData_filename,pub1_publisher,investigators
Asi-LAJQIN.PAGES2k.2013,paleoData,101.122263087,tree,100.72,34.72,1750.0,Feature,,2667e897c09fb44e381d50dba60e812c,2004.0,1446.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,LAJQIN,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-LAJQIN.PAGES2k.2013.paleo0measurement0.csv,,
Asi-NEPA003.Krusic.2013,paleoData,101.122263087,tree,82.08,29.48,3700.0,Feature,,1e177a280d73b50849596a4c59f1c653,1997.0,1420.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,NEPA003,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-NEPA003.Krusic.2013.paleo0measurement0.csv,,
Asi-NEPA003.Krusic.2013,paleoData,101.122263087,tree,82.08,29.48,3700.0,Feature,,1e177a280d73b50849596a4c59f1c653,1997.0,1420.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,NEPA003,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-NEPA003.Krusic.2013.paleo0measurement0.csv,,
Asi-QUMAJP.PAGES2k.2013,paleoData,101.122263087,tree,96.13,33.8,3400.0,Feature,,15cb56b667685ed4eb7af8dfd71e2a54,2002.0,1480.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,QUMAJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-QUMAJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-QUMAJP.PAGES2k.2013,paleoData,101.122263087,tree,96.13,33.8,3400.0,Feature,,15cb56b667685ed4eb7af8dfd71e2a54,2002.0,1480.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,QUMAJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-QUMAJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-CHIN053.Shao.2013,paleoData,101.122263087,tree,98.05,37.43,4600.0,Feature,,0b2c9b99038525d17eb0ab9b79521c2d,2002.0,451.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN053,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN053.Shao.2013.paleo0measurement0.csv,,
Asi-CHIN053.Shao.2013,paleoData,101.122263087,tree,98.05,37.43,4600.0,Feature,,0b2c9b99038525d17eb0ab9b79521c2d,2002.0,451.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN053,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN053.Shao.2013.paleo0measurement0.csv,,
Asi-CHIN043.Brauning.2013,paleoData,101.122263087,tree,91.97,29.3,3900.0,Feature,,dab0d057ae570cdf7b57e96343ceccf0,1998.0,1217.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN043,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN043.Brauning.2013.paleo0measurement0.csv,,
Asi-CHIN043.Brauning.2013,paleoData,101.122263087,tree,91.97,29.3,3900.0,Feature,,dab0d057ae570cdf7b57e96343ceccf0,1998.0,1217.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN043,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN043.Brauning.2013.paleo0measurement0.csv,,
Asi-CHIN037.Fan.2013,paleoData,101.122263087,tree,99.35,27.58,100.0,Feature,,4ec28a3438a2482aade2f6dca54602c5,2005.0,1429.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN037,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN037.Fan.2013.paleo0measurement0.csv,,
Asi-CHIN037.Fan.2013,paleoData,101.122263087,tree,99.35,27.58,100.0,Feature,,4ec28a3438a2482aade2f6dca54602c5,2005.0,1429.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN037,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN037.Fan.2013.paleo0measurement0.csv,,
Asi-BT018.Cook.2010,paleoData,101.122263087,tree,89.75,27.95,2150.0,Feature,,44e95e51515ee88cfe9ff4c94337722d,2006.0,1453.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,BT018,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-BT018.Cook.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-BT018.Cook.2010,paleoData,101.122263087,tree,89.75,27.95,2150.0,Feature,,44e95e51515ee88cfe9ff4c94337722d,2006.0,1453.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,BT018,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-BT018.Cook.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-PAKI015.Esper.2007,paleoData,101.122263087,tree,75.5,35.17,3300.0,Feature,,c53a636ed2fc151ead87cec640f7663f,1993.0,736.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI015,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI015.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-PAKI015.Esper.2007,paleoData,101.122263087,tree,75.5,35.17,3300.0,Feature,,c53a636ed2fc151ead87cec640f7663f,1993.0,736.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI015,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI015.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-KERALA.PAGES2k.2013,paleoData,101.122263087,tree,76.67,10.0,3100.0,Feature,,4e0c689302060992f5d197fe6a33221d,2003.0,1481.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,KERALA,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KERALA.PAGES2k.2013.paleo0measurement0.csv,,
Asi-KERALA.PAGES2k.2013,paleoData,101.122263087,tree,76.67,10.0,3100.0,Feature,,4e0c689302060992f5d197fe6a33221d,2003.0,1481.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,KERALA,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KERALA.PAGES2k.2013.paleo0measurement0.csv,,
Asi-PAKI017.Cook.2013,paleoData,101.122263087,tree,74.8,35.33,3300.0,Feature,,8c79e3f64496a9a9bf86abd011c8d53f,2005.0,1505.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI017,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI017.Cook.2013.paleo0measurement0.csv,,
Asi-PAKI017.Cook.2013,paleoData,101.122263087,tree,74.8,35.33,3300.0,Feature,,8c79e3f64496a9a9bf86abd011c8d53f,2005.0,1505.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI017,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI017.Cook.2013.paleo0measurement0.csv,,
Asi-CHIN048.Brauning.2013,paleoData,101.122263087,tree,91.52,30.3,700.0,Feature,,eea555353f2159fbebc1c97058cda925,1998.0,1080.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN048,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN048.Brauning.2013.paleo0measurement0.csv,,
Asi-CHIN048.Brauning.2013,paleoData,101.122263087,tree,91.52,30.3,700.0,Feature,,eea555353f2159fbebc1c97058cda925,1998.0,1080.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN048,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN048.Brauning.2013.paleo0measurement0.csv,,
Asi-ENEPAB.PAGES2k.2013,paleoData,101.122263087,tree,87.2,27.73,3300.0,Feature,,b2bbc735a8cdc7db6d896b6f0975cedb,1999.0,1509.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,ENEPAB,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-ENEPAB.PAGES2k.2013.paleo0measurement0.csv,,
Asi-ENEPAB.PAGES2k.2013,paleoData,101.122263087,tree,87.2,27.73,3300.0,Feature,,b2bbc735a8cdc7db6d896b6f0975cedb,1999.0,1509.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,ENEPAB,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-ENEPAB.PAGES2k.2013.paleo0measurement0.csv,,
Asi-KYRG013.Solomina.2013,paleoData,101.122263087,tree,79.47,42.15,320.0,Feature,,61313f749be3340bbd7679d775fb21c3,2005.0,1301.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,KYRG013,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KYRG013.Solomina.2013.paleo0measurement0.csv,,
Asi-KYRG013.Solomina.2013,paleoData,101.122263087,tree,79.47,42.15,320.0,Feature,,61313f749be3340bbd7679d775fb21c3,2005.0,1301.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,KYRG013,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KYRG013.Solomina.2013.paleo0measurement0.csv,,
Asi-PAKI002.Esper.2007,paleoData,101.122263087,tree,74.58,36.03,5000.0,Feature,,716117e1863d8780926a5d4873f19f15,1993.0,1369.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI002,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI002.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-PAKI002.Esper.2007,paleoData,101.122263087,tree,74.58,36.03,5000.0,Feature,,716117e1863d8780926a5d4873f19f15,1993.0,1369.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI002,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI002.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-CHIN020.Li.2010,paleoData,101.122263087,tree,100.27,30.23,2150.0,Feature,,ab9b27e9d4e5aac14d595b6e7590c968,2007.0,1306.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,CHIN020,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN020.Li.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-CHIN020.Li.2010,paleoData,101.122263087,tree,100.27,30.23,2150.0,Feature,,ab9b27e9d4e5aac14d595b6e7590c968,2007.0,1306.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,CHIN020,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN020.Li.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-PAKI018.Cook.2013,paleoData,101.122263087,tree,74.8,35.33,3200.0,Feature,,41173161a9daee6820b656843c873401,2005.0,1317.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI018,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI018.Cook.2013.paleo0measurement0.csv,,
Asi-PAKI018.Cook.2013,paleoData,101.122263087,tree,74.8,35.33,3200.0,Feature,,41173161a9daee6820b656843c873401,2005.0,1317.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI018,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI018.Cook.2013.paleo0measurement0.csv,,
Asi-KYRG015.Solomina.2013,paleoData,101.122263087,tree,79.45,42.15,2200.0,Feature,,1c69607b2283adafe0e83d0d4f14c911,2005.0,1528.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,KYRG015,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KYRG015.Solomina.2013.paleo0measurement0.csv,,
Asi-KYRG015.Solomina.2013,paleoData,101.122263087,tree,79.45,42.15,2200.0,Feature,,1c69607b2283adafe0e83d0d4f14c911,2005.0,1528.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,KYRG015,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KYRG015.Solomina.2013.paleo0measurement0.csv,,
Asi-CHIN005.Sheppard.2013,paleoData,101.122263087,tree,98.08,37.0,100.0,Feature,,0c65b86be804bde7a4237742007aee69,1993.0,840.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN005,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN005.Sheppard.2013.paleo0measurement0.csv,,
Asi-CHIN005.Sheppard.2013,paleoData,101.122263087,tree,98.08,37.0,100.0,Feature,,0c65b86be804bde7a4237742007aee69,1993.0,840.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN005,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN005.Sheppard.2013.paleo0measurement0.csv,,
Asi-CHIN060.Shao.2013,paleoData,101.122263087,tree,98.4,37.32,3980.0,Feature,,2ddbaa9200af5a0592b3c7a4ac2189a5,2003.0,943.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN060,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN060.Shao.2013.paleo0measurement0.csv,,
Asi-CHIN060.Shao.2013,paleoData,101.122263087,tree,98.4,37.32,3980.0,Feature,,2ddbaa9200af5a0592b3c7a4ac2189a5,2003.0,943.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN060,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN060.Shao.2013.paleo0measurement0.csv,,
Asi-MQFXJP.PAGES2k.2013,paleoData,101.122263087,tree,99.68,34.75,700.0,Feature,,f23a59e310775e182167a9d443e8dd9a,2002.0,1230.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,MQFXJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-MQFXJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-MQFXJP.PAGES2k.2013,paleoData,101.122263087,tree,99.68,34.75,700.0,Feature,,f23a59e310775e182167a9d443e8dd9a,2002.0,1230.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,MQFXJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-MQFXJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-CHIN045.Brauning.2013,paleoData,101.122263087,tree,94.67,29.62,2300.0,Feature,,af93346f7e5be69313358ead8fcfcfba,1993.0,1568.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN045,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN045.Brauning.2013.paleo0measurement0.csv,,
Asi-CHIN045.Brauning.2013,paleoData,101.122263087,tree,94.67,29.62,2300.0,Feature,,af93346f7e5be69313358ead8fcfcfba,1993.0,1568.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN045,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN045.Brauning.2013.paleo0measurement0.csv,,
Asi-PAKI030.Cook.2013,paleoData,101.122263087,tree,74.18,35.88,3630.0,Feature,,b13b3f77296cccf078a9bee796866438,2008.0,1574.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI030,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI030.Cook.2013.paleo0measurement0.csv,,
Asi-PAKI030.Cook.2013,paleoData,101.122263087,tree,74.18,35.88,3630.0,Feature,,b13b3f77296cccf078a9bee796866438,2008.0,1574.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI030,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI030.Cook.2013.paleo0measurement0.csv,,
Asi-WEXYUN.Wright.2010,paleoData,101.122263087,tree,99.3,27.33,3800.0,Feature,,b2e04ff15e001aeae93e9f7744e55a62,2007.0,1348.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,CHIN027,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-WEXYUN.Wright.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-WEXYUN.Wright.2010,paleoData,101.122263087,tree,99.3,27.33,3800.0,Feature,,b2e04ff15e001aeae93e9f7744e55a62,2007.0,1348.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,CHIN027,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-WEXYUN.Wright.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-MQAXJP.PAGES2k.2013,paleoData,101.122263087,tree,100.35,35.07,700.0,Feature,,e78f0a7770e69a95a736d0c7bf822a99,2001.0,1082.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,MQAXJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-MQAXJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-MQAXJP.PAGES2k.2013,paleoData,101.122263087,tree,100.35,35.07,700.0,Feature,,e78f0a7770e69a95a736d0c7bf822a99,2001.0,1082.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,MQAXJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-MQAXJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-PAKI024.Cook.2013,paleoData,101.122263087,tree,74.58,35.03,1830.0,Feature,,e23f73854f60ea9d2022b600752a5c9f,2005.0,1394.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI024,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI024.Cook.2013.paleo0measurement0.csv,,
