dataSetName,mode,time_id,archiveType,geo_meanLon,geo_meanLat,geo_meanElev,geo_type,collectionName,tagMD5,maxYear,minYear,pub1_author,pub1_journal,pub1_pages,pub1_title,pub1_type,pub1_doi,pub1_year,geo_siteName,@context,lipdVersion,tableType,paleoData_tableName,paleoData_missingValue,paleoData_filename,pub1_publisher,investigators
Asi-PAKI010.Esper.2007,paleoData,101.122263087,tree,75.08,36.58,3740.0,Feature,,c9a0641b3db4848abcdddf1e2afc14d0,1990.0,968.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI010,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI010.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-NEPA021.Krusic.2013,paleoData,101.122263087,tree,88.02,27.5,3400.0,Feature,,b8ff7bcc1eebc28ad20ab92666d19208,1999.0,1525.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,NEPA021,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-NEPA021.Krusic.2013.paleo0measurement0.csv,,
Asi-NEPA021.Krusic.2013,paleoData,101.122263087,tree,88.02,27.5,3400.0,Feature,,b8ff7bcc1eebc28ad20ab92666d19208,1999.0,1525.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,NEPA021,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-NEPA021.Krusic.2013.paleo0measurement0.csv,,
Asi-BHUTSP.PAGES2k.2013,paleoData,101.122263087,tree,90.0,27.45,1300.0,Feature,,308982a28b93817e3f0af52ec035d524,2005.0,1280.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,BHUTSP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-BHUTSP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-BHUTSP.PAGES2k.2013,paleoData,101.122263087,tree,90.0,27.45,1300.0,Feature,,308982a28b93817e3f0af52ec035d524,2005.0,1280.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,BHUTSP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-BHUTSP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-PAKI029.Cook.2013,paleoData,101.122263087,tree,74.33,35.83,3200.0,Feature,,4e9934adedbbef2fa27eeeb3b48dd9a2,2008.0,1523.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI029,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI029.Cook.2013.paleo0measurement0.csv,,
Asi-PAKI029.Cook.2013,paleoData,101.122263087,tree,74.33,35.83,3200.0,Feature,,4e9934adedbbef2fa27eeeb3b48dd9a2,2008.0,1523.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,PAKI029,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI029.Cook.2013.paleo0measurement0.csv,,
Asi-HXBURU.PAGES2k.2013,paleoData,101.122263087,tree,87.18,43.18,3400.0,Feature,,6ee3d5ddb9ddbe331dd0c89b71510858,1993.0,1543.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,HXBURU,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-HXBURU.PAGES2k.2013.paleo0measurement0.csv,,
Asi-HXBURU.PAGES2k.2013,paleoData,101.122263087,tree,87.18,43.18,3400.0,Feature,,6ee3d5ddb9ddbe331dd0c89b71510858,1993.0,1543.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,HXBURU,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-HXBURU.PAGES2k.2013.paleo0measurement0.csv,,
Asi-PAKI007.Esper.2007,paleoData,101.122263087,tree,74.03,36.33,3330.0,Feature,,9b0bf3cdf295fa6bf33384b8736357fe,1993.0,1141.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI007,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI007.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-PAKI007.Esper.2007,paleoData,101.122263087,tree,74.03,36.33,3330.0,Feature,,9b0bf3cdf295fa6bf33384b8736357fe,1993.0,1141.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI007,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI007.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-CHIN044.Brauning.2013,paleoData,101.122263087,tree,93.95,29.07,2400.0,Feature,,0894c0417e810238539387aa627eef7c,1993.0,1047.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN044,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN044.Brauning.2013.paleo0measurement0.csv,,
Asi-CHIN044.Brauning.2013,paleoData,101.122263087,tree,93.95,29.07,2400.0,Feature,,0894c0417e810238539387aa627eef7c,1993.0,1047.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN044,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN044.Brauning.2013.paleo0measurement0.csv,,
Asi-CHIN051.Shao.2013,paleoData,101.122263087,tree,97.22,37.47,3000.0,Feature,,8c70d0f2df94cce2320f26e6c572deff,2001.0,828.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN051,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN051.Shao.2013.paleo0measurement0.csv,,
Asi-CHIN051.Shao.2013,paleoData,101.122263087,tree,97.22,37.47,3000.0,Feature,,8c70d0f2df94cce2320f26e6c572deff,2001.0,828.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN051,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN051.Shao.2013.paleo0measurement0.csv,,
Asi-CHIN029.Krusic.2010,paleoData,101.122263087,tree,93.3,43.85,4150.0,Feature,,4dab1114cb4b0859dede63d885181dac,2002.0,1571.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,CHIN029,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN029.Krusic.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-CHIN029.Krusic.2010,paleoData,101.122263087,tree,93.3,43.85,4150.0,Feature,,4dab1114cb4b0859dede63d885181dac,2002.0,1571.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,CHIN029,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN029.Krusic.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-ZHANGX.PAGES2k.2010,paleoData,101.122263087,tree,104.47,34.63,2900.0,Feature,,91cea060eb2f6ca14a462fb4cdbb95dd,2006.0,1568.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,ZHANGX,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-ZHANGX.PAGES2k.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-ZHANGX.PAGES2k.2010,paleoData,101.122263087,tree,104.47,34.63,2900.0,Feature,,91cea060eb2f6ca14a462fb4cdbb95dd,2006.0,1568.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,ZHANGX,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-ZHANGX.PAGES2k.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-ZHIDJP.Shao.2003,paleoData,101.122263087,tree,96.28,33.72,3800.0,Feature,,1c149fdd5e0734ee645b60a0e8cfe1ac,2002.0,1374.0,Ningsheng Qin;Xuemei Shao;Liya Jin;Qingchun Wang;Xide Zhu;Zhenyu Wang;Jinbao L,Chinese Science Bulletin,2484-2488,Climate change over southern Qinghai Plateau in the past 500 years recorded in Sabina tibetica tree rings,article,10.1360/03wd0088,2003,ZHIDJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-ZHIDJP.Shao.2003.paleo0measurement0.csv,,
Asi-ZHIDJP.Shao.2003,paleoData,101.122263087,tree,96.28,33.72,3800.0,Feature,,1c149fdd5e0734ee645b60a0e8cfe1ac,2002.0,1374.0,Ningsheng Qin;Xuemei Shao;Liya Jin;Qingchun Wang;Xide Zhu;Zhenyu Wang;Jinbao L,Chinese Science Bulletin,2484-2488,Climate change over southern Qinghai Plateau in the past 500 years recorded in Sabina tibetica tree rings,article,10.1360/03wd0088,2003,ZHIDJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-ZHIDJP.Shao.2003.paleo0measurement0.csv,,
Asi-KYRG014.Solomina.2013,paleoData,101.122263087,tree,78.97,42.42,69.0,Feature,,b6aad880f9dd18dd42e036c7ed30fff6,2005.0,1551.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,KYRG014,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KYRG014.Solomina.2013.paleo0measurement0.csv,,
Asi-KYRG014.Solomina.2013,paleoData,101.122263087,tree,78.97,42.42,69.0,Feature,,b6aad880f9dd18dd42e036c7ed30fff6,2005.0,1551.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,KYRG014,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KYRG014.Solomina.2013.paleo0measurement0.csv,,
Asi-NEPA010.Krusic.2013,paleoData,101.122263087,tree,86.45,27.7,3700.0,Feature,,806e6df6b2c37fb6b75414f76f1319bd,1998.0,1417.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,NEPA010,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-NEPA010.Krusic.2013.paleo0measurement0.csv,,
Asi-NEPA010.Krusic.2013,paleoData,101.122263087,tree,86.45,27.7,3700.0,Feature,,806e6df6b2c37fb6b75414f76f1319bd,1998.0,1417.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,NEPA010,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-NEPA010.Krusic.2013.paleo0measurement0.csv,,
Asi-CHIN054.Shao.2013,paleoData,101.122263087,tree,97.78,37.45,2810.0,Feature,,1f0a2a0f861424da5a0718b74d4189fd,2003.0,711.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN054,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN054.Shao.2013.paleo0measurement0.csv,,
Asi-CHIN054.Shao.2013,paleoData,101.122263087,tree,97.78,37.45,2810.0,Feature,,1f0a2a0f861424da5a0718b74d4189fd,2003.0,711.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN054,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN054.Shao.2013.paleo0measurement0.csv,,
Asi-SANGTS.PAGES2k.2013,paleoData,101.122263087,tree,107.8,33.65,3750.0,Feature,,c5d6b5ad470dbe8e32d15b46fc35e6bd,1992.0,1575.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,SANGTS,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-SANGTS.PAGES2k.2013.paleo0measurement0.csv,,
Asi-SANGTS.PAGES2k.2013,paleoData,101.122263087,tree,107.8,33.65,3750.0,Feature,,c5d6b5ad470dbe8e32d15b46fc35e6bd,1992.0,1575.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,SANGTS,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-SANGTS.PAGES2k.2013.paleo0measurement0.csv,,
Asi-MQBXJP.PAGES2k.2013,paleoData,101.122263087,tree,99.78,34.78,800.0,Feature,,56a23d468c7471be94768fafd682e1b8,2002.0,470.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,MQBXJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-MQBXJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-MQBXJP.PAGES2k.2013,paleoData,101.122263087,tree,99.78,34.78,800.0,Feature,,56a23d468c7471be94768fafd682e1b8,2002.0,470.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,MQBXJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-MQBXJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-CHIN026.Wright.2010,paleoData,101.122263087,tree,99.8,27.62,2900.0,Feature,,0e2f38cb4662951635dfea6783874744,2007.0,1516.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,CHIN026,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN026.Wright.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-CHIN026.Wright.2010,paleoData,101.122263087,tree,99.8,27.62,2900.0,Feature,,0e2f38cb4662951635dfea6783874744,2007.0,1516.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,CHIN026,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN026.Wright.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-CHIN056.Shao.2013,paleoData,101.122263087,tree,110.08,34.47,4900.0,Feature,,34e6fb6582284add79912522d36b8fbe,2005.0,1458.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN056,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN056.Shao.2013.paleo0measurement0.csv,,
Asi-CHIN056.Shao.2013,paleoData,101.122263087,tree,110.08,34.47,4900.0,Feature,,34e6fb6582284add79912522d36b8fbe,2005.0,1458.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,CHIN056,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-CHIN056.Shao.2013.paleo0measurement0.csv,,
Asi-NEPA032.Krusic.2013,paleoData,101.122263087,tree,87.2,27.67,3300.0,Feature,,08fd366e75216c58b2c60cc758055714,1996.0,1546.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,NEPA032,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-NEPA032.Krusic.2013.paleo0measurement0.csv,,
Asi-NEPA032.Krusic.2013,paleoData,101.122263087,tree,87.2,27.67,3300.0,Feature,,08fd366e75216c58b2c60cc758055714,1996.0,1546.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,NEPA032,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-NEPA032.Krusic.2013.paleo0measurement0.csv,,
Asi-INDI025.Borgaonkar.2013,paleoData,101.122263087,tree,76.87,10.18,3200.0,Feature,,c7aff5a40be233da547bf08959230af9,2003.0,1481.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,INDI025,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-INDI025.Borgaonkar.2013.paleo0measurement0.csv,,
Asi-INDI025.Borgaonkar.2013,paleoData,101.122263087,tree,76.87,10.18,3200.0,Feature,,c7aff5a40be233da547bf08959230af9,2003.0,1481.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,INDI025,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-INDI025.Borgaonkar.2013.paleo0measurement0.csv,,
Asi-HBHXJP.PAGES2k.2013,paleoData,101.122263087,tree,100.82,34.78,2100.0,Feature,,f0f9700321de0326940917317e430d28,2002.0,1500.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,HBHXJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-HBHXJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-HBHXJP.PAGES2k.2013,paleoData,101.122263087,tree,100.82,34.78,2100.0,Feature,,f0f9700321de0326940917317e430d28,2002.0,1500.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,HBHXJP,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-HBHXJP.PAGES2k.2013.paleo0measurement0.csv,,
Asi-BT009.Cook.2010,paleoData,101.122263087,tree,90.97,27.42,1700.0,Feature,,8599735129ea0444d13d28ad8df15950,2002.0,1457.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,BT009,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-BT009.Cook.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-BT009.Cook.2010,paleoData,101.122263087,tree,90.97,27.42,1700.0,Feature,,8599735129ea0444d13d28ad8df15950,2002.0,1457.0,"Cook, E. R.;Anchukaitis, K. J.;Buckley, B. M.;DArrigo, R. D.;Jacoby, G. C.;Wright, W. E",Science,486-489,Asian Monsoon Failure and Megadrought During the Last Millennium,journal-article,10.1126/science.1185188,2010,BT009,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-BT009.Cook.2010.paleo0measurement0.csv,American Association for the Advancement of Science (AAAS),
Asi-PAKI012.Esper.2007,paleoData,101.122263087,tree,75.08,36.58,3033.0,Feature,,b515b9255c51d35425d0ff07a1bcad87,1990.0,1069.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI012,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI012.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-PAKI012.Esper.2007,paleoData,101.122263087,tree,75.08,36.58,3033.0,Feature,,b515b9255c51d35425d0ff07a1bcad87,1990.0,1069.0,"Esper, Jan;Frank, David C.;Wilson, Robert J. S.;Büntgen, Ulf;Treydte, Kersti",Trees,141-150,Uniform growth trends among central Asian low- and high-elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,PAKI012,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-PAKI012.Esper.2007.paleo0measurement0.csv,Springer Science + Business Media,
Asi-KYRG007.Esper.2007,paleoData,101.122263087,tree,72.58,40.17,4200.0,Feature,,10455f5cc467703d30d91f2512e2d396,1995.0,1157.0,"Esper, J;Frank, D C;Wilson, R J S;Büntgen, U;Treydte, ",Trees,141-150,Uniform growth trends among central Asian low and high elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,KYRG007,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KYRG007.Esper.2007.paleo0measurement0.csv,,
Asi-KYRG007.Esper.2007,paleoData,101.122263087,tree,72.58,40.17,4200.0,Feature,,10455f5cc467703d30d91f2512e2d396,1995.0,1157.0,"Esper, J;Frank, D C;Wilson, R J S;Büntgen, U;Treydte, ",Trees,141-150,Uniform growth trends among central Asian low and high elevation juniper tree sites,article,10.1007/s00468-006-0104-0,2007,KYRG007,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-KYRG007.Esper.2007.paleo0measurement0.csv,,
Asi-LAJQIN.PAGES2k.2013,paleoData,101.122263087,tree,100.72,34.72,1750.0,Feature,,2667e897c09fb44e381d50dba60e812c,2004.0,1446.0,"Cook, Edward R.;Krusic, Paul J.;Anchukaitis, Kevin J.;Buckley, Brendan M.;Nakatsuka, Takeshi;Sano, Masak",Climate Dynamics,2957-2972,Tree-ring reconstructed summer temperature anomalies for temperate East Asia since 800 C.E.,article,10.1007/s00382-012-1611-x,2013,LAJQIN,context.jsonld,1.3,meas,paleo0measurement0,nan,Asi-LAJQIN.PAGES2k.2013.paleo0measurement0.csv,,
