year,summer_prcp,winter_prcp
1901,6.051471058657164,0.9705796489184035
1902,6.494044279207591,0.38995818717336656
1903,7.031588719231698,0.5790177485337156
1904,6.09557462103281,0.5858650498583917
1905,5.877019689575653,0.9139633514753035
1906,7.0616265283766015,1.0593632529475772
1907,6.384421527679905,1.036026149747243
1908,7.39179568894337,0.487095798082386
1909,7.338563742341392,0.4866818995008955
1910,7.5320527937033415,0.4805821146305201
1911,6.139393390220955,0.9432895009402826
1912,6.742626280709152,0.6653247982319281
1913,6.319335713503726,0.7841979315983394
1914,7.510139910129397,0.6098191321438148
1915,6.362507096301445,1.0638545730913955
1916,7.805212064549091,0.3847143106157798
1917,8.366050743481766,0.736544288011355
1918,5.490113475120677,0.5671774277380005
1919,7.188110573593905,0.8905615021079667
1920,5.9510696208374,0.909973934577045
1921,7.258077474259409,0.7821742646758383
1922,7.254474936348667,0.5538321442160132
1923,6.7969883880639195,1.021688247455621
1924,7.38415537715606,0.5371500853656068
1925,6.717997110601084,0.37549618556611897
1926,7.370127282017583,1.0225951882659268
1927,7.126543153170754,0.7283753588785655
1928,6.422823865080221,0.8489932440014282
1929,6.714968881565829,0.653988047514492
1930,6.774910121558678,0.7166256974323583
1931,7.504646143884802,0.6168099930965538
1932,6.956649653341102,0.47626206020424533
1933,8.03074274451593,0.6858358999104547
1934,7.590142738644735,0.5524429752906254
1935,7.180946124325386,0.7051787564779621
1936,7.662236871889672,0.9290631268415384
1937,7.037200573605453,0.8269524873429535
1938,7.720221936339136,0.943269730397506
1939,6.6196067111190295,0.7887162105489763
1940,6.958125144541543,0.9035398947773959
1941,6.2684871546919405,0.6093310162608655
1942,7.8898087904215775,0.8753972836616605
1943,7.329238128856888,0.9935392312189033
1944,7.60588330974342,1.2199978157562235
1945,7.527557634790076,0.6734979258874566
1946,7.567224835616492,0.49081441903011047
1947,7.686657687117154,0.7102470574301807
1948,7.4495827778571515,0.949344650324868
1949,7.546250387208787,0.8002427635929877
1950,7.383019456120394,1.112788972449035
1951,5.818864024101859,0.7293487902801247
1952,6.554323705450651,0.6494588433562324
1953,7.490556314370994,0.7163837057867616
1954,7.271596352424452,0.884180936276828
1955,7.486570411171827,0.6117215661058009
1956,7.662520373049029,0.6619197162540215
1957,6.678224452347789,0.8269017041830865
1958,7.607589990375483,0.5360857182618389
1959,7.8473765656401575,0.8164205949961817
1960,6.985677210423776,0.5166744548363641
1961,8.106703604608246,0.8589879148873131
1962,7.003740413563218,0.48488170039809275
1963,6.836320749793488,0.5148294761462898
1964,7.6718977771649515,0.5043070641614141
1965,5.832451953114382,0.616129684286426
1966,6.216183939824248,0.5743947291920677
1967,7.002001832684515,0.8622721105266808
1968,6.1832460818317285,0.774850008907064
1969,6.754042107894388,0.453539629098205
1970,7.780765677622929,0.7255724032609863
1971,7.267853224180544,0.48883844544918104
1972,5.420510293422999,0.5666774110425967
1973,7.410262438274819,0.5794125109104301
1974,6.595817297476001,0.5290212128213001
1975,8.154336306287881,0.7234121632081251
1976,7.270075082305095,0.6680222201287913
1977,7.255303671360474,0.5191881790321077
1978,7.559911153869564,0.9219170332409569
1979,5.814698795267589,1.0126613026298568
1980,7.545166691035148,0.8550504895527826
1981,7.078451267501273,1.0085818814990775
1982,6.231876337212905,1.1563467704300001
1983,7.89650990905122,0.9968387922029103
1984,7.07853716267954,0.8926792472553996
1985,6.609887035993799,0.6935020154806508
1986,6.310716419351342,1.0055389182372438
1987,6.096948698742401,0.7445278394392297
1988,8.265106967456896,1.0772003321560193
1989,7.084953980212384,0.6967781481188238
1990,7.632732454398086,1.2590610977584122
1991,6.843939016108608,0.8079081460394113
1992,6.764415231212594,0.7383125036230775
1993,7.149951607018446,1.03956032797897
1994,7.747743479665163,0.9110011296229211
1995,7.284975399748111,1.0083084169426533
1996,6.988445185645903,1.035537320063686
1997,6.953728197067595,0.6705308694392943
1998,7.198416023335607,0.9092422915105941
1999,6.585361546495985,0.37599807910044813
2000,6.422968981853614,0.5973883289017962
2001,6.551736407965209,0.3924825804959624
2002,5.688127844283494,0.7487644580362719
2003,7.330006381238371,0.8378928126539636
2004,6.246731047279609,0.4200199763576048
2005,6.86765728233445,1.4569320386914708
2006,7.304913515370297,0.6674515722895838
2007,7.57120852934664,0.8640089496363137
2008,7.1240323466828865,0.8109006486656481
2009,5.87384149157052,0.43070204487242714
2010,7.348666904301717,0.5001998104224773
2011,7.545078148144473,0.7161405109708258
2012,6.812128568067975,0.643892963889294
2013,7.5905694486872175,0.7216928916173893
2014,6.286836585876024,0.8916719853700912
2015,6.26064178308641,0.9940236334228595
2016,7.041338944008309,0.5436269411259592
2017,6.938051550798953,0.690681248032039
2018,6.48046055831994,0.3440874111104604
2019,7.873645953326843,0.7044245262385217
2020,7.8438978621368465,0.869249992645176
