97.38	37.38	TRE	ANN	Yang et al. 2014	Delingha
Personal communication
800	1.044
801	1.144
802	0.97
803	0.995
804	0.795
805	1.1
806	1.063
807	0.946
808	1.213
809	0.822
810	0.943
811	1.156
812	1.103
813	1.232
814	1.141
815	1.171
816	0.892
817	1.026
818	0.943
819	0.851
820	1.267
821	0.863
822	0.856
823	0.825
824	0.851
825	1.141
826	1.175
827	1.106
828	1.327
829	1.053
830	1.205
831	1.231
832	1.177
833	1.152
834	1.177
835	1.251
836	0.96
837	1.094
838	1.035
839	1.456
840	1.175
841	0.935
842	1.186
843	1.281
844	1.039
845	1.268
846	1.321
847	1.104
848	1.244
849	1.138
850	1.154
851	1.304
852	1.228
853	1.08
854	1.074
855	1.229
856	1.06
857	0.821
858	0.91
859	0.765
860	1.013
861	0.94
862	1.025
863	1.132
864	0.977
865	0.897
866	1.061
867	0.934
868	1.021
869	1.022
870	1.017
871	0.904
872	1.065
873	1.113
874	0.729
875	0.728
876	0.92
877	1.076
878	1.141
879	0.962
880	0.889
881	1.044
882	1.256
883	1.172
884	1.229
885	1.177
886	1.055
887	0.966
888	1.39
889	1.226
890	1.07
891	1.188
892	1.479
893	1.137
894	1.05
895	1.185
896	1.134
897	1.328
898	1.349
899	0.905
900	1.056
901	0.765
902	1.015
903	0.936
904	1.059
905	0.897
906	0.828
907	0.976
908	0.522
909	0.682
910	0.975
911	0.993
912	1.039
913	1.078
914	0.951
915	1.067
916	1.169
917	0.905
918	1.079
919	1.048
920	0.65
921	1.067
922	1.014
923	0.999
924	1.182
925	1.024
926	0.991
927	0.844
928	1.094
929	1.148
930	1.141
931	0.865
932	1.165
933	1.182
934	1.228
935	1.076
936	1.32
937	1.014
938	1.068
939	1.109
940	1.002
941	1.107
942	1.319
943	1.049
944	1.262
945	0.7
946	0.709
947	1.17
948	0.96
949	1.193
950	1.142
951	1.036
952	0.708
953	1.056
954	0.892
955	0.838
956	0.994
957	0.768
958	0.844
959	1.111
960	0.718
961	0.74
962	0.909
963	0.682
964	1.016
965	1.257
966	1.1
967	1.212
968	0.938
969	0.864
970	0.936
971	1.383
972	1.163
973	1.251
974	1.518
975	1.147
976	1.047
977	1.062
978	1.197
979	1.059
980	1.385
981	0.964
982	0.983
983	1.349
984	1.346
985	1.276
986	1.337
987	1.208
988	1.154
989	1.103
990	0.887
991	1.088
992	1.233
993	1.236
994	1.184
995	0.945
996	1.118
997	1.086
998	1.236
999	1.027
1000	1.13
1001	1.065
1002	1.335
1003	1.204
1004	1.011
1005	0.944
1006	0.892
1007	0.956
1008	0.682
1009	0.8
1010	1.055
1011	0.886
1012	1.141
1013	0.931
1014	0.965
1015	0.883
1016	1.103
1017	0.85
1018	1.041
1019	1.228
1020	0.833
1021	1.007
1022	0.932
1023	1.004
1024	1.269
1025	0.968
1026	0.826
1027	0.978
1028	0.897
1029	1.022
1030	1.096
1031	0.922
1032	0.933
1033	0.969
1034	0.66
1035	1.162
1036	1.15
1037	1.157
1038	0.95
1039	1.255
1040	0.932
1041	1.07
1042	1.272
1043	1.161
1044	1.139
1045	0.889
1046	1.002
1047	0.93
1048	1.138
1049	1.167
1050	1.153
1051	1.097
1052	1.086
1053	0.993
1054	0.838
1055	0.653
1056	0.978
1057	1.025
1058	1.174
1059	1.056
1060	1.219
1061	0.973
1062	1.297
1063	0.785
1064	1.072
1065	0.914
1066	1.247
1067	0.886
1068	1.008
1069	0.898
1070	1.008
1071	1.268
1072	0.997
1073	0.77
1074	0.914
1075	1.034
1076	0.827
1077	1.004
1078	0.994
1079	0.919
1080	0.945
1081	1.197
1082	0.999
1083	1.018
1084	0.555
1085	1.127
1086	0.671
1087	0.801
1088	1.108
1089	0.978
1090	1.173
1091	1.206
1092	1.126
1093	1.061
1094	1.078
1095	0.97
1096	1.278
1097	1.359
1098	1.203
1099	1.108
1100	0.952
1101	0.852
1102	0.938
1103	0.866
1104	1.182
1105	1.187
1106	1.316
1107	1.191
1108	0.614
1109	0.74
1110	0.819
1111	0.968
1112	0.573
1113	0.944
1114	1.031
1115	0.789
1116	0.888
1117	1.011
1118	1.1
1119	0.788
1120	0.89
1121	0.783
1122	0.912
1123	0.852
1124	0.866
1125	1.257
1126	1.078
1127	0.852
1128	0.799
1129	0.919
1130	0.873
1131	0.936
1132	0.92
1133	0.962
1134	1.075
1135	1.05
1136	0.912
1137	0.97
1138	0.905
1139	0.958
1140	1.105
1141	0.977
1142	0.901
1143	0.905
1144	0.704
1145	0.525
1146	0.685
1147	0.895
1148	1.1
1149	0.943
1150	0.806
1151	0.827
1152	0.483
1153	0.996
1154	0.983
1155	1.091
1156	0.87
1157	0.984
1158	1.143
1159	0.798
1160	0.782
1161	1.195
1162	0.726
1163	0.868
1164	0.949
1165	0.81
1166	0.975
1167	1.076
1168	0.871
1169	1.131
1170	0.941
1171	0.911
1172	0.651
1173	1.071
1174	0.854
1175	1.178
1176	0.753
1177	1.048
1178	0.986
1179	0.952
1180	0.864
1181	0.64
1182	0.743
1183	0.865
1184	1.217
1185	1.08
1186	1.083
1187	1.077
1188	1.081
1189	1.018
1190	1.069
1191	0.714
1192	0.858
1193	0.695
1194	0.836
1195	0.822
1196	0.804
1197	0.695
1198	0.927
1199	0.902
1200	0.467
1201	0.919
1202	1.162
1203	0.977
1204	0.946
1205	1.236
1206	0.962
1207	0.667
1208	0.846
1209	0.802
1210	1.053
1211	1.116
1212	1.18
1213	1.097
1214	1.011
1215	0.892
1216	1.141
1217	1.088
1218	1.18
1219	1.353
1220	0.932
1221	1.098
1222	1.411
1223	1.32
1224	0.971
1225	0.789
1226	1.02
1227	0.957
1228	1.321
1229	1.056
1230	1.346
1231	1.106
1232	1.195
1233	1.282
1234	1.159
1235	0.967
1236	0.937
1237	1.16
1238	1.253
1239	1.059
1240	1.188
1241	1.444
1242	0.736
1243	1.134
1244	1.062
1245	1.227
1246	1.231
1247	1.353
1248	1.045
1249	1.35
1250	1.085
1251	0.98
1252	1.1
1253	1.245
1254	0.905
1255	0.684
1256	0.874
1257	0.9
1258	0.502
1259	0.74
1260	0.824
1261	0.985
1262	1.005
1263	1.044
1264	1.013
1265	0.963
1266	1.065
1267	1.23
1268	0.969
1269	0.896
1270	1.189
1271	0.452
1272	1.023
1273	0.855
1274	0.991
1275	0.982
1276	0.789
1277	1.079
1278	0.977
1279	0.857
1280	0.795
1281	0.89
1282	1.112
1283	1.045
1284	0.943
1285	0.684
1286	0.742
1287	0.91
1288	1.009
1289	0.992
1290	0.737
1291	0.951
1292	0.885
1293	0.647
1294	0.879
1295	0.774
1296	0.968
1297	1.158
1298	0.827
1299	0.982
1300	1.115
1301	0.763
1302	0.673
1303	1.031
1304	0.785
1305	0.833
1306	0.93
1307	0.932
1308	0.52
1309	0.846
1310	0.947
1311	0.705
1312	1.222
1313	1.138
1314	1.254
1315	1.084
1316	1.477
1317	1.015
1318	1.287
1319	0.62
1320	0.995
1321	1.326
1322	1.238
1323	0.907
1324	1.213
1325	1.318
1326	1.007
1327	1.266
1328	1.324
1329	0.756
1330	1.035
1331	1.158
1332	1.07
1333	1.31
1334	1.227
1335	0.908
1336	1.117
1337	1.075
1338	1.024
1339	0.995
1340	0.98
1341	0.896
1342	0.934
1343	0.775
1344	0.594
1345	1.013
1346	1.247
1347	1.033
1348	1.091
1349	0.863
1350	1.179
1351	1.009
1352	1.101
1353	1.037
1354	1.169
1355	1.129
1356	1.143
1357	1.177
1358	0.908
1359	1.181
1360	1.036
1361	1.135
1362	1.052
1363	1.354
1364	1.008
1365	1.005
1366	1.139
1367	1.122
1368	0.975
1369	0.814
1370	0.908
1371	1.092
1372	0.878
1373	1.266
1374	1.163
1375	0.857
1376	0.632
1377	0.929
1378	0.985
1379	0.799
1380	0.956
1381	1.246
1382	1.04
1383	0.937
1384	1.019
1385	0.858
1386	0.959
1387	1.12
1388	1.217
1389	1.064
1390	1.009
1391	1.106
1392	0.813
1393	1.145
1394	1.203
1395	1.001
1396	1.06
1397	0.961
1398	1.028
