year,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912_train,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912_test,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1904_1914_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1904_1914_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1904_1914_extended,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1904_1914_train,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1904_1914_test,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1904_1914_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1920_1930_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1920_1930_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1920_1930_extended,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1922_1932_train,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1922_1932_test,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1922_1932_extended,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1922_1932_train,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1922_1932_test,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1922_1932_extended,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932_train,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932_test,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934_extended,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1924_1934_train,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1924_1934_test,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1924_1934_extended,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934_train,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934_test,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934_extended,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1928_1938_train,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1928_1938_test,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1928_1938_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1930_1940_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1930_1940_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1930_1940_extended,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1930_1940_train,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1930_1940_test,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1930_1940_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1932_1942_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1932_1942_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1932_1942_extended,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1932_1942_train,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1932_1942_test,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1932_1942_extended,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1934_1944_train,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1934_1944_test,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1934_1944_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1936_1946_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1936_1946_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1936_1946_extended,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1936_1946_train,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1936_1946_test,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1936_1946_extended,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1960_1970_train,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1960_1970_test,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1960_1970_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984_extended,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984_train,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984_test,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984_extended,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1976_1986_train,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1976_1986_test,1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1976_1986_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990_extended,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1980_1990_train,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1980_1990_test,1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1980_1990_extended,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1980_1990_train,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1980_1990_test,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1980_1990_extended,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992_train,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992_test,1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992_extended,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1982_1992_train,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1982_1992_test,1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1982_1992_extended,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992_train,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992_test,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992_extended,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1984_1994_train,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1984_1994_test,1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1984_1994_extended
1500,,,-0.5930458307266235,,,-0.5288065075874329,,,-0.8002575039863586,,,-0.21826253831386566,,,-1.0459890365600586,,,-0.6322636008262634,,,-0.34644609689712524,,,-1.0773714780807495,,,0.2009929120540619,,,-0.5922655463218689,,,-0.642335057258606,,,-0.11844813823699951,,,-0.31275081634521484,,,0.0023750457912683487,,,-0.9793427586555481,,,-0.15987280011177063,,,-0.93911212682724,,,-0.7262747287750244,,,-0.20465382933616638,,,-0.08934222906827927,,,-0.6238219141960144,,,-1.0166418552398682,,,-0.7342437505722046,,,-0.7759888172149658,,,-0.6175004243850708,,,-0.7588374614715576,,,0.17975838482379913,,,-0.9273189902305603,,,0.5434830188751221,,,-0.637481153011322
1501,,,-0.30260956287384033,,,0.20435582101345062,,,0.24354778230190277,,,1.5588315725326538,,,0.5954427719116211,,,-0.12814302742481232,,,0.5158305764198303,,,0.09346215426921844,,,0.5435267090797424,,,0.3941211998462677,,,-0.011762642301619053,,,0.9823761582374573,,,1.3135452270507812,,,0.27231740951538086,,,-0.46906590461730957,,,0.2283928394317627,,,-0.0577278733253479,,,0.6371233463287354,,,0.345186710357666,,,0.9478223919868469,,,0.4472554624080658,,,-0.16198894381523132,,,0.10055570304393768,,,1.2296391725540161,,,0.6507225036621094,,,1.0615861415863037,,,1.3969377279281616,,,1.1277254819869995,,,0.9727474451065063,,,0.2396373599767685
1502,,,-0.3161202669143677,,,-0.2082960456609726,,,0.23898810148239136,,,0.40741291642189026,,,-0.32517993450164795,,,0.20269502699375153,,,-0.20983043313026428,,,-0.5582459568977356,,,-0.19663485884666443,,,-0.3253736197948456,,,-0.5122047066688538,,,0.5290087461471558,,,0.2781105637550354,,,-0.18066054582595825,,,-0.81574946641922,,,-0.167678102850914,,,-0.6145100593566895,,,0.05495050549507141,,,-0.18920600414276123,,,-0.23526062071323395,,,-0.6850806474685669,,,-0.583815336227417,,,-0.11558709293603897,,,0.3100551664829254,,,-0.15154869854450226,,,0.2050897181034088,,,0.7756641507148743,,,0.18801705539226532,,,1.4651466608047485,,,-0.5553582906723022
1503,,,-0.5095528960227966,,,-0.30895039439201355,,,-0.3049509525299072,,,0.47971615195274353,,,-0.3562783896923065,,,-0.08052968978881836,,,0.3182023763656616,,,-0.39517396688461304,,,-0.6092900633811951,,,-0.6611555218696594,,,-0.46086400747299194,,,-0.5210405588150024,,,0.22997133433818817,,,-0.16665218770503998,,,-0.7828264236450195,,,-0.3484335243701935,,,-0.9619269967079163,,,-0.13869035243988037,,,0.13633695244789124,,,0.06501059234142303,,,-0.5772210955619812,,,-0.13871699571609497,,,-0.40833139419555664,,,-0.6563101410865784,,,-1.146752953529358,,,-0.39799222350120544,,,0.1606716513633728,,,-0.10642383992671967,,,1.192178726196289,,,-0.23001308739185333
1504,,,0.5072738528251648,,,0.38477227091789246,,,0.5268732905387878,,,0.9727592468261719,,,-0.02218724600970745,,,0.47616612911224365,,,0.19401906430721283,,,-0.15883828699588776,,,-0.43948209285736084,,,0.3647240102291107,,,-0.647668719291687,,,-0.24053162336349487,,,0.6955272555351257,,,-0.20712442696094513,,,-0.5969905853271484,,,0.33318400382995605,,,-0.39961421489715576,,,-0.16740040481090546,,,0.21928861737251282,,,0.6699990034103394,,,-0.5844453573226929,,,0.11817587912082672,,,-0.35790205001831055,,,-0.021738534793257713,,,-0.48462536931037903,,,-0.4365745484828949,,,1.1622225046157837,,,0.4563153088092804,,,1.9496058225631714,,,0.3541303277015686
1505,,,-0.08063261210918427,,,0.6931507587432861,,,1.6555068492889404,,,1.5511884689331055,,,0.2560310959815979,,,1.104905605316162,,,0.6164774894714355,,,0.2781486511230469,,,1.658623218536377,,,0.26413866877555847,,,-0.7171223163604736,,,0.49634885787963867,,,1.1709438562393188,,,-0.04374847561120987,,,-0.5855903625488281,,,0.6462463140487671,,,0.08715708553791046,,,-0.06357496976852417,,,0.9814852476119995,,,1.3464093208312988,,,0.08262861520051956,,,0.04498382285237312,,,-0.2086901217699051,,,0.32418665289878845,,,0.009691793471574783,,,0.09653180837631226,,,1.1536809206008911,,,0.4807319939136505,,,1.363667368888855,,,0.4885863661766052
1506,,,-0.39792460203170776,,,0.02341187559068203,,,0.9120689630508423,,,0.9764459729194641,,,0.019745519384741783,,,0.3292348384857178,,,0.6318308115005493,,,-0.05722419545054436,,,0.025349551811814308,,,0.3328312337398529,,,-0.5103101134300232,,,-0.07462472468614578,,,0.5991396307945251,,,-0.02758357860147953,,,-0.3509608507156372,,,0.18954287469387054,,,-0.5445371866226196,,,0.07444729655981064,,,-0.09134899079799652,,,1.2704784870147705,,,-0.33438950777053833,,,0.05555148050189018,,,0.04452672228217125,,,0.00993663351982832,,,-1.2890520095825195,,,-0.05837065353989601,,,0.7207489013671875,,,1.1597670316696167,,,0.9916519522666931,,,-0.3752862215042114
1507,,,-0.38001155853271484,,,-0.23996606469154358,,,0.1883060783147812,,,0.3418470621109009,,,-0.5379451513290405,,,-0.3572129011154175,,,-0.23020108044147491,,,-0.46563470363616943,,,-0.05296578258275986,,,0.036960430443286896,,,-0.9616965055465698,,,-0.12751486897468567,,,0.2598343789577484,,,0.06583070755004883,,,-1.1829838752746582,,,0.02638564445078373,,,-0.7529884576797485,,,-0.44902125000953674,,,-0.41123172640800476,,,0.5340797901153564,,,-1.0401791334152222,,,-0.7693319916725159,,,-0.9103652238845825,,,-0.6103334426879883,,,-0.9844880700111389,,,-0.12248870730400085,,,0.4073672294616699,,,-0.3925235867500305,,,-0.13308385014533997,,,-0.9894577860832214
1508,,,0.006534110754728317,,,0.2266223281621933,,,0.40750280022621155,,,1.1693229675292969,,,0.2842716872692108,,,0.13079538941383362,,,-0.18287254869937897,,,-0.07533419877290726,,,0.277904212474823,,,-0.22128276526927948,,,-1.0621916055679321,,,1.159197449684143,,,0.827215850353241,,,-0.047079525887966156,,,-0.9671988487243652,,,0.47867444157600403,,,-0.054763566702604294,,,-0.06205197423696518,,,0.6585595607757568,,,1.164001703262329,,,0.06727086007595062,,,-0.30434051156044006,,,-0.31219568848609924,,,0.04792407155036926,,,-0.6046034097671509,,,-0.573024332523346,,,0.8403894901275635,,,-0.12731339037418365,,,0.338009774684906,,,-0.43328362703323364
1509,,,0.23524726927280426,,,0.11914684623479843,,,0.47642073035240173,,,0.9603817462921143,,,0.5794123411178589,,,-0.14616143703460693,,,-0.09488527476787567,,,-0.2472471445798874,,,0.11217637360095978,,,0.09741530567407608,,,-1.349778413772583,,,0.5570958852767944,,,0.6988917589187622,,,-0.40942543745040894,,,-1.044459342956543,,,0.131144717335701,,,-0.2912924885749817,,,-0.25429242849349976,,,0.75430828332901,,,0.6306501626968384,,,-0.15088310837745667,,,0.1191696897149086,,,-0.45554524660110474,,,-0.22517599165439606,,,-0.45258399844169617,,,-0.6916703581809998,,,0.9673008322715759,,,-0.3816554546356201,,,0.6186054944992065,,,-0.6139389872550964
