model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1972_1982,1972,1981,100,20,relu,0.2,0.01,-0.4098031278616652,0.18050323446626004
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1972_1982,1972,1981,100,20,relu,0.0,0.05,-0.10220924453829006,0.24346369260366624
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1972_1982,1972,1981,100,20,linear,0.2,0.01,0.2365879382434105,0.40653759054731353
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1972_1982,1972,1981,20,5,relu,0.1,0.01,-0.3904831374335822,0.3471866181584489
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1972_1982,1972,1981,100,10,linear,0.2,0.001,-1.3518060373556149,0.0910413384286368
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1972_1982,1972,1981,50,5,linear,0.2,0.01,-0.06554622989067282,0.2956329315648881
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1972_1982,1972,1981,50,5,relu,0.2,0.01,-0.3126497839283786,0.20047358915050298
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984,1974,1983,100,20,relu,0.2,0.01,-0.07719804525871332,0.17157628569357639
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1974_1984,1974,1983,100,20,relu,0.0,0.05,0.20368754167734693,0.3055992864901764
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984,1974,1983,100,20,linear,0.2,0.01,0.01173461168786738,0.14902360873440126
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1974_1984,1974,1983,20,5,relu,0.1,0.01,0.13047739955432047,0.3491269479820113
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,linear,0.2,0.01,-0.09853907979924625,0.04253316372600694
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,relu,0.2,0.01,0.03341214424625438,0.13446700363963593
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1976_1986,1976,1985,100,20,relu,0.2,0.01,-0.7708599069498216,0.44329211204118446
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1976_1986,1976,1985,100,20,relu,0.0,0.05,-0.5319761096519942,0.4405887808898021
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1976_1986,1976,1985,100,20,linear,0.2,0.01,-0.44606632165245563,0.3308730934546524
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1976_1986,1976,1985,20,5,relu,0.1,0.01,-0.5573678382636948,0.4028653596262237
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1976_1986,1976,1985,100,10,linear,0.2,0.001,0.03938741729892614,0.45966660556666933
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1976_1986,1976,1985,50,5,linear,0.2,0.01,-0.3359932917983839,0.4191942317677088
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1976_1986,1976,1985,50,5,relu,0.2,0.01,0.03628835800517771,0.2549089017360443
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1978_1988,1978,1987,100,20,relu,0.2,0.01,-0.33965202135166006,0.5294202289633454
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1978_1988,1978,1987,100,20,relu,0.0,0.05,-0.31091182996658007,0.40545908352904453
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1978_1988,1978,1987,100,20,linear,0.2,0.01,0.1358767907226449,0.5477966133725185
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1978_1988,1978,1987,20,5,relu,0.1,0.01,-0.4878029118605338,0.5050573930539224
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1978_1988,1978,1987,50,5,linear,0.2,0.01,-0.45920540852643454,0.5835252853523147
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1978_1988,1978,1987,50,5,relu,0.2,0.01,-0.5022305362588064,0.32714969711009295
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990,1980,1989,100,20,relu,0.2,0.01,-0.8363032400109451,0.16453722213125715
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1980_1990,1980,1989,100,20,relu,0.0,0.05,-0.3927582403926353,0.30017366891781294
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990,1980,1989,100,20,linear,0.2,0.01,0.2367316776125996,0.3304292033425879
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1980_1990,1980,1989,20,5,relu,0.1,0.01,-0.46832755885224686,0.13076451385346433
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1980_1990,1980,1989,100,10,linear,0.2,0.001,-1.068495190737122,0.5594579170845555
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1980_1990,1980,1989,50,5,linear,0.2,0.01,-0.6257015824937422,0.17565181844713423
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1980_1990,1980,1989,50,5,relu,0.2,0.01,-0.3586938209540691,0.41017877393072344
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992,1982,1991,100,20,relu,0.2,0.01,-0.020011709705692438,0.5055997859501193
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1982_1992,1982,1991,100,20,relu,0.0,0.05,0.12139787672828861,0.4932155405395593
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992,1982,1991,100,20,linear,0.2,0.01,-0.03685328278958955,0.4648373942094696
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1982_1992,1982,1991,20,5,relu,0.1,0.01,-0.4899053397267594,0.4605401988905843
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1982_1992,1982,1991,100,10,linear,0.2,0.001,0.07757150989516903,0.42335812794386396
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992,1982,1991,50,5,linear,0.2,0.01,-0.10951746400996654,0.47539062840076723
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992,1982,1991,50,5,relu,0.2,0.01,0.017401004580819612,0.36674358067315843
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1984_1994,1984,1993,100,20,relu,0.2,0.01,-0.0316331687511191,0.38338904739380686
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1984_1994,1984,1993,100,20,relu,0.0,0.05,-0.5249373456796285,0.45007726360193967
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1984_1994,1984,1993,100,20,linear,0.2,0.01,0.0840738440607589,0.2765954661959561
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1984_1994,1984,1993,20,5,relu,0.1,0.01,-0.5823830501073124,0.738099965143753
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1984_1994,1984,1993,100,10,linear,0.2,0.001,-0.0997371261920661,0.38922388343629005
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1984_1994,1984,1993,50,5,linear,0.2,0.01,-0.08127239877379555,0.18459112438185607
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1984_1994,1984,1993,50,5,relu,0.2,0.01,-0.33792895175782034,0.4695908919776126
