model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1940_1950,1940,1949,100,20,relu,0.2,0.01,-1.1140362713921377,0.2735698970179166
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1940_1950,1940,1949,100,20,relu,0.0,0.05,-0.9969063942876975,0.11593037239943907
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1940_1950,1940,1949,20,5,relu,0.1,0.01,-1.3136949811175742,0.21109518033899297
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1940_1950,1940,1949,100,10,linear,0.2,0.001,0.20694661408501624,0.30914378086483757
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1940_1950,1940,1949,50,5,linear,0.2,0.01,-1.232951178853177,0.2264818520529621
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1940_1950,1940,1949,50,5,relu,0.2,0.01,0.008007141245241045,0.06606512746624608
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1942_1952,1942,1951,100,20,relu,0.2,0.01,-0.4788375377581995,0.4233035538439926
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1942_1952,1942,1951,100,20,relu,0.0,0.05,-0.58063883157155,0.5218473774568798
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1942_1952,1942,1951,100,20,linear,0.2,0.01,-3.1168859687467982,0.4708403707406012
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1942_1952,1942,1951,20,5,relu,0.1,0.01,-4.621624711266325,0.5685243476595525
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1942_1952,1942,1951,100,10,linear,0.2,0.001,-3.129933806610641,0.7630838322834613
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1942_1952,1942,1951,50,5,linear,0.2,0.01,-3.1830335156263017,0.20635447504804516
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1942_1952,1942,1951,50,5,relu,0.2,0.01,-4.759651150979494,0.4818154115285152
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1944_1954,1944,1953,100,20,relu,0.2,0.01,0.25411105952132995,0.26732896385735216
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1944_1954,1944,1953,20,5,relu,0.1,0.01,-5.025047785569056,0.2274473123638538
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1944_1954,1944,1953,50,5,relu,0.2,0.01,-0.7405091729944635,0.027604537876655635
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1946_1956,1946,1955,100,20,relu,0.2,0.01,-8.149075448539033,0.1477315601488317
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1946_1956,1946,1955,100,20,relu,0.0,0.05,-1.8446724093311309,0.026011885921056275
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1946_1956,1946,1955,20,5,relu,0.1,0.01,0.09689367292571072,0.14365616191829042
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1946_1956,1946,1955,100,10,linear,0.2,0.001,-9.807022794844192,0.6593362920322474
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1946_1956,1946,1955,50,5,relu,0.2,0.01,-0.9007810710372333,0.22594836947238114
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1948_1958,1948,1957,100,20,relu,0.2,0.01,-3.5089535427395724,0.6077547885316285
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1948_1958,1948,1957,100,20,relu,0.0,0.05,-3.861116563431626,0.24666287103647172
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1948_1958,1948,1957,20,5,relu,0.1,0.01,-3.661929718799149,0.6186538446788458
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1948_1958,1948,1957,50,5,relu,0.2,0.01,-4.89388965994608,0.6257963236415269
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1950_1960,1950,1959,100,20,relu,0.2,0.01,-0.6788785867933371,0.7155246645101899
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1950_1960,1950,1959,100,20,relu,0.0,0.05,-5.403954484144885,0.655992932751854
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1950_1960,1950,1959,100,20,linear,0.2,0.01,-0.798854650252165,0.7027325771387388
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1950_1960,1950,1959,20,5,relu,0.1,0.01,-1.628805220358085,0.7021187705911446
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1950_1960,1950,1959,100,10,linear,0.2,0.001,-1.2162740230287659,0.7219660236625826
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1950_1960,1950,1959,50,5,linear,0.2,0.01,-0.7733824686511219,0.7368746639134625
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1950_1960,1950,1959,50,5,relu,0.2,0.01,-0.6153304393558761,0.6242353249807805
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1952_1962,1952,1961,100,20,relu,0.2,0.01,0.1447827786567577,0.44632382385246777
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1952_1962,1952,1961,100,20,relu,0.0,0.05,0.331869699558754,0.4241269351249028
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1952_1962,1952,1961,100,20,linear,0.2,0.01,-1.2791079162114922,0.5136219208072099
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1952_1962,1952,1961,20,5,relu,0.1,0.01,-0.6564617011441933,0.5241676376361537
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1952_1962,1952,1961,100,10,linear,0.2,0.001,-0.12154631497766455,0.6106320437693668
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1952_1962,1952,1961,50,5,linear,0.2,0.01,-0.10952037823665317,0.5985939820361693
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1952_1962,1952,1961,50,5,relu,0.2,0.01,-0.4948387377119181,0.36877742165716787
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1954_1964,1954,1963,100,20,relu,0.2,0.01,-0.01712963575661597,0.3238946782549345
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1954_1964,1954,1963,100,20,relu,0.0,0.05,-0.9437867652058909,0.3851728824477016
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1954_1964,1954,1963,100,20,linear,0.2,0.01,-0.2720531042872991,0.3759361550469089
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1954_1964,1954,1963,100,10,linear,0.2,0.001,0.48975445694947384,0.629337289859161
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1954_1964,1954,1963,50,5,linear,0.2,0.01,-0.6366564730814672,0.37352888300112824
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1954_1964,1954,1963,50,5,relu,0.2,0.01,0.09673056799354951,0.2784040866978417
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1956_1966,1956,1965,100,20,relu,0.2,0.01,0.29160759797557667,0.3181914425247179
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1956_1966,1956,1965,100,20,relu,0.0,0.05,-1.970760251272202,0.46741148281846406
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1956_1966,1956,1965,100,20,linear,0.2,0.01,-0.9489015407567201,0.5879430925158105
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1956_1966,1956,1965,20,5,relu,0.1,0.01,0.12758585089896357,0.3215543457516747
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1956_1966,1956,1965,100,10,linear,0.2,0.001,-0.24183777621726832,0.18337184510895238
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1956_1966,1956,1965,50,5,linear,0.2,0.01,-0.8947322943656915,0.4437485188743001
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1956_1966,1956,1965,50,5,relu,0.2,0.01,-0.6714408910068663,0.3917206746445881
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1958_1968,1958,1967,100,20,relu,0.2,0.01,0.25921737062144923,0.4036094673145006
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1958_1968,1958,1967,100,20,relu,0.0,0.05,-0.5586220814375042,0.44411332638076123
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1958_1968,1958,1967,100,20,linear,0.2,0.01,0.10668555101760668,0.44244519080020395
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1958_1968,1958,1967,20,5,relu,0.1,0.01,0.5279431292985493,0.6004114477561937
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1958_1968,1958,1967,100,10,linear,0.2,0.001,0.24999985655652934,0.5042137852347262
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1958_1968,1958,1967,50,5,linear,0.2,0.01,0.17111385806167867,0.37794459750158726
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1958_1968,1958,1967,50,5,relu,0.2,0.01,0.3159647442526312,0.5408299555560807
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1960_1970,1960,1969,100,20,relu,0.2,0.01,0.021681744782484524,0.12090046846357778
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1960_1970,1960,1969,100,20,relu,0.0,0.05,-0.006538801559980767,0.009348052608241947
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1960_1970,1960,1969,100,20,linear,0.2,0.01,0.004293029593557152,0.0045919579117988385
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1960_1970,1960,1969,100,10,linear,0.2,0.001,-0.5022707206473995,0.045105970011973556
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1960_1970,1960,1969,50,5,linear,0.2,0.01,-0.14024394127125817,0.013426403949353872
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1960_1970,1960,1969,50,5,relu,0.2,0.01,-0.5922557185775583,0.03084827929259789
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972,1962,1971,100,20,relu,0.2,0.01,-0.3532714356443911,0.26513119547771136
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1962_1972,1962,1971,100,20,relu,0.0,0.05,0.5540799190996801,0.6883204285110055
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972,1962,1971,100,20,linear,0.2,0.01,-0.7675505076663658,0.0988572109468405
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1962_1972,1962,1971,20,5,relu,0.1,0.01,-0.7600195405130894,0.29211062075643446
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1962_1972,1962,1971,50,5,relu,0.2,0.01,0.022294457386673794,0.22793584324404592
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1964_1974,1964,1973,100,20,relu,0.0,0.05,-0.22500664791250102,0.2680088961041431
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1964_1974,1964,1973,20,5,relu,0.1,0.01,0.12379017594609742,0.653156205720342
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1964_1974,1964,1973,100,10,linear,0.2,0.001,-0.7194988923887895,0.40964845672928313
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1964_1974,1964,1973,50,5,relu,0.2,0.01,-0.8367498026282361,0.03538205728197137
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1966_1976,1966,1975,100,20,relu,0.2,0.01,-0.057437956485326236,0.18021040519063836
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1966_1976,1966,1975,100,20,relu,0.0,0.05,-0.0940968680564711,0.272105704278896
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1966_1976,1966,1975,100,20,linear,0.2,0.01,-0.12989204556314982,0.02008079207610551
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1966_1976,1966,1975,20,5,relu,0.1,0.01,-2.203877667503776,0.11975111103897959
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1966_1976,1966,1975,100,10,linear,0.2,0.001,-1.0176686444213225,0.38243654506894836
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1966_1976,1966,1975,50,5,linear,0.2,0.01,-0.8159845800936274,0.21311977790837922
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1966_1976,1966,1975,50,5,relu,0.2,0.01,-0.7687621393491504,0.2356387914289117
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1968_1978,1968,1977,100,20,relu,0.2,0.01,-3.1519309202757313,0.23076849940904876
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1968_1978,1968,1977,100,20,relu,0.0,0.05,-2.9558175734916055,0.23666129791547988
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1968_1978,1968,1977,20,5,relu,0.1,0.01,0.08742645209131661,0.42158065546167667
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1968_1978,1968,1977,100,10,linear,0.2,0.001,-2.2834045569361052,0.4584158214840243
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1968_1978,1968,1977,50,5,linear,0.2,0.01,-1.3830132840257927,0.1331957235527158
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1968_1978,1968,1977,50,5,relu,0.2,0.01,-0.5846767021997763,0.17551928855185664
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1970_1980,1970,1979,100,20,relu,0.2,0.01,-0.015806328120371527,0.15089024744743407
ERA5_L1_100_L2_20_dropout_0.0_testPeriod_1970_1980,1970,1979,100,20,relu,0.0,0.05,-0.6386817035234933,0.2502841836683249
ERA5_L1_100_L2_20_dropout_0.2_testPeriod_1970_1980,1970,1979,100,20,linear,0.2,0.01,-0.6565834976314524,0.3700619248877528
ERA5_L1_20_L2_5_dropout_0.1_testPeriod_1970_1980,1970,1979,20,5,relu,0.1,0.01,0.13067964275066624,0.40131284819379537
ERA5_L1_100_L2_10_dropout_0.2_testPeriod_1970_1980,1970,1979,100,10,linear,0.2,0.001,-1.1481163209924392,0.2418656236919818
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1970_1980,1970,1979,50,5,linear,0.2,0.01,-0.3104472726289973,0.2356313828361772
ERA5_L1_50_L2_5_dropout_0.2_testPeriod_1970_1980,1970,1979,50,5,relu,0.2,0.01,0.12207676898607522,0.4284277982772192
