model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1902_1912,1902,1911,100,20,relu,0.0,0.05,-6.932311738844994,0.19675257194430082
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1902_1912,1902,1911,100,20,linear,0.2,0.01,-6.195947941825875,0.03364403907915581
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1902_1912,1902,1911,100,10,linear,0.2,0.001,-5.353343402998577,0.3430923275391261
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1904_1914,1904,1913,100,20,relu,0.0,0.05,-8.642952453856651,0.07522755236596781
6-epi_L1_20_L2_5_dropout_0.1_testPeriod_1904_1914,1904,1913,20,5,relu,0.1,0.01,-2.824360956959068,0.04646764994269773
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1906_1916,1906,1915,100,10,linear,0.2,0.001,-1.1889438543642141,0.02465396903044021
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1908_1918,1908,1917,100,20,relu,0.0,0.05,-1.6296456050114112,0.03188657916305332
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1908_1918,1908,1917,100,20,linear,0.2,0.01,-4.296878076769188,0.05553032118345705
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1910_1920,1910,1919,100,20,relu,0.2,0.01,-2.5895192276075067,0.5181858551930516
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1910_1920,1910,1919,100,20,relu,0.0,0.05,-5.424007778092517,0.5685671585450953
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1910_1920,1910,1919,100,20,linear,0.2,0.01,-2.2979491627308284,0.34855362772526677
6-epi_L1_20_L2_5_dropout_0.1_testPeriod_1910_1920,1910,1919,20,5,relu,0.1,0.01,-1.189152683510291,0.14233999321756058
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1910_1920,1910,1919,100,10,linear,0.2,0.001,-1.5390053181792482,0.34551068875951874
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1910_1920,1910,1919,50,5,linear,0.2,0.01,-4.3628221228183195,0.29122822159217443
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1910_1920,1910,1919,50,5,relu,0.2,0.01,-0.8267366790397841,0.3407993847775537
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1912_1922,1912,1921,100,20,relu,0.2,0.01,-0.34082566994048324,0.7516176488419137
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1912_1922,1912,1921,100,20,relu,0.0,0.05,-4.1428224888657,0.38326259282897057
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1912_1922,1912,1921,100,20,linear,0.2,0.01,-4.583765285142983,0.05993239469276228
6-epi_L1_20_L2_5_dropout_0.1_testPeriod_1912_1922,1912,1921,20,5,relu,0.1,0.01,0.2918510107498947,0.3968931211906705
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1912_1922,1912,1921,100,10,linear,0.2,0.001,-0.8363829422971012,0.12868893725984593
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1912_1922,1912,1921,50,5,linear,0.2,0.01,-3.588261877525822,0.32838851138874253
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1912_1922,1912,1921,50,5,relu,0.2,0.01,-1.3678960426101536,0.46915740058572725
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1914_1924,1914,1923,100,20,relu,0.2,0.01,-0.3655390087357282,0.14236162081020015
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1914_1924,1914,1923,100,20,relu,0.0,0.05,-0.7323586252167731,0.23510608378211448
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1914_1924,1914,1923,100,20,linear,0.2,0.01,-2.8556081179925097,0.011047695781215542
6-epi_L1_20_L2_5_dropout_0.1_testPeriod_1914_1924,1914,1923,20,5,relu,0.1,0.01,0.2129689176777545,0.2890881815531844
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1914_1924,1914,1923,100,10,linear,0.2,0.001,-0.07000196853650653,0.06574519761560492
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1914_1924,1914,1923,50,5,linear,0.2,0.01,-0.9590152768863722,0.07520077525654867
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1916_1926,1916,1925,100,20,relu,0.2,0.01,-0.2562870096195675,0.39906559700385424
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1916_1926,1916,1925,100,20,relu,0.0,0.05,-1.6070241135537553,0.40257980053999115
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1916_1926,1916,1925,100,20,linear,0.2,0.01,-0.7920845594595369,0.3489764701354077
6-epi_L1_20_L2_5_dropout_0.1_testPeriod_1916_1926,1916,1925,20,5,relu,0.1,0.01,-0.9619804822178597,0.1814123267577495
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1916_1926,1916,1925,100,10,linear,0.2,0.001,-0.6144301618826546,0.2936246099965659
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1916_1926,1916,1925,50,5,linear,0.2,0.01,-1.7192140855782272,0.4264107399203354
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1918_1928,1918,1927,100,20,relu,0.2,0.01,-1.8561465317559502,0.4654002380472183
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1918_1928,1918,1927,100,20,relu,0.0,0.05,-3.0255191584029344,0.4915090650934647
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1918_1928,1918,1927,100,20,linear,0.2,0.01,-1.4772736520527299,0.6498176375809903
6-epi_L1_20_L2_5_dropout_0.1_testPeriod_1918_1928,1918,1927,20,5,relu,0.1,0.01,-1.8030289852201449,0.4568263864564975
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1918_1928,1918,1927,100,10,linear,0.2,0.001,0.3510277960022947,0.511737140983723
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1918_1928,1918,1927,50,5,linear,0.2,0.01,-0.08876528029388209,0.604580104472092
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1918_1928,1918,1927,50,5,relu,0.2,0.01,-0.9240254971549269,0.14667544290914186
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1920_1930,1920,1929,100,20,relu,0.2,0.01,0.24297982260849893,0.47493526952707166
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1920_1930,1920,1929,100,20,relu,0.0,0.05,-0.9878366909961045,0.32453343829965986
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1920_1930,1920,1929,100,10,linear,0.2,0.001,-7.347530927266117,0.689586849631796
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1920_1930,1920,1929,50,5,linear,0.2,0.01,0.3719088488520341,0.6275916099206282
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1920_1930,1920,1929,50,5,relu,0.2,0.01,-3.726499535120994,0.4268203677160451
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1922_1932,1922,1931,100,20,linear,0.2,0.01,-2.3087315327288858,0.24065638991183605
6-epi_L1_20_L2_5_dropout_0.1_testPeriod_1922_1932,1922,1931,20,5,relu,0.1,0.01,-8.631406794703853,0.22448565018708388
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1922_1932,1922,1931,100,10,linear,0.2,0.001,-5.470940077037557,0.14775880343576567
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932,1922,1931,50,5,linear,0.2,0.01,-9.015021833644811,0.11353180332856484
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932,1922,1931,50,5,relu,0.2,0.01,-2.6974409970348363,0.14111772543430598
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934,1924,1933,100,20,relu,0.2,0.01,0.35827179313728563,0.3681856324847502
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1924_1934,1924,1933,100,20,relu,0.0,0.05,-1.0620089009364575,0.2549976279908803
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934,1924,1933,100,20,linear,0.2,0.01,0.08064847065568526,0.31431342222289776
6-epi_L1_20_L2_5_dropout_0.1_testPeriod_1924_1934,1924,1933,20,5,relu,0.1,0.01,0.13702246886988723,0.1953758379380968
6-epi_L1_100_L2_10_dropout_0.2_testPeriod_1924_1934,1924,1933,100,10,linear,0.2,0.001,-1.1405065125729554,0.22959581365501422
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934,1924,1933,50,5,linear,0.2,0.01,-0.9341071025965524,0.24993029999232863
6-epi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934,1924,1933,50,5,relu,0.2,0.01,0.0935497245218948,0.3015319514913654
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1926_1936,1926,1935,100,20,relu,0.2,0.01,0.1849930274656263,0.20562964583126844
6-epi_L1_100_L2_20_dropout_0.0_testPeriod_1926_1936,1926,1935,100,20,relu,0.0,0.05,-0.7557024314087744,0.8275027435576332
6-epi_L1_100_L2_20_dropout_0.2_testPeriod_1926_1936,1926,1935,100,20,linear,0.2,0.01,-0.6160046311326195,0.23308353971345905
