model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1902_1912,1902,1911,100,20,relu,0.2,0.01,-0.1427526992291246,0.5918254259156575
1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1902_1912,1902,1911,100,20,relu,0.0,0.05,-1.1952951446233122,0.447575304092752
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1902_1912,1902,1911,100,20,linear,0.2,0.01,-3.149447197361777,0.4142865135991748
1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1902_1912,1902,1911,20,5,relu,0.1,0.01,-0.6651476812522563,0.3822376025407211
1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1902_1912,1902,1911,100,10,linear,0.2,0.001,-5.571716670131929,0.32144525673369057
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912,1902,1911,50,5,linear,0.2,0.01,-3.023328012946525,0.3952887772094199
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912,1902,1911,50,5,relu,0.2,0.01,0.28681086465905925,0.5112715657613628
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1904_1914,1904,1913,100,20,relu,0.2,0.01,0.08162909224230774,0.2869469759706514
1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1904_1914,1904,1913,100,20,relu,0.0,0.05,-0.5487045981540322,0.35136288710455266
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1904_1914,1904,1913,100,20,linear,0.2,0.01,-2.4872808120895744,0.18729215523540776
1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1904_1914,1904,1913,20,5,relu,0.1,0.01,-0.3400354699090402,0.2757088179675154
1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1904_1914,1904,1913,100,10,linear,0.2,0.001,-2.0863848416580417,0.5439896070622303
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1904_1914,1904,1913,50,5,linear,0.2,0.01,0.20118237122586002,0.2172996265620299
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1904_1914,1904,1913,50,5,relu,0.2,0.01,0.058567873926845926,0.2266990812615683
1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1906_1916,1906,1915,20,5,relu,0.1,0.01,-4.517409781129243,0.3356576241920144
1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1908_1918,1908,1917,100,10,linear,0.2,0.001,-0.926802583820798,0.08187848343538451
1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1910_1920,1910,1919,20,5,relu,0.1,0.01,-0.377280546582214,0.10895448609500016
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1920_1930,1920,1929,100,20,relu,0.2,0.01,0.07081257165059673,0.6032816134606162
1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1920_1930,1920,1929,100,20,relu,0.0,0.05,-0.15675547520019562,0.715404030676551
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1920_1930,1920,1929,100,20,linear,0.2,0.01,0.4049283243668066,0.5512796600179481
1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1920_1930,1920,1929,20,5,relu,0.1,0.01,-0.10192044570864822,0.6213338781285508
1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1920_1930,1920,1929,100,10,linear,0.2,0.001,-1.1935670791856623,0.436422717349525
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1920_1930,1920,1929,50,5,linear,0.2,0.01,-0.26411123207175446,0.5844836704004985
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1920_1930,1920,1929,50,5,relu,0.2,0.01,0.13489723021078104,0.30132334244578796
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1922_1932,1922,1931,100,20,relu,0.2,0.01,-0.8149070149944959,0.3683946951071314
1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1922_1932,1922,1931,100,20,relu,0.0,0.05,0.3488578419745091,0.6764143770699521
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1922_1932,1922,1931,100,20,linear,0.2,0.01,-1.9665098643421342,0.7299728427507385
1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1922_1932,1922,1931,20,5,relu,0.1,0.01,0.1288251527801999,0.806003835456885
1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1922_1932,1922,1931,100,10,linear,0.2,0.001,-0.002204003352290096,0.7570939449569328
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932,1922,1931,50,5,linear,0.2,0.01,-1.7220378745897493,0.6312703481031952
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932,1922,1931,50,5,relu,0.2,0.01,-0.25325744311218745,0.7189212062977905
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934,1924,1933,100,20,relu,0.2,0.01,0.29762063671166783,0.7682856071683869
1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1924_1934,1924,1933,100,20,relu,0.0,0.05,-0.05873802685676144,0.7606743369026949
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934,1924,1933,100,20,linear,0.2,0.01,-5.113769453227952,0.7394752195402144
1-nmi_L1_20_L2_5_dropout_0.1_testPeriod_1924_1934,1924,1933,20,5,relu,0.1,0.01,-0.47822772925953894,0.7578842073391817
1-nmi_L1_100_L2_10_dropout_0.2_testPeriod_1924_1934,1924,1933,100,10,linear,0.2,0.001,-7.932175178402158,0.8139037394749737
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934,1924,1933,50,5,linear,0.2,0.01,-7.487548556839069,0.7818098692732114
1-nmi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934,1924,1933,50,5,relu,0.2,0.01,-0.9838135733545157,0.7732237958038457
1-nmi_L1_100_L2_20_dropout_0.2_testPeriod_1926_1936,1926,1935,100,20,relu,0.2,0.01,-0.6259102167314701,0.519075983520816
1-nmi_L1_100_L2_20_dropout_0.0_testPeriod_1926_1936,1926,1935,100,20,relu,0.0,0.05,-4.7797140467180625,0.6780430978438765
