model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1902_1912,1902,1911,100,20,relu,0.2,0.01,-2.4883651344516706,0.48288179362109507
aismr_L1_100_L2_20_dropout_0.0_testPeriod_1902_1912,1902,1911,100,20,relu,0.0,0.05,-6.109609791457477,0.48177067363843157
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1902_1912,1902,1911,100,20,linear,0.2,0.01,-2.0959041106291143,0.22697725020161824
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1902_1912,1902,1911,20,5,relu,0.1,0.01,-2.06337151153203,0.3693637691438025
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1902_1912,1902,1911,100,10,linear,0.2,0.001,-0.7970628605830308,0.22345455320543964
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912,1902,1911,50,5,linear,0.2,0.01,-2.2894776470562186,0.10488026379864691
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912,1902,1911,50,5,relu,0.2,0.01,-3.888718025227952,0.4883779438499311
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1904_1914,1904,1913,100,20,linear,0.2,0.01,0.04795621830324115,0.10582193532112275
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1904_1914,1904,1913,100,10,linear,0.2,0.001,-0.07962686478295278,0.10909314573748535
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1904_1914,1904,1913,50,5,linear,0.2,0.01,-0.022393167222666932,0.01313422364827853
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1904_1914,1904,1913,50,5,relu,0.2,0.01,-0.23992592540085744,0.014395387580974847
aismr_L1_100_L2_20_dropout_0.0_testPeriod_1906_1916,1906,1915,100,20,relu,0.0,0.05,-6.316307376899133,0.04681169719664142
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1906_1916,1906,1915,100,20,linear,0.2,0.01,-6.529000855155095,0.020556038910434074
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1906_1916,1906,1915,20,5,relu,0.1,0.01,-0.1125177962819548,0.06741126826664992
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1906_1916,1906,1915,100,10,linear,0.2,0.001,-3.358360819356795,0.031149427772175723
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1908_1918,1908,1917,100,10,linear,0.2,0.001,-0.5012278288702858,0.19335054674605034
aismr_L1_100_L2_20_dropout_0.0_testPeriod_1910_1920,1910,1919,100,20,relu,0.0,0.05,-5.266787947022918,0.41499643653943935
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1910_1920,1910,1919,100,20,linear,0.2,0.01,-0.09434810787366099,0.14187928418508733
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1910_1920,1910,1919,20,5,relu,0.1,0.01,-4.865522803739842,0.043113512296371365
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1910_1920,1910,1919,100,10,linear,0.2,0.001,-4.428825161560003,0.2989180616494145
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1910_1920,1910,1919,50,5,relu,0.2,0.01,-2.302531044160414,0.1366484286597248
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1912_1922,1912,1921,100,20,relu,0.2,0.01,-0.7874458507305446,0.24993825897177518
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1912_1922,1912,1921,100,10,linear,0.2,0.001,-0.36444789588287074,0.3845910353969034
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1912_1922,1912,1921,50,5,linear,0.2,0.01,-1.5698028386648013,0.0018375629958116218
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1912_1922,1912,1921,50,5,relu,0.2,0.01,-1.9394645368419074,0.2692217500573532
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1914_1924,1914,1923,100,20,relu,0.2,0.01,-4.104290332969595,0.08038700709009518
aismr_L1_100_L2_20_dropout_0.0_testPeriod_1914_1924,1914,1923,100,20,relu,0.0,0.05,-7.173496949217991,0.26433826252366593
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1914_1924,1914,1923,100,20,linear,0.2,0.01,-5.437829105511328,0.010118924986797447
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1914_1924,1914,1923,50,5,linear,0.2,0.01,-2.8658962143692284,0.034561284334350746
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1914_1924,1914,1923,50,5,relu,0.2,0.01,-4.98943403080185,0.08325665227750273
