model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1908_1918,1908,1917,100,20,relu,0.0,0.05,-0.5912320024004791,0.017000752611108467
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1908_1918,1908,1917,100,10,linear,0.2,0.001,-2.0176488409975666,0.30281139401519636
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1910_1920,1910,1919,100,20,relu,0.2,0.01,-3.826083385117352,0.18781123184539322
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1910_1920,1910,1919,100,20,relu,0.0,0.05,-2.753740918676487,0.25960264048151643
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1910_1920,1910,1919,100,20,linear,0.2,0.01,-2.471975084130746,0.20008516249799577
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1910_1920,1910,1919,100,10,linear,0.2,0.001,-2.1435217342631105,0.3790590335537151
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1910_1920,1910,1919,50,5,linear,0.2,0.01,-0.39252329346506887,0.28705381178810074
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1910_1920,1910,1919,50,5,relu,0.2,0.01,-4.995574184295943,0.2445192510059508
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1912_1922,1912,1921,100,20,relu,0.2,0.01,-0.6648129191229286,0.24582023939709094
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1912_1922,1912,1921,100,20,relu,0.0,0.05,-8.38115696902633,0.16184401138488277
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1912_1922,1912,1921,100,20,linear,0.2,0.01,-1.4312414526208728,0.2256495582884316
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1912_1922,1912,1921,20,5,relu,0.1,0.01,-2.2360273461600224,0.29556828907703114
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1912_1922,1912,1921,100,10,linear,0.2,0.001,-4.9855268599476945,0.33262218186388154
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1912_1922,1912,1921,50,5,linear,0.2,0.01,-3.6534308437915612,0.11529102937985582
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1912_1922,1912,1921,50,5,relu,0.2,0.01,-1.2194754776805494,0.22154025572564717
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1914_1924,1914,1923,100,20,relu,0.2,0.01,-0.4660392558610673,0.10452268179790561
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1914_1924,1914,1923,100,20,relu,0.0,0.05,-0.07596468389852662,0.18969810564432255
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1914_1924,1914,1923,100,20,linear,0.2,0.01,-0.39178678689406077,0.14083389915753167
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1914_1924,1914,1923,20,5,relu,0.1,0.01,-1.282501735637522,0.1852263683734794
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1914_1924,1914,1923,100,10,linear,0.2,0.001,-0.04660550997492008,0.12563765148862296
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1914_1924,1914,1923,50,5,linear,0.2,0.01,-0.5692933061732941,0.08666620468642139
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1914_1924,1914,1923,50,5,relu,0.2,0.01,-1.2701280248199498,0.18744979799532466
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1916_1926,1916,1925,100,20,relu,0.2,0.01,-0.8316938414830644,0.09432691492077912
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1916_1926,1916,1925,100,20,relu,0.0,0.05,-1.448293099345539,0.22024007327446432
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1916_1926,1916,1925,100,20,linear,0.2,0.01,-0.009127100469788374,0.10262998801673111
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1916_1926,1916,1925,20,5,relu,0.1,0.01,-0.6097900919090551,0.1470426505984619
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1916_1926,1916,1925,100,10,linear,0.2,0.001,-0.44220464824324046,0.1952786169277416
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1916_1926,1916,1925,50,5,linear,0.2,0.01,-1.3119594673369672,0.1127857644648456
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1916_1926,1916,1925,50,5,relu,0.2,0.01,-1.0426111140005645,0.086153316804913
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1918_1928,1918,1927,20,5,relu,0.1,0.01,-8.95366191749904,0.28249047620724166
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1922_1932,1922,1931,100,20,relu,0.2,0.01,-0.7335496250972564,0.5381437273225622
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1922_1932,1922,1931,100,20,relu,0.0,0.05,0.49232159801851405,0.6083548933284026
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1922_1932,1922,1931,100,20,linear,0.2,0.01,-0.43651197829920174,0.49466365496707265
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1922_1932,1922,1931,20,5,relu,0.1,0.01,0.3259655297434515,0.5652486817842395
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1922_1932,1922,1931,100,10,linear,0.2,0.001,-0.7192433697662255,0.44809477497343897
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932,1922,1931,50,5,linear,0.2,0.01,-0.35365250728154174,0.7091475502106659
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932,1922,1931,50,5,relu,0.2,0.01,-0.79047633563888,0.7336090447871269
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934,1924,1933,100,20,relu,0.2,0.01,0.41837785941742955,0.5851846238576499
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1924_1934,1924,1933,100,20,relu,0.0,0.05,0.5995071205494362,0.7298118846483258
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934,1924,1933,100,20,linear,0.2,0.01,-0.625700275705708,0.6917862885908108
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1924_1934,1924,1933,20,5,relu,0.1,0.01,0.3347258701237963,0.730315915691141
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1924_1934,1924,1933,100,10,linear,0.2,0.001,-0.8529336009816881,0.5666777228833699
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934,1924,1933,50,5,linear,0.2,0.01,-0.303283800022383,0.7894312997810686
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934,1924,1933,50,5,relu,0.2,0.01,-2.4278579412426686,0.6099042707767091
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1926_1936,1926,1935,100,20,relu,0.2,0.01,-1.010994901082758,0.48735745926745644
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1926_1936,1926,1935,100,20,relu,0.0,0.05,-0.464440347687445,0.7068916921908338
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1926_1936,1926,1935,100,20,linear,0.2,0.01,-3.557262142867618,0.5696875790506373
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1926_1936,1926,1935,20,5,relu,0.1,0.01,-0.011300003540900994,0.5500776934202442
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1926_1936,1926,1935,100,10,linear,0.2,0.001,-1.1824466740403787,0.4410681615414441
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1926_1936,1926,1935,50,5,linear,0.2,0.01,-1.118642476190923,0.487222725944658
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1926_1936,1926,1935,50,5,relu,0.2,0.01,-0.6886428918836687,0.6742799291499291
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1928_1938,1928,1937,100,20,relu,0.2,0.01,-0.19349171008169241,0.6109127379354714
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1928_1938,1928,1937,100,20,relu,0.0,0.05,-1.193578185075129,0.029267199415467092
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1928_1938,1928,1937,100,20,linear,0.2,0.01,-2.1326158083270927,0.27844426989873533
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1928_1938,1928,1937,20,5,relu,0.1,0.01,-1.0238429759554957,0.4975853570371307
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1928_1938,1928,1937,100,10,linear,0.2,0.001,-0.29716176944174055,0.025347809082018113
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1928_1938,1928,1937,50,5,linear,0.2,0.01,-1.7903967787611168,0.26306642324702295
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1928_1938,1928,1937,50,5,relu,0.2,0.01,0.35896447610462545,0.6577923005582785
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1930_1940,1930,1939,100,20,relu,0.0,0.05,-0.5042342526773986,0.010422168298187475
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1930_1940,1930,1939,20,5,relu,0.1,0.01,-0.6491243077279254,0.06459660656828066
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1930_1940,1930,1939,100,10,linear,0.2,0.001,-0.36303846773701887,0.24628881189418075
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1930_1940,1930,1939,50,5,relu,0.2,0.01,-1.0436539704791765,0.04669464245034627
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1932_1942,1932,1941,100,20,relu,0.2,0.01,-0.03737708878924639,0.20807777237293348
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1932_1942,1932,1941,100,20,relu,0.0,0.05,-0.2614511718767474,0.04009414495615808
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1932_1942,1932,1941,20,5,relu,0.1,0.01,-0.15934140302638133,0.3099224011581163
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1934_1944,1934,1943,20,5,relu,0.1,0.01,-0.2173607166955418,0.24761964221904478
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1936_1946,1936,1945,100,20,relu,0.2,0.01,0.19097722056199007,0.4091368931865319
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1936_1946,1936,1945,100,20,linear,0.2,0.01,-0.3682948869883309,0.12041905783428075
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1936_1946,1936,1945,100,10,linear,0.2,0.001,0.40580746099159026,0.4365211980080866
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1936_1946,1936,1945,50,5,linear,0.2,0.01,-0.9794008821820519,0.004649571297120282
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1936_1946,1936,1945,50,5,relu,0.2,0.01,0.19275391623467109,0.3132579539710566
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1938_1948,1938,1947,100,20,relu,0.2,0.01,-0.01341793085100007,0.08981923887771608
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1938_1948,1938,1947,100,20,relu,0.0,0.05,0.09413364687883108,0.11581982260868791
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1938_1948,1938,1947,20,5,relu,0.1,0.01,0.02770022853041676,0.21579818279363192
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1938_1948,1938,1947,100,10,linear,0.2,0.001,-0.5603739490642892,0.11956380616664618
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1938_1948,1938,1947,50,5,linear,0.2,0.01,-0.4039241160747924,0.13079479914435155
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1938_1948,1938,1947,50,5,relu,0.2,0.01,0.11310045132146485,0.2748651251493561
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1940_1950,1940,1949,100,20,relu,0.2,0.01,-0.6997873813617794,0.03791177688903232
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1940_1950,1940,1949,100,20,linear,0.2,0.01,0.1197353121092184,0.2411166727968875
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1940_1950,1940,1949,20,5,relu,0.1,0.01,-0.6456643771572095,0.17499013120479545
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1940_1950,1940,1949,100,10,linear,0.2,0.001,0.10753853948823222,0.14110949857400046
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1940_1950,1940,1949,50,5,relu,0.2,0.01,-0.4550637108579798,0.14987578482558891
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1942_1952,1942,1951,100,20,relu,0.2,0.01,-0.8612758290964855,0.17335893916444436
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1942_1952,1942,1951,100,20,relu,0.0,0.05,-0.9193029468538099,0.6100880654605646
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1942_1952,1942,1951,100,20,linear,0.2,0.01,-0.2130211714388084,0.09595849475262842
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1942_1952,1942,1951,20,5,relu,0.1,0.01,-0.1521934604380748,0.8297241361438652
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1942_1952,1942,1951,100,10,linear,0.2,0.001,-0.76396352003849,0.1200135633142746
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1942_1952,1942,1951,50,5,linear,0.2,0.01,-0.31980275233389444,0.2743621470184312
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1942_1952,1942,1951,50,5,relu,0.2,0.01,0.10129693145514274,0.46753341114619434
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1944_1954,1944,1953,100,20,relu,0.2,0.01,-0.8996523979437798,0.0363490894933807
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1944_1954,1944,1953,100,20,relu,0.0,0.05,-0.2662837568843428,0.02949166823109713
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1944_1954,1944,1953,20,5,relu,0.1,0.01,-0.17470487304180948,0.16004950580953822
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1944_1954,1944,1953,100,10,linear,0.2,0.001,0.0802263936184413,0.10895113285731785
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1944_1954,1944,1953,50,5,linear,0.2,0.01,0.16895283402901662,0.21705077729097785
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1944_1954,1944,1953,50,5,relu,0.2,0.01,-0.3519931198200883,0.2944746908596342
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1946_1956,1946,1955,100,20,relu,0.2,0.01,-0.49795012115367765,0.35537476548189273
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1946_1956,1946,1955,100,20,relu,0.0,0.05,0.3369792193843486,0.36067985061295244
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1946_1956,1946,1955,100,20,linear,0.2,0.01,-0.26432207493319426,0.572532322893683
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1946_1956,1946,1955,100,10,linear,0.2,0.001,-0.2516391038696477,0.6478065926889308
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1946_1956,1946,1955,50,5,linear,0.2,0.01,-1.5516148658090452,0.46214645456308107
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1946_1956,1946,1955,50,5,relu,0.2,0.01,-0.04095865832803147,0.7064133065334794
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1948_1958,1948,1957,100,20,relu,0.0,0.05,-1.3121500132126935,0.13383477563548477
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1948_1958,1948,1957,100,20,linear,0.2,0.01,-2.620915957358307,0.21921257809392766
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1948_1958,1948,1957,20,5,relu,0.1,0.01,-0.12076681861355132,0.20630850489005326
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1948_1958,1948,1957,100,10,linear,0.2,0.001,-2.471309040713554,0.14234060406304586
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1948_1958,1948,1957,50,5,linear,0.2,0.01,-1.1176117388192357,0.23906198968097106
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1948_1958,1948,1957,50,5,relu,0.2,0.01,-0.02716484048040635,0.46393144483741305
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1950_1960,1950,1959,100,20,relu,0.2,0.01,-0.9185669508308412,0.45702567801071337
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1950_1960,1950,1959,100,20,relu,0.0,0.05,-1.6858214762509074,0.3108991378117791
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1950_1960,1950,1959,100,20,linear,0.2,0.01,-2.4974008119138382,0.34067961765686167
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1950_1960,1950,1959,20,5,relu,0.1,0.01,-0.4021826688167971,0.3546348035623184
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1950_1960,1950,1959,50,5,linear,0.2,0.01,-1.5514337754166103,0.2944330455551007
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1950_1960,1950,1959,50,5,relu,0.2,0.01,-0.4356757245419791,0.36575032547197733
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1954_1964,1954,1963,100,20,relu,0.2,0.01,-0.14824015130823343,0.04067724004826184
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1954_1964,1954,1963,100,20,relu,0.0,0.05,-0.16703919570972525,0.03405169881265158
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1954_1964,1954,1963,100,10,linear,0.2,0.001,-0.5830944798767763,0.057704666630848195
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1956_1966,1956,1965,100,20,relu,0.2,0.01,-2.9727807561058115,0.30067098097950606
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1956_1966,1956,1965,100,20,relu,0.0,0.05,-0.1287529391938178,0.3794361198217122
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1956_1966,1956,1965,100,20,linear,0.2,0.01,-5.319281768573059,0.06291538822912855
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1956_1966,1956,1965,20,5,relu,0.1,0.01,-2.093158886067022,0.18106634153107568
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1956_1966,1956,1965,100,10,linear,0.2,0.001,-5.930227743893199,0.16088112374454105
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1956_1966,1956,1965,50,5,linear,0.2,0.01,-4.499854295844191,0.1587422095266533
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1956_1966,1956,1965,50,5,relu,0.2,0.01,-1.9589207157149975,0.2828064371060406
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1960_1970,1960,1969,100,20,relu,0.2,0.01,-0.7304411083327167,0.3459568903732663
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1960_1970,1960,1969,100,20,relu,0.0,0.05,-1.1977454081068335,0.3326380700226014
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1960_1970,1960,1969,100,20,linear,0.2,0.01,-3.133926891622761,0.29486952604857564
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1960_1970,1960,1969,50,5,linear,0.2,0.01,-1.433052108857253,0.38543554893153004
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1960_1970,1960,1969,50,5,relu,0.2,0.01,-0.7301260869222399,0.5897411179338761
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972,1962,1971,100,20,relu,0.2,0.01,-1.3792347037628914,0.5385487136931302
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1962_1972,1962,1971,100,20,relu,0.0,0.05,-1.347555909162815,0.5568320015779584
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972,1962,1971,100,20,linear,0.2,0.01,-1.3462744161047455,0.4118465055758391
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1962_1972,1962,1971,20,5,relu,0.1,0.01,-1.8211933628832995,0.6406507871512622
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1962_1972,1962,1971,100,10,linear,0.2,0.001,-0.4910506150819851,0.15377805533013908
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1962_1972,1962,1971,50,5,linear,0.2,0.01,-1.4447446149068894,0.32296734060212184
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1962_1972,1962,1971,50,5,relu,0.2,0.01,-0.3304216708076284,0.5296860407239053
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1964_1974,1964,1973,100,20,relu,0.2,0.01,0.007895233511499455,0.565510652067311
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1964_1974,1964,1973,100,20,relu,0.0,0.05,0.5382853598660087,0.6693238418077211
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1964_1974,1964,1973,100,20,linear,0.2,0.01,0.04144759696085587,0.5063499907386985
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1964_1974,1964,1973,20,5,relu,0.1,0.01,0.06794924306725125,0.5719576421755883
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1964_1974,1964,1973,100,10,linear,0.2,0.001,-1.254258646561548,0.2764969135026635
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1964_1974,1964,1973,50,5,linear,0.2,0.01,0.4757143311179841,0.5451087016552745
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1964_1974,1964,1973,50,5,relu,0.2,0.01,0.2671844904569539,0.7320783784662114
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1966_1976,1966,1975,100,20,relu,0.2,0.01,-0.01116391627690394,0.4889316230890381
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1966_1976,1966,1975,100,20,relu,0.0,0.05,0.09843216137777988,0.4850402467443956
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1966_1976,1966,1975,100,20,linear,0.2,0.01,-1.1654003113150262,0.4403619593773967
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1966_1976,1966,1975,20,5,relu,0.1,0.01,-0.06706942716696584,0.42492721018349683
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1966_1976,1966,1975,100,10,linear,0.2,0.001,0.42496524769398814,0.6480314382192226
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1966_1976,1966,1975,50,5,linear,0.2,0.01,0.3971796192690201,0.5323976642845877
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1966_1976,1966,1975,50,5,relu,0.2,0.01,0.4119833430807248,0.4594643208373808
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1968_1978,1968,1977,100,20,relu,0.2,0.01,-3.443392944462868,0.45769230385242926
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1968_1978,1968,1977,100,20,relu,0.0,0.05,-0.6783563161387007,0.2709196890744201
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1968_1978,1968,1977,100,20,linear,0.2,0.01,-0.3589397317120957,0.4259062950958256
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1968_1978,1968,1977,20,5,relu,0.1,0.01,-2.397580201377168,0.21971048499727397
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1968_1978,1968,1977,100,10,linear,0.2,0.001,-3.012353667145427,0.45025606776965427
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1968_1978,1968,1977,50,5,linear,0.2,0.01,-5.755111420643887,0.35865832150570914
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1968_1978,1968,1977,50,5,relu,0.2,0.01,-8.339090778932283,0.3388148399210658
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1970_1980,1970,1979,100,20,relu,0.2,0.01,-1.4020624163051254,0.626853261668544
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1970_1980,1970,1979,100,20,relu,0.0,0.05,-0.8920757307733675,0.4409067652662103
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1970_1980,1970,1979,100,20,linear,0.2,0.01,0.2414297315858086,0.31855661317692247
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1970_1980,1970,1979,20,5,relu,0.1,0.01,-0.4299480240539546,0.42008788778855694
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1970_1980,1970,1979,100,10,linear,0.2,0.001,-1.5539107673089574,0.15847058140365397
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1970_1980,1970,1979,50,5,linear,0.2,0.01,-3.995030417887156,0.3455520312805422
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1970_1980,1970,1979,50,5,relu,0.2,0.01,-2.0355103143440565,0.44255713449482476
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1972_1982,1972,1981,100,20,relu,0.2,0.01,-0.8801552773035235,0.34128290712781684
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1972_1982,1972,1981,100,20,relu,0.0,0.05,-2.0091224630116398,0.5442207626247961
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1972_1982,1972,1981,100,20,linear,0.2,0.01,-0.4414443241066195,0.43554125695894524
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1972_1982,1972,1981,20,5,relu,0.1,0.01,0.06829335781552515,0.3680160044092406
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1972_1982,1972,1981,100,10,linear,0.2,0.001,-1.6191596041257275,0.4636026279302088
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1972_1982,1972,1981,50,5,linear,0.2,0.01,-2.9012743488750647,0.43798716790097625
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1972_1982,1972,1981,50,5,relu,0.2,0.01,-1.7274053418056532,0.4112903456370524
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984,1974,1983,100,20,relu,0.2,0.01,-2.7530431581996093,0.047703179081116265
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1974_1984,1974,1983,100,20,relu,0.0,0.05,0.1109753353048416,0.3076976479581506
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984,1974,1983,100,20,linear,0.2,0.01,-0.2846434914076057,0.24894212414048997
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1974_1984,1974,1983,20,5,relu,0.1,0.01,-0.006408964136340511,0.13097524644383424
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1974_1984,1974,1983,100,10,linear,0.2,0.001,-0.5854331797242678,0.3131368831700621
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,linear,0.2,0.01,-3.0686439603331257,0.3940109035680602
