model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
7-spi_L1_100_L2_20_dropout_0.2_testPeriod_1902_1912,1902,1911,100,20,relu,0.2,0.01,-0.9609632423148633,0.4217204715491814
7-spi_L1_100_L2_20_dropout_0.0_testPeriod_1902_1912,1902,1911,100,20,relu,0.0,0.05,0.003955524497126328,0.5812123719682245
7-spi_L1_100_L2_20_dropout_0.2_testPeriod_1902_1912,1902,1911,100,20,linear,0.2,0.01,-1.776542120941213,0.1662314978638447
7-spi_L1_20_L2_5_dropout_0.1_testPeriod_1902_1912,1902,1911,20,5,relu,0.1,0.01,-3.5886328340876688,0.4962355907268681
7-spi_L1_100_L2_10_dropout_0.2_testPeriod_1902_1912,1902,1911,100,10,linear,0.2,0.001,-2.0290180223937813,0.12263350278601846
7-spi_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912,1902,1911,50,5,linear,0.2,0.01,-1.075782999427835,0.24684592203508307
7-spi_L1_50_L2_5_dropout_0.2_testPeriod_1902_1912,1902,1911,50,5,relu,0.2,0.01,-2.903231712064897,0.4408235833942947
7-spi_L1_100_L2_20_dropout_0.2_testPeriod_1904_1914,1904,1913,100,20,relu,0.2,0.01,-0.062610192319134,0.2035447648982325
7-spi_L1_100_L2_10_dropout_0.2_testPeriod_1904_1914,1904,1913,100,10,linear,0.2,0.001,-4.597057501262484,0.04567874458210641
7-spi_L1_50_L2_5_dropout_0.2_testPeriod_1904_1914,1904,1913,50,5,relu,0.2,0.01,-3.576933975180082,0.21516140678001633
7-spi_L1_100_L2_20_dropout_0.2_testPeriod_1906_1916,1906,1915,100,20,relu,0.2,0.01,-2.181278336647682,0.34500414240446803
7-spi_L1_100_L2_20_dropout_0.0_testPeriod_1906_1916,1906,1915,100,20,relu,0.0,0.05,-0.7270324191868736,0.1629544880489863
7-spi_L1_100_L2_20_dropout_0.2_testPeriod_1906_1916,1906,1915,100,20,linear,0.2,0.01,-4.316114912602684,0.10120668698107456
7-spi_L1_20_L2_5_dropout_0.1_testPeriod_1906_1916,1906,1915,20,5,relu,0.1,0.01,-2.635464182939661,0.3325494399710551
7-spi_L1_100_L2_10_dropout_0.2_testPeriod_1906_1916,1906,1915,100,10,linear,0.2,0.001,-1.688147393322149,0.16270680870971257
7-spi_L1_50_L2_5_dropout_0.2_testPeriod_1906_1916,1906,1915,50,5,linear,0.2,0.01,0.10208065531884203,0.2513237328652416
7-spi_L1_50_L2_5_dropout_0.2_testPeriod_1906_1916,1906,1915,50,5,relu,0.2,0.01,-2.7897107248901207,0.5206269783415722
7-spi_L1_100_L2_20_dropout_0.2_testPeriod_1908_1918,1908,1917,100,20,relu,0.2,0.01,0.1373488511558707,0.317808247867879
7-spi_L1_100_L2_20_dropout_0.0_testPeriod_1908_1918,1908,1917,100,20,relu,0.0,0.05,-0.31140358194180995,0.5827617848371582
7-spi_L1_100_L2_20_dropout_0.2_testPeriod_1908_1918,1908,1917,100,20,linear,0.2,0.01,-0.6004344775714123,0.19727628369587824
7-spi_L1_20_L2_5_dropout_0.1_testPeriod_1908_1918,1908,1917,20,5,relu,0.1,0.01,-0.18500924230925042,0.4079203694251658
7-spi_L1_100_L2_10_dropout_0.2_testPeriod_1908_1918,1908,1917,100,10,linear,0.2,0.001,-0.5666594109829943,0.19011750308247488
7-spi_L1_50_L2_5_dropout_0.2_testPeriod_1908_1918,1908,1917,50,5,linear,0.2,0.01,-0.7963122914523726,0.3519735235342625
7-spi_L1_50_L2_5_dropout_0.2_testPeriod_1908_1918,1908,1917,50,5,relu,0.2,0.01,0.030396502688470606,0.43907174474686156
7-spi_L1_100_L2_20_dropout_0.2_testPeriod_1910_1920,1910,1919,100,20,relu,0.2,0.01,-0.5997397272054135,0.2828733924507669
7-spi_L1_20_L2_5_dropout_0.1_testPeriod_1910_1920,1910,1919,20,5,relu,0.1,0.01,-2.0020808088862068,0.07332403700402697
7-spi_L1_100_L2_10_dropout_0.2_testPeriod_1910_1920,1910,1919,100,10,linear,0.2,0.001,0.0732083631750381,0.3026811837053698
