paleoData_TSid,datasetName,archiveType,geo_meanLon,geo_meanLat,geo_siteName,pub1_dataUrl,resolution
LPDa2107e777,,MarineSediment,-76.32,32.98,Carolina Slope North,https://www.ncdc.noaa.gov/cdo/f?p=519:1:1626287132058201::::P1_STUDY_ID:11816,24.49230769230769
LPDa2107e773,,MarineSediment,-76.32,32.98,Carolina Slope North,https://www.ncdc.noaa.gov/cdo/f?p=519:1:1626287132058201::::P1_STUDY_ID:11816,32.8125
LPDa2107e77t,,MarineSediment,-76.32,32.98,Carolina Slope North,https://www.ncdc.noaa.gov/cdo/f?p=519:1:1626287132058201::::P1_STUDY_ID:11816,31.215686274509803
MS11CSCN01a,,MarineSediment,-76.32,32.98,Carolina Slope North,https://www.ncdc.noaa.gov/cdo/f?p=519:1:1626287132058201::::P1_STUDY_ID:11816,23.761194029850746
Ocean2kHR_019,,Coral,34.32,27.85,"Ras Umm Sidd, Red Sea",doi.org,0.16666666666666666
WEB4632d6d9,,Wood,85.183,28.183,Ganesh,,1.0
IC08THGZ01A,,GlacierIce,-70.36,-73.59,Gomez,,1.0
LS14FEZA01B,,LakeSediment,-120.0392,34.7778,Zaca Lake,,6.2531380753138075
LPDd72fd146,,LakeSediment,-120.0392,34.7778,Zaca Lake,,6.671875
LS14FEZA01C,,LakeSediment,-120.0392,34.7778,Zaca Lake,,6.1
LPD9e7bf79e,,LakeSediment,-120.0392,34.7778,Zaca Lake,,6.2012448132780085
LS14FEZA01D,,LakeSediment,-120.0392,34.7778,Zaca Lake,,6.112474437627812
LPD9e7bf79e2,,LakeSediment,-120.0392,34.7778,Zaca Lake,,6.227083333333334
LS14FEZA01E,,LakeSediment,-120.0392,34.7778,Zaca Lake,,7.324324324324325
LPDd239c465,,LakeSediment,-120.0392,34.7778,Zaca Lake,,7.920212765957447
LS14FEZA01A,,LakeSediment,-120.0392,34.7778,Zaca Lake,,5.781431334622824
LPD8ec8baf1,,LakeSediment,-120.0392,34.7778,Zaca Lake,,5.837890625
SP08HUCN01A,,Speleothem,110.416,30.45,"Heshang Cave, China",https://www.ncdc.noaa.gov/paleo-search/study/6095,7.798525798525799
SP08HUCN01A_d13C,,Speleothem,110.416,30.45,"Heshang Cave, China",https://www.ncdc.noaa.gov/paleo-search/study/6095,7.798525798525799
IC10VIGR01A,,GlacierIce,-37.64,72.58,GRIP,,1.0
SP13SLNA01A,,Speleothem,17.883,-19.4,"Dante Cave, Namibia",https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:14268,14.64968152866242
IC08VI7901A,,GlacierIce,-73.1,80.7,Agassiz A79,,20.0
IC02STTA02A,,GlacierIce,159.06,-72.8,TD96 Talos Dome,,1.0
Ocean2kHR_096,,Coral,-66.75,11.77,"Cayo Sal, Los Roques Archipelago, Venezuela",doi.org,0.08333333333333333
MS09DTNA01b,,MarineSediment,-17.82,62.08,RApiD-12-1K Subpolar North Atlantic,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/thornalley2009/thornalley2009.txt,80.7312925170068
MS09DTNA02a,,MarineSediment,-17.82,62.08,RApiD-12-1K Subpolar North Atlantic,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/thornalley2009/thornalley2009.txt,63.462566844919785
LPD2d0bd641,,MarineSediment,-17.82,62.08,RApiD-12-1K Subpolar North Atlantic,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/thornalley2009/thornalley2009.txt,78.07565789473684
LPD44e382ee,,MarineSediment,-17.82,62.08,RApiD-12-1K Subpolar North Atlantic,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/thornalley2009/thornalley2009.txt,78.07565789473684
MS09DTNA01a,,MarineSediment,-17.82,62.08,RApiD-12-1K Subpolar North Atlantic,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/thornalley2009/thornalley2009.txt,61.809895833333336
IC12SIWG01A,,GlacierIce,169.08,-72.9,Whitehall Glacier WGH,,1.0
TR08HORA01,,Wood,60.0,68.1,Northwestern Russian Tundra,http://www1.ncdc.noaa.gov/pub/data/paleo/treering/isotope/asia/russia/,1.0
IC99OE0601A,,GlacierIce,8.01,-75.0,DML Plateau Amundsenisen FB97DML06,,1.0319148936170213
TR15YOLL00,,Wood,-4.228,52.2217,"Allt Lanlas, Ceredigion",,1.0
IC10VIGI01B,,GlacierIce,-38.5,72.6,GISP2 Summer,,1.0
IC10VIGI01A,,GlacierIce,-38.5,72.6,GISP2 Summer,,1.0
IC13ST2201A,,GlacierIce,-104.99,-83.5,US-ITASE-2002-2,,0.04617661808829828
IC11BEVL01A,,GlacierIce,162.53,-77.33,VLG,,1.0
WEB4de479a5,,Wood,-133.8,68.4,"Mackenzie Delta, NWT, Canada",,1.0
IC02GR1701A,,GlacierIce,6.5,-75.17,B33Site DML17,,1.0142421159715158
IC99ISS201A,,GlacierIce,4.82,-70.25,DML Fimbulisen S20,,1.0
IC99OE0101A,,GlacierIce,-2.55,-74.86,DML Plateau Amundsenisen FB96DML01,,1.0208333333333333
CO04MGNG01A,,Coral,143.6819,-3.6206,Papua New Guinea,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:9813,1.0235294117647058
IC10VICR01C,,GlacierIce,-37.32,71.12,Crete,,1.0
IC10VICR01A,,GlacierIce,-37.32,71.12,Crete,,1.0
IC10VICR01B,,GlacierIce,-37.32,71.12,Crete,,1.0
SP06DYCN01A,,Speleothem,108.08,25.28,"Dongge Cave, China",https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:5441,17.450716648291067
LS01HOCH,,LakeSediment,-88.75,19.8333,Lake Chichancanab,doi.org,14.852576158940398
CO98SWPR01A,,Coral,7.5833,1.6667,"Principe, Gulf of Guinea",,1.0
IC11LAB401A,,GlacierIce,11.54,-70.86,IND 22B4 Coastal DML,,1.0
IC76FIDE01A,,GlacierIce,-82.5,75.33,Devon Ice Cap,,5.0
IC76FIDE02A,,GlacierIce,-82.5,75.33,Devon Ice Cap,,1.0
Ocean2kHR_174,,Coral,167.2,-15.7,"Malo Channel, Espiritu Santo Island, Vanuatu",doi.org,0.06714285714285721
Ocean2kHR_175,,Coral,167.2,-15.7,"Malo Channel, Espiritu Santo Island, Vanuatu",doi.org,0.06714285714285721
Ocean2kHR_176,,Coral,167.2,-15.7,"Malo Channel, Espiritu Santo Island, Vanuatu",doi.org,0.06714285714285721
LS09MAAS,,LakeSediment,39.4833,12.5833,Ashenge,doi.org,108.96894409937889
LS09RUWA01B,,LakeSediment,30.271,0.4167,Lake Wandakara,,124.07142857142857
LS09RUWA01B2,,LakeSediment,30.271,0.4167,Lake Wandakara,,124.07142857142857
LS09RUWA01A,,LakeSediment,30.271,0.4167,Lake Wandakara,,75.6
IC99OE0801A,,GlacierIce,3.29,-75.75,DML Plateau Amundsenisen FB97DML08,,1.0547945205479452
TR11XUPH07,,Wood,101.2,19.9,"Phu Leuy, Northern Laos",Asia 2K,1.0
TR11XUPH01,,Wood,101.2,19.9,"Phu Leuy, Northern Laos",Asia 2K,1.0761904761904761
TR11XUPH02,,Wood,101.2,19.9,"Phu Leuy, Northern Laos",Asia 2K,1.0072992700729928
TR11XUPH03,,Wood,101.2,19.9,"Phu Leuy, Northern Laos",Asia 2K,1.0168674698795181
TR11XUPH05,,Wood,101.2,19.9,"Phu Leuy, Northern Laos",Asia 2K,1.0390625
TR11XUPH06,,Wood,101.2,19.9,"Phu Leuy, Northern Laos",Asia 2K,1.02
TR11XUPH00,,Wood,101.2,19.9,"Phu Leuy, Northern Laos",Asia 2K,1.0
IC08DILO01A,,GlacierIce,17.42,78.86,Lomonosovfonna,,2.5902335456475583
LS14ATJU01B,,LakeSediment,-89.4833,0.9,El Junco Lake,doi.org,50.527272727272724
MAT6c43cd5d85,,LakeSediment,-89.4833,0.9,El Junco Lake,doi.org,45.557377049180324
LS14ATJU01A,,LakeSediment,-89.4833,0.9,El Junco Lake,doi.org,89.64516129032258
IC00EIGG01A,,GlacierIce,7.8675,45.9244,Grenzgletscher,,1.0175438596491229
LS04YUWA,,LakeSediment,-119.16,37.87,Walker Lake,,3.0683760683760686
WEBbfa46c07,,LakeSediment,-119.16,37.87,Walker Lake,,3.0815450643776825
WEBa4c9285c,,LakeSediment,-119.16,37.87,Walker Lake,,3.0815450643776825
WEBedf590e2,,LakeSediment,-119.16,37.87,Walker Lake,,3.0683760683760686
LPD7e8e8eaa,,MarineSediment,117.48,-5.2,Makassar straits south,https://www.ncdc.noaa.gov/cdo/f?p=519:1:2067546222526901::::P1_STUDY_ID:12906,10.763736263736265
MS11ANMS01b,,MarineSediment,117.48,-5.2,Makassar straits south,https://www.ncdc.noaa.gov/cdo/f?p=519:1:2067546222526901::::P1_STUDY_ID:12906,11.236994219653178
LPD378db911t,,MarineSediment,117.48,-5.2,Makassar straits south,https://www.ncdc.noaa.gov/cdo/f?p=519:1:2067546222526901::::P1_STUDY_ID:12906,10.763736263736265
MS11ANMS01a,,MarineSediment,117.48,-5.2,Makassar straits south,https://www.ncdc.noaa.gov/cdo/f?p=519:1:2067546222526901::::P1_STUDY_ID:12906,10.62295081967213
CO92SHPU01A,,Coral,-89.1667,-0.6667,"Punta pitt, Isla San Cristobal, Galapagos island, Ecuador",https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1848,0.2554945054945055
WEBa8749551,,Wood,90.0,27.983,"Wache, Bhutan",,1.0
LS98CUPE,,LakeSediment,-89.7848,17.0003,Lake Peten-Itza,doi.org,28.59398039772727
IC10VIP200B,,GlacierIce,-43.83,65.1833,PC2,,1.0
IC10VIP200A,,GlacierIce,-43.83,65.1833,PC2,,1.0
IC13STWD02A,,GlacierIce,-112.09,-79.46,WDC05A,,1.0
IC13STWD02A2,,GlacierIce,-112.09,-79.46,WDC05A,,1.0
IC13STWD01A,,GlacierIce,-112.09,-79.46,WDC05A,,1.0
CO98QUNC01A,,Coral,166.45,-22.48,"Amedee Island, New Caledonia",https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1843,0.25
SAm_035,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_036,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_037,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_038,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_039,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_040,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_041,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_042,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_043,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_044,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_045,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
SAm_046,,GlacierIce,-70.8333,-13.9333,Quelccaya Ice Cap,doi.org,1.0
IC09OPAN01A,,GlacierIce,94.82,80.52,Akademii Nauk,,1.0
IC09OPAN01C,,GlacierIce,94.82,80.52,Akademii Nauk,,1.0
IC09OPAN01B,,GlacierIce,94.82,80.52,Akademii Nauk,,1.0
IC98THSA01A,,GlacierIce,-68.9,-18.1,Sajama,,100.004
MS05ESCR01c,,MarineSediment,11.2217,-5.5883,Congo River mouth,http://doi.pangaea.de/10.1594/PANGAEA.738200,176.97272727272727
MS05ESCR01a,,MarineSediment,11.2217,-5.5883,Congo River mouth,http://doi.pangaea.de/10.1594/PANGAEA.738200,189.0
Ocean2kHR_135,,Coral,-157.2473,1.6792,Kiritimati,doi.org,0.08333283132530134
Ocean2kHR_136,,Coral,-157.2473,1.6792,Kiritimati,doi.org,0.08333283132530134
IC00OE2201A,,GlacierIce,6.5,-75.08,DML Plateau (DML22) FB9811,,1.0208333333333333
Ocean2kHR_133,,Coral,167.0,-15.0,"Tangoa Island, Vanuatu",https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:1839,1.0
IC99OE1001A,,GlacierIce,11.35,-75.22,DML Plateau Amundsenisen FB97DML10,,1.0434782608695652
WEBb0fd9bd0,,Wood,1.0025,42.6411,"Lake Estanyola de Gerber, Spanish Pyrenees",,1.0
IC00SC2901A,,GlacierIce,-43.492,76.0039,B29,,1.0
LPD257214a7accr,,GlacierIce,-43.492,76.0039,B29,,1.0
TR16LAAN00,,Wood,0.3,45.7333,"Angouleme, France",,1.0
IC95FI8701A,,GlacierIce,-73.1,80.7,Agassiz A87,,1.0
MS07KPPB002,,MarineSediment,9.5,35.5,Panama Basin,https://www.ncdc.noaa.gov/cdo/fpermilp=519:1:599517670057801::::P1_STUDY_ID:12916,11.953199999999997
MS07KPPB0022,,MarineSediment,9.5,35.5,Panama Basin,https://www.ncdc.noaa.gov/cdo/fpermilp=519:1:599517670057801::::P1_STUDY_ID:12916,21.882222222222214
MAT73bc71a7eb2,,MarineSediment,9.5,35.5,Panama Basin,https://www.ncdc.noaa.gov/cdo/fpermilp=519:1:599517670057801::::P1_STUDY_ID:12916,21.882222222222214
MAT662a3e00c02,,MarineSediment,9.5,35.5,Panama Basin,https://www.ncdc.noaa.gov/cdo/fpermilp=519:1:599517670057801::::P1_STUDY_ID:12916,21.882222222222214
MS11KWFS01,,MarineSediment,6.7672,78.9157,eastern Fram Strait,http://doi.pangaea.de/10.1594/PANGAEA.761540,23.108695652173914
TR07REVI01,,Wood,8.77,46.5,"Vigera, Switzerland",,1.0092307692307692
IC97THGL01A,,GlacierIce,81.4833,35.2833,Guliya,,10.0
Ocean2kHR_097,,Coral,-61.49,16.2,Guadeloupe,doi.org,0.08590041493775932
Ocean2kHR_098,,Coral,-61.49,16.2,Guadeloupe,doi.org,0.08590041493775932
SP10CACN01A,,Speleothem,109.1,33.57,"Jiuxian Cave, China",https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:9742,10.56341463414634
SP10CACN02A,,Speleothem,109.1,33.57,"Jiuxian Cave, China",https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:9742,88.62616822429906
IC09KAD301A,,GlacierIce,-43.83,65.18,DYE-3,,10.0
IC11DILO01A,,GlacierIce,17.42,78.86,Lomonosovfonna,,1.0
Ocean2kHR_172,,Coral,145.82,-5.22,"Madang, Papua New Guinea",doi.org,0.25
LS14PRLO01a,,LakeSediment,76.5077,19.9763,Lonar,http://www.sciencedirect.com/science/article/pii/S0012821X14000594,19.181965719063545
MATa94d069e77,,LakeSediment,76.5077,19.9763,Lonar,http://www.sciencedirect.com/science/article/pii/S0012821X14000594,19.14994240400668
LS10STSP,,LakeSediment,12.32,63.12,Lake Spaime,doi.org,233.8921691
IC13PALD01A,,GlacierIce,112.81,-66.77,DSS Law Dome,,1.0
IC99SCFH01A,,GlacierIce,8.0461,46.5481,Fiescherhorn,,1.0
IC92HOML01A,,GlacierIce,-140.58,60.58,Mt Logan (NWCol),,1.0
Ocean2kHR_173,,Coral,-91.234,-0.4084,"Urvina Bay, Galapagos Islands",doi.org,1.03601108033241
WEB69678476,,LakeSediment,-50.98,68.6374,Lake N3,,105.41341293243244
WEB08e3980f,,LakeSediment,-50.98,68.6374,Lake N3,,105.41341293243244
WEBfd7e019e,,LakeSediment,-50.98,68.6374,Lake N3,,105.41341293243244
WEB00087524,,LakeSediment,-50.98,68.6374,Lake N3,,106.85743228767123
WEB61208225,,LakeSediment,-50.98,68.6374,Lake N3,,106.85743228767123
WEB956729cc,,LakeSediment,-50.98,68.6374,Lake N3,,106.85743228767123
WEB2bbc35a8,,LakeSediment,-50.98,68.6374,Lake N3,,106.85743228767123
WEB63a13e10,,LakeSediment,-50.98,68.6374,Lake N3,,108.34156329166666
WEB708ebec7,,LakeSediment,-50.98,68.6374,Lake N3,,106.85743228767123
IC13ST0601A,,GlacierIce,-124.48,-78.33,US-ITASE-2000-6,,0.08803733333333366
MS09DOIP01b,,MarineSediment,119.2,-3.53,Makassar Strait,doi.org,10.779198113207546
O2kLR_148,,MarineSediment,119.2,-3.53,Makassar Strait,doi.org,10.527227272727272
LPDc9f784381,,MarineSediment,119.2,-3.53,Makassar Strait,doi.org,10.527227272727272
LPDc9f78438u,,MarineSediment,119.2,-3.53,Makassar Strait,doi.org,7.7858940397350995
MS09DOIP01a,,MarineSediment,119.2,-3.53,Makassar Strait,doi.org,8.052534246575343
IC05ISAU01A,,GlacierIce,24.0,79.83,Austfonna,,1.081374321880651
TR15NACA00,,Wood,-71.2,54.56,QuebecLabrador,,1.0
CO13HENG01A,,Coral,152.8115,-10.6907,"Misima Island, Papua New Guinea",https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:15794,0.08803954545454541
IC13ST0101A,,GlacierIce,-111.24,-79.38,US-ITASE-2000-1,,0.10107732880937695
SP08ZHCN01A,,Speleothem,105.0,33.3,"Wanxiang Cave, China",https://www.ncdc.noaa.gov/paleo-search/study/862,2.5724431818181817
CO99KUHO01Aa,,Coral,113.7683,-28.4617,Houtman Abrolhos Islands,,0.13067408376963355
CO99KUHO01Ab,,Coral,113.7683,-28.4617,Houtman Abrolhos Islands,,0.16666945606694566
MS08UAPM01,,MarineSediment,-9.5083,38.625,Portuguese Margin,http://doi.pangaea.de/10.1594/PANGAEA.717637,11.992395437262358
IC16WE2001A,,GlacierIce,-36.5,78.8333,B20,,1.0
IC94THDP01A,,GlacierIce,-64.87,-70.68,Dyer Plateau,,1.0
IC00OE1901A,,GlacierIce,-1.0,-75.17,DML Plateau (DML19) FB9805,,1.0051546391752577
MS99LWSC01,,MarineSediment,117.3833,20.1167,South China Sea,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/179401_2-tab.txt,56.247606019151846
LPD7311e8295,,MarineSediment,117.3833,20.1167,South China Sea,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean/sediment_files/complete/179401_2-tab.txt,1116.8285714285714
IC03HOIL01A,,GlacierIce,-67.77,-16.62,Illimani,,1.0
LS14TAKA01a,,LakeSediment,73.26,38.86,Lake Karakul,doi.org,200.85
IC00STTY01A,,GlacierIce,158.72,-77.78,Taylor Dome,,1.8569208554926517
LS15BHAL,,LakeSediment,-97.5338,19.0915,Laguna de Aljojuca,doi.org,23.010439560439558
Ocean2kHR_163,,Coral,142.1941,27.1059,Miyanohama,doi.org,0.16666711956521726
Ocean2kHR_164,,Coral,142.1941,27.1059,Miyanohama,doi.org,0.16666711956521726
Ocean2kHR_165,,Coral,142.1941,27.1059,Miyanohama,doi.org,0.16666711956521726
IC16WE2701A,,GlacierIce,-46.4837,76.6594,B27,,1.0256739409499358
LPD55779927accr,,GlacierIce,-46.4837,76.6594,B27,,1.0
IC01JO0101A,,GlacierIce,123.39,-75.1,EDC Dome C,,13.786643884892088
IC10VID301A,,GlacierIce,-43.83,65.18,DYE3,,1.0
IC10VID302A,,GlacierIce,-43.83,65.18,DYE3,,1.0
IC10VID302B,,GlacierIce,-43.83,65.18,DYE3,,1.0
IC10VID303A,,GlacierIce,-43.83,65.18,DYE3,,1.0
IC10VID304B,,GlacierIce,-43.83,65.18,DYE3,,1.0
IC10VID305A,,GlacierIce,-43.83,65.18,DYE3,,1.0
IC10VID305B,,GlacierIce,-43.83,65.18,DYE3,,1.0
IC10VID302A2,,GlacierIce,-43.83,65.18,DYE3,,1.0
LS01HUFA01b,,LakeSediment,-153.6333,62.55,Farewell Lake,doi.org,54.24932432432433
LS01HUFA01a,,LakeSediment,-153.6333,62.55,Farewell Lake,doi.org,54.24932432432433
Ocean2kHR_107,,Coral,-22.8883,16.75,"Pedra de Lume, Cape Verde Islands",doi.org,0.08333333333333333
LS07ANMA,,LakeSediment,-133.8,60.1,Marcella,doi.org,39.84166666666667
IC99OE0901A,,GlacierIce,7.22,-75.93,DML Plateau Amundsenisen FB97DML09,,1.0103092783505154
LS96CUPUb,,LakeSediment,-87.61,20.63,Punta Laguna,doi.org,5.913673805601317
MAT96f4f77e8e,,LakeSediment,-87.61,20.63,Punta Laguna,doi.org,5.8653594771241835
LS96CUPUa,,LakeSediment,-87.61,20.63,Punta Laguna,doi.org,6.231944444444444
LS11KOMA01A,,LakeSediment,34.1878,-10.0183,Lake Malawi,doi.org,187.8
LS14ZHJU01A,,LakeSediment,-89.4833,-0.9,El Junco Lake,,108.98690476190478
LPD796b99d7,,LakeSediment,-89.4833,-0.9,El Junco Lake,,114.43625
Ocean2kHR_138,,Coral,-82.05,7.98,"Secas Island, Gulf of Chiriqui, Panama",doi.org,0.10167156502571638
IC09KANG01A,,GlacierIce,-42.32,75.1,NGRIP,,1.0
WEB04cd805a,,Coral,96.875,-12.087,Direction Island,,0.168956594323873
WEB8500c738,,Coral,96.875,-12.087,Direction Island,,0.16496332518337398
WEBc0eedb9c,,Coral,96.875,-12.087,Direction Island,,0.1700924369747898
GH319a119c,,LakeSediment,18.7,68.33,tibetanus,doi.org,172.6483050847458
GHc1be714b,,LakeSediment,18.7,68.33,tibetanus,doi.org,172.6483050847458
LS02ROSA,,LakeSediment,18.7,68.33,tibetanus,doi.org,172.6483050847458
LPD797006f7,,LakeSediment,18.7,68.33,tibetanus,doi.org,172.6483050847458
LPDe54dc6d7,,LakeSediment,18.7,68.33,tibetanus,doi.org,172.6483050847458
LS12THAY01E,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,1.3414634146341464
LS12THAY01B,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,1.3414634146341464
LS12THAY01C,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,9.525862068965518
LS12THAY01D,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,1.3414634146341464
LS12THAY0130s,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,1.3414634146341464
LS12THAY0124s,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,1.3414634146341464
LS12THAY0126s,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,9.692982456140351
LS12THAY0128s,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,1.3414634146341464
LS12THAY01A,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,1.3414634146341464
LS12THAY0122s,,LakeSediment,-70.086,70.459,Ayr Lake,https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:13114,1.3414634146341464
Ocean2kHR_013,,Coral,55.25,-21.0333,"La Reunion, Southwestern Indian Ocean",doi.org,0.1666700610997964
MS07MMNP01a,,MarineSediment,-75.16,-44.15,Southern Chile Margin,doi.org,17.958000000000002
O2kLR_195,,MarineSediment,-75.16,-44.15,Southern Chile Margin,doi.org,36.280701754385966
O2kLR_197,,MarineSediment,-75.16,-44.15,Southern Chile Margin,doi.org,36.54169491525424
MS15BATP02,,MarineSediment,-9.33,38.55,Tagus prodelta,http://doi.pangaea.de/10.1594/PANGAEA.858741,59.861111111111114
MAT903b5bd19b,,MarineSediment,-9.33,38.55,Tagus prodelta,http://doi.pangaea.de/10.1594/PANGAEA.858741,7.135761589403973
MAT778c477373,,MarineSediment,-9.33,38.55,Tagus prodelta,http://doi.pangaea.de/10.1594/PANGAEA.858741,7.135761589403973
MS15BATP01,,MarineSediment,-9.33,38.55,Tagus prodelta,http://doi.pangaea.de/10.1594/PANGAEA.858741,7.159468438538206
Ocean2kHR_140,,Coral,145.817,-5.217,"Deplik Tabat Reef, Madang Lagoon",doi.org,0.25
Ocean2kHR_141,,Coral,145.817,-5.217,"Deplik Tabat Reef, Madang Lagoon",doi.org,0.25
IC09KA7901A,,GlacierIce,-73.1,80.7,Agassiz A79,,1.0
IC16WENG00A,,GlacierIce,-46.0,76.0,NG-stack,,1.0
TR06TRBO00,,Wood,74.98,36.62,"Boibar Valley, Northern Pakistan",http://www1.ncdc.noaa.gov/pub/data/paleo/treering/isotope/asia/pakistan/,1.0
IC13ST2401A,,GlacierIce,-107.99,-86.5,US-ITASE-2002-4,,0.11758453475014363
MAT7d9c16f020,,GlacierIce,-107.99,-86.5,US-ITASE-2002-4,,0.11704669811320757
LPD10e9f8f7,,MarineSediment,4.03,40.5,Mediterranean (Minorca),http://doi.pangaea.de/10.1594/PANGAEA.780423,18.571428571428573
LPD312b2365,,MarineSediment,4.03,40.5,Mediterranean (Minorca),http://doi.pangaea.de/10.1594/PANGAEA.780423,18.571428571428573
MS12AMMM01b,,MarineSediment,4.03,40.5,Mediterranean (Minorca),http://doi.pangaea.de/10.1594/PANGAEA.780423,36.26535714285715
LPD10e9f8f7d,,MarineSediment,4.03,40.5,Mediterranean (Minorca),http://doi.pangaea.de/10.1594/PANGAEA.780423,36.26535714285715
