model_code,pcc,vd
IMD_1901.1,0.26205653141623614,0.0428854749448227
IMD_1901.3,0.23627885600878867,0.1297527029268814
IMD_1901.5,0.1538558315781823,0.04623552420210114
IMD_1901.7,0.21094388417784807,0.07737114288877717
IMD_1902.1,0.2714547310673298,0.2032110967005903
IMD_1902.3,0.28900200174619445,0.04559320432289299
IMD_1902.5,0.2581527461097568,0.17337352258308586
IMD_1902.7,0.31816136805355366,0.06926867144958321
IMD_1903.1,-0.08543553954744111,0.11285414365934598
IMD_1903.3,-0.23579481504460126,0.06368537811445463
IMD_1903.5,-0.1979575554270061,0.5106238332192825
IMD_1903.7,-0.04205351671421308,0.014170328100450158
IMD_1904.1,-0.0210332183917875,0.24235715568695348
IMD_1904.3,-0.039201684507621654,0.32813434899483007
IMD_1904.5,-0.10500443864413649,0.3165789753261594
IMD_1904.7,0.16943987199362867,0.03485966622199732
IMD_1905.1,0.44259766421690594,0.2636679220292495
IMD_1905.3,0.3854494026303998,0.24612740756010276
IMD_1905.5,0.008385078863807781,0.17060922502542275
IMD_1905.7,0.4462470944193069,0.10029869197870034
IMD_1906.1,0.2227932062429253,0.3283145806478225
IMD_1906.3,0.31514648331213574,0.24589806112515555
IMD_1906.5,0.0802719113626318,0.21513878616559134
IMD_1906.7,0.19502174016684568,0.20631661328541862
IMD_1907.1,0.0010808549419674988,0.3536644939959207
IMD_1907.3,0.11312236159653816,0.3177230422079721
IMD_1907.5,0.20634991360135535,0.13469973846079497
IMD_1907.7,0.15119403669825404,0.18260870023371367
IMD_1908.1,0.21810334798924155,0.37419829858453246
IMD_1908.3,0.029178635757035144,0.6173249293676135
IMD_1908.5,0.22015287004090348,0.6009548713079211
IMD_1908.7,0.04387495846169281,0.8165822733751056
IMD_1909.1,0.16782134520462835,0.19599555193546014
IMD_1909.3,0.16123966140824444,0.01971597730281549
IMD_1909.5,0.1405966318533559,0.22319154202106195
IMD_1909.7,0.1949388328326658,0.5094679868138094
IMD_1910.1,0.324485870668433,0.057846076581858474
IMD_1910.3,0.22074141704134975,0.34374891987047307
IMD_1910.5,0.2000807718259549,0.0259134841898907
IMD_1910.7,0.34660866761176107,0.6104253357925933
IMD_1911.1,0.3624554567919695,0.49600503316272193
IMD_1911.3,0.22711080103625406,0.5465000616585105
IMD_1911.5,0.041809480305313076,0.4001869755064338
IMD_1911.7,0.19582550757432735,0.41798536947120124
IMD_1912.1,0.1891801193866922,0.29658724433705147
IMD_1912.3,0.14852197766730144,0.014697625572235029
IMD_1912.5,0.13845702833730575,0.24617484278008278
IMD_1912.7,0.020847738815490412,0.21792010896876518
IMD_1913.1,0.1538227870596444,0.5199968076887613
IMD_1913.3,-0.1166847340042871,0.3645011193695551
IMD_1913.5,-0.286882346764385,0.34227234196095524
IMD_1913.7,0.01546620247297087,0.5142112679424768
IMD_1914.1,0.007145756387394377,0.5133238649567887
IMD_1914.3,0.15700263905731945,0.6137634954056069
IMD_1914.5,0.13143935839277793,0.442765555401735
IMD_1914.7,0.32078726671063806,0.33839120628445596
IMD_1915.1,-0.1641124830541127,0.5729847535980049
IMD_1915.3,0.256593169150463,0.7077333614719216
IMD_1915.5,0.36948695541696946,0.6883883759868447
IMD_1915.7,0.18176772582582593,0.48309451197508013
IMD_1916.1,-0.014697165902276727,0.5571414781431275
IMD_1916.3,0.02417443120494736,0.7212554840067941
IMD_1916.5,0.13144270881258135,0.14390396050414267
IMD_1916.7,-0.04476683771017853,0.28792191573181924
IMD_1917.1,-0.010646898247315772,0.3918969998465367
IMD_1917.3,-0.22810767922835698,0.6554545233355351
IMD_1917.5,-0.13523042713264996,0.4450363288031407
IMD_1917.7,-0.13420001203309015,0.22144690848453719
IMD_1918.1,0.451934750322494,0.7209689695278174
IMD_1918.3,0.43416778291198194,0.6453131813446051
IMD_1918.5,0.3076376693374538,0.7772736925521857
IMD_1918.7,0.3082307423692556,0.5150818008819587
IMD_1919.1,0.027685411784939332,0.4039988582893458
IMD_1919.3,0.004406150824379769,0.42118347342453866
IMD_1919.5,0.07822334657528479,0.34452725108109383
IMD_1919.7,-0.06378930171232022,0.31473388616599174
IMD_1920.1,0.35476676557257164,0.18362576479966886
IMD_1920.3,0.3071831534542036,0.3451797891134476
IMD_1920.5,0.18360023920996954,0.15225260739271396
IMD_1920.7,0.27658421672068445,0.23182543401663058
IMD_1921.1,0.10960885246221486,0.1792844607202767
IMD_1921.3,0.26553867481859905,0.39386195677206504
IMD_1921.5,0.2008121939540212,0.32041168945715415
IMD_1921.7,0.07874146045181535,0.30290890472815024
IMD_1922.1,0.4558843199492792,0.40392278582066365
IMD_1922.3,0.42086888024030716,0.47168492228001424
IMD_1922.5,0.47164628282724064,0.5462493494173891
IMD_1922.7,0.437401406106706,0.1358654692789919
IMD_1923.1,0.22775356935180166,0.12084275333253924
IMD_1923.3,0.30514074583088907,0.4024680271926683
IMD_1923.5,0.30854588620776296,0.3613915458503526
IMD_1923.7,0.32151140147252066,0.843734979275183
IMD_1924.1,0.27865129104755715,0.24797157548430437
IMD_1924.3,0.19628584310891603,0.4053603222227382
IMD_1924.5,0.30734919039692177,0.21855388186934466
IMD_1924.7,0.3175637723838299,0.6762668003893184
IMD_1925.1,0.3816586754916777,0.6393929788115312
IMD_1925.3,0.41086166485896813,0.49744547095325486
IMD_1925.5,0.38015762488315735,0.8653224013483961
IMD_1925.7,0.2827806150618358,0.632546342277794
IMD_1926.1,0.35316597255324056,0.3492304409699625
IMD_1926.3,0.21919637691622057,0.2078850890355295
IMD_1926.5,0.37465654117058195,0.6334602503882831
IMD_1926.7,0.22285229981881174,0.24509731185008943
IMD_1927.1,0.16583555613098666,0.09512084762901707
IMD_1927.3,0.29083981241954926,0.5680644218191568
IMD_1927.5,0.2020237010134042,0.10181427042335911
IMD_1927.7,0.2409960419785749,0.06127208511681004
IMD_1928.1,0.05543535520849936,0.3003542529854296
IMD_1928.3,-0.12662047881320063,0.19187505119175896
IMD_1928.5,0.05631281315187439,0.4228347050461291
IMD_1928.7,0.039166006697304266,0.06545723550648674
IMD_1929.1,0.10579036750958244,0.2683916869320909
IMD_1929.3,0.41942443074904134,0.1482435646214525
IMD_1929.5,0.42041907933467326,0.44749521042490403
IMD_1929.7,0.39722804152958324,0.09687842752123277
IMD_1930.1,-0.21638540926758892,0.24112370755248064
IMD_1930.3,0.16336340396783197,0.1077022985023976
IMD_1930.5,-0.10165313508453533,0.37316314731068617
IMD_1930.7,0.11431415422922467,0.06277249608464247
IMD_1931.1,0.2740051116942111,0.0032966265011233897
IMD_1931.3,0.2904896222670202,0.07646744162555508
IMD_1931.5,0.33658080951170544,0.01461796671863369
IMD_1931.7,0.27496206942321016,0.06552080600742527
IMD_1932.1,0.23659777676146357,0.05116577731463062
IMD_1932.3,0.32303625869186864,0.2931161047330226
IMD_1932.5,0.31347966694121016,0.07261921180394543
IMD_1932.7,0.3140557558186129,0.4436429859509791
IMD_1933.1,0.2545053370690364,0.15022745789536118
IMD_1933.3,0.17463353752759533,0.41914644898422837
IMD_1933.5,0.13617903343236815,0.5593677020216811
IMD_1933.7,0.29816190134222953,0.4201909905815947
IMD_1934.1,0.35212864701402335,0.520682565268114
IMD_1934.3,0.41048265397972356,0.4569673159681109
IMD_1934.5,0.2843361671076181,0.08905682772772039
IMD_1934.7,0.4189298688900958,0.3256834366880206
IMD_1935.1,0.29176594118414706,0.029264502975517304
IMD_1935.3,0.34327273724891805,0.0573886997966232
IMD_1935.5,0.42107732948398896,0.013047330829673798
IMD_1935.7,0.28403980687334923,0.0748343534736099
IMD_1936.1,0.4494122902378947,0.6313917885538443
IMD_1936.3,0.38576167297284975,0.7713580976244314
IMD_1936.5,0.3679982769985947,0.5832020292993887
IMD_1936.7,0.4745407983986663,0.6460544715639456
IMD_1937.1,0.31094171325816056,0.35987218990265357
IMD_1937.3,0.2904112592063541,0.22122895493446815
IMD_1937.5,0.44633272610830654,0.35376630499302375
IMD_1937.7,0.4136721892037111,0.21679401173531043
IMD_1938.1,0.2766640470014498,0.5994376832734467
IMD_1938.3,0.34707715268360784,0.2914251977692963
IMD_1938.5,0.2593141285974513,0.17314240281690374
IMD_1938.7,0.3435790674233514,0.3027393525351165
IMD_1939.1,0.2770192899148375,0.1870972572515981
IMD_1939.3,0.24400071031360196,0.3036845086763875
IMD_1939.5,0.3214781951007649,0.3964090405653493
IMD_1939.7,0.35406097920412166,0.6711329019318597
IMD_1940.1,0.30766124056833377,0.006951519234156933
IMD_1940.3,0.28923343634932164,0.08196807740447554
IMD_1940.5,0.41175332045720375,0.20514110563514265
IMD_1940.7,0.28189674349531363,0.09354726312873396
IMD_1941.1,-0.017056787228107623,0.4047798359027007
IMD_1941.3,0.24263872858870145,0.43189635809565574
IMD_1941.5,0.43130871850292696,0.3930390619864562
IMD_1941.7,0.09993162103360902,0.35607707437182456
IMD_1942.1,0.4082528931245337,0.6932995889216009
IMD_1942.3,0.4845617149709669,0.3663505438595358
IMD_1942.5,0.30624782568663694,0.4551811341076437
IMD_1942.7,0.19666268200575276,0.4034820023804251
IMD_1943.1,0.24306344139702737,0.30828098919400493
IMD_1943.3,0.18962899040911596,0.4294126030445985
IMD_1943.5,0.2956273428243411,0.06164811518201152
IMD_1943.7,0.17526443920013296,0.3181891587019853
IMD_1944.1,0.3174208373357624,0.6632818429470579
IMD_1944.3,0.2591065058230527,0.466938361406378
IMD_1944.5,0.04572766741302966,0.5932887940407316
IMD_1944.7,0.3982744212134171,0.23930059361462996
IMD_1945.1,-0.3206267836032132,0.4560814621084899
IMD_1945.3,-0.35413951128604015,0.47923440953433216
IMD_1945.5,0.000968474494423545,0.4211193444365233
IMD_1945.7,-0.2666143685410767,0.48230243941485584
IMD_1946.1,0.3887559507187247,0.2445164321144322
IMD_1946.3,0.32046970651922957,0.3250908253868321
IMD_1946.5,0.4423466646159181,0.3431940673073033
IMD_1946.7,0.38591225327922923,0.5441551206787327
IMD_1947.1,0.06284800875821803,0.09837343243566765
IMD_1947.3,-0.05761671581815251,0.3460897698780657
IMD_1947.5,0.09125415779909314,0.2211142971893908
IMD_1947.7,-0.03815016943990789,0.020941178522431714
IMD_1948.1,0.2890565679137844,0.5823355362914637
IMD_1948.3,0.3260113086600355,0.6937599078916148
IMD_1948.5,0.36212420718502775,0.7449620933435992
IMD_1948.7,0.22232143783909578,0.5695201353334025
IMD_1949.1,0.2720750815231594,0.6099489716481543
IMD_1949.3,0.264030098038301,0.5056655196141577
IMD_1949.5,0.11898661178414766,0.598016881723342
IMD_1949.7,0.2627019173232487,0.6554039356898642
IMD_1950.1,-0.04854586214905908,0.490566830086937
IMD_1950.3,0.156253117791514,0.8952563730361367
IMD_1950.5,-0.058912014666960597,0.6563438576939011
IMD_1950.7,0.08760710754303451,0.7215049666645432
IMD_1951.1,-0.09904593081987115,0.3146788190200279
IMD_1951.3,0.12873426071041186,0.23973389073156814
IMD_1951.5,-0.11094845791285077,0.229490504701371
IMD_1951.7,0.0368300531707419,0.30199186607145767
IMD_1952.1,0.09153801479818449,0.4649935737772267
IMD_1952.3,0.07285793418206182,0.27223598217204026
IMD_1952.5,0.0762007415416572,0.44913720344736985
IMD_1952.7,0.09274967292286017,0.5323702768011372
IMD_1953.1,0.14985227002455323,0.48937780363210437
IMD_1953.3,0.11369296587679674,0.3836302529061675
IMD_1953.5,0.14728850453291534,0.4986141691888213
IMD_1953.7,0.11554941846753725,0.46754182083257434
IMD_1954.1,-0.04008324332793949,0.27518559860475367
IMD_1954.3,0.20195484496179103,0.2166118757653982
IMD_1954.5,0.060689726559238294,0.40609834956415003
IMD_1954.7,0.1696847221668454,0.4013233618665487
IMD_1955.1,0.24368179577956062,0.35922431055505266
IMD_1955.3,0.30753277505152826,0.4971968144555806
IMD_1955.5,0.318720475072083,0.26374523941476335
IMD_1955.7,0.3313628569558315,0.42562138143975725
IMD_1956.1,0.23119883756549386,0.3043653241008263
IMD_1956.3,0.21325933016515605,0.24133257778582384
